	kallisto_quant_sample140	kallisto_quant_sample145	kallisto_quant_sample150	kallisto_quant_sample173	kallisto_quant_sample178
XM_029328529.2	542	614	445	524	456
XM_044312128.1	0	0	0	0	6.10501
XM_029343996.2	536.125	606.529	308.543	685.65	721.202
XM_029355556.2	253	114	104	123	210
XM_044308091.1	0	0	0	247.982	620.125
XM_044316531.1	253.261	632.626	83.2659	257.131	390.195
XM_029344457.2	79.0799	26.1512	50.0152	43.8613	21.7853
XM_029341563.2	195.567	26.0278	0	81.6467	48.792
XM_044313029.1	117.305	148.1	4	30.587	18.4542
XM_029338144.2	62.7909	73.3306	96.9417	176.52	50.9299
XM_029327307.2	0	0	3.36531	0	1
XM_044324321.1	456.111	211.289	391.772	215.687	465.218
XR_006397966.1	68.7111	2.58944	14.9898	6.40289	18.6583
XM_044319090.1	127.051	1.98214e-08	94.2305	152.132	21.4966
XM_044315216.1	0	0	0	0	47.0204
XM_044314880.1	0	4	2	0	19
XM_029342443.2	0	0.00022737	201.473	0.00379474	5.2628
XM_044321164.1	15.4812	1	6.48946	11.3837	33.8242
XM_044312764.1	61.8384	41.8267	89.9397	44.3576	84.8105
XM_029335491.2	307.578	197.636	42.1358	262.829	253.096
XM_029347401.2	0	67.1659	23.7395	0	585.917
XM_029344624.2	10.5181	16.8714	24.7271	0	75.2854
XM_029346970.2	9.53496	1.77362	26.9739	5.48062	50.1301
XM_029339201.2	525.165	678.018	514.948	474.111	407.136
XM_044312851.1	3.61709e-07	2.50633e-05	0	6.83005e-05	0.00125469
XM_029336588.2	51	109.696	61.6273	108.864	117.173
XM_029353813.2	1736	2233	2248	1899	774
XM_029333914.2	627.877	625.617	331.887	731.351	564.43
XM_029333242.2	0	0	0	0	11.6495
XM_029337515.2	683.341	713.525	350.045	544.614	486.258
XM_029329588.2	1361	837	1054	1374	1266
XR_006395992.1	134	129	29	165	127
XM_044315745.1	0	0	0	0	0
XM_044312323.1	0	0	0	0	0
XM_029334551.2	569	358	290	884	677
XM_029342820.2	7	5	0	3	6
XM_029355298.2	407.493	102.542	37.1742	92.6402	9.31975
XM_044321666.1	20.4415	8	0	20	1.10172
XM_044313259.1	0	1.20948e-07	141.492	201.61	342.591
XM_029357099.2	8140.76	6596.43	3879.99	8546.55	6719.71
XM_044316955.1	456.163	331.142	136.255	494.915	663.459
XM_044325786.1	34	11	22	0	24
XM_044326426.1	316	190	202	424	671
XM_044321158.1	3.49393	6	5.13582	11	21
XM_029327598.2	22.2583	24	77.001	32.5821	46.7381
XM_029357573.2	1236.33	2206.8	450.873	1156.84	595.071
XM_029332064.2	454.242	334.055	217	384.446	333.439
XM_029333923.2	139	54	101	192	160
XM_029357863.2	0	0	0	0	0
XM_044314889.1	0	0	0	0	0
XR_006397885.1	0	2	6	0	0
XR_003823829.2	12	5	0	0	12
XM_029345988.2	297.648	97.2341	52.5498	203.437	75.9359
XR_006397881.1	47	40	0	0	13
XM_044324091.1	4.08662	282.767	0	150.784	0
XM_029337446.2	0	0	0	0	0
XM_044307052.1	95.3192	47	104	74.297	73.1395
XM_029332996.2	1266.59	1003	1091	880	2835
XM_044316261.1	0	0	0	0	0
XM_029349141.2	1883.55	1443.53	719.601	919.112	591.363
XM_029343845.2	25	10	13	51	30
XM_044307539.1	0	12.8556	0	11.5517	13.4635
XM_044317742.1	48.885	49.712	23.6851	158.477	33.4515
XM_044320901.1	77.862	216.884	141.25	380.039	174.467
XM_029329594.2	1790	1243	1007	1688	1860
XR_003826737.2	0	0	0	0	0
XM_029356870.2	19	0	0	0	0
XR_006391534.1	60.3415	0	0	22.0809	51.3532
XM_044320565.1	0	0	253.293	0	0
XR_006392611.1	22.8393	1.06889	7.9752	0	7.21405
XR_006393423.1	43.4847	0	84.5885	21.8874	180.04
XM_044321071.1	565	334	215	413	179
XM_029350998.2	0	0	0	0	0
XM_044326333.1	0	0	0	0	0
XM_044315943.1	12	10.5708	22	10	18.9321
XM_029330708.2	1099	1189	739	960	553
XR_006393094.1	141.739	3.12089	3.01272	0	69.5482
XR_006393092.1	94.1821	2.79486	56.1384	30.7777	297.848
XM_029329271.2	129.477	14.1111	13.1548	44.8895	107.051
XM_029355343.2	924.496	536.611	326.948	125.596	53.8555
XR_006393778.1	2.08608	1.1875	12.4407	2.12121	23.253
XM_029329942.2	0	0	0	0	0
XM_044307395.1	20.5898	6.02347	7.02804	4.00526	21.6333
XM_044318132.1	8	0	7	5	0
XR_006392804.1	23.6401	0.000417788	20.605	52.5967	0
XM_029342914.2	150.249	57.558	88.456	88.912	130.894
XM_044310691.1	17.3809	0	0	1.19983	9.15181
XM_044311597.1	85	0	9	12	24
XM_044316368.1	0	0	0	0	0
XM_044322951.1	178.454	0	49.3574	71.6929	128.551
XM_029343454.2	0.044117	0.205023	0	43.6401	36.5321
XM_029335904.2	2049	2270	1826	1650	1265
XM_044310106.1	0	28.9175	0	0	0
XM_044324568.1	0	56.8218	0	19.1542	0
XM_029328687.2	0	0	0	14.0861	50.6347
XM_029333516.2	631	224	197	201	202
XM_044310468.1	212.07	36.9407	32.5255	115.404	156.496
XM_044328080.1	1591	1880	1078	2437	4739
XR_006398151.1	0	0	0	0	0
XR_006397589.1	18	4	9	7	30
XM_044311209.1	0	0	0	0	85.0061
XM_029350494.2	20.8442	0	17.628	4.77715	26.5836
XM_044328433.1	239.4	98.351	93.418	131.043	187.315
XM_044313942.1	0	4	5.02994	0	18.6967
XM_044312081.1	5.77041	51.536	51.4733	51.4183	59
XM_029348342.2	2080	2424	1403	4331	1525
XM_029329898.2	16	5	6	44	11
XM_029327176.2	65.0374	105.981	21.767	69.4211	79.1649
XM_029347942.2	201	107	140	287	250
XM_044326941.1	255.368	229.733	93.3494	277.597	121.153
XM_044320417.1	0	0	0	0	0
XM_044321114.1	32.2617	21.1354	1.72845	130.821	85.0098
XM_044320041.1	312.807	309.375	171.401	474.232	568.768
XM_029332163.2	110.875	107.912	92.5484	103.476	92.9171
XM_044326679.1	91.4983	19.3566	83.0523	83.9473	69.7447
XM_029353148.2	3	0	0	1	0
XM_029349766.2	0	0	0	0.000405434	13.4761
XM_029358334.2	4851	5538	4768	5616	3241
XM_044316195.1	0	0	0	0	0
XM_044319680.1	111.755	30.6638	80.9467	13.6162	0
XM_029342021.2	479	372	203	421	373
XR_006396149.1	58.3497	172.359	16.279	34.7633	30.5909
XR_006392906.1	41.4353	1.7713	24.8023	4.91995	150.901
XR_006394069.1	21.3681	2.62173	3.68853	14.7978	12.1372
XM_044316474.1	0	0	0	2	8.25296
XR_006395588.1	0	0	0	0	0
XM_029358176.2	0	0	94.082	0	10.2086
XM_029323736.2	690.435	161.062	2617.91	247.2	2669.26
XM_044327468.1	50.9899	20.792	2.55693	55.9928	3.1563
XM_029353737.2	0	0	10.971	10	0
XM_044318811.1	0	0	0	0	5.19677
XR_006395448.1	211.228	124	165	124.978	223.82
XM_029353112.2	65	0	0	0	9.799
XR_006393180.1	128.921	318.132	401.511	501.087	637.031
XM_044318841.1	491.205	316.003	327.741	325.777	327.16
XM_029342288.2	0	0	2.90139	6	5.32991
XM_029342708.2	0	0	0	0	0
XM_029356098.2	36.2236	63	59	77.325	131.291
XM_044310528.1	4	1	6	1.26274	6
XM_044327465.1	30	52	20	31	13
XM_029331994.2	39.367	3.92022	8.10037	17.233	2.12107
XM_029343417.2	1689	1077	1000	1524	1595
XM_044326472.1	1385.65	1646.31	1037.68	1422.88	928.919
XM_044321407.1	5.51188	25.6592	9.39808	13.8407	28.8324
XR_003825351.2	1.04688	31.1337	1.04012	10.6026	11.7067
XM_029346550.2	18	29	58	70	25
XM_029336090.2	52.3776	0	0	0	0
XM_044317596.1	7	19	5	7	16
XR_006394215.1	0	0	0	0	0
XM_044321444.1	11.6648	0	8.70527	0	0
XM_044320533.1	130.379	56.5206	143.339	120.874	116.389
XR_006391309.1	43	10	7	17	34
XM_044326975.1	93	51	48	32	98
XM_029337028.2	35.7551	16.0539	24.4372	8.91324	31.7205
XM_044308226.1	30.5193	3.67894	20.3843	44.4419	26.6327
XM_044321268.1	0	0	16.4102	0	244.953
XR_006396056.1	0	0	0	0	0
XM_044316782.1	654.514	408.441	469.58	701.128	1363.55
XM_044310868.1	26.0227	6.71434	3.48367	71.8502	15.9976
XM_029355414.2	92.671	158.106	104.136	78.205	284.612
XM_029328723.2	28.6083	0	113.907	69.0652	140.804
XM_044326140.1	0	0	9.45035	22.2455	0
XM_029342111.2	232.695	110.629	90.0335	61.0315	313.97
XR_006397360.1	65.2374	147.285	55.7585	73.4086	81.737
XR_003824097.2	3675	5745	2311	2077	3270
XM_029355768.2	800.771	954.191	686.461	696.474	367.418
XM_029354788.2	0	0	0	1	3
XR_006397941.1	10	25.0986	9	22	13.1804
XM_044328821.1	1.29772	0	8.92058	0	2
XM_029350058.2	133	69	110	315	374
XM_029355754.2	21.2591	6.16634	0	0	53.2314
XM_029357468.2	0	0.0786858	9.95592e-05	0	3.77211
XM_044319924.1	398.602	682	189.311	1059.3	603.258
XR_006394921.1	70.5585	107.618	52.755	87.6365	104.874
XM_029339607.2	705.391	160.659	36.2623	251.943	0
XR_006394696.1	0.000443423	0.000398443	0	0.000488332	3.71685e-05
XM_044326093.1	0	0	0	0	0
XM_029354051.2	7	8	6	4	21
XR_003823272.2	0	0	0	0	0
XM_044309162.1	71.8279	0.058306	201.588	7.38796	91.5772
XR_006394523.1	45	30	30	29	117
XR_006395090.1	7.34789	0	9.88807	3.45163	0
XM_029333011.2	696.871	371.421	199.146	415.994	397.98
XM_044315079.1	5.97618	0	0	0	0
XM_044314665.1	207.861	177.881	72.8356	139.685	352.371
XM_044328636.1	72.1332	51.9996	27.8377	67	0.0461775
XM_029337030.2	107.606	44.8613	11.6861	0	0
XM_044315947.1	0	0	0	0	3
XM_029331128.2	581.497	429.411	358.73	442.015	845.107
XM_044312516.1	102.068	59.7589	14.6374	78.5069	17.0836
XM_029335898.2	110.879	95	99.6875	122.718	160.296
XM_029338250.2	3327	2631	2062	3371	3336
XM_044314415.1	377.822	32.9902	0	1.14142	32.0611
XR_006392321.1	0	11.9698	0	0	118.511
XM_044315665.1	117.234	22.002	7.09358	115.213	101.272
XM_029341819.2	6483	4207	2385	4599	3027
XM_029349051.2	4	2	10	1	0
XM_044311242.1	2	0	0	3.44665	0
XM_044307088.1	45.5067	8.56538	27.9463	0	0
XM_044324300.1	4444	3578	3148	7509	6207
XM_044314294.1	0	0	0	0	0
XM_044313247.1	63.5865	0	0	0	0
XM_044324165.1	0	2	3	0	7.71188
XM_029352499.2	3711	1987	2011	3257	2501
XM_029324482.2	67.0373	320.14	126.468	168.376	1.45484
XR_006395831.1	0	0	0	0	0
XM_029353427.2	1	204	60	330	0
XR_006393841.1	2.01634	1.88376	0	14.1242	7.50272
XM_044312180.1	0	0	0	0	0
XM_029341128.2	1115	1117	709	1319	800
XM_044315826.1	0	0	0	0	0
XR_006395408.1	0	0.635757	0.0108968	0.029387	0
XM_044327879.1	39	0	73.2609	14.6829	160.745
XM_044319945.1	139.386	41.2248	66.1092	63.1336	49.9184
XM_044319153.1	4.05569	0	0	59.4143	0
XM_029355926.2	86	133	101	154	142
XM_029333162.2	6255	6021.7	2162.64	3753.86	2949.18
XM_029347463.2	0	0	0	0	0
XM_029340866.2	0	0	0	0	0
XM_029353228.2	0	0	14.8659	0	0
XR_006392852.1	2	0	0	14	8
XM_044320044.1	2	0	8.59949	6.63241	0
XM_029347918.2	1013.8	569	561.275	881.959	1149
XM_044311913.1	2	9.98529	0	1.45765	4.43252
XM_029350873.2	0	0	0.610656	0	58.9393
XM_029339809.2	199.936	1312.34	911.042	1312.85	917.615
XM_044318238.1	542	406	325	524	326
XR_006396369.1	113	10	54	7	153
XR_003827330.2	0	6	0	0	0
XM_044320773.1	28.1373	0	2.55552	0	2.15053
XR_006391644.1	0	0	0	0	0
XM_029355918.2	14.077	0	0	3.98992	0
XM_029332013.2	249	188	243	479	449
XM_044327672.1	146.813	0.0265458	0.00208101	0.00688217	0.0112175
XM_044307082.1	458.831	114.923	95.6924	267.684	536.289
XR_003826114.2	3718	3751	2758	2861	2321
XM_044316023.1	110	35	134	112	171
XM_029323632.2	611	380	243	489	524
XM_029342917.2	2186	736	1002	919	1172
XR_006393896.1	41.4353	1.7713	24.8023	4.91995	150.901
XM_044314801.1	15.5034	0	8	5.13213	15.4561
XM_029349331.2	40.0462	2.92221	37.3827	61.4942	225.869
XM_029353815.2	4083.76	4420.81	2571.9	2002.49	3433.16
XM_044309140.1	0	0	0	0	0
XM_044320884.1	0	0	0	0	0
XM_044319225.1	4035.93	1145.17	371.792	3041.46	872.986
XR_006394397.1	0	0	0	0	0
XM_029330784.2	22	4	10	10	14
XM_044323316.1	125	76	115	115	56
XR_006394661.1	221	208	176	228	403
XM_044311104.1	16	5	0	0	0
XM_044311865.1	0	0	0	0	0
XM_044313625.1	8.70061	19.5908	31.7196	35.9935	59.7745
XM_044308984.1	4.83633	0	29.6517	0	7.73211
XM_044322762.1	0	0	0	0	0
XM_029343617.2	6	1	70	0	111
XM_044323942.1	20.771	75.2122	19.9504	16.2019	11.7566
XR_006391491.1	912	7226	23	31	59
XR_006393076.1	41.4353	1.7713	24.8023	4.91995	150.901
XM_029326470.2	0	8.83531	0	17.9797	0
XM_044306948.1	2	0	3	11	62
XM_044324036.1	0	0	0	0	0
XM_029353400.2	0	0	0	0	2
XM_029348824.2	34	10	10	7	3
XM_029341204.2	55	30.3476	0	2.22095	38.3488
XM_044314485.1	594.943	574.813	456	1131.91	610
XM_044315052.1	38.2794	25.5991	62.0485	22.6394	100.373
XM_029344647.2	10.3063	0.897603	3	1	6.1003
XM_044315976.1	0	1	1	0	0
XM_029327548.2	366.653	237.919	298.087	266.237	289.053
XM_044315977.1	40.4022	12	0	0	2
XM_029352379.2	494.311	457.238	605.148	936.947	783.917
XM_029323448.2	1531.48	1026.04	700.444	1276.11	1250.16
XM_044315004.1	64	36.2023	90	32	247.768
XM_029333807.2	87.4198	170.629	109.48	45.9456	145.877
XM_044327580.1	47.7395	4.75687	0	0	14.5445
XR_006396752.1	0	0	0	19.9967	9.51434
XR_003826579.2	249.8	2.24529	85.9712	410.657	171.427
XR_006396551.1	0	0	0	0	0
XM_044321278.1	568.492	298.29	203.231	431.1	454.201
XR_006396580.1	0	0	0	0	4.90235
XM_044316371.1	0	0	1.30878	6.53836	2.03504
XR_006397321.1	80	20	72	85	86
XM_044323135.1	5.67649	57.2112	0	2.74434	0
XM_029356147.2	106.727	241.815	26.8498	35.7706	0
XM_044307365.1	25	12	9	17	52
XM_029341540.2	1450	1892	1168	2082	1814
XM_044314095.1	0	0	1	0	6.77898
XM_044317954.1	0	0	0	0	7.28066
XM_044317452.1	13	0	0	0	0
XM_044313288.1	0	70.1663	4.83021	5.68649	11.8933
XM_044323552.1	54	0	51	114.771	23.132
XM_029333719.2	1636	1868	1005	2896	1187
XM_029338772.2	16	0	0	1.29219	0
XM_044320293.1	372.672	200.899	154.203	198.333	528.249
XM_044322098.1	0	1	0	1	1
XR_006395888.1	7.684	12.111	0	3.00731	15.5985
XM_044325124.1	105.493	52.7861	0	197.315	158.356
XM_029351634.2	585.876	164.655	305.214	512.801	649.15
XM_029339665.2	5.91814	11	13.6613	13.81	42.7539
XM_029343693.2	693.902	836.069	1045.77	784.518	730.369
XM_044322423.1	0	0	2	1	2
XM_044325161.1	4	5	1.31137	0	4.2002
XR_003826111.2	466.398	100.65	61.3445	276.945	206.362
XM_044327748.1	82.2612	77.5123	44.5208	1.87218	43.7699
XM_044309723.1	3.03196	0	0	0	0
XM_029336103.2	18850	16936	10002	20888	19402
XM_029332143.2	1201.1	624.891	855.611	1095.86	1010.13
XR_006391608.1	530.264	11.1218	23.4527	516.011	452.154
XM_044316600.1	0	0	0	0	31.1797
XM_044326063.1	3.04428	0	1.52798	0	0
XM_029348159.2	3639.35	3383.89	1395.14	2307.67	2574.07
XM_029327855.2	0	0	0	0	0
XM_029333381.2	0	0	0	0	42.5524
XR_006393448.1	0	0	0	0	0
XM_029351518.2	0	855.978	326.279	58.1578	41.5558
XR_006392108.1	0	0	0	0	0
XM_029356792.2	465.956	5.05406	2.92251	559.191	3.21219
XM_029349535.2	41.5127	0	49.4122	0	40.5795
XM_044308323.1	272.229	112.207	30.8152	68.9489	91.5967
XM_029323782.2	1855.73	1459.94	1171.13	1448.46	1294.44
XM_044322382.1	411	177	422	175.153	636
XM_044327665.1	91.4526	27.2961	0	75.903	159.079
XM_029353009.2	0	0	0	331.95	284.093
XM_029346165.2	11432.7	11675	10321.4	9863.5	9557.59
XM_029351072.2	987.72	1617.3	393.353	307.215	546.553
XM_044318553.1	1031.34	1246.19	262.123	255.214	379.231
XM_029348064.2	341.786	142.918	0	293.64	32.9731
XM_044318186.1	0	0	0	0	37.773
XM_029331070.2	339	182	139	305	174
XM_044326673.1	28.3337	0	32.4688	0	0
XM_044317192.1	467	166.774	420	240.568	2007
XM_044325398.1	516.158	326.632	135.919	136.686	37.7036
XM_044314872.1	0	2.16986	0	35.0457	0
XM_029324383.2	6	2	0	0	3
XM_044326244.1	14	13	0	2	5
XM_044323944.1	107.223	141.565	59.9815	87.972	55.6212
XM_029338075.2	986.352	145.602	441.532	651.283	317.8
XM_029348559.2	1644.72	1024.39	504.076	1078.69	894.955
XM_044323729.1	4	0	0	1	7
XM_044308628.1	20.1931	0	14.9349	0	0
XM_029338474.2	1161.15	1068.39	176.138	820	153.486
XM_029325885.2	0	0	0	0	0
XM_044307939.1	8.18581	0	0	0	0
XM_044329029.1	0	0	0	0	0
XM_044321292.1	23.3504	0	3.06784	51.4878	44.3644
XM_044322886.1	14.3804	0	18.5586	53.3784	13.4613
XM_029330057.2	101	6775	3121	374	113
XM_044319120.1	147.52	169.527	101.459	240.318	2.01122
XM_044327324.1	0	0	0	0	0
XM_044310988.1	0	0	0	0	0
XM_029349445.2	6	1	9	6	20
XM_044323888.1	0	184.35	16.0154	36.4134	248.645
XM_044327178.1	115.358	56.4488	28	82.5658	132.317
XM_029347664.2	194.922	129.445	144.787	163.378	192.168
XM_029336331.2	5392.83	2630.43	2664.36	3852.69	3873.77
XR_006393597.1	0	0	0	0	0
XM_029348582.2	0	0	0	0	0
XM_044317196.1	0	0	0	0	16.8285
XM_044325008.1	2	1.01661	11.3863	10.5092	57.0746
XR_003826614.2	0	90.3975	0	10.9853	0
XM_044324083.1	4.04466	0	0	7.37304	0
XM_029345516.2	1157	871	522	883	925
XM_029337569.2	11.956	0	0	0	14.4336
XM_044327524.1	5.22519	0.0295417	272.063	0.000239699	414.676
XM_029343765.2	444.792	380.077	258.773	466.971	262.451
XM_044321406.1	0	0	0	6.5942e-08	0
XR_006397282.1	0	0	0	7.34619e-06	0
XM_044312232.1	0	0	0	5	0.0795152
XM_029348849.2	0	0	0	0	0
XM_044314883.1	0	1	2.64807	3.62428	6.19572
XM_044314500.1	0	2.13011	0	0	1.32173
XM_044316017.1	0	0	0	0	3.89229
XM_044312980.1	13.9486	560.009	86.9345	24.3954	48.9793
XR_006395424.1	17.3125	1	1	15.5787	13.0641
XM_044326612.1	9.35743	98.502	0	836.792	280.277
XR_006391324.1	2.06266	11.9277	4.41006	21.9894	69.3696
XM_044314269.1	0	2.27025	0	0	0
XM_029343202.2	42.6211	14.312	95.9842	52.9456	7.35552
XR_006393231.1	9.34433	8.19543	1.12183	13.2505	10.3779
XM_044326785.1	66.3876	147.254	42.744	32.4524	27.0799
XM_029328608.2	14	18	5	63	75
XR_006391978.1	64.956	33.5544	49.7507	35.8431	28.7176
XM_044320910.1	16.4615	0	23	74.2932	0
XM_044311074.1	3.23088	6.35379	16.5521	7.93043	0
XM_044307164.1	1613.86	2402.86	1411.8	1789.25	2619.84
XR_006394755.1	342	489	475	247	195
XM_044322656.1	3	3	0	8	0
XM_044322080.1	0	0.00156702	0.0432266	1.79613e-06	0
XM_044328687.1	27.1228	116.556	64.3276	321.405	98.1785
XM_044315419.1	0	0.00507676	0	0	0.00502376
XM_044312051.1	3	0	0	4	0
XM_029349199.2	165.688	63.3551	117.032	44.4911	68.9502
XM_029349868.2	184.91	0	75.7481	0	216.338
XM_044319765.1	523	714	246	377	696
XM_044329025.1	1.60395	1	0	0	24.1094
XM_029340675.2	788.462	1330.61	1030.18	1125.48	1014.05
XM_029331832.2	1340.75	1360.34	1309.32	2329.32	2637.84
XM_029333726.2	376	15	319	20	0
XM_029334394.2	17.9858	15.6436	3.77139	29.3355	7.70004
XM_044318082.1	49.1101	41.4238	63.8529	40.887	208.737
XM_044310531.1	0	0	0	0	0
XM_029337249.2	635	332	512	527	482
XM_044309846.1	0	0	0	0	2
XM_044312339.1	14	6	6	2	5
XM_044312824.1	14.1088	2.03225	7.65426	20	5
XM_044317853.1	171.52	0.0447731	154.249	275.212	75.368
XM_029351802.2	67.8321	250.24	24.1373	116.823	55.2709
XR_006396250.1	0	0	0	0	7.14373
XM_044313830.1	0	0	0	0	0
XM_029351020.2	1.25012	0	11	0	0
XR_006393645.1	10320.9	26551.8	3822.05	16581	26944.5
XM_044310226.1	0	7.69453	4.79246	0	393.804
XM_029341632.2	70	16	27	110	37
XM_044314891.1	105.074	0	17.0591	33.3924	0
XR_006393228.1	101.747	324.468	152.325	112.723	99.4656
XM_029355435.2	537.491	631.788	170.989	456.906	422.569
XM_044328109.1	0	0	0	0	0
XM_029333727.2	6.54572e-08	15.8912	5.12274	21.0058	21.4795
XM_044313817.1	0	0	0	0	0
XM_044310414.1	0	0	0	0	0
XR_006392172.1	11.5459	63.5533	34.5018	20.5299	28.9166
XR_003826225.1	0	0	0	0	1.43102
XM_044314159.1	23.0297	25.1357	7.06486	21	68.8622
XM_044313307.1	8.84077	7.42151	27.1706	1.51489	6.45432
XM_044311996.1	3.61105	3.38269	84.4929	17.7707	15.2688
XM_029356593.2	216	185	159	130	262
XM_029337120.2	44	27	26	8	92
XM_044328996.1	501.537	349.354	197.412	267.852	442.891
XM_044311427.1	0	0	1	0	0
XM_044316681.1	286.727	51.1902	60.7731	154.832	121.332
XR_003827470.2	88	111	32	103	221
XM_029337367.2	1223	852	503	1361	795
XM_044308945.1	0	0	1.25562	0	0
XM_029338121.2	50	174	46	97	64
XM_044323741.1	0	0	0	0	0
XM_029328684.2	0	31.1229	0	70	120.747
XM_029335233.2	8.65238	4.24597	4.57696	28.902	81.2951
XR_006395053.1	0	0	0	0	4.42847
XM_029358023.2	0	0	0	6	0
XM_029333440.2	268.205	193.648	91.0458	106.125	186.698
XM_044317180.1	3.36524	0	0	0	0
XM_044307904.1	0	25.2542	2.28421	28.2106	25.6814
XM_044322350.1	0	67.87	0	0	0
XR_006395181.1	14	13	16	2	18
XM_029335963.2	534.888	261	350.029	616.061	538.73
XM_029352054.2	247	205	474	87	140
XM_029344413.2	1350.59	1524.17	1225.39	2479.99	3106.66
XM_044317655.1	645	430	252	324	882
XM_029355341.2	470.801	757.678	463.161	1429.65	1222.99
XM_029338577.2	112.656	560.015	0	879.058	172.558
XM_029328581.2	0	0	0	0	1.07883
XM_044324970.1	0	0	3	0	0
XM_029335677.2	134	96	54.1483	166.353	100.374
XM_029334025.2	33.6444	35.1593	10.3936	26.0109	0
XR_003826610.2	0	14	0	0	0
XM_029348720.2	102.275	0	0	0	79.8915
XM_044313514.1	2.53335	9.96584	3.38956	0	10
XM_044325125.1	451.754	267.107	150.198	1192.65	649.352
XM_044308190.1	1.04037	0	0	7.2485e-05	0
XM_044319616.1	1.84426e-08	4.64191e-08	0	0	1.2354e-08
XR_006396966.1	4.73029	3.41088	41.8427	14.7565	21.2806
XM_044313197.1	0	0	0	0	0
XM_044308295.1	3213	1834	1259	2609.35	2596
XM_044317126.1	2.61236	0	0	2.86271	14.5725
XM_044313374.1	14.5594	31.1997	0	0	0
XR_003827986.2	618.485	217.967	206.88	434.628	396.961
XM_029345091.2	0.136521	0	3	0.289481	30
XM_029329051.2	41	24	26	52	42
XM_029335106.2	1479	1301.99	564	734	849
XR_006396907.1	220.458	270.92	123	100.284	71
XM_044329233.1	4502.74	3622.05	1573.17	3499.21	3510.98
XM_029323739.2	16956	13485	6464	14850	15183
XR_006395540.1	44	40	63.2557	37.2693	90
XM_044328866.1	36.4553	0	0	0	33.5843
XM_044319063.1	3388.04	2089.31	1759.75	2601.69	2576.49
XR_006398119.1	1.19003	0	8.28815	8.79337	7.40368
XM_029332353.2	385.931	316.078	204.652	191.738	166.469
XM_044306842.1	77.6818	30	10.6909	284.401	62
XM_044312028.1	30.4935	10.5072	6.27389	24.5545	97.5608
XM_044308280.1	367	142	248	320	311
XR_006392087.1	0	0	0	0	0
XM_044320080.1	178.806	853.499	140.382	222.258	254.322
XM_044316770.1	20	31	36	142	108
XM_044307202.1	72	74	42.5308	55.1134	182.635
XM_029341203.2	0	21.6524	18	64.7791	21.6512
XM_044322288.1	0	0	5	0	0
XM_029340960.2	469	165	209	454	306
XR_006395890.1	133.946	24	39	52.1455	185.473
XM_044318212.1	0	4.74169	43.6669	0	181.889
XM_029342498.2	249.29	163.409	25.2874	198.17	67.8196
XR_006393084.1	11.8831	3.22586	31.8312	0	12.1076
XM_044313644.1	6.37221	5.30571	0	0	0
XM_029351584.2	11749	12978	7240	9101	4083
XM_029345876.2	0	4.28692e-05	0	0	1.8456e-05
XM_044313567.1	1852.57	1334	463.011	1255.03	316.425
XM_029341022.2	96	47	45	52	281
XM_044318660.1	0	0	0	0	0
XM_044325755.1	4	4	17.3889	3.04457	28.1977
XR_006391682.1	0	0	0	0	0
XM_044325090.1	0	1	2	0	0
XM_029357728.2	9360.02	6737.04	4155.53	5922.86	7080.95
XR_006394423.1	0	2	0	0	0
XM_029335995.2	11981.3	10077.5	5115.19	10091.4	8286.48
XM_044326969.1	9	45.028	6	4	10.8987
XM_044307346.1	17	5	30.6238	0	0
XM_044308180.1	0	0	0	8.08103e-05	0
XM_029334486.2	4977.1	7179.02	5029.49	3796.74	2731.94
XM_029338720.2	1489	848	701	1156	1256
XM_029349688.2	812.212	881.256	406.066	683.14	840.134
XM_029329903.2	98.7184	34.6739	164	63.0003	63.9211
XR_006395025.1	159.925	124.128	139.475	124.581	35.8028
XR_003826183.2	0	102.09	0	46.9434	99.0048
XM_044309061.1	0	2.58165	0	40.965	0
XR_006393303.1	0	0	0	0	0
XM_029337544.2	68.7278	109.923	50.4424	92.1069	38.7942
XM_029341295.2	19594	15778	11135	12149	6919
XM_044307935.1	23.8223	4.07785	11.7067	22.1187	37.5029
XM_044313004.1	6.88911	0	13.2156	20.9648	96.4659
XM_044323899.1	96.8843	34.7371	202	96.3885	767.335
XM_029325025.2	24.9199	0	0	12.5237	0
XR_006396274.1	19.2031	17.8672	18.6753	11.0814	1.58726
XR_006394875.1	33.4703	1.67746	70	23	67
XR_006392168.1	0	0	0	0	0
XM_029344181.2	34.9218	9.26389	43.0743	27.974	5.14183
XM_029356867.2	41	31	100	124	65
XM_029355901.2	48100	45862	23475	52340	35501
XM_044309199.1	116.421	616.37	21.2843	122.787	37.7753
XM_044327470.1	14.1525	61.665	52.9246	265.279	125.722
XM_044315838.1	85	112	185	63	1360
XM_029341516.2	0	0	0	99.006	88.5858
XR_006394043.1	2.15224	2.37752	0	0	0
XM_029339426.2	312.841	275.173	242.267	438.775	372.498
XM_044323423.1	37.8836	16	23	36.1848	80.264
XR_006391305.1	3	9	10	3	8
XM_044317494.1	0	0	0	0	0
XM_029327388.2	2770.55	2059.18	1327.59	2048.35	385.977
XM_044312937.1	6.73119	29.3275	7.24301	10.6794	8.61311
XM_044323417.1	0	16.3771	0	7.11713	10.5516
XR_006392270.1	1.27448	0	0	0	0
XM_044321413.1	260.139	156.336	183.273	263.948	242.19
XM_029337087.2	0	0	0	0	0
