"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"17416","Cluster_796","Peve_00041750",0.99983472343522,0.0115746199867111,0.663496317927119,151,-22.39,"2 21","12668 12685",19,"73.68%","73.68%","CDS","Q8BKX6","Serine/threonine-protein kinase SMG1 (SMG-1) (EC 2.7.11.1) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein) (Nonsense mediated mRNA decay-associated PI3K-related kinase SMG1)","Mus musculus (Mouse)","DNA repair [GO:0006281]; negative regulation of macroautophagy [GO:0016242]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of response to DNA damage stimulus [GO:2001020]; regulation of telomere maintenance [GO:0032204]; TOR signaling [GO:0031929]","GO:0000184; GO:0004674; GO:0004697; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006468; GO:0016242; GO:0018105; GO:0031929; GO:0031931; GO:0031932; GO:0032204; GO:0033391; GO:0042162; GO:0046777; GO:0046854; GO:0046872; GO:0106310; GO:2001020"
"17417","Cluster_796","Peve_00041750",0.99983472343522,0.0115746199867111,0.663496317927119,159,-21.09,"2 21","11059 11081",20,"75.00%","75.00%","CDS","Q8BKX6","Serine/threonine-protein kinase SMG1 (SMG-1) (EC 2.7.11.1) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein) (Nonsense mediated mRNA decay-associated PI3K-related kinase SMG1)","Mus musculus (Mouse)","DNA repair [GO:0006281]; negative regulation of macroautophagy [GO:0016242]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of response to DNA damage stimulus [GO:2001020]; regulation of telomere maintenance [GO:0032204]; TOR signaling [GO:0031929]","GO:0000184; GO:0004674; GO:0004697; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006468; GO:0016242; GO:0018105; GO:0031929; GO:0031931; GO:0031932; GO:0032204; GO:0033391; GO:0042162; GO:0046777; GO:0046854; GO:0046872; GO:0106310; GO:2001020"
"17423","Cluster_796","Peve_00042419",0.998150011594241,0.0387299200197762,0.909359886114279,157,-20.95,"2 21","8844 8868",22,"77.27%","77.27%","CDS",NA,NA,NA,NA,NA
"17430","Cluster_796","Peve_00042649",0.999999352596528,0.000724407029937386,0.239778920002343,155,-25.28,"2 21","129 151",20,"70.00%","75.00%","CDS",NA,NA,NA,NA,NA
"17450","Cluster_796","Peve_00042940",0.999893013165731,0.00931245444676547,0.600139271338457,175,-28.05,"2 21","22514 22536",20,"85.00%","85.00%","CDS","Q8IPH9","Slowpoke-binding protein","Drosophila melanogaster (Fruit fly)","modulation of chemical synaptic transmission [GO:0050804]; negative regulation of ATP-dependent activity [GO:0032780]; negative regulation of ion transport [GO:0043271]; neuromuscular synaptic transmission [GO:0007274]; regulation of membrane potential [GO:0042391]; response to starvation [GO:0042594]","GO:0004672; GO:0005737; GO:0005886; GO:0007274; GO:0032780; GO:0042391; GO:0042594; GO:0043271; GO:0045202; GO:0050804"
"17451","Cluster_796","Peve_00043040",0.997958237792955,0.0406884946615009,0.909359886114279,163,-22.61,"2 17","9183 9205",16,"87.50%","87.50%","CDS","P02459","Collagen alpha-1(II) chain (Alpha-1 type II collagen)","Bos taurus (Bovine)","anterior head development [GO:0097065]; cartilage condensation [GO:0001502]; cartilage development involved in endochondral bone morphogenesis [GO:0060351]; cellular response to BMP stimulus [GO:0071773]; central nervous system development [GO:0007417]; chondrocyte differentiation [GO:0002062]; collagen fibril organization [GO:0030199]; embryonic skeletal joint morphogenesis [GO:0060272]; endochondral ossification [GO:0001958]; extracellular matrix organization [GO:0030198]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; heart morphogenesis [GO:0003007]; inner ear morphogenesis [GO:0042472]; limb bud formation [GO:0060174]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; notochord development [GO:0030903]; otic vesicle development [GO:0071599]; proteoglycan metabolic process [GO:0006029]; regulation of gene expression [GO:0010468]; roof of mouth development [GO:0060021]; sensory perception of sound [GO:0007605]; skeletal system development [GO:0001501]; tissue homeostasis [GO:0001894]; visual perception [GO:0007601]","GO:0001501; GO:0001502; GO:0001894; GO:0001958; GO:0002062; GO:0003007; GO:0005201; GO:0005576; GO:0005581; GO:0005585; GO:0005592; GO:0005604; GO:0005615; GO:0005737; GO:0006029; GO:0007417; GO:0007601; GO:0007605; GO:0010468; GO:0030198; GO:0030199; GO:0030903; GO:0031012; GO:0042289; GO:0042472; GO:0042802; GO:0043394; GO:0046872; GO:0048407; GO:0060021; GO:0060174; GO:0060272; GO:0060351; GO:0062023; GO:0071599; GO:0071773; GO:0097065; GO:0097192; GO:2001240"
"17471","Cluster_796","Peve_00043455",0.999999734253511,0.000464118519054011,0.239778920002343,148,-20.7,"2 21","16364 16385",19,"63.16%","68.42%","CDS","P91309","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24) (InsP6 and PP-IP5 kinase)","Caenorhabditis elegans","inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; phosphorylation [GO:0016310]","GO:0000827; GO:0000828; GO:0000829; GO:0000832; GO:0005524; GO:0005737; GO:0005829; GO:0006020; GO:0016310; GO:0032958; GO:0033857; GO:0052723; GO:0052724"
"17483","Cluster_796","Peve_00044008",0.997859048240646,0.0416654499063484,0.909359886114279,160,-21.65,"2 21","7820 7842",21,"80.95%","80.95%","CDS",NA,NA,NA,NA,NA
"17490","Cluster_796","Peve_00043688",0.997883962349723,0.0414222254288143,0.909359886114279,149,-21.34,"2 19","2694 2718",20,"70.00%","70.00%","CDS","Q6NXT4","Zinc transporter 6 (ZnT-6) (Solute carrier family 30 member 6)","Homo sapiens (Human)","cellular zinc ion homeostasis [GO:0006882]; insulin processing [GO:0030070]; regulation of zinc ion transport [GO:0071579]; zinc ion import into Golgi lumen [GO:1904257]; zinc ion import into organelle [GO:0062111]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829]","GO:0000139; GO:0005385; GO:0005794; GO:0006829; GO:0006882; GO:0015297; GO:0030070; GO:0032588; GO:0062111; GO:0071577; GO:0071579; GO:1904257"
"17499","Cluster_796","Peve_00044304",0.999409654250644,0.0218760903670763,0.830089015811238,155,-22.5,"2 17","1510 1532",16,"81.25%","81.25%","CDS",NA,NA,NA,NA,NA
"17500","Cluster_796","Peve_00044304",0.999409654250644,0.0218760903670763,0.830089015811238,155,-22.5,"2 17","2313 2335",16,"81.25%","81.25%","CDS",NA,NA,NA,NA,NA
"17554","Cluster_10060","Peve_00029974",0.999736312730338,0.0146200630686234,0.734958779208245,167,-21.66,"2 21","359 381",20,"75.00%","85.00%","5UTR",NA,NA,NA,NA,NA
"17558","Cluster_10060","Peve_00040742",-0.999019150266648,0.0281988803309955,0.902129556693968,166,-20.16,"2 21","204 224",19,"73.68%","89.47%","5UTR",NA,NA,NA,NA,NA
"17606","Cluster_10934","Peve_00008185",0.99960187302587,0.0179647150151243,0.782669382293497,146,-23.41,"2 21","504 521",19,"68.42%","78.95%","5UTR",NA,NA,NA,NA,NA
"17612","Cluster_10934","Peve_00009398",0.998758250045998,0.0317290557481573,0.903929377050813,155,-23.23,"2 21","51 75",22,"63.64%","77.27%","5UTR",NA,NA,NA,NA,NA
"17631","Cluster_10934","Peve_00019390",0.998758250045999,0.0317290557481559,0.903929377050813,162,-21.88,"2 20","405 427",19,"73.68%","84.21%","5UTR",NA,NA,NA,NA,NA
"17644","Cluster_10934","Peve_00025441",0.999999242056246,0.00078381512101461,0.239778920002343,147,-20.08,"2 17","882 904",16,"75.00%","75.00%","5UTR",NA,NA,NA,NA,NA
"17645","Cluster_10934","Peve_00025440",0.999990991243872,0.00270226453852998,0.439065053827702,147,-20.08,"2 17","882 904",16,"75.00%","75.00%","5UTR",NA,NA,NA,NA,NA
"17661","Cluster_10934","Peve_00040130",0.998758250045998,0.0317290557481573,0.903929377050813,160,-20.06,"2 20","942 961",18,"77.78%","83.33%","5UTR",NA,NA,NA,NA,NA
"17715","Cluster_11134","Peve_00001620",0.999331428228842,0.0232805554536455,0.848115847217852,162,-25.57,"2 21","114 140",24,"70.83%","79.17%","5UTR","Q0VD42","TLC domain-containing protein 5 (Transmembrane protein 136)","Bos taurus (Bovine)","","GO:0016020"
"17718","Cluster_11134","Peve_00002001",0.997882460106254,0.0414369314993325,0.909359886114279,160,-20.3,"2 17","930 951",15,"73.33%","93.33%","5UTR",NA,NA,NA,NA,NA
"17733","Cluster_11134","Peve_00004498",-0.997520581789295,0.0448393995312029,0.929559323183572,150,-20.56,"2 17","909 929",15,"73.33%","86.67%","5UTR","S8FGV1","Laccase-2 (EC 1.10.3.2) (FpLCC2)","Fomitopsis pinicola (strain FP-58527) (Brown rot fungus)","","GO:0005507; GO:0005576; GO:0016682"
"18096","Cluster_11135","Peve_00016052",0.999263211767585,0.024439545782064,0.861227763182295,162,-23.61,"2 20","111 133",19,"73.68%","84.21%","5UTR","A4FUY7","Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)","Bos taurus (Bovine)","Mo-molybdopterin cofactor biosynthetic process [GO:0006777]","GO:0005829; GO:0006777; GO:0016607; GO:0019008; GO:0030366"
"18097","Cluster_11135","Peve_00016434",0.99900571383746,0.0283914000687859,0.903496866948401,170,-20.86,"2 21","918 938",19,"78.95%","89.47%","5UTR","Q5EBP3","Armadillo repeat-containing protein 5","Mus musculus (Mouse)","adrenal cortex development [GO:0035801]; anatomical structure morphogenesis [GO:0009653]; CD4-positive, alpha-beta T cell differentiation [GO:0043367]; defense response to virus [GO:0051607]; gastrulation [GO:0007369]; hemopoiesis [GO:0030097]; in utero embryonic development [GO:0001701]; mesoderm formation [GO:0001707]; regulation of steroid biosynthetic process [GO:0050810]; T cell proliferation [GO:0042098]","GO:0001701; GO:0001707; GO:0005654; GO:0005737; GO:0005829; GO:0005925; GO:0007369; GO:0009653; GO:0016020; GO:0030097; GO:0035801; GO:0042098; GO:0043367; GO:0050810; GO:0051607"
"18105","Cluster_11135","Peve_00020772",0.998797404481802,0.0312247122096777,0.903929377050813,146,-20.94,"2 21","264 290",24,"62.50%","70.83%","5UTR",NA,NA,NA,NA,NA
"18117","Cluster_11135","Peve_00023991",0.999999420671888,0.000685263252555419,0.239778920002343,160,-22.38,"2 18","538 560",17,"82.35%","82.35%","5UTR","P34152","Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)","Mus musculus (Mouse)","angiogenesis [GO:0001525]; axonogenesis [GO:0007409]; blood vessel development [GO:0001568]; cell differentiation [GO:0030154]; cell migration [GO:0016477]; cellular chloride ion homeostasis [GO:0030644]; cellular response to transforming growth factor beta stimulus [GO:0071560]; central nervous system neuron axonogenesis [GO:0021955]; endothelial cell migration [GO:0043542]; ephrin receptor signaling pathway [GO:0048013]; epidermal growth factor receptor signaling pathway [GO:0007173]; extracellular matrix organization [GO:0030198]; growth hormone receptor signaling pathway [GO:0060396]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of anoikis [GO:2000811]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of axonogenesis [GO:0050771]; negative regulation of cell migration [GO:0030336]; negative regulation of cell-cell adhesion [GO:0022408]; negative regulation of organ growth [GO:0046621]; negative regulation of synapse assembly [GO:0051964]; neuron migration [GO:0001764]; nuclear migration [GO:0007097]; organ growth [GO:0035265]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of macrophage proliferation [GO:0120041]; positive regulation of phagocytosis [GO:0050766]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of synaptic transmission [GO:0050806]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; positive regulation of wound healing [GO:0090303]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of cell adhesion [GO:0030155]; regulation of cell adhesion mediated by integrin [GO:0033628]; regulation of cell population proliferation [GO:0042127]; regulation of cell shape [GO:0008360]; regulation of epithelial cell migration [GO:0010632]; regulation of focal adhesion assembly [GO:0051893]; regulation of modification of postsynaptic actin cytoskeleton [GO:1905274]; regulation of osteoblast differentiation [GO:0045667]; regulation of protein phosphorylation [GO:0001932]; regulation of substrate adhesion-dependent cell spreading [GO:1900024]; signal complex assembly [GO:0007172]; transforming growth factor beta receptor signaling pathway [GO:0007179]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vasculogenesis [GO:0001570]; vasodilation [GO:0042311]","GO:0000165; GO:0000226; GO:0001525; GO:0001568; GO:0001570; GO:0001725; GO:0001764; GO:0001932; GO:0001934; GO:0003779; GO:0004713; GO:0004715; GO:0004725; GO:0005102; GO:0005178; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0006468; GO:0007097; GO:0007169; GO:0007172; GO:0007173; GO:0007179; GO:0007229; GO:0007254; GO:0007409; GO:0008284; GO:0008360; GO:0008432; GO:0010507; GO:0010613; GO:0010632; GO:0010634; GO:0010718; GO:0010759; GO:0010763; GO:0014068; GO:0014704; GO:0014911; GO:0016323; GO:0016324; GO:0016477; GO:0016604; GO:0018108; GO:0019901; GO:0019902; GO:0019903; GO:0021955; GO:0022408; GO:0030027; GO:0030154; GO:0030155; GO:0030198; GO:0030307; GO:0030335; GO:0030336; GO:0030644; GO:0031234; GO:0033628; GO:0035265; GO:0036064; GO:0038083; GO:0042127; GO:0042169; GO:0042311; GO:0042383; GO:0042802; GO:0043066; GO:0043197; GO:0043231; GO:0043542; GO:0043548; GO:0044877; GO:0045087; GO:0045202; GO:0045667; GO:0045785; GO:0045860; GO:0046621; GO:0046777; GO:0048013; GO:0048471; GO:0048661; GO:0050766; GO:0050771; GO:0050806; GO:0051893; GO:0051897; GO:0051964; GO:0060252; GO:0060396; GO:0071560; GO:0090303; GO:0098794; GO:0098978; GO:0120041; GO:0140677; GO:1900024; GO:1905274; GO:2000060; GO:2000811"
"18140","Cluster_11135","Peve_00030840",0.999931466060162,0.00745333172287407,0.573710369894872,151,-22.1,"2 21","619 643",22,"63.64%","72.73%","5UTR",NA,NA,NA,NA,NA
"18182","Cluster_1167","Peve_00001485",0.999909726776791,0.00855416971793915,0.573710369894872,155,-21.98,"2 16","285 306",14,"78.57%","85.71%","5UTR",NA,NA,NA,NA,NA
"18183","Cluster_1167","Peve_00001544",0.999909726776791,0.00855416971793915,0.573710369894872,154,-23.08,"2 21","464 484",19,"63.16%","84.21%","5UTR","O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 (Developmentally-regulated endothelial cell locus 1 protein) (Integrin-binding protein DEL1)","Mus musculus (Mouse)","cell adhesion [GO:0007155]; positive regulation of cell-substrate adhesion [GO:0010811]","GO:0005509; GO:0005576; GO:0007155; GO:0010811"
"18189","Cluster_1167","Peve_00003269",0.999909726776791,0.00855416971793915,0.573710369894872,150,-21.09,"2 21","46 69",21,"66.67%","76.19%","5UTR",NA,NA,NA,NA,NA
"18200","Cluster_1167","Peve_00005255",0.999909726776791,0.00855416971793915,0.573710369894872,150,-25.11,"2 19","455 476",17,"64.71%","76.47%","5UTR",NA,NA,NA,NA,NA
"18202","Cluster_1167","Peve_00005406",0.999909726776791,0.00855416971793389,0.573710369894872,147,-20.88,"2 21","126 148",20,"65.00%","70.00%","5UTR",NA,NA,NA,NA,NA
"18214","Cluster_1167","Peve_00007142",0.999909726776791,0.00855416971793389,0.573710369894872,156,-22.04,"2 18","665 687",17,"76.47%","82.35%","5UTR",NA,NA,NA,NA,NA
"18218","Cluster_1167","Peve_00007689",0.999909726776791,0.00855416971793915,0.573710369894872,150,-25.62,"2 19","312 333",17,"64.71%","76.47%","5UTR",NA,NA,NA,NA,NA
"18235","Cluster_1167","Peve_00010286",0.999909726776791,0.00855416971793915,0.573710369894872,153,-20.95,"2 16","104 124",14,"85.71%","85.71%","5UTR",NA,NA,NA,NA,NA
"18245","Cluster_1167","Peve_00014260",0.999909726776791,0.00855416971793915,0.573710369894872,159,-23.98,"2 21","696 718",20,"75.00%","75.00%","5UTR",NA,NA,NA,NA,NA
"18253","Cluster_1167","Peve_00015576",0.999909726776791,0.00855416971793915,0.573710369894872,152,-23.21,"2 13","745 766",11,"90.91%","90.91%","5UTR",NA,NA,NA,NA,NA
"18255","Cluster_1167","Peve_00015940",0.998461753312847,0.0353153733346753,0.909359886114279,140,-24.8,"2 9","385 406",7,"100.00%","100.00%","5UTR",NA,NA,NA,NA,NA
"18257","Cluster_1167","Peve_00016445",0.999909726776791,0.00855416971793915,0.573710369894872,143,-23.75,"2 17","332 359",21,"61.90%","71.43%","5UTR","Q9UHC3","Acid-sensing ion channel 3 (ASIC3) (hASIC3) (Amiloride-sensitive cation channel 3) (Neuronal amiloride-sensitive cation channel 3) (Testis sodium channel 1) (hTNaC1)","Homo sapiens (Human)","detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; response to acidic pH [GO:0010447]; response to heat [GO:0009408]; sensory perception [GO:0007600]; sensory perception of sour taste [GO:0050915]; signal transduction [GO:0007165]; sodium ion transmembrane transport [GO:0035725]","GO:0005261; GO:0005272; GO:0005886; GO:0007165; GO:0007600; GO:0009408; GO:0010447; GO:0015280; GO:0035725; GO:0042931; GO:0044736; GO:0048471; GO:0050915; GO:0050965; GO:0050966; GO:0050968"
