# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/01.61-lncRNA-pipeline/Peve_lncRNA_fixed.gtf" "-o" "../output/01.61-lncRNA-pipeline/Peve_counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam
lncRNA_41488	Porites_evermani_scaffold_633	140090	148839	+	8750	201	79	361	121	112
lncRNA_41489	Porites_evermani_scaffold_633	179915	181162	+	1248	0	0	0	10	4
lncRNA_41490	Porites_evermani_scaffold_633	45078	48211	+	3134	0	0	0	0	4
lncRNA_41491	Porites_evermani_scaffold_633	136488	140038	+	3551	33	4	121	29	50
lncRNA_41492	Porites_evermani_scaffold_633	174449	174989	+	541	0	0	0	0	0
lncRNA_41493	Porites_evermani_scaffold_633	189856	190228	+	373	0	0	0	0	0
lncRNA_41494	Porites_evermani_scaffold_633	118861	119355	+	495	0	4	75	10	0
lncRNA_41495	Porites_evermani_scaffold_6332	10	2695	+	2686	7	74	0	31	65
lncRNA_41496	Porites_evermani_scaffold_6333	2	2126	+	2125	28	17	47	14	23
lncRNA_41497	Porites_evermani_scaffold_6333	3795	5852	+	2058	27	6	47	21	52
lncRNA_41498	Porites_evermani_scaffold_6334	2294	4760	+	2467	0	4	2	0	184
lncRNA_41499	Porites_evermani_scaffold_6334	2830	4760	+	1931	0	0	0	0	0
lncRNA_41500	Porites_evermani_scaffold_6334	534	1628	+	1095	0	0	0	0	254
lncRNA_41501	Porites_evermani_scaffold_6337	402	1531	+	1130	13	2	0	10	33
lncRNA_41502	Porites_evermani_scaffold_6339	968	2878	+	1911	0	0	0	0	0
lncRNA_41503	Porites_evermani_scaffold_6339	973	5615	+	4643	1	0	0	4	8
lncRNA_41504	Porites_evermani_scaffold_634	169877	171079	+	1203	22	57	0	20	434
lncRNA_41505	Porites_evermani_scaffold_634	176514	176865	+	352	0	0	1	1	0
lncRNA_41506	Porites_evermani_scaffold_634	209978	212238	+	2261	0	0	0	2	0
lncRNA_41507	Porites_evermani_scaffold_634	6732	13420	+	6689	1	1	57	15	18
lncRNA_41508	Porites_evermani_scaffold_634	30421	31687	+	1267	2	0	0	1	4
lncRNA_41509	Porites_evermani_scaffold_634	51061	91762	+	40702	9	11	0	2	6
lncRNA_41510	Porites_evermani_scaffold_634	51318	61702	+	10385	0	0	0	0	0
lncRNA_41511	Porites_evermani_scaffold_634	51605	99115	+	47511	0	0	0	0	0
lncRNA_41512	Porites_evermani_scaffold_634	53928	99115	+	45188	0	0	0	0	0
lncRNA_41513	Porites_evermani_scaffold_634	82885	88986	+	6102	0	0	0	0	0
lncRNA_41514	Porites_evermani_scaffold_634	103196	107459	+	4264	91	17	24	24	134
lncRNA_41515	Porites_evermani_scaffold_634	115878	120226	+	4349	0	0	0	0	0
lncRNA_41516	Porites_evermani_scaffold_634	120349	126339	+	5991	11	4	28	9	0
lncRNA_41517	Porites_evermani_scaffold_634	137962	139288	+	1327	0	0	0	0	0
lncRNA_41518	Porites_evermani_scaffold_634	162249	163425	+	1177	3	2	0	0	11
lncRNA_41519	Porites_evermani_scaffold_634	183915	188962	+	5048	0	0	0	10	0
lncRNA_41520	Porites_evermani_scaffold_6340	277	5483	+	5207	588	565	885	558	1136
lncRNA_41521	Porites_evermani_scaffold_6341	1683	2330	+	648	0	0	0	0	0
lncRNA_41522	Porites_evermani_scaffold_6342	3274	4972	+	1699	5455	21	52	25	8094
lncRNA_41523	Porites_evermani_scaffold_6345	1662	5885	+	4224	12	2	83	19	52
lncRNA_41524	Porites_evermani_scaffold_6348	38	1240	+	1203	6	4	71	1	14
lncRNA_41525	Porites_evermani_scaffold_6348	319	5872	+	5554	66	7	4	0	16
lncRNA_41526	Porites_evermani_scaffold_6349	1049	1838	+	790	1	0	0	0	0
lncRNA_41527	Porites_evermani_scaffold_635	3610	8593	+	4984	30	66	24	21	69
lncRNA_41528	Porites_evermani_scaffold_635	24150	51392	+	27243	63	20	0	6	4
lncRNA_41529	Porites_evermani_scaffold_635	83467	92923	+	9457	91	90	366	112	138
lncRNA_41530	Porites_evermani_scaffold_635	198479	199013	+	535	4	0	0	0	0
lncRNA_41531	Porites_evermani_scaffold_635	74	2828	+	2755	8	20	0	8	18
lncRNA_41532	Porites_evermani_scaffold_635	18455	20003	+	1549	0	2	0	0	0
lncRNA_41533	Porites_evermani_scaffold_635	67570	68293	+	724	4	3	55	0	2
lncRNA_41534	Porites_evermani_scaffold_635	127152	140464	+	13313	6	0	17	5	9
lncRNA_41535	Porites_evermani_scaffold_635	141479	151357	+	9879	52	2	46	32	9
lncRNA_41536	Porites_evermani_scaffold_635	167104	170275	+	3172	0	2	0	7	1
lncRNA_41537	Porites_evermani_scaffold_635	209518	210256	+	739	4	13	0	0	2
lncRNA_41538	Porites_evermani_scaffold_635	212498	216476	+	3979	24	0	0	0	82
lncRNA_41539	Porites_evermani_scaffold_635	12446	12766	+	321	0	0	30	0	0
lncRNA_41540	Porites_evermani_scaffold_635	62723	62987	+	265	0	0	23	0	0
lncRNA_41541	Porites_evermani_scaffold_635	80154	80836	+	683	759	433	1548	813	1196
lncRNA_41542	Porites_evermani_scaffold_6350	749	2010	+	1262	0	0	0	0	0
lncRNA_41543	Porites_evermani_scaffold_6352	1385	4833	+	3449	24	10	72	18	6
lncRNA_41544	Porites_evermani_scaffold_6353	3455	5858	+	2404	283	173	77	377	791
lncRNA_41545	Porites_evermani_scaffold_6355	776	2762	+	1987	89	33	15	60	33
lncRNA_41546	Porites_evermani_scaffold_6356	574	1783	+	1210	43	21	73	34	70
lncRNA_41547	Porites_evermani_scaffold_6358	3399	5805	+	2407	28	4	76	19	25
lncRNA_41548	Porites_evermani_scaffold_6358	3404	5664	+	2261	0	0	0	0	0
lncRNA_41549	Porites_evermani_scaffold_636	645	5377	+	4733	0	0	8	0	0
lncRNA_41550	Porites_evermani_scaffold_636	1989	5377	+	3389	0	0	0	0	0
lncRNA_41551	Porites_evermani_scaffold_636	196347	201943	+	5597	1313	2179	23	11	4333
lncRNA_41552	Porites_evermani_scaffold_636	79360	84780	+	5421	0	2	0	0	9
lncRNA_41553	Porites_evermani_scaffold_636	125996	136977	+	10982	0	0	0	0	0
lncRNA_41554	Porites_evermani_scaffold_636	125996	137625	+	11630	0	0	0	0	0
lncRNA_41555	Porites_evermani_scaffold_636	125996	137625	+	11630	0	0	0	0	0
lncRNA_41556	Porites_evermani_scaffold_636	126003	137625	+	11623	0	0	0	0	0
lncRNA_41557	Porites_evermani_scaffold_636	126061	129401	+	3341	0	0	0	0	0
lncRNA_41558	Porites_evermani_scaffold_636	131567	136977	+	5411	0	0	0	0	0
lncRNA_41559	Porites_evermani_scaffold_636	131571	137625	+	6055	0	0	0	0	0
lncRNA_41560	Porites_evermani_scaffold_636	184471	184966	+	496	0	0	0	0	0
lncRNA_41561	Porites_evermani_scaffold_636	204922	215449	+	10528	37	35	0	2	121
lncRNA_41562	Porites_evermani_scaffold_636	14869	15166	+	298	0	0	58	0	2
lncRNA_41563	Porites_evermani_scaffold_636	35797	36005	+	209	92	0	0	2	0
lncRNA_41564	Porites_evermani_scaffold_636	48012	48252	+	241	0	2	44	0	2
lncRNA_41565	Porites_evermani_scaffold_636	124177	124441	+	265	12	4	51	31	6
lncRNA_41566	Porites_evermani_scaffold_636	190128	190804	+	677	17	2	111	24	25
lncRNA_41567	Porites_evermani_scaffold_6361	1888	2538	+	651	0	0	112	1	0
lncRNA_41568	Porites_evermani_scaffold_6361	5181	5469	+	289	2	0	54	0	3
lncRNA_41569	Porites_evermani_scaffold_6362	2690	5026	+	2337	2	80	30	34	60
lncRNA_41570	Porites_evermani_scaffold_6365	1049	2193	+	1145	33	0	1	2	13
lncRNA_41571	Porites_evermani_scaffold_6365	3241	4038	+	798	0	0	0	2	247
lncRNA_41572	Porites_evermani_scaffold_6366	5181	5823	+	643	5	0	0	0	1
lncRNA_41573	Porites_evermani_scaffold_6366	461	2282	+	1822	119	49	30	123	512
lncRNA_41574	Porites_evermani_scaffold_6367	4140	4391	+	252	42	6	36	11	17
lncRNA_41575	Porites_evermani_scaffold_6368	766	1426	+	661	0	0	0	0	0
lncRNA_41576	Porites_evermani_scaffold_6369	611	2460	+	1850	18	2	1	6	0
lncRNA_41577	Porites_evermani_scaffold_6369	1346	2460	+	1115	0	0	0	0	0
lncRNA_41578	Porites_evermani_scaffold_637	14096	20080	+	5985	0	6	0	2	0
lncRNA_41579	Porites_evermani_scaffold_637	96109	96934	+	826	0	0	0	1	0
lncRNA_41580	Porites_evermani_scaffold_637	54891	56025	+	1135	4	95	0	122	30
lncRNA_41581	Porites_evermani_scaffold_637	65549	66056	+	508	0	1	0	8	90
lncRNA_41582	Porites_evermani_scaffold_637	70522	71413	+	892	7	2	0	0	0
lncRNA_41583	Porites_evermani_scaffold_637	87312	91199	+	3888	2	4	0	0	6
lncRNA_41584	Porites_evermani_scaffold_637	93757	94745	+	989	0	0	0	1	0
lncRNA_41585	Porites_evermani_scaffold_637	132924	139519	+	6596	53	17	110	19	172
lncRNA_41586	Porites_evermani_scaffold_637	142234	145123	+	2890	49	7	150	17	165
lncRNA_41587	Porites_evermani_scaffold_637	147999	148830	+	832	140	1	29	5	0
lncRNA_41588	Porites_evermani_scaffold_637	149760	157730	+	7971	83	9	56	25	124
lncRNA_41589	Porites_evermani_scaffold_637	194656	212078	+	17423	37	10	126	8	105
lncRNA_41590	Porites_evermani_scaffold_637	67222	67476	+	255	24	21	51	0	9
lncRNA_41591	Porites_evermani_scaffold_637	131820	132378	+	559	11	0	14	23	139
lncRNA_41592	Porites_evermani_scaffold_637	134598	134824	+	227	0	0	0	0	0
lncRNA_41593	Porites_evermani_scaffold_637	140654	140986	+	333	4	0	30	0	6
lncRNA_41594	Porites_evermani_scaffold_637	192809	193020	+	212	2	0	37	3	12
lncRNA_41595	Porites_evermani_scaffold_6370	3499	5628	+	2130	0	0	0	0	0
lncRNA_41596	Porites_evermani_scaffold_6371	42	5590	+	5549	10	12	8	12	32
lncRNA_41597	Porites_evermani_scaffold_6372	3346	4345	+	1000	0	0	0	0	12
lncRNA_41598	Porites_evermani_scaffold_6373	3470	5658	+	2189	0	0	0	0	0
lncRNA_41599	Porites_evermani_scaffold_6377	3294	3554	+	261	6	0	0	70	50
lncRNA_41600	Porites_evermani_scaffold_638	113958	123610	+	9653	4	3	6	2	13
lncRNA_41601	Porites_evermani_scaffold_638	121373	123610	+	2238	0	0	0	0	0
lncRNA_41602	Porites_evermani_scaffold_638	136987	140125	+	3139	4	0	0	19	2
lncRNA_41603	Porites_evermani_scaffold_638	143756	146603	+	2848	0	0	0	0	0
lncRNA_41604	Porites_evermani_scaffold_638	149689	151264	+	1576	12	0	0	0	12
lncRNA_41605	Porites_evermani_scaffold_638	211015	216502	+	5488	36	48	114	39	74
lncRNA_41615	Porites_evermani_scaffold_638	1387	10464	+	9078	1541	4894	249	967	1432
lncRNA_41616	Porites_evermani_scaffold_638	75600	105414	+	29815	662	76	76	193	956
lncRNA_41617	Porites_evermani_scaffold_638	141851	142403	+	553	0	0	0	0	0
lncRNA_41618	Porites_evermani_scaffold_638	152129	166932	+	14804	0	0	0	0	0
lncRNA_41619	Porites_evermani_scaffold_638	152129	166932	+	14804	0	0	0	0	0
lncRNA_41620	Porites_evermani_scaffold_638	152129	166932	+	14804	0	0	0	0	0
lncRNA_41621	Porites_evermani_scaffold_638	152248	166932	+	14685	0	0	0	0	0
lncRNA_41622	Porites_evermani_scaffold_638	153641	161738	+	8098	0	0	0	0	0
lncRNA_41623	Porites_evermani_scaffold_638	165604	166932	+	1329	0	0	0	0	0
lncRNA_41624	Porites_evermani_scaffold_638	169011	170715	+	1705	556	400	337	135	674
lncRNA_41625	Porites_evermani_scaffold_638	200125	204629	+	4505	7	0	1	0	0
lncRNA_41626	Porites_evermani_scaffold_638	200137	204629	+	4493	0	0	0	0	0
lncRNA_41627	Porites_evermani_scaffold_638	200137	209664	+	9528	0	0	0	0	0
lncRNA_41628	Porites_evermani_scaffold_638	200146	209664	+	9519	0	0	0	0	0
lncRNA_41629	Porites_evermani_scaffold_638	200146	209664	+	9519	0	0	0	0	0
lncRNA_41630	Porites_evermani_scaffold_638	47074	47605	+	532	51	27	66	89	60
lncRNA_41631	Porites_evermani_scaffold_638	57331	57627	+	297	19	6	30	11	27
lncRNA_41632	Porites_evermani_scaffold_638	70498	70934	+	437	8	0	17	3	11
lncRNA_41633	Porites_evermani_scaffold_638	83523	83771	+	249	0	0	0	0	0
lncRNA_41634	Porites_evermani_scaffold_6384	543	1482	+	940	0	0	0	0	0
lncRNA_41635	Porites_evermani_scaffold_6386	3672	4564	+	893	4	10	211	0	0
lncRNA_41636	Porites_evermani_scaffold_6386	5063	5751	+	689	27	12	758	31	90
lncRNA_41637	Porites_evermani_scaffold_6389	4423	5086	+	664	2	2	0	0	20
lncRNA_41638	Porites_evermani_scaffold_639	52951	66885	+	13935	0	0	0	0	0
lncRNA_41639	Porites_evermani_scaffold_639	52951	66885	+	13935	0	0	0	0	0
lncRNA_41640	Porites_evermani_scaffold_639	53240	66885	+	13646	0	0	0	0	0
lncRNA_41641	Porites_evermani_scaffold_639	53311	66885	+	13575	0	0	0	0	0
lncRNA_41642	Porites_evermani_scaffold_639	79164	95029	+	15866	150	114	279	80	149
lncRNA_41643	Porites_evermani_scaffold_639	91240	98474	+	7235	0	0	0	1	4
lncRNA_41644	Porites_evermani_scaffold_639	91246	95029	+	3784	0	0	0	0	0
lncRNA_41645	Porites_evermani_scaffold_639	95915	98474	+	2560	0	0	0	0	0
lncRNA_41646	Porites_evermani_scaffold_639	118021	127430	+	9410	1371	100	4985	1263	4068
lncRNA_41647	Porites_evermani_scaffold_639	196708	211183	+	14476	18	8	25	24	26
lncRNA_41648	Porites_evermani_scaffold_639	198122	211183	+	13062	0	0	0	0	0
lncRNA_41649	Porites_evermani_scaffold_639	7749	8589	+	841	0	0	0	0	0
lncRNA_41650	Porites_evermani_scaffold_639	24478	26409	+	1932	6	0	56	2	1
lncRNA_41651	Porites_evermani_scaffold_639	29472	30750	+	1279	8	0	20	0	21
lncRNA_41652	Porites_evermani_scaffold_639	42778	44212	+	1435	0	0	0	2	0
lncRNA_41653	Porites_evermani_scaffold_639	61295	61633	+	339	0	0	0	0	0
lncRNA_41654	Porites_evermani_scaffold_639	171657	180250	+	8594	2	0	0	0	2
lncRNA_41655	Porites_evermani_scaffold_639	23835	24277	+	443	8	0	60	0	9
lncRNA_41656	Porites_evermani_scaffold_639	71383	71977	+	595	23	6	95	10	12
lncRNA_41657	Porites_evermani_scaffold_639	72311	72531	+	221	15	4	71	3	5
lncRNA_41658	Porites_evermani_scaffold_639	100499	100797	+	299	4	0	32	1	14
lncRNA_41659	Porites_evermani_scaffold_639	101972	102196	+	225	4	0	28	6	7
lncRNA_41660	Porites_evermani_scaffold_639	102807	103062	+	256	0	0	44	3	14
lncRNA_41661	Porites_evermani_scaffold_639	214517	215420	+	904	4	2	16	9	0
lncRNA_41662	Porites_evermani_scaffold_6393	3981	5735	+	1755	120	33	133	0	1
lncRNA_41664	Porites_evermani_scaffold_6394	2	5089	+	5088	34	41	49	16	41
lncRNA_41665	Porites_evermani_scaffold_6396	2440	4447	+	2008	0	0	0	0	0
lncRNA_41666	Porites_evermani_scaffold_6396	1231	1818	+	588	20	4	75	37	32
lncRNA_41667	Porites_evermani_scaffold_6398	1332	2506	+	1175	0	0	6	0	6
lncRNA_41668	Porites_evermani_scaffold_64	32211	40951	+	8741	1360	541	998	823	2206
lncRNA_41669	Porites_evermani_scaffold_64	54912	59522	+	4611	9	0	26	2	5
lncRNA_41670	Porites_evermani_scaffold_64	56295	59522	+	3228	0	0	0	0	0
lncRNA_41671	Porites_evermani_scaffold_64	194301	207449	+	13149	0	0	0	0	0
lncRNA_41672	Porites_evermani_scaffold_64	194301	208527	+	14227	0	0	0	0	0
lncRNA_41673	Porites_evermani_scaffold_64	205877	208527	+	2651	0	0	0	0	0
lncRNA_41674	Porites_evermani_scaffold_64	214799	215981	+	1183	0	0	0	0	0
lncRNA_41675	Porites_evermani_scaffold_64	214806	238294	+	23489	0	0	0	0	0
lncRNA_41676	Porites_evermani_scaffold_64	214806	240108	+	25303	0	0	0	0	0
lncRNA_41677	Porites_evermani_scaffold_64	216890	217554	+	665	0	0	0	0	0
lncRNA_41678	Porites_evermani_scaffold_64	226166	230641	+	4476	0	0	0	0	0
lncRNA_41679	Porites_evermani_scaffold_64	393948	407571	+	13624	95	32	161	65	70
lncRNA_41680	Porites_evermani_scaffold_64	400160	406271	+	6112	0	0	0	0	0
lncRNA_41681	Porites_evermani_scaffold_64	428617	432322	+	3706	2	0	0	0	0
lncRNA_41682	Porites_evermani_scaffold_64	428714	432322	+	3609	0	0	0	0	0
lncRNA_41683	Porites_evermani_scaffold_64	441247	441736	+	490	0	0	0	0	0
lncRNA_41684	Porites_evermani_scaffold_64	621187	628962	+	7776	580	137	1056	418	681
lncRNA_41685	Porites_evermani_scaffold_64	305	1535	+	1231	102	261	322	111	134
lncRNA_41686	Porites_evermani_scaffold_64	1781	7097	+	5317	71	137	51	39	115
lncRNA_41687	Porites_evermani_scaffold_64	2225	26198	+	23974	0	0	0	0	0
lncRNA_41688	Porites_evermani_scaffold_64	5445	26198	+	20754	0	0	0	0	0
lncRNA_41689	Porites_evermani_scaffold_64	27369	32167	+	4799	493	315	693	355	406
lncRNA_41690	Porites_evermani_scaffold_64	43031	44862	+	1832	253	86	514	169	366
lncRNA_41691	Porites_evermani_scaffold_64	47443	49192	+	1750	17	0	28	6	19
lncRNA_41692	Porites_evermani_scaffold_64	47709	54326	+	6618	8	0	0	0	12
lncRNA_41693	Porites_evermani_scaffold_64	64598	65180	+	583	20	0	0	0	6
lncRNA_41694	Porites_evermani_scaffold_64	66714	76962	+	10249	158	96	447	173	410
lncRNA_41695	Porites_evermani_scaffold_64	84622	102637	+	18016	375	54	265	167	435
lncRNA_41696	Porites_evermani_scaffold_64	85992	100465	+	14474	0	0	0	0	0
lncRNA_41697	Porites_evermani_scaffold_64	142481	148604	+	6124	134	98	188	49	174
lncRNA_41698	Porites_evermani_scaffold_64	150080	154386	+	4307	1	0	0	1	1
lncRNA_41699	Porites_evermani_scaffold_64	150761	152640	+	1880	0	0	0	0	0
lncRNA_41700	Porites_evermani_scaffold_64	153549	154013	+	465	0	0	0	0	0
lncRNA_41701	Porites_evermani_scaffold_64	209389	211618	+	2230	0	0	0	0	0
lncRNA_41702	Porites_evermani_scaffold_64	240920	242670	+	1751	0	0	0	0	4
lncRNA_41703	Porites_evermani_scaffold_64	283659	289966	+	6308	13	8	85	28	40
lncRNA_41704	Porites_evermani_scaffold_64	337189	368302	+	31114	732	386	488	603	1247
lncRNA_41705	Porites_evermani_scaffold_64	340351	368302	+	27952	0	0	0	0	0
lncRNA_41706	Porites_evermani_scaffold_64	346198	368302	+	22105	0	0	0	0	0
lncRNA_41707	Porites_evermani_scaffold_64	376553	389351	+	12799	148	2	4	0	213
lncRNA_41708	Porites_evermani_scaffold_64	380347	389351	+	9005	0	0	0	0	0
lncRNA_41709	Porites_evermani_scaffold_64	380606	389351	+	8746	0	0	0	0	0
lncRNA_41710	Porites_evermani_scaffold_64	390386	392779	+	2394	7537	5201	9020	5410	8410
lncRNA_41711	Porites_evermani_scaffold_64	407703	427601	+	19899	0	0	0	0	0
lncRNA_41712	Porites_evermani_scaffold_64	407703	427601	+	19899	0	0	0	0	0
lncRNA_41713	Porites_evermani_scaffold_64	407703	427601	+	19899	0	0	0	0	0
lncRNA_41714	Porites_evermani_scaffold_64	438213	440244	+	2032	9	19	19	2	93
lncRNA_41715	Porites_evermani_scaffold_64	439259	440244	+	986	0	0	0	0	0
lncRNA_41716	Porites_evermani_scaffold_64	456936	457557	+	622	2996	385	451	1129	3929
lncRNA_41717	Porites_evermani_scaffold_64	457680	459060	+	1381	196	45	93	114	172
lncRNA_41718	Porites_evermani_scaffold_64	481172	482799	+	1628	0	2	32	2	7
lncRNA_41719	Porites_evermani_scaffold_64	518837	519320	+	484	1101	103	97	194	468
lncRNA_41720	Porites_evermani_scaffold_64	519407	523636	+	4230	74	0	0	4	23
lncRNA_41721	Porites_evermani_scaffold_64	538628	539865	+	1238	32	0	2	0	0
lncRNA_41722	Porites_evermani_scaffold_64	543148	547109	+	3962	631	127	1014	308	548
lncRNA_41723	Porites_evermani_scaffold_64	547335	557190	+	9856	0	0	0	0	0
lncRNA_41724	Porites_evermani_scaffold_64	547336	557190	+	9855	0	0	0	0	0
lncRNA_41725	Porites_evermani_scaffold_64	547336	557190	+	9855	0	0	0	0	0
lncRNA_41726	Porites_evermani_scaffold_64	547353	557190	+	9838	0	0	0	0	0
lncRNA_41727	Porites_evermani_scaffold_64	559819	561961	+	2143	118	103	118	30	273
lncRNA_41728	Porites_evermani_scaffold_64	562634	570897	+	8264	125	86	163	78	228
lncRNA_41729	Porites_evermani_scaffold_64	572260	581444	+	9185	429	65	32	265	605
lncRNA_41730	Porites_evermani_scaffold_64	611685	615267	+	3583	62	18	116	22	104
lncRNA_41731	Porites_evermani_scaffold_64	618152	618572	+	421	17	0	24	12	40
lncRNA_41732	Porites_evermani_scaffold_64	629832	634542	+	4711	37	0	30	12	67
lncRNA_41733	Porites_evermani_scaffold_64	630139	640827	+	10689	2	0	0	4	0
lncRNA_41734	Porites_evermani_scaffold_64	637098	640827	+	3730	0	0	0	0	0
lncRNA_41735	Porites_evermani_scaffold_64	41444	42568	+	1125	371	208	322	225	880
lncRNA_41736	Porites_evermani_scaffold_64	103384	103909	+	526	4	0	71	29	57
lncRNA_41737	Porites_evermani_scaffold_64	209111	209339	+	229	0	0	42	0	6
lncRNA_41738	Porites_evermani_scaffold_64	234342	234617	+	276	0	0	0	0	0
lncRNA_41739	Porites_evermani_scaffold_64	265471	265716	+	246	6	8	0	0	1
lncRNA_41740	Porites_evermani_scaffold_64	476749	477296	+	548	8	27	72	4	5
lncRNA_41741	Porites_evermani_scaffold_64	589428	590130	+	703	42	7	124	20	28
lncRNA_41742	Porites_evermani_scaffold_640	522	4205	+	3684	11	0	0	0	4
lncRNA_41743	Porites_evermani_scaffold_640	4389	6129	+	1741	0	0	0	0	0
lncRNA_41744	Porites_evermani_scaffold_640	7296	7826	+	531	0	0	0	0	0
lncRNA_41745	Porites_evermani_scaffold_640	37866	38451	+	586	1	0	0	0	0
lncRNA_41746	Porites_evermani_scaffold_640	45753	48529	+	2777	0	0	0	0	0
lncRNA_41747	Porites_evermani_scaffold_640	49526	49934	+	409	0	0	0	0	0
lncRNA_41748	Porites_evermani_scaffold_640	74058	87443	+	13386	5	0	0	40	9
lncRNA_41749	Porites_evermani_scaffold_640	146943	147330	+	388	0	0	0	0	0
lncRNA_41750	Porites_evermani_scaffold_640	190162	190860	+	699	0	0	0	0	0
lncRNA_41751	Porites_evermani_scaffold_640	10962	11328	+	367	0	0	0	0	0
lncRNA_41752	Porites_evermani_scaffold_640	23061	23739	+	679	0	0	0	0	0
lncRNA_41753	Porites_evermani_scaffold_640	33574	33910	+	337	2	1	0	1	2
lncRNA_41754	Porites_evermani_scaffold_640	115972	124756	+	8785	110	0	18	51	0
lncRNA_41755	Porites_evermani_scaffold_640	88260	88664	+	405	94	0	0	28	0
lncRNA_41756	Porites_evermani_scaffold_640	121044	121855	+	812	0	0	0	0	0
lncRNA_41757	Porites_evermani_scaffold_6400	527	1873	+	1347	4	0	22	0	8
lncRNA_41758	Porites_evermani_scaffold_6400	3955	4631	+	677	0	0	0	0	0
lncRNA_41759	Porites_evermani_scaffold_6402	223	1002	+	780	6	1	0	0	12
lncRNA_41760	Porites_evermani_scaffold_6402	230	728	+	499	0	0	0	0	0
lncRNA_41761	Porites_evermani_scaffold_6402	3442	5688	+	2247	118	28	315	116	240
lncRNA_41762	Porites_evermani_scaffold_6406	1494	5688	+	4195	20	17	340	34	250
lncRNA_41763	Porites_evermani_scaffold_6407	3602	3833	+	232	0	1	2	1	9
lncRNA_41764	Porites_evermani_scaffold_641	11364	12314	+	951	5	0	87	4	0
lncRNA_41765	Porites_evermani_scaffold_641	126539	149233	+	22695	2	3	15	5	5
lncRNA_41766	Porites_evermani_scaffold_641	3164	3566	+	403	0	0	0	0	0
lncRNA_41767	Porites_evermani_scaffold_641	25629	26010	+	382	0	0	0	0	0
lncRNA_41768	Porites_evermani_scaffold_641	62092	64142	+	2051	13	2	0	0	9
lncRNA_41769	Porites_evermani_scaffold_641	67466	67983	+	518	0	0	0	0	0
lncRNA_41770	Porites_evermani_scaffold_641	116957	117915	+	959	0	0	0	0	0
lncRNA_41771	Porites_evermani_scaffold_641	153937	155209	+	1273	0	0	0	0	4
lncRNA_41772	Porites_evermani_scaffold_641	173028	214289	+	41262	154	65	217	95	225
lncRNA_41773	Porites_evermani_scaffold_6412	391	1436	+	1046	44	13	48	6	28
lncRNA_41774	Porites_evermani_scaffold_6414	1104	3511	+	2408	4	2	0	0	0
lncRNA_41775	Porites_evermani_scaffold_6415	109	1579	+	1471	22	0	66	31	31
lncRNA_41777	Porites_evermani_scaffold_6418	2	2348	+	2347	11	7	2	919	2527
lncRNA_41778	Porites_evermani_scaffold_642	78569	80044	+	1476	0	0	0	0	1
lncRNA_41779	Porites_evermani_scaffold_642	461	1967	+	1507	2	0	0	0	0
lncRNA_41780	Porites_evermani_scaffold_642	2477	4159	+	1683	0	0	0	0	0
lncRNA_41781	Porites_evermani_scaffold_642	31204	33638	+	2435	0	0	0	0	0
lncRNA_41782	Porites_evermani_scaffold_642	38540	38951	+	412	0	0	0	0	0
lncRNA_41783	Porites_evermani_scaffold_642	53140	53404	+	265	0	0	0	0	0
lncRNA_41784	Porites_evermani_scaffold_642	69202	70175	+	974	0	0	0	0	0
lncRNA_41785	Porites_evermani_scaffold_642	85773	87103	+	1331	0	0	0	0	0
lncRNA_41786	Porites_evermani_scaffold_642	89610	90019	+	410	0	0	0	0	0
lncRNA_41787	Porites_evermani_scaffold_642	108941	109371	+	431	0	0	0	0	0
lncRNA_41788	Porites_evermani_scaffold_642	113665	114463	+	799	0	0	0	0	0
lncRNA_41789	Porites_evermani_scaffold_642	120260	123547	+	3288	31	0	0	8	8
lncRNA_41790	Porites_evermani_scaffold_642	168195	168936	+	742	0	0	0	0	0
lncRNA_41791	Porites_evermani_scaffold_642	192171	193527	+	1357	0	0	0	8	1
lncRNA_41792	Porites_evermani_scaffold_642	201505	204800	+	3296	39	0	10	3	2
lncRNA_41793	Porites_evermani_scaffold_642	48988	51000	+	2013	37	4	0	2	452
lncRNA_41794	Porites_evermani_scaffold_642	171981	172426	+	446	1	15	60	8	4
lncRNA_41795	Porites_evermani_scaffold_642	213377	213590	+	214	0	0	0	16	0
lncRNA_41796	Porites_evermani_scaffold_6424	3451	4398	+	948	17	0	70	1	29
