mRNA	GO
FUN_034993	GO:0000165; GO:0001985; GO:0001994; GO:0001996; GO:0001997; GO:0003084; GO:0004930; GO:0004937; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005901; GO:0007200; GO:0007202; GO:0007204; GO:0007267; GO:0007512; GO:0007568; GO:0008217; GO:0009410; GO:0009725; GO:0010259; GO:0010460; GO:0010507; GO:0010613; GO:0016020; GO:0030018; GO:0030315; GO:0031965; GO:0032230; GO:0035024; GO:0035265; GO:0042734; GO:0043410; GO:0045211; GO:0045760; GO:0045907; GO:0045987; GO:0046982; GO:0060073; GO:0060402; GO:0060452; GO:0061049; GO:0070374; GO:0071875; GO:0071880; GO:0090037; GO:0097195; GO:0098691; GO:0098978; GO:0098982; GO:0099171; GO:0150099; GO:1903997
FUN_034994	GO:0004940; GO:0005886; GO:0007189; GO:0045823
FUN_034997	GO:0001540; GO:0001965; GO:0001993; GO:0002024; GO:0002025; GO:0002028; GO:0002032; GO:0002086; GO:0003059; GO:0004930; GO:0004941; GO:0005634; GO:0005737; GO:0005768; GO:0005769; GO:0005794; GO:0005886; GO:0005901; GO:0006366; GO:0006898; GO:0006939; GO:0007186; GO:0007189; GO:0007190; GO:0008179; GO:0008284; GO:0008306; GO:0009409; GO:0010739; GO:0010765; GO:0015459; GO:0016020; GO:0016324; GO:0016525; GO:0019899; GO:0030279; GO:0030424; GO:0030425; GO:0030501; GO:0031649; GO:0031713; GO:0032781; GO:0032809; GO:0035249; GO:0035255; GO:0035811; GO:0040015; GO:0042060; GO:0042311; GO:0042383; GO:0042802; GO:0042803; GO:0043065; GO:0043197; GO:0043231; GO:0043235; GO:0043268; GO:0043410; GO:0044877; GO:0045211; GO:0045453; GO:0045823; GO:0045944; GO:0045986; GO:0048633; GO:0050728; GO:0050873; GO:0051380; GO:0051721; GO:0051924; GO:0051930; GO:0060079; GO:0061885; GO:0071456; GO:0071869; GO:0071875; GO:0071880; GO:0071902; GO:0090331; GO:0090722; GO:0098685; GO:0098793; GO:0098978; GO:0098992; GO:0099171; GO:0120162; GO:1901098; GO:1904504; GO:1904646; GO:1905665; GO:2000969
FUN_034998	GO:0000785; GO:0000786; GO:0000978; GO:0000981; GO:0001228; GO:0002376; GO:0003700; GO:0003713; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0016020; GO:0032733; GO:0032736; GO:0032743; GO:0032753; GO:0034122; GO:0042110; GO:0042832; GO:0043011; GO:0043388; GO:0043565; GO:0043966; GO:0043967; GO:0045622; GO:0045893; GO:0045944; GO:0072540; GO:0120162; GO:1990837
FUN_034999	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0002273; GO:0002314; GO:0002316; GO:0002376; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0006909; GO:0006914; GO:0006955; GO:0030099; GO:0032479; GO:0032729; GO:0032735; GO:0042742; GO:0042832; GO:0045944; GO:0071222; GO:0071346; GO:0097028; GO:1990837
FUN_035003	GO:0000149; GO:0001540; GO:0001919; GO:0004970; GO:0004971; GO:0005234; GO:0005783; GO:0005789; GO:0005886; GO:0007268; GO:0008021; GO:0008092; GO:0009986; GO:0014069; GO:0015276; GO:0015277; GO:0016020; GO:0019865; GO:0019901; GO:0030165; GO:0030424; GO:0030425; GO:0030426; GO:0030672; GO:0031623; GO:0032279; GO:0032281; GO:0032590; GO:0032839; GO:0032991; GO:0035235; GO:0035254; GO:0035255; GO:0036477; GO:0038023; GO:0042734; GO:0042802; GO:0043005; GO:0043025; GO:0043195; GO:0043197; GO:0043198; GO:0043204; GO:0044326; GO:0044327; GO:0044877; GO:0045184; GO:0045202; GO:0045211; GO:0048787; GO:0050806; GO:0051117; GO:0051262; GO:0051966; GO:0097060; GO:0097110; GO:0098685; GO:0098793; GO:0098839; GO:0098978; GO:0099507; GO:0099544; GO:0106033; GO:1904315; GO:1905430; GO:1990416
FUN_035011	GO:0005634; GO:0005737; GO:0005886
FUN_035013	GO:0005576; GO:0016042; GO:0030245; GO:0042151; GO:0047876; GO:1901136
FUN_035024	GO:0002121; GO:0004995; GO:0005886; GO:0007186; GO:0007217; GO:0007218; GO:0008188; GO:0016020
FUN_035030	NA
FUN_035042	GO:0000139; GO:0001733; GO:0006665; GO:0006681; GO:0006682; GO:0008146; GO:0042552; GO:0046486; GO:0050694
FUN_035047	GO:0000978; GO:0000981; GO:0002376; GO:0005634; GO:0006357
FUN_035052	GO:0003924; GO:0005525; GO:0005886; GO:0007165; GO:0019003
FUN_035053	GO:0003924; GO:0005525; GO:0005886; GO:0007165; GO:0019003
FUN_035057	GO:0000408; GO:0002039; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0008033; GO:0016787; GO:0070525; GO:0106310; GO:1901796
FUN_035064	GO:0003723; GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
FUN_035066	GO:0000210; GO:0003986; GO:0005778; GO:0005829; GO:0006753; GO:0008893; GO:0010945; GO:0015937; GO:0015938; GO:0046872; GO:2001294
FUN_035070	GO:0000811; GO:0005634; GO:0005654; GO:0006268; GO:0071162; GO:1900264; GO:1902975; GO:1903934
FUN_035071	GO:0006486; GO:0006487; GO:0008250
FUN_035072	GO:0015101; GO:0015297; GO:0015695; GO:0016020; GO:0016324; GO:0022857; GO:0042910; GO:1990961
FUN_035073	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035075	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035076	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035077	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035079	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035080	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035081	GO:0000082; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010586; GO:0021915; GO:0035198; GO:0035278; GO:0051865; GO:0060964; GO:0072089; GO:2000177
FUN_035082	GO:0000785; GO:0004842; GO:0005654; GO:0005829; GO:0008270; GO:0045171; GO:0045893; GO:0060348
FUN_035083	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035084	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035086	GO:0000082; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010586; GO:0021915; GO:0035198; GO:0035278; GO:0051865; GO:0060964; GO:0072089; GO:2000177
FUN_035087	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0017148; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
FUN_035088	GO:0005261; GO:0005886; GO:0006812; GO:0008381; GO:0009612; GO:0016020; GO:0042391; GO:0050974; GO:0050982; GO:0071260
FUN_035089	GO:0005769; GO:0005794; GO:0007155; GO:0007420; GO:0007612; GO:0008038; GO:0008076; GO:0008283; GO:0009986; GO:0016020; GO:0019226; GO:0019899; GO:0021756; GO:0021761; GO:0021794; GO:0021987; GO:0030424; GO:0030425; GO:0030534; GO:0030673; GO:0031175; GO:0033010; GO:0035176; GO:0042297; GO:0043025; GO:0043204; GO:0044224; GO:0045163; GO:0048812; GO:0071109; GO:0071205; GO:0071625; GO:1903598
FUN_035090	GO:0000902; GO:0001701; GO:0002021; GO:0005769; GO:0005794; GO:0006954; GO:0007005; GO:0007155; GO:0007268; GO:0007409; GO:0007612; GO:0007622; GO:0007625; GO:0007626; GO:0008038; GO:0008076; GO:0008104; GO:0008283; GO:0008306; GO:0009408; GO:0009410; GO:0009612; GO:0009642; GO:0009725; GO:0009986; GO:0010033; GO:0010467; GO:0014009; GO:0016020; GO:0019226; GO:0019228; GO:0019899; GO:0021549; GO:0021692; GO:0021761; GO:0022010; GO:0030165; GO:0030424; GO:0030425; GO:0030534; GO:0030673; GO:0031175; GO:0031929; GO:0032229; GO:0033010; GO:0035176; GO:0035264; GO:0035556; GO:0042297; GO:0042552; GO:0042734; GO:0042745; GO:0043005; GO:0043025; GO:0043194; GO:0043491; GO:0044224; GO:0044309; GO:0044853; GO:0045163; GO:0045202; GO:0045444; GO:0045475; GO:0048265; GO:0048266; GO:0048787; GO:0048812; GO:0050884; GO:0050905; GO:0060076; GO:0060079; GO:0060996; GO:0061351; GO:0061744; GO:0070371; GO:0071205; GO:0071625; GO:0090659; GO:0097061; GO:0097062; GO:0097106; GO:0097396; GO:0098529; GO:0098793; GO:0098794; GO:0098976; GO:0098977; GO:0098978; GO:0098982; GO:0099072; GO:0099558; GO:0099610; GO:0140059; GO:0150048; GO:1901558; GO:1903598; GO:1904456; GO:1904457; GO:1904861; GO:1904862; GO:1905962; GO:1990403; GO:1990834
FUN_035091	GO:0000902; GO:0001701; GO:0002021; GO:0005769; GO:0005794; GO:0006954; GO:0007005; GO:0007155; GO:0007268; GO:0007409; GO:0007612; GO:0007622; GO:0007625; GO:0007626; GO:0008038; GO:0008076; GO:0008104; GO:0008283; GO:0008306; GO:0009408; GO:0009410; GO:0009612; GO:0009642; GO:0009725; GO:0009986; GO:0010033; GO:0010467; GO:0014009; GO:0016020; GO:0019226; GO:0019228; GO:0019899; GO:0021549; GO:0021692; GO:0021761; GO:0022010; GO:0030165; GO:0030424; GO:0030425; GO:0030534; GO:0030673; GO:0031175; GO:0031929; GO:0032229; GO:0033010; GO:0035176; GO:0035264; GO:0035556; GO:0042297; GO:0042552; GO:0042734; GO:0042745; GO:0043005; GO:0043025; GO:0043194; GO:0043491; GO:0044224; GO:0044309; GO:0044853; GO:0045163; GO:0045202; GO:0045444; GO:0045475; GO:0048265; GO:0048266; GO:0048787; GO:0048812; GO:0050884; GO:0050905; GO:0060076; GO:0060079; GO:0060996; GO:0061351; GO:0061744; GO:0070371; GO:0071205; GO:0071625; GO:0090659; GO:0097061; GO:0097062; GO:0097106; GO:0097396; GO:0098529; GO:0098793; GO:0098794; GO:0098976; GO:0098977; GO:0098978; GO:0098982; GO:0099072; GO:0099558; GO:0099610; GO:0140059; GO:0150048; GO:1901558; GO:1903598; GO:1904456; GO:1904457; GO:1904861; GO:1904862; GO:1905962; GO:1990403; GO:1990834
FUN_035092	GO:0001649; GO:0005109; GO:0005576; GO:0005581; GO:0005615; GO:0016477; GO:0016528; GO:0017147; GO:0032092; GO:0033687; GO:0033690; GO:0043932; GO:0045669; GO:0060071; GO:0060122; GO:0062023; GO:0090090; GO:0090103; GO:0090177
FUN_035093	GO:0001664; GO:0003924; GO:0005159; GO:0005525; GO:0005829; GO:0005834; GO:0007188; GO:0007189; GO:0007191; GO:0007606; GO:0010856; GO:0016020; GO:0016324; GO:0031683; GO:0031698; GO:0031748; GO:0031852; GO:0035255; GO:0046872; GO:0048589; GO:0051430; GO:0060348; GO:0070062; GO:0070527; GO:0120162
FUN_035099	GO:0000049; GO:0000122; GO:0003677; GO:0003697; GO:0003723; GO:0003727; GO:0005524; GO:0005634; GO:0005737; GO:0008094; GO:0008186; GO:0008270; GO:0010501; GO:0016887; GO:0021522; GO:0030424; GO:0030426; GO:0032508; GO:0032574; GO:0036121; GO:0042802; GO:0043022; GO:0043025; GO:0043139; GO:0043621; GO:0048471; GO:0050905; GO:1990904; GO:1990955
FUN_035124	GO:0002221; GO:0002606; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006915; GO:0006919; GO:0007249; GO:0007254; GO:0010942; GO:0016045; GO:0016323; GO:0016324; GO:0032731; GO:0032755; GO:0032757; GO:0032760; GO:0032874; GO:0035556; GO:0038187; GO:0042742; GO:0042802; GO:0042803; GO:0042981; GO:0043123; GO:0043280; GO:0044877; GO:0045087; GO:0045335; GO:0046330; GO:0050700; GO:0050830; GO:0051000; GO:0051092; GO:0051403; GO:0060907; GO:0070371; GO:0070374; GO:0071225; GO:0098792; GO:1901224; GO:1904417
FUN_035131	GO:0005524; GO:0005730; GO:0005829; GO:0010628; GO:0032088
FUN_035132	GO:0002133; GO:0005102; GO:0005245; GO:0005248; GO:0005261; GO:0005262; GO:0005267; GO:0005509; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0005929; GO:0015271; GO:0016020; GO:0016055; GO:0016323; GO:0030659; GO:0034703; GO:0034765; GO:0050982; GO:0051209; GO:0051262; GO:0051290; GO:0051371; GO:0060170; GO:0070588; GO:0071277; GO:0071805; GO:0098662; GO:0198738
FUN_035137	GO:0000165; GO:0002221; GO:0002227; GO:0002253; GO:0002606; GO:0002710; GO:0002720; GO:0002732; GO:0002815; GO:0002830; GO:0002862; GO:0002925; GO:0003779; GO:0005524; GO:0005737; GO:0005794; GO:0005829; GO:0005856; GO:0005886; GO:0006909; GO:0006952; GO:0006954; GO:0006963; GO:0006965; GO:0007165; GO:0007249; GO:0007254; GO:0007584; GO:0008284; GO:0009595; GO:0009986; GO:0010936; GO:0016045; GO:0016323; GO:0018108; GO:0019899; GO:0019901; GO:0030277; GO:0030544; GO:0031398; GO:0031982; GO:0032088; GO:0032494; GO:0032495; GO:0032496; GO:0032498; GO:0032500; GO:0032689; GO:0032695; GO:0032701; GO:0032703; GO:0032720; GO:0032731; GO:0032733; GO:0032735; GO:0032740; GO:0032755; GO:0032757; GO:0032760; GO:0032874; GO:0032991; GO:0034134; GO:0034136; GO:0035556; GO:0038061; GO:0038187; GO:0042742; GO:0042834; GO:0043123; GO:0043330; GO:0043406; GO:0043410; GO:0043552; GO:0044877; GO:0045087; GO:0045089; GO:0045335; GO:0045747; GO:0045944; GO:0046330; GO:0050679; GO:0050700; GO:0050727; GO:0050731; GO:0050766; GO:0050830; GO:0050871; GO:0051092; GO:0051353; GO:0051403; GO:0051649; GO:0051770; GO:0051879; GO:0060585; GO:0060907; GO:0070371; GO:0070374; GO:0070431; GO:0071222; GO:0071224; GO:0071225; GO:0071407; GO:0071639; GO:0090022; GO:0098792; GO:1900017; GO:1901224; GO:1902523; GO:1904417; GO:2000110; GO:2000363
FUN_035138	GO:0000139; GO:0002221; GO:0002523; GO:0002526; GO:0002674; GO:0002720; GO:0002830; GO:0005524; GO:0005576; GO:0005634; GO:0005737; GO:0005739; GO:0005783; GO:0005815; GO:0005829; GO:0006919; GO:0006954; GO:0007231; GO:0009595; GO:0014070; GO:0016020; GO:0016887; GO:0031021; GO:0032088; GO:0032691; GO:0032731; GO:0032736; GO:0032753; GO:0032754; GO:0035591; GO:0042802; GO:0043280; GO:0043531; GO:0043565; GO:0044546; GO:0045087; GO:0045471; GO:0045630; GO:0045944; GO:0050727; GO:0050728; GO:0050729; GO:0050830; GO:0051092; GO:0051260; GO:0051607; GO:0061702; GO:0070269; GO:0070273; GO:0071222; GO:0071224; GO:0072559; GO:0098586; GO:0140297; GO:0140299; GO:1901223; GO:1901981; GO:2000321; GO:2000553
FUN_035143	NA
FUN_035149	GO:0005524; GO:0005737; GO:0007283; GO:0030154; GO:0050727
FUN_035151	GO:0003824
FUN_035168	
FUN_035169	GO:0005080; GO:0005634; GO:0005923; GO:0005938; GO:0007098; GO:0007163; GO:0016324; GO:0032991; GO:0051301; GO:0060341
FUN_035172	GO:0005739; GO:0006412; GO:0008284; GO:0018206; GO:0031365; GO:0042586; GO:0043686; GO:0046872
FUN_035174	GO:0004867; GO:0005576; GO:0006953; GO:0010466; GO:0030212
FUN_035177	GO:0000139; GO:0004252; GO:0005789; GO:0005794; GO:0005795; GO:0006508; GO:0006629; GO:0007040; GO:0008203; GO:0016485; GO:0060627
FUN_035208	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005929; GO:0036064; GO:0042981; GO:0043065; GO:0043066; GO:0045893; GO:0051091; GO:0097546
FUN_035213	GO:0005737; GO:0005814; GO:0046599
FUN_035216	GO:0000978; GO:0000981; GO:0005634; GO:0005667; GO:0006357; GO:0007507; GO:0030182; GO:0048468; GO:0048561
FUN_035217	GO:0006886; GO:0006896; GO:0030121; GO:0035615; GO:0140312
FUN_035220	GO:0003777; GO:0005524; GO:0005546; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0008574; GO:0016887; GO:0030659; GO:0030705; GO:0042802; GO:0047496; GO:0072383; GO:0072386
FUN_035221	GO:0000978; GO:0003700; GO:0005634; GO:0005667; GO:0044458; GO:0045944; GO:0046983; GO:0098534; GO:1903251
FUN_035222	GO:0004674; GO:0005524; GO:0006468; GO:0106310
FUN_035225	GO:0009617; GO:0016020; GO:0042116
FUN_035226	GO:0003924; GO:0005525; GO:0005886; GO:0007165; GO:0019003
FUN_035234	GO:0001750; GO:0005886; GO:0007186; GO:0007601; GO:0007602; GO:0008020; GO:0071482
FUN_035239	GO:0003677; GO:0004519; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006298; GO:0009410; GO:0016446; GO:0016887; GO:0032138; GO:0032300; GO:0032389; GO:0036464; GO:0140664
FUN_035240	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070374
FUN_035241	GO:0004725; GO:0005634; GO:0006470; GO:0008138; GO:0016311; GO:0016791; GO:0017018
FUN_035242	GO:0005739; GO:0016020
FUN_035249	GO:0004844; GO:0005737; GO:0006284
FUN_035250	GO:0004844; GO:0005737; GO:0006284
FUN_035253	
FUN_035254	GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677
FUN_035255	GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677
FUN_035256	GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677
FUN_035257	GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677
FUN_035258	GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677
FUN_035259	GO:0005506; GO:0005737; GO:0006633; GO:0009978; GO:0016020; GO:0019369; GO:0020037; GO:0031408; GO:0034440; GO:0047677
FUN_035264	GO:0005634; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0006635; GO:0008670; GO:0042802; GO:0070402; GO:0120162; GO:1902494
FUN_035265	GO:0005524; GO:0005829; GO:0006915; GO:0006954; GO:0042981; GO:0045087
FUN_035270	GO:0005576; GO:0005783; GO:0008484; GO:0046872
FUN_035271	GO:0000139; GO:0005388; GO:0005524; GO:0005783; GO:0005886; GO:0006828; GO:0006874; GO:0009898; GO:0015662; GO:0016020; GO:0016323; GO:0016887; GO:0031410; GO:0032588; GO:0034220; GO:0046872; GO:0048471; GO:0061180; GO:0070588; GO:0072659; GO:0090280; GO:0140613
FUN_035274	GO:0001947; GO:0003406; GO:0005765; GO:0005769; GO:0006879; GO:0007034; GO:0007035; GO:0008057; GO:0016471; GO:0032438; GO:0033179; GO:0033181; GO:0035675; GO:0036295; GO:0039022; GO:0046688; GO:0046961; GO:0060041; GO:0060271; GO:0070986
FUN_035282	NA
FUN_035283	NA
FUN_035293	NA
FUN_035299	NA
FUN_035304	NA
FUN_035309	NA
FUN_035311	GO:0003676; GO:0015074
FUN_035313	NA
FUN_035325	NA
FUN_035334	GO:0002032; GO:0004941; GO:0005769; GO:0005794; GO:0005886; GO:0006898; GO:0006940; GO:0007189; GO:0007190; GO:0042803; GO:0043235; GO:0043410; GO:0051380; GO:0097746; GO:1901098; GO:1904504
FUN_035337	GO:0000164; GO:0004722; GO:0005977; GO:0005979; GO:0005981; GO:0008157; GO:0042587; GO:0043231; GO:2001069
FUN_035338	GO:0000164; GO:0004722; GO:0005977; GO:0005979; GO:0005981; GO:0008157; GO:0042587; GO:0043231; GO:2001069
FUN_035339	GO:0000164; GO:0004722; GO:0005977; GO:0005979; GO:0005981; GO:0008157; GO:0042587; GO:0043231; GO:2001069
FUN_035340	GO:0000164; GO:0005977; GO:0005981; GO:0019888
FUN_035349	GO:0000978; GO:0003917; GO:0005634; GO:0005694; GO:0006265; GO:0006338; GO:0032922
FUN_035351	GO:0004622; GO:0005615; GO:0005654; GO:0005764; GO:0006629; GO:0006631; GO:0006650; GO:0006651; GO:0006658; GO:0006672; GO:0008270; GO:0008374; GO:0008970; GO:0016020; GO:0016411; GO:0034638; GO:0046338; GO:0046470; GO:0046471; GO:0047499; GO:0052739; GO:0052740; GO:0102545
FUN_035352	GO:0000785; GO:0004842; GO:0005654; GO:0005737; GO:0008270; GO:0032728; GO:0034340; GO:0045087; GO:0045893; GO:0051607; GO:0061630; GO:0070534
FUN_035353	
FUN_035354	GO:0005737; GO:0007219; GO:0016567; GO:0016740; GO:0046872
FUN_035355	GO:0000731; GO:0003677; GO:0005524; GO:0006261; GO:0006310; GO:0008047; GO:0009378; GO:0017116
FUN_035356	GO:0005737; GO:0007219; GO:0016567; GO:0016740; GO:0046872
FUN_035357	GO:0005737; GO:0007219; GO:0016567; GO:0016740; GO:0046872
FUN_035358	GO:0005737; GO:0007219; GO:0016567; GO:0016740; GO:0046872
FUN_035359	GO:0003714; GO:0003950; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0010629; GO:0016779; GO:0019899; GO:0042531; GO:0042532; GO:0045087; GO:0060336; GO:0070212; GO:0070403; GO:1902216; GO:1990404
FUN_035360	
FUN_035364	GO:0001540; GO:0002024; GO:0002025; GO:0002028; GO:0002032; GO:0004941; GO:0005634; GO:0005769; GO:0005794; GO:0006366; GO:0006898; GO:0006939; GO:0007189; GO:0007190; GO:0008179; GO:0009409; GO:0010739; GO:0015459; GO:0016324; GO:0030501; GO:0031649; GO:0040015; GO:0042803; GO:0043235; GO:0043410; GO:0044877; GO:0045453; GO:0045944; GO:0045986; GO:0050873; GO:0051380; GO:0061885; GO:0071902; GO:0098992; GO:0120162; GO:1901098; GO:1904504; GO:1904646; GO:2000969
FUN_035367	GO:0001540; GO:0002024; GO:0002025; GO:0002028; GO:0002032; GO:0004930; GO:0004941; GO:0005634; GO:0005769; GO:0005794; GO:0005886; GO:0006366; GO:0006898; GO:0006939; GO:0007190; GO:0008179; GO:0009409; GO:0010739; GO:0015459; GO:0016324; GO:0030501; GO:0031649; GO:0040015; GO:0042803; GO:0043235; GO:0043410; GO:0044877; GO:0045453; GO:0045944; GO:0045986; GO:0050873; GO:0051380; GO:0061885; GO:0071880; GO:0071902; GO:0098992; GO:0120162; GO:1901098; GO:1904504; GO:1904646; GO:2000969
FUN_035398	GO:0008810; GO:0030245; GO:0030248
FUN_035402	GO:0006487; GO:0006493; GO:0006629; GO:0009311; GO:0017060; GO:0017083; GO:0022409; GO:0030334; GO:0032580; GO:0036065; GO:0042127; GO:0046920
FUN_035408	GO:0005634; GO:0005654; GO:0005737; GO:0005819; GO:0005829; GO:0007059; GO:0016226; GO:0030496; GO:0071817; GO:0097361; GO:0097428; GO:0106035
FUN_035409	GO:0016020
FUN_035412	GO:0003777; GO:0005524; GO:0005794; GO:0005813; GO:0005871; GO:0005874; GO:0005915; GO:0007017; GO:0007018; GO:0007030; GO:0007601; GO:0008017; GO:0015630; GO:0030659; GO:0042802; GO:0045218; GO:0070062; GO:0090136
FUN_035413	GO:0003777; GO:0005524; GO:0005794; GO:0005813; GO:0005871; GO:0005874; GO:0005915; GO:0007017; GO:0007018; GO:0007030; GO:0007601; GO:0008017; GO:0015630; GO:0030659; GO:0042802; GO:0045218; GO:0070062; GO:0090136
FUN_035415	GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023
