HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N1.HOG0006380	OG0006029	n0	FUN_018091-T1	Pocillopora_meandrina_HIv1___TS.g25577.t1	
N1.HOG0006381	OG0006030	n0	FUN_018123-T1	Pocillopora_meandrina_HIv1___TS.g25578.t1, Pocillopora_meandrina_HIv1___RNAseq.g25303.t1	
N1.HOG0006382	OG0006031	n0	FUN_018137-T2, FUN_018137-T1	Pocillopora_meandrina_HIv1___RNAseq.g25309.t2	
N1.HOG0006383	OG0006032	n0	FUN_018139-T1	Pocillopora_meandrina_HIv1___RNAseq.g25311.t1	
N1.HOG0006384	OG0006033	n0	FUN_018211-T1, FUN_018363-T1, FUN_018222-T1, FUN_044964-T1		
N1.HOG0006385	OG0006034	n0	FUN_018394-T1, FUN_018393-T1	Pocillopora_meandrina_HIv1___RNAseq.g10096.t1	
N1.HOG0006386	OG0006035	n0	FUN_018403-T1	Pocillopora_meandrina_HIv1___TS.g23606.t1, Pocillopora_meandrina_HIv1___RNAseq.g10162.t1	
N1.HOG0006387	OG0006036	n0	FUN_018415-T1	Pocillopora_meandrina_HIv1___RNAseq.g10169.t1	
N1.HOG0006388	OG0006037	n0	FUN_018416-T1	Pocillopora_meandrina_HIv1___RNAseq.g10170.t1	
N1.HOG0006389	OG0006038	n0	FUN_018418-T1, FUN_018418-T2	Pocillopora_meandrina_HIv1___RNAseq.g10175.t1	
N1.HOG0006390	OG0006039	n0	FUN_018426-T1	Pocillopora_meandrina_HIv1___TS.g23699.t1	
N1.HOG0006391	OG0006040	n0	FUN_018429-T1, FUN_018477-T1	Pocillopora_meandrina_HIv1___RNAseq.g10178.t1	
N1.HOG0006392	OG0006041	n0	FUN_018522-T2, FUN_018522-T1	Pocillopora_meandrina_HIv1___RNAseq.g10182.t2	
N1.HOG0006393	OG0006042	n0	FUN_018532-T1, FUN_018532-T2	Pocillopora_meandrina_HIv1___RNAseq.g9982.t1	
N1.HOG0006394	OG0006043	n0	FUN_018533-T1	Pocillopora_meandrina_HIv1___RNAseq.g9983.t1	
N1.HOG0006395	OG0006044	n0	FUN_018604-T4, FUN_018604-T2, FUN_018604-T3, FUN_044977-T1		
N1.HOG0006396	OG0006045	n0	FUN_026886-T1, FUN_018606-T1		
N1.HOG0006397	OG0006046	n0	FUN_018660-T1, FUN_018673-T1	Pocillopora_meandrina_HIv1___RNAseq.g13640.t1	
N1.HOG0006398	OG0006047	n0	FUN_018869-T1, FUN_018766-T2, FUN_018766-T1, FUN_018779-T1		
N1.HOG0006399	OG0006048	n0	FUN_018790-T1	Pocillopora_meandrina_HIv1___TS.g3855.t1, Pocillopora_meandrina_HIv1___RNAseq.g14712.t1	
N1.HOG0006400	OG0006049	n0	FUN_018798-T1		
N1.HOG0006401	OG0006050	n0	FUN_018806-T1	Pocillopora_meandrina_HIv1___TS.g23409.t1	
N1.HOG0006402	OG0006051	n0	FUN_018865-T1	Pocillopora_meandrina_HIv1___RNAseq.g368.t1	
N1.HOG0006403	OG0006052	n0	FUN_018924-T1	Pocillopora_meandrina_HIv1___RNAseq.g6868.t1	
N1.HOG0006404	OG0006053	n0	FUN_018933-T1	Pocillopora_meandrina_HIv1___RNAseq.g18020.t1	
N1.HOG0006405	OG0006054	n0	FUN_018948-T1	Pocillopora_meandrina_HIv1___RNAseq.g366.t1, Pocillopora_meandrina_HIv1___RNAseq.g365.t1	
N1.HOG0006406	OG0006055	n0	FUN_018955-T1, FUN_021134-T1, FUN_022141-T1		
N1.HOG0006407	OG0006056	n0	FUN_034434-T1, FUN_018962-T1, FUN_042371-T1, FUN_020907-T1		
N1.HOG0006408	OG0006057	n0	FUN_018985-T1	Pocillopora_meandrina_HIv1___TS.g9590.t1, Pocillopora_meandrina_HIv1___TS.g9597.t1	
N1.HOG0006409	OG0006058	n0	FUN_019088-T1	Pocillopora_meandrina_HIv1___RNAseq.g27320.t1	
N1.HOG0006410	OG0006059	n0	FUN_038956-T1, FUN_019093-T1, FUN_040650-T1, FUN_021156-T1		
N1.HOG0006411	OG0006060	n0	FUN_019128-T1	Pocillopora_meandrina_HIv1___RNAseq.g25384.t1b	
N1.HOG0006412	OG0006061	n0	FUN_019129-T1	Pocillopora_meandrina_HIv1___RNAseq.g25384.t1a	
N1.HOG0006413	OG0006062	n0	FUN_019135-T1	Pocillopora_meandrina_HIv1___TS.g25656.t1	
N1.HOG0006414	OG0006063	n0	FUN_019138-T1, FUN_019138-T2	Pocillopora_meandrina_HIv1___TS.g25655.t1	
N1.HOG0006415	OG0006064	n0	FUN_019139-T1, FUN_019139-T2	Pocillopora_meandrina_HIv1___RNAseq.g25379.t1	
N1.HOG0006416	OG0006065	n0	FUN_019142-T1, FUN_020014-T1	Pocillopora_meandrina_HIv1___RNAseq.g701.t1	
N1.HOG0006417	OG0006066	n0	FUN_029819-T1, FUN_019250-T1, FUN_028546-T1		
N1.HOG0006418	OG0006067	n0	FUN_028525-T1, FUN_019258-T1	Pocillopora_meandrina_HIv1___TS.g6773.t1, Pocillopora_meandrina_HIv1___RNAseq.g29573.t1	
N1.HOG0006419	OG0006068	n0	FUN_027378-T1, FUN_034746-T1, FUN_029928-T1, FUN_019267-T1		
N1.HOG0006420	OG0006069	n0	FUN_019302-T1, FUN_028715-T1, FUN_030148-T1, FUN_021129-T1		
N1.HOG0006421	OG0006070	n0	FUN_019382-T1	Pocillopora_meandrina_HIv1___RNAseq.g23704.t1	
N1.HOG0006422	OG0006071	n0	FUN_030568-T1, FUN_019444-T1		
N1.HOG0006423	OG0006072	n0	FUN_026763-T1, FUN_030025-T1, FUN_019446-T1		
N1.HOG0006424	OG0006073	n0	FUN_042354-T1, FUN_019479-T1		
N1.HOG0006425	OG0006074	n0	FUN_019482-T1		
N1.HOG0006426	OG0006075	n0	FUN_019486-T1, FUN_019512-T1, FUN_019511-T1, FUN_019515-T1		
N1.HOG0006427	OG0006076	n0	FUN_019513-T1, FUN_030051-T1, FUN_019487-T1, FUN_019497-T1		
N1.HOG0006428	OG0006077	n0	FUN_039234-T1, FUN_019546-T1, FUN_041362-T1, FUN_040184-T1		
N1.HOG0006429	OG0006078	n0	FUN_019592-T1, FUN_028572-T1, FUN_028711-T1	Pocillopora_meandrina_HIv1___RNAseq.g3587.t1	
N1.HOG0006430	OG0006079	n0	FUN_019608-T1, FUN_026640-T1		
N1.HOG0006431	OG0006080	n0	FUN_019762-T1, FUN_031192-T1, FUN_019855-T1, FUN_019673-T1		
N1.HOG0006432	OG0006081	n0	FUN_019816-T1	Pocillopora_meandrina_HIv1___RNAseq.g186.t1	
N1.HOG0006433	OG0006082	n0	FUN_020777-T1		
N1.HOG0006434	OG0006083	n0	FUN_027525-T1, FUN_027526-T1, FUN_020795-T1, FUN_020796-T1		
N1.HOG0006435	OG0006084	n0	FUN_041066-T1, FUN_044999-T1, FUN_020809-T1		
N1.HOG0006436	OG0006085	n0	FUN_031333-T1, FUN_020832-T1, FUN_044631-T1, FUN_045143-T1		
N1.HOG0006437	OG0006086	n0	FUN_020838-T1	Pocillopora_meandrina_HIv1___RNAseq.g20756.t1	
N1.HOG0006438	OG0006087	n0	FUN_020864-T1, FUN_029455-T1, FUN_025066-T1, FUN_025066-T2		
N1.HOG0006439	OG0006088	n0	FUN_021138-T1, FUN_039348-T1, FUN_039714-T1		
N1.HOG0006440	OG0006089	n0	FUN_044669-T1, FUN_044936-T1, FUN_021146-T1, FUN_029744-T1		
N1.HOG0006441	OG0006090	n0	FUN_021194-T2, FUN_021194-T1	Pocillopora_meandrina_HIv1___RNAseq.g2968.t1	
N1.HOG0006442	OG0006091	n0	FUN_021450-T1	Pocillopora_meandrina_HIv1___TS.g18044.t1	
N1.HOG0006443	OG0006092	n0	FUN_021463-T1, FUN_021463-T2	Pocillopora_meandrina_HIv1___RNAseq.g2972.t1	
N1.HOG0006444	OG0006093	n0	FUN_021610-T1, FUN_021610-T2	Pocillopora_meandrina_HIv1___RNAseq.g2919.t1	
N1.HOG0006445	OG0006094	n0	FUN_021798-T1		
N1.HOG0006446	OG0006095	n0	FUN_021926-T1	Pocillopora_meandrina_HIv1___RNAseq.g2915.t1	
N1.HOG0006447	OG0006096	n0	FUN_021927-T1	Pocillopora_meandrina_HIv1___RNAseq.g2914.t1	
N1.HOG0006448	OG0006097	n0	FUN_021945-T1		
N1.HOG0006449	OG0006098	n0	FUN_029795-T1, FUN_033525-T1, FUN_021965-T1, FUN_040092-T1		
N1.HOG0006450	OG0006099	n0	FUN_022008-T1	Pocillopora_meandrina_HIv1___RNAseq.g25865.t1, Pocillopora_meandrina_HIv1___RNAseq.g10153.t1	
N1.HOG0006451	OG0006100	n0	FUN_022036-T1	Pocillopora_meandrina_HIv1___RNAseq.g9285.t1, Pocillopora_meandrina_HIv1___RNAseq.g9265.t1	
N1.HOG0006452	OG0006101	n0	FUN_022038-T1	Pocillopora_meandrina_HIv1___RNAseq.g9268.t1	
N1.HOG0006453	OG0006102	n0	FUN_022042-T1	Pocillopora_meandrina_HIv1___RNAseq.g9275.t1	
N1.HOG0006454	OG0006103	n0	FUN_022043-T1	Pocillopora_meandrina_HIv1___RNAseq.g9277.t1	
N1.HOG0006455	OG0006104	n0	FUN_022044-T1	Pocillopora_meandrina_HIv1___RNAseq.g9290.t1	
N1.HOG0006456	OG0006105	n0	FUN_022051-T1	Pocillopora_meandrina_HIv1___RNAseq.g4603.t1	
N1.HOG0006457	OG0006106	n0	FUN_022066-T1	Pocillopora_meandrina_HIv1___RNAseq.g4616.t1	
N1.HOG0006458	OG0006107	n0	FUN_022072-T1	Pocillopora_meandrina_HIv1___RNAseq.g4582.t1	
N1.HOG0006459	OG0006108	n0	FUN_022073-T1	Pocillopora_meandrina_HIv1___RNAseq.g4581.t1	
N1.HOG0006460	OG0006109	n0	FUN_022093-T1, FUN_022093-T2	Pocillopora_meandrina_HIv1___RNAseq.g4110.t1	
N1.HOG0006461	OG0006110	n0	FUN_022094-T2, FUN_022094-T1	Pocillopora_meandrina_HIv1___RNAseq.g4121.t1	
N1.HOG0006462	OG0006111	n0	FUN_022106-T1, FUN_022106-T2	Pocillopora_meandrina_HIv1___RNAseq.g9229.t1	
N1.HOG0006463	OG0006112	n0	FUN_022175-T1	Pocillopora_meandrina_HIv1___RNAseq.g4783.t1	
N1.HOG0006464	OG0006113	n0	FUN_022176-T1		
N1.HOG0006465	OG0006114	n0	FUN_022181-T1	Pocillopora_meandrina_HIv1___RNAseq.19082_t	
N1.HOG0006466	OG0006115	n0	FUN_022183-T1	Pocillopora_meandrina_HIv1___RNAseq.g4789.t1	
N1.HOG0006467	OG0006116	n0	FUN_022185-T2, FUN_022185-T1	Pocillopora_meandrina_HIv1___RNAseq.g4790.t1	
N1.HOG0006468	OG0006117	n0	FUN_022187-T1	Pocillopora_meandrina_HIv1___RNAseq.g4792.t1	
N1.HOG0006469	OG0006118	n0	FUN_022205-T1	Pocillopora_meandrina_HIv1___RNAseq.g4804.t1	
N1.HOG0006470	OG0006119	n0	FUN_022211-T1	Pocillopora_meandrina_HIv1___RNAseq.g4764.t1	
N1.HOG0006471	OG0006120	n0	FUN_022222-T1	Pocillopora_meandrina_HIv1___RNAseq.g4740.t1	
N1.HOG0006472	OG0006121	n0	FUN_022236-T1	Pocillopora_meandrina_HIv1___RNAseq.g4752.t1	
N1.HOG0006473	OG0006122	n0	FUN_022238-T1	Pocillopora_meandrina_HIv1___RNAseq.g4754.t1	
N1.HOG0006474	OG0006123	n0	FUN_022239-T1	Pocillopora_meandrina_HIv1___RNAseq.g4755.t1	
N1.HOG0006475	OG0006124	n0	FUN_022243-T2, FUN_022243-T1	Pocillopora_meandrina_HIv1___RNAseq.g4758.t1	
N1.HOG0006476	OG0006125	n0	FUN_022245-T2, FUN_022245-T1	Pocillopora_meandrina_HIv1___RNAseq.g4760.t1	
N1.HOG0006477	OG0006126	n0	FUN_022252-T1	Pocillopora_meandrina_HIv1___TS.g392.t1	
N1.HOG0006478	OG0006127	n0	FUN_022261-T1, FUN_022262-T1	Pocillopora_meandrina_HIv1___RNAseq.g4717.t1	
N1.HOG0006479	OG0006128	n0	FUN_022270-T1	Pocillopora_meandrina_HIv1___RNAseq.g4713.t1	
N1.HOG0006480	OG0006129	n0	FUN_022278-T1	Pocillopora_meandrina_HIv1___RNAseq.g4704.t1	
N1.HOG0006481	OG0006130	n0	FUN_022284-T1	Pocillopora_meandrina_HIv1___RNAseq.g4697.t1	
N1.HOG0006482	OG0006131	n0	FUN_022288-T1	Pocillopora_meandrina_HIv1___RNAseq.g4695.t1	
N1.HOG0006483	OG0006132	n0	FUN_022290-T2, FUN_022290-T1	Pocillopora_meandrina_HIv1___RNAseq.g4694.t1	
N1.HOG0006484	OG0006133	n0	FUN_022297-T1	Pocillopora_meandrina_HIv1___RNAseq.g4620.t1	
N1.HOG0006485	OG0006134	n0	FUN_022302-T1, FUN_022302-T3, FUN_022302-T2		
N1.HOG0006486	OG0006135	n0	FUN_022307-T1	Pocillopora_meandrina_HIv1___RNAseq.g4623.t1	
N1.HOG0006487	OG0006136	n0	FUN_022310-T2, FUN_022310-T1	Pocillopora_meandrina_HIv1___RNAseq.g4626.t1	
N1.HOG0006488	OG0006137	n0	FUN_022314-T2, FUN_022314-T1	Pocillopora_meandrina_HIv1___TS.g22047.t1	
N1.HOG0006489	OG0006138	n0	FUN_022319-T2, FUN_022319-T1	Pocillopora_meandrina_HIv1___TS.g22054.t1	
N1.HOG0006490	OG0006139	n0	FUN_022326-T1, FUN_022326-T2	Pocillopora_meandrina_HIv1___TS.g22060.t1a	
N1.HOG0006491	OG0006140	n0	FUN_022334-T2, FUN_022334-T1	Pocillopora_meandrina_HIv1___RNAseq.g4653.t1	
N1.HOG0006492	OG0006141	n0	FUN_022364-T3, FUN_022364-T2	Pocillopora_meandrina_HIv1___RNAseq.g4595.t2	
N1.HOG0006493	OG0006142	n0	FUN_022379-T1, FUN_022380-T1	Pocillopora_meandrina_HIv1___RNAseq.g9304.t1	
N1.HOG0006494	OG0006143	n0	FUN_025103-T1, FUN_022417-T1, FUN_022416-T1, FUN_025104-T1		
N1.HOG0006495	OG0006144	n0	FUN_022436-T1	Pocillopora_meandrina_HIv1___TS.g21747.t1, Pocillopora_meandrina_HIv1___RNAseq.g4337.t1	
N1.HOG0006496	OG0006145	n0	FUN_022446-T1	Pocillopora_meandrina_HIv1___RNAseq.g4330.t1, Pocillopora_meandrina_HIv1___RNAseq.g4331.t1	
N1.HOG0006497	OG0006146	n0	FUN_022476-T1, FUN_022476-T2	Pocillopora_meandrina_HIv1___RNAseq.g4304.t1	
N1.HOG0006498	OG0006147	n0	FUN_022491-T1, FUN_022491-T2	Pocillopora_meandrina_HIv1___RNAseq.g4280.t1	
N1.HOG0006499	OG0006148	n0	FUN_022499-T1	Pocillopora_meandrina_HIv1___RNAseq.g4275.t1	
N1.HOG0006500	OG0006149	n0	FUN_022500-T1	Pocillopora_meandrina_HIv1___RNAseq.g4274.t2	
N1.HOG0006501	OG0006150	n0	FUN_022501-T1, FUN_022501-T2	Pocillopora_meandrina_HIv1___RNAseq.g4267.t1	
N1.HOG0006502	OG0006151	n0	FUN_022504-T1	Pocillopora_meandrina_HIv1___RNAseq.g1326.t1	
N1.HOG0006503	OG0006152	n0	FUN_022513-T1	Pocillopora_meandrina_HIv1___RNAseq.g4256.t1	
N1.HOG0006504	OG0006153	n0	FUN_022518-T1	Pocillopora_meandrina_HIv1___TS.g21661.t1	
N1.HOG0006505	OG0006154	n0	FUN_022526-T1	Pocillopora_meandrina_HIv1___RNAseq.g4523.t1	
N1.HOG0006506	OG0006155	n0	FUN_022527-T1	Pocillopora_meandrina_HIv1___RNAseq.g4524.t2	
N1.HOG0006507	OG0006156	n0	FUN_022533-T1	Pocillopora_meandrina_HIv1___RNAseq.g4361.t1	
N1.HOG0006508	OG0006157	n0	FUN_022545-T1	Pocillopora_meandrina_HIv1___RNAseq.g4154.t1	
N1.HOG0006509	OG0006158	n0	FUN_022569-T1	Pocillopora_meandrina_HIv1___RNAseq.g4156.t1	
N1.HOG0006510	OG0006159	n0	FUN_022570-T1	Pocillopora_meandrina_HIv1___RNAseq.g4155.t1	
N1.HOG0006511	OG0006160	n0	FUN_022578-T1	Pocillopora_meandrina_HIv1___RNAseq.g4435.t1	
N1.HOG0006512	OG0006161	n0	FUN_022581-T1	Pocillopora_meandrina_HIv1___RNAseq.g4433.t1	
N1.HOG0006513	OG0006162	n0	FUN_022584-T1, FUN_022585-T1		
N1.HOG0006514	OG0006163	n0	FUN_022586-T1	Pocillopora_meandrina_HIv1___RNAseq.g4434.t2	
N1.HOG0006515	OG0006164	n0	FUN_022589-T1	Pocillopora_meandrina_HIv1___RNAseq.g4431.t1	
N1.HOG0006516	OG0006165	n0	FUN_022596-T1	Pocillopora_meandrina_HIv1___RNAseq.g4426.t1	
N1.HOG0006517	OG0006166	n0	FUN_022600-T2, FUN_022600-T1	Pocillopora_meandrina_HIv1___RNAseq.g4423.t1	
N1.HOG0006518	OG0006167	n0	FUN_022606-T1, FUN_022609-T1	Pocillopora_meandrina_HIv1___RNAseq.g4401.t1	
N1.HOG0006519	OG0006168	n0	FUN_029632-T1, FUN_022615-T1	Pocillopora_meandrina_HIv1___RNAseq.g4395.t1	
N1.HOG0006520	OG0006169	n0	FUN_022621-T1	Pocillopora_meandrina_HIv1___RNAseq.g4389.t1	
N1.HOG0006521	OG0006170	n0	FUN_022637-T1	Pocillopora_meandrina_HIv1___RNAseq.g9364.t1	
N1.HOG0006522	OG0006171	n0	FUN_022639-T1	Pocillopora_meandrina_HIv1___RNAseq.g9366.t2	
N1.HOG0006523	OG0006172	n0	FUN_022640-T1	Pocillopora_meandrina_HIv1___RNAseq.g9367.t1	
N1.HOG0006524	OG0006173	n0	FUN_022657-T1, FUN_022713-T1		
N1.HOG0006525	OG0006174	n0	FUN_022659-T1	Pocillopora_meandrina_HIv1___RNAseq.g3028.t1	
N1.HOG0006526	OG0006175	n0	FUN_022661-T1	Pocillopora_meandrina_HIv1___RNAseq.g3023.t1	
N1.HOG0006527	OG0006176	n0	FUN_022668-T1, FUN_022668-T2	Pocillopora_meandrina_HIv1___RNAseq.g3191.t1	
N1.HOG0006528	OG0006177	n0	FUN_022669-T1, FUN_022669-T2	Pocillopora_meandrina_HIv1___TS.g21950.t1	
N1.HOG0006529	OG0006178	n0	FUN_022679-T1, FUN_022679-T2	Pocillopora_meandrina_HIv1___RNAseq.g4840.t1	
N1.HOG0006530	OG0006179	n0	FUN_022688-T1	Pocillopora_meandrina_HIv1___RNAseq.19135_t	
N1.HOG0006531	OG0006180	n0	FUN_022689-T1	Pocillopora_meandrina_HIv1___RNAseq.g4835.t1	
N1.HOG0006532	OG0006181	n0	FUN_022690-T1	Pocillopora_meandrina_HIv1___RNAseq.g4834.t1b	
N1.HOG0006533	OG0006182	n0	FUN_022691-T1	Pocillopora_meandrina_HIv1___RNAseq.g4834.t1a	
N1.HOG0006534	OG0006183	n0	FUN_022696-T1	Pocillopora_meandrina_HIv1___TS.g22242.t1	
N1.HOG0006535	OG0006184	n0	FUN_022697-T1	Pocillopora_meandrina_HIv1___RNAseq.g4828.t1	
N1.HOG0006536	OG0006185	n0	FUN_022707-T1	Pocillopora_meandrina_HIv1___RNAseq.g4819.t1a	
N1.HOG0006537	OG0006186	n0	FUN_022717-T2, FUN_022717-T1	Pocillopora_meandrina_HIv1___TS.g18265.t1a	
N1.HOG0006538	OG0006187	n0	FUN_022762-T1, FUN_022762-T2	Pocillopora_meandrina_HIv1___RNAseq.g4810.t1	
N1.HOG0006539	OG0006188	n0	FUN_022764-T1	Pocillopora_meandrina_HIv1___RNAseq.g4808.t1	
N1.HOG0006540	OG0006189	n0	FUN_022766-T1, FUN_022766-T2	Pocillopora_meandrina_HIv1___RNAseq.g4730.t1	
N1.HOG0006541	OG0006190	n0	FUN_022770-T1	Pocillopora_meandrina_HIv1___RNAseq.g4722.t1	
N1.HOG0006542	OG0006191	n0	FUN_022777-T1	Pocillopora_meandrina_HIv1___RNAseq.g4771.t1	
N1.HOG0006543	OG0006192	n0	FUN_022778-T1	Pocillopora_meandrina_HIv1___RNAseq.g4772.t1	
N1.HOG0006544	OG0006193	n0	FUN_022780-T1	Pocillopora_meandrina_HIv1___RNAseq.g4774.t1	
N1.HOG0006545	OG0006194	n0	FUN_022817-T1, FUN_022817-T2	Pocillopora_meandrina_HIv1___TS.g9632.t1	
N1.HOG0006546	OG0006195	n0	FUN_022821-T1	Pocillopora_meandrina_HIv1___RNAseq.g3443.t1	
N1.HOG0006547	OG0006196	n0	FUN_022822-T1	Pocillopora_meandrina_HIv1___RNAseq.g3441.t1	
N1.HOG0006548	OG0006197	n0	FUN_022824-T1	Pocillopora_meandrina_HIv1___RNAseq.g3440.t1	
N1.HOG0006549	OG0006198	n0	FUN_022832-T1	Pocillopora_meandrina_HIv1___RNAseq.g3430.t1	
N1.HOG0006550	OG0006199	n0	FUN_022849-T1, FUN_022844-T1	Pocillopora_meandrina_HIv1___TS.g9571.t1	
N1.HOG0006551	OG0006200	n0	FUN_022853-T2, FUN_022853-T1	Pocillopora_meandrina_HIv1___RNAseq.g3392.t1	
N1.HOG0006552	OG0006201	n0	FUN_022865-T2, FUN_022865-T1	Pocillopora_meandrina_HIv1___RNAseq.g3609.t1	
N1.HOG0006553	OG0006202	n0	FUN_022879-T1	Pocillopora_meandrina_HIv1___RNAseq.g3622.t1	
N1.HOG0006554	OG0006203	n0	FUN_022886-T1, FUN_022884-T1, FUN_022886-T3, FUN_022886-T2		
N1.HOG0006555	OG0006204	n0	FUN_025034-T1, FUN_040370-T1, FUN_022920-T1		
N1.HOG0006556	OG0006205	n0	FUN_022929-T1	Pocillopora_meandrina_HIv1___RNAseq.g3730.t1	
N1.HOG0006557	OG0006206	n0	FUN_022932-T1, FUN_022931-T1	Pocillopora_meandrina_HIv1___TS.g9905.t1	
N1.HOG0006558	OG0006207	n0	FUN_022937-T1	Pocillopora_meandrina_HIv1___RNAseq.g3737.t1	
N1.HOG0006559	OG0006208	n0	FUN_022942-T1, FUN_022942-T2	Pocillopora_meandrina_HIv1___RNAseq.g3746.t1	
N1.HOG0006560	OG0006209	n0	FUN_022955-T1, FUN_022955-T2	Pocillopora_meandrina_HIv1___RNAseq.17404_t	
N1.HOG0006561	OG0006210	n0	FUN_022962-T1	Pocillopora_meandrina_HIv1___RNAseq.g9664.t1	
N1.HOG0006562	OG0006211	n0	FUN_022968-T2, FUN_022968-T1	Pocillopora_meandrina_HIv1___RNAseq.g3762.t1	
N1.HOG0006563	OG0006212	n0	FUN_022981-T1, FUN_022981-T2	Pocillopora_meandrina_HIv1___RNAseq.g3751.t1	
N1.HOG0006564	OG0006213	n0	FUN_022991-T1	Pocillopora_meandrina_HIv1___RNAseq.g3788.t2	
N1.HOG0006565	OG0006214	n0	FUN_022995-T1, FUN_022994-T1	Pocillopora_meandrina_HIv1___RNAseq.g3791.t1	
N1.HOG0006566	OG0006215	n0	FUN_022998-T2, FUN_022998-T1	Pocillopora_meandrina_HIv1___RNAseq.g3792.t1	
N1.HOG0006567	OG0006216	n0	FUN_023043-T1	Pocillopora_meandrina_HIv1___RNAseq.g3862.t1, Pocillopora_meandrina_HIv1___RNAseq.g3865.t1	
N1.HOG0006568	OG0006217	n0	FUN_023081-T1	Pocillopora_meandrina_HIv1___RNAseq.g1656.t1	
N1.HOG0006569	OG0006218	n0	FUN_023082-T1, FUN_023082-T2	Pocillopora_meandrina_HIv1___RNAseq.g1657.t1	
N1.HOG0006570	OG0006219	n0	FUN_023086-T1	Pocillopora_meandrina_HIv1___TS.g4174.t3	
N1.HOG0006571	OG0006220	n0	FUN_023095-T1	Pocillopora_meandrina_HIv1___TS.g4177.t1	
N1.HOG0006572	OG0006221	n0	FUN_023100-T1, FUN_023100-T2	Pocillopora_meandrina_HIv1___RNAseq.g1675.t1	
N1.HOG0006573	OG0006222	n0	FUN_023103-T1	Pocillopora_meandrina_HIv1___RNAseq.g1681.t1, Pocillopora_meandrina_HIv1___RNAseq.g1678.t1, Pocillopora_meandrina_HIv1___RNAseq.g1677.t1	
N1.HOG0006574	OG0006223	n0	FUN_023105-T1	Pocillopora_meandrina_HIv1___RNAseq.g1679.t1, Pocillopora_meandrina_HIv1___RNAseq.g1680.t1	
N1.HOG0006575	OG0006224	n0	FUN_023108-T1	Pocillopora_meandrina_HIv1___RNAseq.g1687.t1	
N1.HOG0006576	OG0006225	n0	FUN_023112-T1	Pocillopora_meandrina_HIv1___RNAseq.g1699.t1	
N1.HOG0006577	OG0006226	n0	FUN_023120-T1, FUN_023120-T2	Pocillopora_meandrina_HIv1___RNAseq.g1691.t1	
N1.HOG0006578	OG0006227	n0	FUN_023122-T1	Pocillopora_meandrina_HIv1___RNAseq.g1689.t1	
N1.HOG0006579	OG0006228	n0	FUN_023158-T1	Pocillopora_meandrina_HIv1___RNAseq.g636.t1, Pocillopora_meandrina_HIv1___TS.g25336.t2	
N1.HOG0006580	OG0006229	n0	FUN_023160-T2, FUN_023160-T1	Pocillopora_meandrina_HIv1___RNAseq.g641.t1	
N1.HOG0006581	OG0006230	n0	FUN_023198-T3, FUN_023198-T1	Pocillopora_meandrina_HIv1___RNAseq.g679.t1	
N1.HOG0006582	OG0006231	n0	FUN_023217-T1	Pocillopora_meandrina_HIv1___RNAseq.g692.t1, Pocillopora_meandrina_HIv1___RNAseq.g693.t1	
N1.HOG0006583	OG0006232	n0	FUN_023231-T1	Pocillopora_meandrina_HIv1___RNAseq.g17040.t1, Pocillopora_meandrina_HIv1___TS.g25424.t1	
N1.HOG0006584	OG0006233	n0	FUN_023233-T1	Pocillopora_meandrina_HIv1___RNAseq.g727.t1, Pocillopora_meandrina_HIv1___RNAseq.g17039.t1	
N1.HOG0006585	OG0006234	n0	FUN_045096-T1, FUN_023263-T1, FUN_023265-T1, FUN_045096-T2		
N1.HOG0006586	OG0006235	n0	FUN_023268-T1	Pocillopora_meandrina_HIv1___TS.g17377.t1b	
N1.HOG0006587	OG0006236	n0	FUN_023272-T1	Pocillopora_meandrina_HIv1___RNAseq.g17803.t1	
N1.HOG0006588	OG0006237	n0	FUN_023273-T1	Pocillopora_meandrina_HIv1___RNAseq.g17802.t1	
N1.HOG0006589	OG0006238	n0	FUN_023293-T1, FUN_023282-T1	Pocillopora_meandrina_HIv1___RNAseq.g23035.t1	
N1.HOG0006590	OG0006239	n0	FUN_023291-T1		
N1.HOG0006591	OG0006240	n0	FUN_023298-T1	Pocillopora_meandrina_HIv1___RNAseq.g17780.t1	
N1.HOG0006592	OG0006241	n0	FUN_023299-T2	Pocillopora_meandrina_HIv1___RNAseq.g17779.t1	
N1.HOG0006593	OG0006242	n0	FUN_023308-T1	Pocillopora_meandrina_HIv1___RNAseq.g17773.t1	
N1.HOG0006594	OG0006243	n0	FUN_023316-T1, FUN_023316-T2	Pocillopora_meandrina_HIv1___RNAseq.g17768.t1	
N1.HOG0006595	OG0006244	n0	FUN_023340-T1	Pocillopora_meandrina_HIv1___RNAseq.g17421.t1	
N1.HOG0006596	OG0006245	n0	FUN_023358-T2, FUN_023358-T1	Pocillopora_meandrina_HIv1___TS.g17018.t1	
N1.HOG0006597	OG0006246	n0	FUN_023373-T1, FUN_023373-T2	Pocillopora_meandrina_HIv1___RNAseq.g17529.t1	
N1.HOG0006598	OG0006247	n0	FUN_023375-T1	Pocillopora_meandrina_HIv1___RNAseq.g17527.t1	
N1.HOG0006599	OG0006248	n0	FUN_023382-T1	Pocillopora_meandrina_HIv1___RNAseq.g17514.t1	
