"","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"3340",1224902,"Cluster_589","Peve_00028372",0.775072695353894,0.435426401668339,0.978262075707395,164,-21.34,"2 21","278 299",19,"63.16%","89.47%"
"3341",1225611,"Cluster_11134","Peve_00034066",0.990821252050139,0.0863216222112332,0.978262075707395,170,-29.41,"2 21","270 290",19,"78.95%","89.47%"
"3342",1227430,"Cluster_4080","Peve_00032384",-0.101352173370071,0.935366222827372,0.999448381576871,164,-21.58,"2 21","267 289",21,"80.95%","85.71%"
"3343",1228237,"Cluster_2854","Peve_00022035",-0.220225776460922,0.858641174738862,0.995934364227446,159,-25.12,"2 21","593 617",22,"68.18%","77.27%"
"3344",1228986,"Cluster_11134","Peve_00032030",-0.602892906564071,0.588029233395319,0.978262075707395,153,-25,"2 20","516 540",21,"66.67%","80.95%"
"3345",1229492,"Cluster_589","Peve_00009875",0.58843228328192,0.599490699808891,0.978262075707395,155,-23.41,"2 12","294 315",10,"100.00%","100.00%"
"3346",1230545,"Cluster_6914","Peve_00008476",0.938185018212709,0.22501161999787,0.978262075707395,159,-24.84,"2 17","694 715",16,"81.25%","87.50%"
"3347",1231207,"Cluster_2854","Peve_00023780",-0.246560482633971,0.841399198110659,0.995934364227446,153,-20.89,"2 15","350 372",14,"85.71%","85.71%"
"3348",1231505,"Cluster_10965","Peve_00023789",-0.830686603259741,0.375896294585429,0.978262075707395,184,-26.25,"2 21","171 192",19,"84.21%","94.74%"
"3349",1231956,"Cluster_11134","Peve_00018061",0.236755373330256,0.847832015089854,0.995934364227446,155,-20.42,"2 20","182 201",18,"72.22%","88.89%"
"3350",1232342,"Cluster_6904","Peve_00024061",0.703489828865617,0.503248129080124,0.978262075707395,157,-23.79,"2 19","60 85",21,"71.43%","76.19%"
"3351",1232344,"Cluster_6906","Peve_00024061",0.958500008010955,0.184048643863218,0.978262075707395,153,-21.77,"2 19","60 85",21,"66.67%","76.19%"
"3353",1235099,"Cluster_8988","Peve_00007511",0.141814314968795,0.909412817113639,0.999448381576871,169,-20.98,"2 18","106 127",16,"87.50%","87.50%"
"3354",1235296,"Cluster_29","Peve_00034254",-0.276498047415315,0.821652134261097,0.995934364227446,155,-20.08,"2 21","503 526",21,"61.90%","80.95%"
"3355",1235557,"Cluster_11135","Peve_00037989",-0.334782669332918,0.782674191947198,0.994170199776539,168,-21.72,"2 17","225 246",15,"80.00%","100.00%"
"3356",1236055,"Cluster_14500","Peve_00037985",0.853069081866556,0.34947705016786,0.978262075707395,163,-20.34,"2 18","893 916",18,"83.33%","88.89%"
"3357",1236229,"Cluster_10934","Peve_00008863",-0.456234386365879,0.698395722414825,0.978262075707395,170,-26.65,"2 21","740 760",19,"84.21%","84.21%"
"3358",1237008,"Cluster_796","Peve_00026904",-0.861353368944291,0.339234662594128,0.978262075707395,153,-20.59,"2 21","118 139",20,"75.00%","75.00%"
"3359",1237097,"Cluster_589","Peve_00026908",0.617023530785295,0.576676653021589,0.978262075707395,148,-22.96,"2 18","140 166",21,"66.67%","71.43%"
"3360",1237468,"Cluster_4735","Peve_00013236",-0.868065560352271,0.330726473489365,0.978262075707395,164,-29.38,"2 19","390 410",17,"82.35%","88.24%"
"3361",1237731,"Cluster_2787","Peve_00027052",-0.0173167889842213,0.98897523869054,0.999448381576871,166,-22.71,"2 21","942 962",19,"78.95%","84.21%"
"3362",1238211,"Cluster_11134","Peve_00039439",0.758822284119863,0.451550191370615,0.978262075707395,154,-20.57,"2 21","766 786",19,"63.16%","84.21%"
"3364",1238925,"Cluster_9149","Peve_00014601",1,0,0,156,-22.38,"2 21","899 920",19,"63.16%","78.95%"
"3365",1239702,"Cluster_15726","Peve_00020080",-0.5,0.666666666666667,0.978262075707395,155,-22.21,"2 21","84 107",21,"66.67%","76.19%"
"3366",1240226,"Cluster_8884","Peve_00044615",-0.857944422829618,0.343482662652058,0.978262075707395,155,-20.59,"2 12","535 555",10,"100.00%","100.00%"
"3367",1240227,"Cluster_8887","Peve_00044615",-0.966352032827829,0.165615080378494,0.978262075707395,155,-22.38,"2 12","535 555",10,"100.00%","100.00%"
"3368",1241211,"Cluster_7053","Peve_00013799",-0.516039327874696,0.654811661772058,0.978262075707395,168,-20.6,"2 21","901 922",19,"73.68%","84.21%"
"3369",1241235,"Cluster_16738","Peve_00013799",-0.590299424612168,0.598019342682141,0.978262075707395,167,-20.39,"2 21","707 730",21,"76.19%","80.95%"
"3370",1241332,"Cluster_2854","Peve_00021065",0.254151007391496,0.836407953502285,0.995934364227446,150,-20.88,"2 21","255 281",24,"62.50%","75.00%"
"3371",1241963,"Cluster_2882","Peve_00016670",-0.642394527808519,0.55588215521768,0.978262075707395,160,-20.25,"2 17","179 200",15,"73.33%","93.33%"
"3372",1242365,"Cluster_1167","Peve_00045253",0.85062770896903,0.352444352924125,0.978262075707395,150,-24.74,"2 21","336 361",23,"60.87%","78.26%"
"3373",1243842,"Cluster_15726","Peve_00002803",-0.511037418664174,0.658522706520773,0.978262075707395,155,-20.01,"2 20","876 897",18,"66.67%","77.78%"
"3374",1245456,"Cluster_11134","Peve_00028089",-0.0195622829453675,0.987545469442176,0.999448381576871,151,-22.66,"2 20","493 514",18,"66.67%","72.22%"
"3375",1245726,"Cluster_11134","Peve_00001057",0.875640822838247,0.320878802775509,0.978262075707395,150,-20.85,"2 20","99 124",22,"68.18%","68.18%"
"3376",1245771,"Cluster_11134","Peve_00001056",-0.985363246622836,0.109055769728543,0.978262075707395,150,-20.85,"2 20","312 337",22,"68.18%","68.18%"
"3377",1246042,"Cluster_11135","Peve_00000989",0.855670925970895,0.346289610959178,0.978262075707395,161,-23.48,"2 19","196 218",18,"77.78%","83.33%"
"3378",1247043,"Cluster_796","Peve_00031885",0.95272044871775,0.196543156191565,0.978262075707395,170,-26.19,"2 15","177 198",13,"100.00%","100.00%"
"3379",1247053,"Cluster_4735","Peve_00031885",-0.96009068493056,0.180462641524854,0.978262075707395,147,-21.8,"2 14","8 28",12,"83.33%","91.67%"
"3380",1247529,"Cluster_13502","Peve_00033951",-0.759327675175824,0.451055966493269,0.978262075707395,188,-25.9,"2 21","59 80",19,"89.47%","94.74%"
"3381",1247946,"Cluster_2787","Peve_00038560",0.951533405743249,0.199015193951622,0.978262075707395,166,-20.72,"2 20","313 335",19,"78.95%","84.21%"
"3383",1249037,"Cluster_6904","Peve_00006916",-0.956968370106019,0.187438508367866,0.978262075707395,184,-33.53,"2 21","152 173",19,"84.21%","94.74%"
"3384",1249039,"Cluster_6906","Peve_00006916",-0.699695519347193,0.506637993584773,0.978262075707395,180,-31.51,"2 21","152 173",19,"78.95%","94.74%"
"3385",1249467,"Cluster_15726","Peve_00007069",-0.5,0.666666666666667,0.978262075707395,157,-26.9,"2 21","493 519",24,"75.00%","75.00%"
"3386",1249787,"Cluster_589","Peve_00033223",0.775072695353894,0.435426401668339,0.978262075707395,166,-24.63,"2 17","218 238",15,"93.33%","93.33%"
"3388",1250226,"Cluster_11134","Peve_00028500",-0.0195622829453675,0.987545469442176,0.999448381576871,150,-22.18,"2 18","174 195",17,"76.47%","82.35%"
"3389",1250466,"Cluster_2787","Peve_00042834",-0.565685358549523,0.617223362506528,0.978262075707395,152,-22.72,"2 21","592 614",21,"71.43%","80.95%"
"3391",1251141,"Cluster_2787","Peve_00003366",0.643349843489677,0.555088168219444,0.978262075707395,159,-22.48,"2 21","202 226",22,"68.18%","77.27%"
"3392",1251141,"Cluster_2787","Peve_00003366",0.643349843489677,0.555088168219444,0.978262075707395,159,-22.48,"2 21","880 904",22,"68.18%","77.27%"
"3393",1251442,"Cluster_11135","Peve_00019270",0.992922024899726,0.0757889917572571,0.978262075707395,156,-20.5,"2 18","402 424",17,"76.47%","82.35%"
"3394",1251971,"Cluster_8884","Peve_00016539",-0.345073229880753,0.775708154958226,0.992481548495727,178,-21.59,"2 19","833 853",17,"88.24%","94.12%"
"3395",1251972,"Cluster_8887","Peve_00016539",-0.0728584472332032,0.953575737231791,0.999448381576871,178,-21.59,"2 19","833 853",17,"88.24%","94.12%"
"3396",1251973,"Cluster_8888","Peve_00016539",0.621186782541089,0.57330164989748,0.978262075707395,178,-21.97,"2 19","833 853",17,"88.24%","94.12%"
"3397",1252142,"Cluster_6904","Peve_00014122",-0.951310992493219,0.199475076059675,0.978262075707395,157,-20.68,"2 18","262 283",16,"75.00%","81.25%"
"3398",1252144,"Cluster_6906","Peve_00014122",-0.686063329690759,0.518674561276582,0.978262075707395,157,-20.68,"2 18","262 283",16,"75.00%","81.25%"
"3399",1252557,"Cluster_8887","Peve_00038827",-0.412507829449469,0.729305884626363,0.984292668049156,154,-20.3,"2 20","764 786",20,"70.00%","75.00%"
"3400",1252558,"Cluster_8888","Peve_00038827",0.312642708677453,0.797571502502908,0.995934364227446,154,-21.93,"2 20","764 786",20,"70.00%","75.00%"
"3401",1252647,"Cluster_8887","Peve_00038825",-0.0823630340017489,0.947506599925429,0.999448381576871,152,-21.42,"2 18","625 646",17,"70.59%","82.35%"
"3402",1252678,"Cluster_4735","Peve_00022590",-0.0278612048620612,0.982260710586951,0.999448381576871,167,-25.76,"2 20","784 805",18,"77.78%","83.33%"
"3403",1252797,"Cluster_15726","Peve_00022592",-0.844265213934194,0.36007450120789,0.978262075707395,151,-22.27,"2 21","603 626",21,"66.67%","71.43%"
"3404",1252911,"Cluster_7053","Peve_00022150",-0.0137519703230736,0.991244947814119,0.999448381576871,157,-20.89,"2 21","823 848",23,"73.91%","78.26%"
"3405",1253170,"Cluster_4080","Peve_00024296",-0.303234002223661,0.803867236059286,0.995934364227446,167,-24.36,"2 16","904 925",14,"85.71%","100.00%"
"3406",1253399,"Cluster_5563","Peve_00024293",0.838131293927935,0.367296535645446,0.978262075707395,163,-21.03,"2 21","275 298",20,"70.00%","85.00%"
"3407",1254017,"Cluster_589","Peve_00033635",-0.854643471106139,0.347551452182342,0.978262075707395,150,-21.21,"2 21","759 784",23,"65.22%","73.91%"
"3408",1254060,"Cluster_16738","Peve_00033635",-0.99145147429621,0.0833010736968463,0.978262075707395,163,-23.49,"2 21","382 405",21,"76.19%","76.19%"
"3409",1254075,"Cluster_5882","Peve_00016200",-0.81266345773768,0.396033547435193,0.978262075707395,160,-22,"2 17","509 530",15,"80.00%","86.67%"
"3410",1254152,"Cluster_589","Peve_00033630",0.825973951302646,0.381251559875879,0.978262075707395,150,-21.21,"2 21","759 784",23,"65.22%","73.91%"
"3411",1254195,"Cluster_16738","Peve_00033630",0.996966316145993,0.0496009660033097,0.951817778779317,163,-23.49,"2 21","382 405",21,"76.19%","76.19%"
"3412",1254236,"Cluster_14999","Peve_00033631",0.47443735243041,0.685303084188443,0.978262075707395,163,-20.76,"2 21","739 761",20,"75.00%","80.00%"
"3413",1254522,"Cluster_4629","Peve_00020533",0.869287028892958,0.329156743585745,0.978262075707395,150,-22.07,"2 21","110 134",22,"63.64%","77.27%"
"3414",1255150,"Cluster_4080","Peve_00021668",-0.00995834617610519,0.993660215136606,0.999448381576871,170,-28.11,"2 21","878 904",24,"79.17%","79.17%"
"3415",1255275,"Cluster_16738","Peve_00021662",0.9276221140524,0.243698569045906,0.978262075707395,159,-21.43,"2 21","210 232",20,"75.00%","75.00%"
"3417",1255971,"Cluster_7053","Peve_00013800",-0.978880816977233,0.131069300956898,0.978262075707395,168,-20.6,"2 21","780 801",19,"73.68%","84.21%"
"3418",1255995,"Cluster_16738","Peve_00013800",0.190098854942304,0.878238296502699,0.998286328800453,167,-20.39,"2 21","586 609",21,"76.19%","80.95%"
"3419",1256133,"Cluster_796","Peve_00039969",-0.975018995306725,0.142596325114252,0.978262075707395,156,-22.62,"2 15","629 649",13,"92.31%","92.31%"
"3420",1256361,"Cluster_2787","Peve_00039966",0.867933894665659,0.330895275232091,0.978262075707395,168,-21.63,"2 21","478 499",19,"78.95%","78.95%"
"3421",1256507,"Cluster_6904","Peve_00007302",-0.999602697635797,0.0179460996686937,0.782669382293497,151,-22.2,"2 13","313 335",12,"91.67%","91.67%"
"3422",1256509,"Cluster_6906","Peve_00007302",-0.890110975308666,0.301253385548214,0.978262075707395,151,-22.61,"2 13","313 335",12,"91.67%","91.67%"
"3423",1256583,"Cluster_796","Peve_00007306",0.898740270652305,0.288966974174018,0.978262075707395,156,-23.78,"2 19","368 394",22,"72.73%","77.27%"
"3424",1256745,"Cluster_9149","Peve_00022617",-0.96990987256945,0.156567706608174,0.978262075707395,159,-27.74,"2 21","344 367",21,"66.67%","80.95%"
"3425",1257201,"Cluster_11134","Peve_00027156",-0.527738318211895,0.646080343492546,0.978262075707395,157,-21.03,"2 16","581 601",14,"85.71%","92.86%"
"3426",1257441,"Cluster_2787","Peve_00039121",0.960431824754908,0.179684516327457,0.978262075707395,158,-21.8,"2 21","666 691",23,"69.57%","78.26%"
"3427",1257980,"Cluster_1167","Peve_00010640",-0.94320471558976,0.215589941227942,0.978262075707395,140,-21.36,"2 9","664 685",7,"100.00%","100.00%"
"3428",1258162,"Cluster_2854","Peve_00010648",-0.507486347355159,0.661149542463894,0.978262075707395,155,-21.23,"2 17","453 476",17,"76.47%","82.35%"
"3429",1258194,"Cluster_13502","Peve_00010648",-0.44209200413486,0.708472937844906,0.978262075707395,166,-22.35,"2 21","289 312",21,"76.19%","85.71%"
"3430",1258890,"Cluster_5882","Peve_00043658",-0.579329461459619,0.606628951778323,0.978262075707395,166,-21.48,"2 21","669 692",21,"76.19%","85.71%"
"3431",1259382,"Cluster_4629","Peve_00039194",0.0674575503650427,0.957022552554819,0.999448381576871,157,-20.74,"2 21","449 470",20,"70.00%","85.00%"
"3432",1259683,"Cluster_15890","Peve_00032510",0.282844301904356,0.817444054066439,0.995934364227446,167,-20.5,"2 21","444 466",20,"75.00%","85.00%"
"3433",1259702,"Cluster_6904","Peve_00032511",0.208718150280978,0.866141742726342,0.996660710141104,159,-22.46,"2 16","709 730",14,"85.71%","85.71%"
"3434",1259704,"Cluster_6906","Peve_00032511",-0.287038038235336,0.814658772056752,0.995934364227446,159,-22.63,"2 21","707 730",21,"71.43%","76.19%"
"3435",1259832,"Cluster_4629","Peve_00032517",-0.0962108614183453,0.938655374179874,0.999448381576871,167,-21.3,"2 20","845 866",18,"77.78%","83.33%"
"3436",1260060,"Cluster_5882","Peve_00044402",-0.189622645497109,0.878547077259004,0.998359995424846,174,-23.65,"2 21","449 469",19,"78.95%","94.74%"
"3437",1260487,"Cluster_11135","Peve_00003165",0.53140980523281,0.643324897072298,0.978262075707395,156,-20.05,"2 17","751 772",15,"73.33%","86.67%"
"3438",1260695,"Cluster_6914","Peve_00042588",0.863046642698975,0.337106663210255,0.978262075707395,173,-23.1,"2 20","576 598",20,"85.00%","90.00%"
"3439",1260909,"Cluster_4079","Peve_00016739",-0.903103597147736,0.282565906538638,0.978262075707395,158,-22.29,"2 21","483 507",22,"72.73%","77.27%"
"3440",1261086,"Cluster_2787","Peve_00016736",-0.697968883356908,0.508174738589296,0.978262075707395,156,-22.44,"2 13","600 621",11,"90.91%","100.00%"
"3442",1261805,"Cluster_1167","Peve_00043987",0.93195619779822,0.236201855066716,0.978262075707395,143,-20.99,"2 17","591 609",15,"80.00%","80.00%"
"3444",1263079,"Cluster_6906","Peve_00043672",-0.996921218382016,0.0499684699057156,0.953525644311219,159,-20.7,"2 17","859 882",17,"82.35%","82.35%"
"3446",1264223,"Cluster_11997","Peve_00000532",-0.838527957857818,0.366833327704515,0.978262075707395,160,-21.1,"2 21","438 457",19,"78.95%","84.21%"
"3447",1264710,"Cluster_9149","Peve_00010016",-0.624863221868907,0.570309455481832,0.978262075707395,141,-20.97,"2 19","384 401",17,"70.59%","70.59%"
"3448",1265233,"Cluster_4735","Peve_00003948",-0.675122665079901,0.52818137137589,0.978262075707395,164,-22.7,"2 20","286 308",20,"80.00%","85.00%"
"3449",1265727,"Cluster_4629","Peve_00040516",-0.335589762820473,0.782128832229071,0.9940447575394,162,-22.02,"2 15","92 113",13,"92.31%","92.31%"
"3450",1265768,"Cluster_2882","Peve_00040511",0.829552508820929,0.377191141695678,0.978262075707395,179,-30.07,"2 21","12 34",20,"85.00%","90.00%"
"3451",1265813,"Cluster_2882","Peve_00040513",-0.898389711968954,0.289475524970989,0.978262075707395,157,-24.15,"2 14","173 194",12,"91.67%","91.67%"
"3452",1266033,"Cluster_796","Peve_00006277",0.986620573328057,0.104255573676217,0.978262075707395,153,-20.28,"2 18","208 229",16,"75.00%","75.00%"
"3453",1266033,"Cluster_796","Peve_00006277",0.986620573328057,0.104255573676217,0.978262075707395,153,-20.28,"2 18","83 104",16,"75.00%","75.00%"
"3454",1266126,"Cluster_2787","Peve_00006275",0.327274833045137,0.78773942043398,0.995344791098752,160,-22.5,"2 21","913 934",19,"68.42%","78.95%"
"3455",1266882,"Cluster_15726","Peve_00034555",0.999999835926399,0.000364682128698326,0.201157207099209,171,-20.04,"2 20","598 619",18,"83.33%","83.33%"
"3456",1269126,"Cluster_11134","Peve_00027397",-0.900435921834811,0.286495261044392,0.978262075707395,156,-20.1,"2 20","17 38",19,"78.95%","78.95%"
"3457",1269221,"Cluster_14999","Peve_00027399",0.525134194156591,0.64803024914489,0.978262075707395,172,-22.44,"2 17","567 588",15,"93.33%","93.33%"
"3458",1269934,"Cluster_10934","Peve_00023890",-0.0568225454040981,0.96380614910398,0.999448381576871,157,-22.22,"2 20","856 876",18,"72.22%","83.33%"
"3459",1270172,"Cluster_589","Peve_00015641",0.917812305643277,0.25990752470899,0.978262075707395,162,-26.3,"2 17","782 802",15,"86.67%","93.33%"
"3460",1271577,"Cluster_4629","Peve_00015762",-0.682655437464945,0.52165001769238,0.978262075707395,159,-22.95,"2 21","148 173",23,"69.57%","73.91%"
"3462",1271936,"Cluster_4115","Peve_00028438",-0.295091278394594,0.809299878858068,0.995934364227446,169,-22.8,"2 19","796 819",19,"78.95%","89.47%"
"3463",1272456,"Cluster_11134","Peve_00021252",-0.383590182423509,0.749375056516825,0.988219883885475,157,-20.6,"2 15","947 969",14,"85.71%","92.86%"
"3465",1272662,"Cluster_6904","Peve_00005207",0.740970772782415,0.468731374468187,0.978262075707395,149,-20.17,"2 21","17 38",20,"70.00%","75.00%"
"3466",1272928,"Cluster_4735","Peve_00029451",-0.170702408654881,0.890792654665333,0.999448381576871,172,-24.94,"2 17","624 645",15,"93.33%","93.33%"
"3467",1273146,"Cluster_2787","Peve_00020707",-0.00382968334855694,0.997561941898757,0.999448381576871,170,-25.44,"2 21","125 148",21,"80.95%","85.71%"
"3468",1274050,"Cluster_4080","Peve_00011493",-0.273572214218133,0.823589494304696,0.995934364227446,170,-27.35,"2 20","731 754",20,"80.00%","85.00%"
"3470",1274965,"Cluster_8634","Peve_00024837",-0.489394100226635,0.674435940900854,0.978262075707395,165,-20.33,"2 18","328 349",16,"75.00%","93.75%"
"3471",1275223,"Cluster_4735","Peve_00035041",0.924593742975115,0.248809173067432,0.978262075707395,160,-20.52,"2 21","871 892",19,"63.16%","84.21%"
"3472",1275567,"Cluster_15726","Peve_00017895",-0.225112904962294,0.855449805919123,0.995934364227446,164,-21.94,"2 19","144 164",17,"82.35%","88.24%"
"3473",1275612,"Cluster_15726","Peve_00017896",0.74835822283985,0.461684871919011,0.978262075707395,164,-21.94,"2 19","144 164",17,"82.35%","88.24%"
"3474",1276438,"Cluster_4735","Peve_00038650",-0.961201239131361,0.177917357154407,0.978262075707395,165,-20.95,"2 20","696 716",18,"83.33%","83.33%"
"3476",1278795,"Cluster_9149","Peve_00022172",-0.796801575772814,0.41304720337848,0.978262075707395,163,-22.85,"2 21","303 325",20,"70.00%","85.00%"
"3477",1279037,"Cluster_589","Peve_00002406",-0.661285083116677,0.540022729719455,0.978262075707395,151,-22.23,"2 20","903 924",18,"66.67%","72.22%"
"3478",1279379,"Cluster_8988","Peve_00016226",0.0860148226113438,0.945173514868548,0.999448381576871,160,-21.38,"2 19","647 667",17,"70.59%","94.12%"
"3479",1279855,"Cluster_4080","Peve_00008163",-0.942271725312902,0.217370766104004,0.978262075707395,165,-23.92,"2 21","95 121",24,"79.17%","79.17%"
"3480",1279968,"Cluster_10061","Peve_00040821",0.581565898066299,0.604880498890822,0.978262075707395,168,-20.35,"2 20","117 136",18,"83.33%","88.89%"
