,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
2130,apul-mir-novel-21,FUN_028335,5UTR,FUN_028335;2 21;660 685,-22.16,23,65.22%,78.26%,0.923341956285464,0.923341956285464,1,0.025183297298785
2131,apul-mir-novel-21,FUN_037791,5UTR,FUN_037791;2 21;402 425,-21.57,21,66.67%,85.71%,0.917398931019132,0.917398931019132,1,0.0281421272777153
2132,apul-mir-novel-21,FUN_040185,5UTR,FUN_040185;2 19;70 91,-22.32,17,82.35%,88.24%,0.988932570223591,0.988932570223591,1,0.00139534540683829
2133,apul-mir-novel-21,FUN_041481,5UTR,FUN_041481;2 21;70 91,-20.04,19,68.42%,78.95%,0.957800731859933,0.957800731859933,1,0.010340057452146
2134,apul-mir-novel-28,FUN_000032,5UTR,FUN_000032;2 21;598 621,-20.74,19,57.89%,89.47%,0.891526402261366,0.891526402261366,1,0.0421817209849842
2135,apul-mir-novel-28,FUN_008159,5UTR,FUN_008159;2 15;548 571,-20.27,13,76.92%,84.62%,0.888310868864341,0.888310868864341,1,0.0440491206471639
2136,apul-mir-novel-28,FUN_009913,5UTR,FUN_009913;2 23;243 266,-25.03,22,63.64%,81.82%,0.918383537121283,0.918383537121283,1,0.0276446437746941
2137,apul-mir-novel-28,FUN_011780,5UTR,FUN_011780;2 23;596 619,-21.14,21,71.43%,76.19%,0.975875310655402,0.975875310655402,1,0.00448176009061027
2138,apul-mir-novel-28,FUN_015328,5UTR,FUN_015328;2 23;395 422,-21.46,25,60.00%,68.00%,-0.90717533346543,0.90717533346543,-1,0.0334724658713757
2139,apul-mir-novel-28,FUN_017186,5UTR,FUN_017186;2 22;948 972,-20.6,21,76.19%,76.19%,0.888310868864341,0.888310868864341,1,0.0440491206471639
2140,apul-mir-novel-28,FUN_017733,5UTR,FUN_017733;2 22;531 555,-21.78,22,77.27%,81.82%,0.888310868864341,0.888310868864341,1,0.0440491206471639
2141,apul-mir-novel-28,FUN_018722,5UTR,FUN_018722;2 20;453 476,-21.44,19,68.42%,89.47%,-0.953396246749971,0.953396246749971,-1,0.0119923897866854
2142,apul-mir-novel-28,FUN_023087,5UTR,FUN_023087;2 22;74 97,-23.35,21,61.90%,85.71%,0.958597848949196,0.958597848949196,1,0.0100496880876405
2143,apul-mir-novel-28,FUN_023088,5UTR,FUN_023088;2 23;146 169,-23.02,22,63.64%,81.82%,0.932966099845924,0.932966099845924,1,0.020623381040161
2144,apul-mir-novel-28,FUN_026893,5UTR,FUN_026893;2 22;175 196,-20.26,20,75.00%,85.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
2145,apul-mir-novel-28,FUN_027876,5UTR,FUN_027876;2 22;117 142,-21.62,22,72.73%,81.82%,0.967233906575093,0.967233906575093,1,0.00708475369867559
2146,apul-mir-novel-28,FUN_028854,5UTR,FUN_028854;2 23;3 33,-23.16,28,67.86%,71.43%,0.921417672351699,0.921417672351699,1,0.0261297157538886
2147,apul-mir-novel-28,FUN_031249,5UTR,FUN_031249;2 21;19 42,-22.24,19,57.89%,78.95%,0.888310868864341,0.888310868864341,1,0.0440491206471639
2148,apul-mir-novel-28,FUN_032154,5UTR,FUN_032154;2 22;864 888,-24.78,21,61.90%,85.71%,0.957243531573967,0.957243531573967,1,0.0105446337589655
2149,apul-mir-novel-28,FUN_032232,5UTR,FUN_032232;2 23;776 799,-22.08,22,59.09%,86.36%,0.96439974896939,0.96439974896939,1,0.00802011548109675
2150,apul-mir-novel-28,FUN_032691,5UTR,FUN_032691;2 23;505 529,-24.95,22,59.09%,81.82%,0.900586230945934,0.900586230945934,1,0.0370611720882712
2151,apul-mir-novel-28,FUN_038971,5UTR,FUN_038971;2 22;680 702,-20.7,20,65.00%,90.00%,0.932592016097603,0.932592016097603,1,0.0207950620315777
2152,apul-mir-novel-28,FUN_042799,5UTR,FUN_042799;2 21;598 621,-20.74,19,57.89%,89.47%,0.884251517993552,0.884251517993552,1,0.0464428750660863
2153,apul-mir-novel-28,FUN_042801,5UTR,FUN_042801;2 21;598 621,-20.74,19,57.89%,89.47%,0.887347361457904,0.887347361457904,1,0.0446136495919161
2154,apul-mir-novel-28,FUN_043882,5UTR,FUN_043882;2 21;599 622,-20.74,19,57.89%,89.47%,0.893055275950466,0.893055275950466,1,0.0413028988805003
2155,apul-mir-novel-28,FUN_043896,5UTR,FUN_043896;2 21;599 622,-20.74,19,57.89%,89.47%,0.893432970479828,0.893432970479828,1,0.0410867017355556
2156,apul-mir-novel-28,FUN_043935,5UTR,FUN_043935;2 21;598 621,-20.74,19,57.89%,89.47%,0.91158910538012,0.91158910538012,1,0.031134913357715
2157,apul-mir-novel-28,FUN_044215,5UTR,FUN_044215;2 21;599 622,-20.74,19,57.89%,89.47%,0.892928995182587,0.892928995182587,1,0.0413752640492101
2158,apul-mir-novel-28,FUN_044219,5UTR,FUN_044219;2 21;558 581,-20.74,19,57.89%,89.47%,0.886992142476146,0.886992142476146,1,0.0448223505718219
2159,apul-mir-novel-28,FUN_044227,5UTR,FUN_044227;2 21;598 621,-20.74,19,57.89%,89.47%,0.88804434305194,0.88804434305194,1,0.0442050526222555
2160,apul-mir-novel-28,FUN_044295,5UTR,FUN_044295;2 21;561 584,-20.74,19,57.89%,89.47%,0.908846954076218,0.908846954076218,1,0.0325807956614736
2161,apul-mir-novel-28,FUN_044303,5UTR,FUN_044303;2 21;598 621,-20.74,19,57.89%,89.47%,0.879552518369712,0.879552518369712,1,0.049263382060669
2162,apul-mir-novel-29,FUN_001440,5UTR,FUN_001440;2 21;146 174,-20.21,24,58.33%,70.83%,-0.952019915981124,0.952019915981124,-1,0.0125249160687102
2163,apul-mir-novel-29,FUN_008805,5UTR,FUN_008805;2 23;395 419,-21.14,22,54.55%,68.18%,0.941418722908787,0.941418722908787,1,0.0168701383652224
2164,apul-mir-novel-29,FUN_016529,5UTR,FUN_016529;2 23;428 450,-20.93,21,71.43%,85.71%,-0.930603056722605,0.930603056722605,-1,0.021715566971918
2165,apul-mir-novel-29,FUN_019245,5UTR,FUN_019245;2 22;265 287,-23.06,20,85.00%,90.00%,0.878980986083954,0.878980986083954,1,0.0496100059008085
2166,apul-mir-novel-29,FUN_022249,5UTR,FUN_022249;2 19;741 765,-22.56,18,66.67%,88.89%,0.882410312215033,0.882410312215033,1,0.0475417604341827
2167,apul-mir-novel-29,FUN_037320,5UTR,FUN_037320;2 22;110 138,-20.26,25,72.00%,80.00%,0.981281597349474,0.981281597349474,1,0.0030655886112208
2168,apul-mir-novel-29,FUN_040132,5UTR,FUN_040132;2 17;519 542,-21.36,15,73.33%,80.00%,-0.915189052281455,0.915189052281455,-1,0.0292690250295648
2169,apul-mir-2030,FUN_005958,5UTR,FUN_005958;2 15;369 391,-20.76,13,92.31%,92.31%,0.889506050139988,0.889506050139988,1,0.0433520299891732
2170,apul-mir-2030,FUN_018083,5UTR,FUN_018083;2 22;909 934,-23.69,23,73.91%,82.61%,0.975962148179331,0.975962148179331,1,0.0044576420663528
2171,apul-mir-2030,FUN_032331,5UTR,FUN_032331;2 22;529 553,-20.28,23,73.91%,78.26%,0.938206201678588,0.938206201678588,1,0.0182677148461697
2172,apul-mir-novel-10,FUN_001407,5UTR,FUN_001407;2 20;523 544,-28.5,18,72.22%,83.33%,0.957687780888371,0.957687780888371,1,0.0103814212978572
2173,apul-mir-novel-10,FUN_001668,5UTR,FUN_001668;2 21;402 429,-21.14,25,68.00%,68.00%,-0.921755480007526,0.921755480007526,-1,0.0259627587270485
2174,apul-mir-novel-10,FUN_002087,5UTR,FUN_002087;2 18;791 813,-20.4,17,82.35%,88.24%,0.908545392368893,0.908545392368893,1,0.0327410829747855
2175,apul-mir-novel-10,FUN_002745,5UTR,FUN_002745;2 21;899 920,-22.94,19,73.68%,78.95%,-0.892069215329199,0.892069215329199,-1,0.0418690297751926
2176,apul-mir-novel-10,FUN_010846,5UTR,FUN_010846;2 12;158 179,-22.65,10,90.00%,90.00%,-0.941058121542587,0.941058121542587,-1,0.0170252068234786
2177,apul-mir-novel-10,FUN_010632,5UTR,FUN_010632;2 18;422 443,-28.1,16,93.75%,100.00%,-0.938803435324594,0.938803435324594,-1,0.0180051673281742
2178,apul-mir-novel-10,FUN_012637,5UTR,FUN_012637;2 21;835 856,-25.53,19,73.68%,78.95%,-0.936812763880028,0.936812763880028,-1,0.0188850546603082
2179,apul-mir-novel-10,FUN_013515,5UTR,FUN_013515;2 19;507 533,-20.08,22,72.73%,77.27%,-0.899030295188651,0.899030295188651,-1,0.0379254858142097
2180,apul-mir-novel-10,FUN_017909,5UTR,FUN_017909;2 9;968 989,-20.24,7,100.00%,100.00%,0.89831940025494,0.89831940025494,1,0.0383224937810109
2181,apul-mir-novel-10,FUN_023915,5UTR,FUN_023915;2 17;679 705,-20.52,20,75.00%,75.00%,0.898029169702219,0.898029169702219,1,0.0384849551033252
2182,apul-mir-novel-10,FUN_036552,5UTR,FUN_036552;2 10;569 590,-23.37,8,100.00%,100.00%,-0.893956016597681,0.893956016597681,-1,0.040787900204741
2183,apul-mir-novel-10,FUN_041990,5UTR,FUN_041990;2 21;520 541,-20.8,19,78.95%,84.21%,-0.888309821684299,0.888309821684299,-1,0.0440497329617929
2184,apul-mir-2050,FUN_017256,5UTR,FUN_017256;2 20;849 870,-22.66,18,77.78%,83.33%,0.89309153135927,0.89309153135927,1,0.0412821301704677
2185,apul-mir-2050,FUN_019437,5UTR,FUN_019437;2 21;151 171,-21.26,19,78.95%,84.21%,-0.975593853924566,0.975593853924566,-1,0.00456022569432882
2186,apul-mir-2050,FUN_022533,5UTR,FUN_022533;2 21;587 605,-21.97,19,84.21%,84.21%,0.930205888740329,0.930205888740329,1,0.0219009197131708
2187,apul-mir-2050,FUN_024070,5UTR,FUN_024070;2 21;381 402,-21.14,20,80.00%,85.00%,0.926745460191873,0.926745460191873,1,0.0235372184020425
2188,apul-mir-2050,FUN_035209,5UTR,FUN_035209;2 13;950 971,-21.82,11,90.91%,100.00%,0.900052880348446,0.900052880348446,1,0.0373567289609315
2189,apul-mir-2050,FUN_038740,5UTR,FUN_038740;2 19;66 89,-20.16,19,68.42%,84.21%,0.930579025063576,0.930579025063576,1,0.0217267677135762
2190,apul-mir-2050,FUN_042379,5UTR,FUN_042379;2 21;144 166,-21.75,20,75.00%,75.00%,0.988405531088292,0.988405531088292,1,0.00149607509505869
2191,apul-mir-2023,FUN_003899,5UTR,FUN_003899;2 19;496 516,-20.21,17,82.35%,88.24%,0.93576275079708,0.93576275079708,1,0.0193546241966712
2192,apul-mir-2023,FUN_020904,5UTR,FUN_020904;2 20;349 370,-31.86,19,89.47%,94.74%,0.924178193615415,0.924178193615415,1,0.0247755362242097
2193,apul-mir-novel-30,FUN_002566,5UTR,FUN_002566;2 21;313 333,-20.28,19,78.95%,89.47%,0.903265053479815,0.903265053479815,1,0.0355880971760341
2194,apul-mir-novel-8a; apul-mir-novel-8b,FUN_005821,5UTR,FUN_005821;2 21;178 199,-22.02,19,73.68%,84.21%,0.956155762038839,0.956155762038839,1,0.0109477699888632
2195,apul-mir-novel-8a; apul-mir-novel-8b,FUN_012649,5UTR,FUN_012649;2 15;15 35,-21.05,13,84.62%,92.31%,0.957034210047625,0.957034210047625,1,0.010621824733579
2196,apul-mir-novel-8a; apul-mir-novel-8b,FUN_015028,5UTR,FUN_015028;2 12;290 311,-22.48,10,80.00%,90.00%,0.933879547826936,0.933879547826936,1,0.0202061091457408
2197,apul-mir-novel-8a; apul-mir-novel-8b,FUN_038633,5UTR,FUN_038633;2 21;780 803,-22.22,22,68.18%,81.82%,-0.965103191651987,0.965103191651987,-1,0.00778441455860867
2198,apul-mir-novel-9,FUN_001091,5UTR,FUN_001091;2 17;356 377,-20.52,15,86.67%,86.67%,-0.94919046502068,0.94919046502068,-1,0.0136431226061678
2199,apul-mir-novel-9,FUN_001097,5UTR,FUN_001097;2 22;688 710,-20.89,20,65.00%,80.00%,0.882027778531644,0.882027778531644,1,0.0477710859419588
2200,apul-mir-novel-9,FUN_006500,5UTR,FUN_006500;2 21;108 131,-27.75,20,65.00%,70.00%,-0.894410846240038,0.894410846240038,-1,0.0405286335642607
2201,apul-mir-novel-9,FUN_008007,5UTR,FUN_008007;2 21;918 938,-22.26,19,84.21%,84.21%,-0.968997374347523,0.968997374347523,-1,0.00652231200384553
2202,apul-mir-novel-9,FUN_011318,5UTR,FUN_011318;2 21;113 136,-20.63,20,65.00%,80.00%,0.965113242711184,0.965113242711184,1,0.00778106354057353
2203,apul-mir-novel-9,FUN_013935,5UTR,FUN_013935;2 22;763 788,-22.65,23,65.22%,73.91%,0.930472492799245,0.930472492799245,1,0.0217764430676389
2204,apul-mir-novel-9,FUN_012288,5UTR,FUN_012288;2 21;369 390,-24.74,19,73.68%,84.21%,0.893031086131064,0.893031086131064,1,0.0413167577320748
2205,apul-mir-novel-9,FUN_015710,5UTR,FUN_015710;2 19;201 223,-20.09,17,76.47%,88.24%,0.965113242711184,0.965113242711184,1,0.00778106354057353
2206,apul-mir-novel-9,FUN_015899,5UTR,FUN_015899;2 22;724 748,-21.55,22,68.18%,81.82%,0.976345500765667,0.976345500765667,1,0.00435168569896906
2207,apul-mir-novel-9,FUN_016408,5UTR,FUN_016408;2 21;435 457,-25.89,21,80.95%,80.95%,0.882503662335206,0.882503662335206,1,0.0474858508919343
2208,apul-mir-novel-9,FUN_017878,5UTR,FUN_017878;2 21;253 274,-26.93,19,68.42%,73.68%,0.955176839284348,0.955176839284348,1,0.0113147738194874
2209,apul-mir-novel-9,FUN_026071,5UTR,FUN_026071;2 22;906 929,-24.01,21,66.67%,76.19%,0.895659653137019,0.895659653137019,1,0.0398194885092122
2210,apul-mir-novel-9,FUN_028935,5UTR,FUN_028935;2 22;101 121,-21.6,20,75.00%,80.00%,0.965113242711184,0.965113242711184,1,0.00778106354057356
2211,apul-mir-novel-9,FUN_031678,5UTR,FUN_031678;2 22;729 751,-24.55,20,75.00%,75.00%,0.896430071320954,0.896430071320954,1,0.0393839930304947
2212,apul-mir-novel-9,FUN_033018,5UTR,FUN_033018;2 20;126 147,-23.07,18,83.33%,94.44%,0.916069333514307,0.916069333514307,1,0.0288184336798294
2213,apul-mir-novel-9,FUN_034394,5UTR,FUN_034394;2 22;483 508,-20.89,23,56.52%,73.91%,0.938825765156593,0.938825765156593,1,0.0179953749626708
2214,apul-mir-novel-9,FUN_036106,5UTR,FUN_036106;2 21;140 163,-21.22,20,75.00%,80.00%,0.886174890214059,0.886174890214059,1,0.0453036796430979
2215,apul-mir-novel-9,FUN_038282,5UTR,FUN_038282;2 22;435 457,-22.46,20,70.00%,80.00%,0.888184785914682,0.888184785914682,1,0.0441228641829625
2216,apul-mir-novel-9,FUN_037928,5UTR,FUN_037928;2 19;368 391,-21.95,18,77.78%,88.89%,0.977058739895605,0.977058739895605,1,0.00415680458539133
2217,apul-mir-novel-9,FUN_040142,5UTR,FUN_040142;2 22;83 105,-21.92,20,60.00%,85.00%,0.965163489389975,0.965163489389975,1,0.00776431843436624
2218,apul-mir-novel-9,FUN_041165,5UTR,FUN_041165;2 22;747 771,-21.55,22,68.18%,81.82%,0.961967546364795,0.961967546364795,1,0.00885262692996367
2219,apul-mir-novel-9,FUN_041333,5UTR,FUN_041333;2 21;184 206,-20.51,20,70.00%,75.00%,0.965113242711184,0.965113242711184,1,0.00778106354057353
2220,apul-mir-novel-9,FUN_041568,5UTR,FUN_041568;2 21;978 999,-20.56,19,63.16%,78.95%,0.965113242711184,0.965113242711184,1,0.00778106354057356
2221,apul-mir-novel-9,FUN_043365,5UTR,FUN_043365;2 21;347 374,-22.78,24,70.83%,79.17%,0.978293672710845,0.978293672710845,1,0.00382643437224645
2222,apul-mir-novel-9,FUN_043381,5UTR,FUN_043381;2 9;769 791,-20.03,7,100.00%,100.00%,0.960612970285246,0.960612970285246,1,0.00932784049826585
2223,apul-mir-novel-15,lncRNA_1046,lncRNA,lncRNA_1046;2 21;437 458,-21.51,19,73.68%,84.21%,0.951964908499725,0.951964908499725,1,0.0125463561228554
2224,apul-mir-novel-15,lncRNA_11402,lncRNA,lncRNA_11402;2 16;7471 7492,-21.38,14,92.86%,92.86%,0.906188899010973,0.906188899010973,1,0.0340022505358168
2225,apul-mir-novel-15,lncRNA_12113,lncRNA,lncRNA_12113;2 21;531 552,-20.06,19,57.89%,73.68%,0.915776399370419,0.915776399370419,1,0.0289681289273894
2226,apul-mir-novel-15,lncRNA_12197,lncRNA,lncRNA_12197;2 16;504 528,-20.02,17,70.59%,76.47%,0.948145588149472,0.948145588149472,1,0.0140638842761517
2227,apul-mir-novel-15,lncRNA_206,lncRNA,lncRNA_206;2 21;9854 9874,-22.68,19,73.68%,84.21%,0.905821957502711,0.905821957502711,1,0.0342000022868727
2228,apul-mir-novel-15,lncRNA_23602,lncRNA,lncRNA_23602;2 20;95 118,-22.97,20,80.00%,90.00%,0.978580789954302,0.978580789954302,1,0.00375092828341026
2229,apul-mir-novel-15,lncRNA_29576,lncRNA,lncRNA_29576;2 21;13525 13546,-21.5,19,63.16%,78.95%,0.913942949837846,0.913942949837846,1,0.0299106974225398
2230,apul-mir-novel-15,lncRNA_4601,lncRNA,lncRNA_4601;2 19;568 592,-22.44,20,75.00%,80.00%,0.972213129468098,0.972213129468098,1,0.00553700408432261
2231,apul-mir-novel-15,lncRNA_8473,lncRNA,lncRNA_8473;2 18;7161 7183,-22.29,17,76.47%,76.47%,0.971550734272851,0.971550734272851,1,0.00573559432525334
2232,apul-mir-novel-15,lncRNA_9216,lncRNA,lncRNA_9216;2 21;350 372,-20.08,20,65.00%,75.00%,0.930334269831734,0.930334269831734,1,0.0218409503011567
2233,apul-mir-2028,lncRNA_10629,lncRNA,lncRNA_10629;2 21;1338 1358,-23.14,20,75.00%,80.00%,0.913327140721257,0.913327140721257,1,0.0302294504469513
2234,apul-mir-2028,lncRNA_10734,lncRNA,lncRNA_10734;2 14;3567 3588,-20.58,12,91.67%,100.00%,0.976003476861872,0.976003476861872,1,0.00444617864326183
2235,apul-mir-2028,lncRNA_13183,lncRNA,lncRNA_13183;2 13;436 458,-20.31,12,83.33%,91.67%,0.924695552153288,0.924695552153288,1,0.0245243427768549
2236,apul-mir-2028,lncRNA_17522,lncRNA,lncRNA_17522;2 14;2290 2311,-20.82,12,83.33%,91.67%,0.921976611107887,0.921976611107887,1,0.0258536545530116
2237,apul-mir-2028,lncRNA_21501,lncRNA,lncRNA_21501;2 21;42221 42242,-20.54,19,84.21%,84.21%,-0.891392390838798,0.891392390838798,-1,0.042259032922205
2238,apul-mir-2028,lncRNA_29005,lncRNA,lncRNA_29005;2 21;3076 3100,-27.99,22,77.27%,81.82%,0.903122996928972,0.903122996928972,1,0.0356657333255327
2239,apul-mir-2028,lncRNA_6974,lncRNA,lncRNA_6974;2 21;1607 1627,-21.59,19,89.47%,89.47%,-0.900196654122579,0.900196654122579,-1,0.0372769828076366
2240,apul-mir-novel-20,lncRNA_10893,lncRNA,lncRNA_10893;2 18;327 351,-20.09,19,73.68%,78.95%,-0.885605953856379,0.885605953856379,-1,0.0456397211760734
2241,apul-mir-novel-20,lncRNA_13381,lncRNA,lncRNA_13381;2 21;935 959,-21.72,22,72.73%,72.73%,0.882856869545155,0.882856869545155,1,0.047274495441133
2242,apul-mir-novel-20,lncRNA_25171,lncRNA,lncRNA_25171;2 15;3489 3511,-20.42,14,92.86%,92.86%,0.975109435390762,0.975109435390762,1,0.00469632166284196
2243,apul-mir-novel-20,lncRNA_26023,lncRNA,lncRNA_26023;2 18;1886 1906,-20.9,16,81.25%,87.50%,0.964452988761417,0.964452988761417,1,0.00800219587599645
2244,apul-mir-novel-20,lncRNA_26031,lncRNA,lncRNA_26031;2 21;21276 21303,-26.01,25,64.00%,72.00%,0.893422178766328,0.893422178766328,1,0.041092874039433
2245,apul-mir-novel-20,lncRNA_27443,lncRNA,lncRNA_27443;2 21;1978 2002,-21.4,22,68.18%,81.82%,0.917371391893979,0.917371391893979,1,0.0281560827316672
2246,apul-mir-novel-20,lncRNA_4988,lncRNA,lncRNA_4988;2 19;1501 1522,-20.49,17,76.47%,94.12%,-0.88097555986632,0.88097555986632,-1,0.0484036785859048
2247,apul-mir-novel-20,lncRNA_5906,lncRNA,lncRNA_5906;2 21;7061 7084,-22.91,21,71.43%,85.71%,-0.891630902744476,0.891630902744476,-1,0.0421214653018564
2248,apul-mir-novel-4,lncRNA_10909,lncRNA,lncRNA_10909;2 20;715 737,-21.39,20,75.00%,85.00%,0.888338055000695,0.888338055000695,1,0.044033225119635
2249,apul-mir-novel-4,lncRNA_15924,lncRNA,lncRNA_15924;2 19;16386 16407,-22.17,18,66.67%,83.33%,-0.990802252032674,0.990802252032674,-1,0.00105744071449568
2250,apul-mir-novel-4,lncRNA_27344,lncRNA,lncRNA_27344;2 20;1619 1639,-24.99,18,61.11%,88.89%,0.883592766654879,0.883592766654879,1,0.0468351021982862
2251,apul-mir-novel-4,lncRNA_4207,lncRNA,lncRNA_4207;2 19;3349 3371,-21,19,73.68%,78.95%,0.884876757589564,0.884876757589564,1,0.0460715687988
2252,apul-mir-2022,lncRNA_24451,lncRNA,lncRNA_24451;2 20;64041 64063,-20.32,18,77.78%,83.33%,-0.993141165482598,0.993141165482598,-1,0.000681180217997716
2253,apul-mir-2022,lncRNA_29680,lncRNA,lncRNA_29680;2 21;6002 6025,-21.36,20,70.00%,85.00%,-0.891208652755392,0.891208652755392,-1,0.0423651055399651
2254,apul-mir-2022,lncRNA_7339,lncRNA,lncRNA_7339;2 21;1841 1863,-24.38,19,68.42%,84.21%,-0.896523587638508,0.896523587638508,-1,0.0393312348190373
2255,apul-mir-2022,lncRNA_8239,lncRNA,lncRNA_8239;2 19;20596 20617,-20.04,17,76.47%,94.12%,0.888576421879733,0.888576421879733,1,0.0438939318028908
2256,apul-mir-2022,lncRNA_876,lncRNA,lncRNA_876;2 21;49 71,-24.99,19,78.95%,89.47%,-0.952447939714146,0.952447939714146,-1,0.0123584969257935
2257,apul-mir-novel-14,lncRNA_219,lncRNA,lncRNA_219;2 21;1015 1042,-20.34,25,72.00%,72.00%,0.882955874143659,0.882955874143659,1,0.0472153056951904
2258,apul-mir-novel-14,lncRNA_24436,lncRNA,lncRNA_24436;2 21;2823 2845,-21.77,20,75.00%,80.00%,0.88378920183945,0.88378920183945,1,0.0467180334693081
2259,apul-mir-novel-14,lncRNA_25423,lncRNA,lncRNA_25423;2 21;1008 1029,-25.25,19,78.95%,89.47%,0.970890251707026,0.970890251707026,1,0.00593589310433244
2260,apul-mir-novel-14,lncRNA_4086,lncRNA,lncRNA_4086;2 17;270 291,-21.59,15,80.00%,93.33%,-0.954308970872425,0.954308970872425,-1,0.0116434365187918
2261,apul-mir-novel-22,lncRNA_17524,lncRNA,lncRNA_17524;2 11;5006 5027,-20.82,9,77.78%,100.00%,0.906925611261188,0.906925611261188,1,0.0336063323778155
2262,apul-mir-novel-22,lncRNA_1828,lncRNA,lncRNA_1828;2 21;866 886,-21.76,19,68.42%,89.47%,-0.910691121576522,0.910691121576522,-1,0.0316060829529736
2263,apul-mir-novel-22,lncRNA_1870,lncRNA,lncRNA_1870;2 13;4832 4853,-22.09,11,81.82%,90.91%,-0.891858877806503,0.891858877806503,-1,0.041990108391212
2264,apul-mir-novel-22,lncRNA_24254,lncRNA,lncRNA_24254;2 10;6670 6691,-21.71,8,100.00%,100.00%,0.937312132634196,0.937312132634196,1,0.0186630521356944
2265,apul-mir-novel-22,lncRNA_30835,lncRNA,lncRNA_30835;2 21;1530 1550,-24.33,19,84.21%,89.47%,-0.977840641383908,0.977840641383908,-1,0.00394657900115472
2266,apul-mir-novel-22,lncRNA_6223,lncRNA,lncRNA_6223;2 16;261 283,-20.61,15,73.33%,93.33%,0.886282279287866,0.886282279287866,1,0.0452403387836093
2267,apul-mir-novel-26,lncRNA_12484,lncRNA,lncRNA_12484;2 13;5622 5642,-20.78,11,90.91%,90.91%,0.965184235198475,0.965184235198475,1,0.0077574081864649
2268,apul-mir-novel-26,lncRNA_20804,lncRNA,lncRNA_20804;2 17;6231 6251,-22.44,15,80.00%,86.67%,0.961865339797411,0.961865339797411,1,0.00888819807889356
2269,apul-mir-novel-26,lncRNA_21535,lncRNA,lncRNA_21535;2 19;16727 16749,-24.3,19,68.42%,78.95%,0.997213658462209,0.997213658462209,1,0.000176483368439483
2270,apul-mir-novel-26,lncRNA_2454,lncRNA,lncRNA_2454;2 17;214 235,-20.84,16,75.00%,81.25%,0.901812310198901,0.901812310198901,1,0.0363845879902231
2271,apul-mir-novel-26,lncRNA_31408,lncRNA,lncRNA_31408;2 19;178 201,-20.08,20,70.00%,70.00%,-0.895669810430272,0.895669810430272,-1,0.0398137369652543
2272,apul-mir-novel-26,lncRNA_31408,lncRNA,lncRNA_31408;2 19;4705 4728,-20.08,20,70.00%,70.00%,-0.895669810430272,0.895669810430272,-1,0.0398137369652543
2273,apul-mir-novel-26,lncRNA_7679,lncRNA,lncRNA_7679;2 20;707 728,-23.62,19,73.68%,78.95%,0.878745962771626,0.878745962771626,1,0.0497527657927321
2274,apul-mir-novel-26,lncRNA_9487,lncRNA,lncRNA_9487;2 13;364 384,-22.32,11,81.82%,90.91%,0.940230715920245,0.940230715920245,1,0.0173827524067371
2275,apul-mir-2025,lncRNA_1592,lncRNA,lncRNA_1592;2 15;3118 3139,-20.65,13,92.31%,92.31%,0.879453881967111,0.879453881967111,1,0.0493231483965322
2276,apul-mir-2025,lncRNA_18358,lncRNA,lncRNA_18358;2 19;300 323,-20.57,19,84.21%,84.21%,-0.92505515002227,0.92505515002227,-1,0.0243502344069607
2277,apul-mir-novel-19,lncRNA_10734,lncRNA,lncRNA_10734;2 21;53872 53893,-21.45,19,73.68%,89.47%,0.985214571928725,0.985214571928725,1,0.00215337258420086
