"X.1","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","PCC.cor","p_value","adjusted_p_value","species"
4812,"Cluster_3661","lncRNA_1948",167,-21.49,"2 18","20061 20081",16,"87.50%","93.75%",58409,-0.343410880817998,0.571508622585621,0.931513860427971,"P. tuahiniensis"
4813,"Cluster_3661","lncRNA_2024",154,-21.13,"2 21","31351 31374",21,"71.43%","76.19%",60481,0.065052283265214,0.917231315584958,0.993426011328483,"P. tuahiniensis"
4814,"Cluster_3661","lncRNA_2479",162,-20.62,"2 20","269 292",20,"75.00%","80.00%",75651,0.415932529370643,0.486110867369343,0.919283521528775,"P. tuahiniensis"
4815,"Cluster_3661","lncRNA_2480",172,-27.22,"2 20","141 162",19,"89.47%","89.47%",75688,-0.567215111804166,0.318650313293854,0.895133208790532,"P. tuahiniensis"
4816,"Cluster_3661","lncRNA_2531",165,-21.36,"2 20","7407 7427",18,"83.33%","83.33%",77575,-0.905748427267501,0.0342396732393476,0.644083171911084,"P. tuahiniensis"
4817,"Cluster_3661","lncRNA_2540",153,-21.39,"2 21","7256 7277",20,"75.00%","75.00%",NA,NA,NA,NA,"P. tuahiniensis"
4818,"Cluster_3661","lncRNA_2540",153,-21.42,"2 20","1 27",24,"66.67%","75.00%",NA,NA,NA,NA,"P. tuahiniensis"
4819,"Cluster_3661","lncRNA_2541",153,-21.39,"2 21","7241 7262",20,"75.00%","75.00%",NA,NA,NA,NA,"P. tuahiniensis"
4820,"Cluster_3661","lncRNA_2542",153,-21.39,"2 21","7241 7262",20,"75.00%","75.00%",77760,-0.438106915012642,0.460581901084837,0.915440289419554,"P. tuahiniensis"
4821,"Cluster_3661","lncRNA_2543",153,-21.39,"2 21","7236 7257",20,"75.00%","75.00%",NA,NA,NA,NA,"P. tuahiniensis"
4822,"Cluster_3661","lncRNA_2556",146,-21.89,"2 20","468 495",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4823,"Cluster_3661","lncRNA_2557",146,-21.89,"2 20","456 483",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4824,"Cluster_3661","lncRNA_2557",146,-21.89,"2 20","6223 6250",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4825,"Cluster_3661","lncRNA_2558",146,-21.89,"2 20","453 480",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4826,"Cluster_3661","lncRNA_2558",146,-21.89,"2 20","6220 6247",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4827,"Cluster_3661","lncRNA_2559",146,-21.89,"2 20","4668 4695",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4828,"Cluster_3661","lncRNA_2560",146,-21.89,"2 20","3842 3869",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4829,"Cluster_3661","lncRNA_2561",146,-21.89,"2 20","3483 3510",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4830,"Cluster_3661","lncRNA_2569",165,-25.53,"2 21","522 543",20,"80.00%","85.00%",78389,0.288300488325958,0.638074824889925,0.939988018622639,"P. tuahiniensis"
4831,"Cluster_3661","lncRNA_2570",165,-25.53,"2 21","266 287",20,"80.00%","85.00%",78426,0.169683771954718,0.784993199546968,0.968021065003729,"P. tuahiniensis"
4832,"Cluster_3661","lncRNA_2644",162,-22.27,"2 20","14432 14454",19,"73.68%","84.21%",80646,-0.26932742337629,0.661273719608176,0.941545769074432,"P. tuahiniensis"
4833,"Cluster_3661","lncRNA_2658",160,-22.46,"2 21","42669 42688",19,"78.95%","84.21%",80942,0.198295958297771,0.749186271713483,0.959000808741183,"P. tuahiniensis"
4834,"Cluster_3661","lncRNA_2659",160,-22.46,"2 21","39890 39909",19,"78.95%","84.21%",NA,NA,NA,NA,"P. tuahiniensis"
4835,"Cluster_3661","lncRNA_2660",160,-22.46,"2 21","37081 37100",19,"78.95%","84.21%",NA,NA,NA,NA,"P. tuahiniensis"
4836,"Cluster_3661","lncRNA_2661",160,-22.46,"2 21","37081 37100",19,"78.95%","84.21%",NA,NA,NA,NA,"P. tuahiniensis"
4837,"Cluster_3661","lncRNA_2662",160,-22.46,"2 21","36418 36437",19,"78.95%","84.21%",NA,NA,NA,NA,"P. tuahiniensis"
4838,"Cluster_3661","lncRNA_2707",145,-22.2,"2 19","29228 29255",23,"60.87%","69.57%",82237,0.122700991607501,0.844165150764151,0.981565932567383,"P. tuahiniensis"
4839,"Cluster_3661","lncRNA_2708",145,-22.2,"2 19","28942 28969",23,"60.87%","69.57%",NA,NA,NA,NA,"P. tuahiniensis"
4840,"Cluster_3661","lncRNA_2711",145,-22.2,"2 19","24191 24218",23,"60.87%","69.57%",82274,-0.205651450941285,0.740014000151866,0.956740340616445,"P. tuahiniensis"
4841,"Cluster_3661","lncRNA_2754",150,-20.11,"2 21","6830 6854",22,"68.18%","72.73%",83421,-0.673305559838492,0.212826864314058,0.846527312974273,"P. tuahiniensis"
4842,"Cluster_3661","lncRNA_2756",146,-21.89,"2 20","591 618",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4843,"Cluster_3661","lncRNA_2872",150,-20.91,"2 21","8089 8113",22,"63.64%","77.27%",86566,-0.186633122049942,0.763758138078816,0.961418448123348,"P. tuahiniensis"
4844,"Cluster_3661","lncRNA_2961",145,-22.2,"2 19","1785 1812",23,"60.87%","69.57%",NA,NA,NA,NA,"P. tuahiniensis"
4845,"Cluster_3661","lncRNA_3347",159,-20.06,"2 17","12018 12040",16,"75.00%","93.75%",101921,-0.265694442753528,0.665730788567405,0.942616729509633,"P. tuahiniensis"
4846,"Cluster_3661","lncRNA_3993",160,-20.62,"2 21","17195 17217",21,"80.95%","80.95%",122086,0.165827309585015,0.789833812473585,0.968900971233952,"P. tuahiniensis"
4847,"Cluster_3661","lncRNA_4255",160,-21.09,"2 21","2603 2624",19,"68.42%","78.95%",128524,0.696054967890923,0.19171719912944,0.83319780770954,"P. tuahiniensis"
4848,"Cluster_3661","lncRNA_4567",160,-24.89,"2 21","105 124",19,"73.68%","89.47%",139809,-0.800217182931048,0.103922163171947,0.764831672630674,"P. tuahiniensis"
4849,"Cluster_3661","lncRNA_4583",168,-21.35,"2 21","36208 36229",19,"73.68%","84.21%",140105,-0.631408003714124,0.253249187991717,0.869504227055482,"P. tuahiniensis"
4850,"Cluster_3661","lncRNA_4689",168,-21.35,"2 21","11113 11134",19,"73.68%","84.21%",142769,-0.843642523890246,0.0724526802874037,0.727413344059447,"P. tuahiniensis"
4851,"Cluster_3661","lncRNA_4945",165,-22.42,"2 21","2035 2054",19,"73.68%","89.47%",151205,0.310873949644364,0.610654228690116,0.937175099529621,"P. tuahiniensis"
4852,"Cluster_3661","lncRNA_5112",158,-24.23,"2 21","9661 9688",25,"68.00%","76.00%",157162,-0.789211093084706,0.112427748074969,0.771075496945609,"P. tuahiniensis"
4853,"Cluster_3661","lncRNA_5123",157,-20.56,"2 21","3001 3022",20,"75.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4854,"Cluster_3661","lncRNA_5124",157,-20.56,"2 21","2995 3016",20,"75.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4855,"Cluster_3661","lncRNA_5125",157,-20.56,"2 21","2995 3016",20,"75.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4856,"Cluster_3661","lncRNA_5135",160,-21.04,"2 18","5524 5548",19,"78.95%","78.95%",NA,NA,NA,NA,"P. tuahiniensis"
4857,"Cluster_3661","lncRNA_5136",160,-21.04,"2 18","5509 5533",19,"78.95%","78.95%",NA,NA,NA,NA,"P. tuahiniensis"
4858,"Cluster_3661","lncRNA_5252",158,-24.23,"2 21","23775 23802",25,"68.00%","76.00%",160381,-0.77389944364492,0.124588894441443,0.781641512081117,"P. tuahiniensis"
4859,"Cluster_3661","lncRNA_5266",157,-20.56,"2 21","6196 6217",20,"75.00%","80.00%",160788,-0.114512222878182,0.854517789554638,0.983573352477109,"P. tuahiniensis"
4860,"Cluster_3661","lncRNA_5267",157,-20.56,"2 21","3002 3023",20,"75.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4861,"Cluster_3661","lncRNA_5268",157,-20.56,"2 21","3001 3022",20,"75.00%","80.00%",NA,NA,NA,NA,"P. tuahiniensis"
4862,"Cluster_3661","lncRNA_5308",150,-20.08,"2 21","18716 18743",25,"68.00%","68.00%",161935,0.363669863507243,0.547380453798714,0.927457047898781,"P. tuahiniensis"
4863,"Cluster_3661","lncRNA_5308",170,-23.91,"2 21","15302 15322",19,"78.95%","89.47%",161935,0.363669863507243,0.547380453798714,0.927457047898781,"P. tuahiniensis"
4864,"Cluster_3661","lncRNA_5473",151,-21.88,"2 21","247 273",24,"62.50%","70.83%",166819,-0.721856743090408,0.168550943325106,0.813732684951944,"P. tuahiniensis"
4865,"Cluster_3661","lncRNA_5622",174,-23.16,"2 19","883 904",17,"82.35%","94.12%",172295,0.287660929799864,0.638854638771981,0.939988018622639,"P. tuahiniensis"
4866,"Cluster_3661","lncRNA_5779",168,-20.77,"2 20","77007 77026",18,"83.33%","88.89%",177475,-0.329589300804977,0.588080371513285,0.934579174786728,"P. tuahiniensis"
4867,"Cluster_3661","lncRNA_5780",168,-20.77,"2 20","22458 22477",18,"83.33%","88.89%",177512,-0.193538806570119,0.755125877273615,0.959448428837979,"P. tuahiniensis"
4868,"Cluster_3661","lncRNA_5854",159,-20.62,"2 16","5870 5891",14,"85.71%","85.71%",179510,-0.0376971829314933,0.952013826430089,0.99744646600029,"P. tuahiniensis"
4869,"Cluster_3661","lncRNA_5855",159,-20.62,"2 16","5632 5653",14,"85.71%","85.71%",NA,NA,NA,NA,"P. tuahiniensis"
4870,"Cluster_3661","lncRNA_5856",159,-20.62,"2 16","4730 4751",14,"85.71%","85.71%",NA,NA,NA,NA,"P. tuahiniensis"
4871,"Cluster_3661","lncRNA_5858",154,-20.85,"2 21","30023 30043",19,"68.42%","78.95%",179584,-0.985304189499248,0.00213385304287062,0.568061060321796,"P. tuahiniensis"
4872,"Cluster_3661","lncRNA_5861",156,-22.02,"2 21","15421 15441",20,"70.00%","85.00%",179621,0.197205066605408,0.750547809305104,0.959110591013344,"P. tuahiniensis"
4873,"Cluster_3661","lncRNA_5861",156,-22.02,"2 21","24212 24232",20,"70.00%","85.00%",179621,0.197205066605408,0.750547809305104,0.959110591013344,"P. tuahiniensis"
4874,"Cluster_3661","lncRNA_5861",156,-22.02,"2 21","8196 8216",20,"70.00%","85.00%",179621,0.197205066605408,0.750547809305104,0.959110591013344,"P. tuahiniensis"
4875,"Cluster_3661","lncRNA_5862",156,-22.02,"2 21","7021 7041",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4876,"Cluster_3661","lncRNA_5864",156,-22.02,"2 21","4954 4974",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4877,"Cluster_3661","lncRNA_5886",168,-20.77,"2 20","86873 86892",18,"83.33%","88.89%",180213,0.180569966186004,0.771346743778864,0.963518743605621,"P. tuahiniensis"
4878,"Cluster_3661","lncRNA_6203",166,-20.08,"2 21","1164 1184",19,"73.68%","89.47%",191128,0.247508790827063,0.688109843800792,0.946061416979216,"P. tuahiniensis"
4879,"Cluster_3661","lncRNA_6285",158,-24.01,"2 21","17223 17248",23,"69.57%","78.26%",194162,-0.0290074432239332,0.9630717563422,0.998259372316147,"P. tuahiniensis"
4880,"Cluster_3661","lncRNA_6287",158,-24.01,"2 21","29462 29487",23,"69.57%","78.26%",194236,0.223788502507562,0.71746015335752,0.951386426982575,"P. tuahiniensis"
4881,"Cluster_3661","lncRNA_6288",158,-24.01,"2 21","8929 8954",23,"69.57%","78.26%",194273,-0.213740545625944,0.729943664304241,0.954735762205923,"P. tuahiniensis"
4882,"Cluster_3661","lncRNA_6291",158,-24.01,"2 21","11449 11474",23,"69.57%","78.26%",194347,-0.839426558059118,0.0753524310083338,0.73199764424351,"P. tuahiniensis"
4883,"Cluster_3661","lncRNA_6292",158,-24.01,"2 21","10669 10694",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4884,"Cluster_3661","lncRNA_6293",158,-24.01,"2 21","229 254",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4885,"Cluster_3661","lncRNA_6506",149,-20.19,"2 20","4098 4122",21,"71.43%","71.43%",199638,0.628074574856501,0.256546140822161,0.87143082917805,"P. tuahiniensis"
4886,"Cluster_3661","lncRNA_6605",160,-20.59,"2 19","9224 9248",20,"80.00%","80.00%",201673,-0.127725276808802,0.837818385232359,0.981024358931568,"P. tuahiniensis"
4887,"Cluster_3661","lncRNA_7092",174,-26.93,"2 20","17013 17035",19,"84.21%","89.47%",216547,-0.645324530547699,0.239610551262659,0.863287274210312,"P. tuahiniensis"
4888,"Cluster_3661","lncRNA_7111",174,-26.93,"2 20","16594 16616",19,"84.21%","89.47%",NA,NA,NA,NA,"P. tuahiniensis"
4889,"Cluster_3661","lncRNA_7112",170,-24.44,"2 20","32191 32213",19,"78.95%","89.47%",NA,NA,NA,NA,"P. tuahiniensis"
4890,"Cluster_3661","lncRNA_7191",171,-22.02,"2 20","21201 21222",18,"83.33%","83.33%",218730,-0.471972280188125,0.422188839188158,0.909517581775201,"P. tuahiniensis"
4891,"Cluster_3661","lncRNA_7225",159,-21.79,"2 17","5637 5659",16,"81.25%","87.50%",219803,0.930825698328503,0.0216118864985733,0.585952625487748,"P. tuahiniensis"
4892,"Cluster_3661","lncRNA_7225",159,-21.79,"2 17","930 952",16,"81.25%","87.50%",219803,0.930825698328503,0.0216118864985733,0.585952625487748,"P. tuahiniensis"
4893,"Cluster_3661","lncRNA_7234",146,-21.89,"2 20","14514 14541",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4894,"Cluster_3661","lncRNA_7235",146,-21.89,"2 20","14455 14482",24,"58.33%","70.83%",NA,NA,NA,NA,"P. tuahiniensis"
4895,"Cluster_3661","lncRNA_7290",174,-26.93,"2 20","20173 20195",19,"84.21%","89.47%",221394,-0.628238941930444,0.256383303858547,0.871350453788788,"P. tuahiniensis"
4896,"Cluster_3661","lncRNA_7293",174,-26.93,"2 20","723 745",19,"84.21%","89.47%",NA,NA,NA,NA,"P. tuahiniensis"
4897,"Cluster_3661","lncRNA_7295",170,-24.44,"2 20","33599 33621",19,"78.95%","89.47%",NA,NA,NA,NA,"P. tuahiniensis"
4898,"Cluster_3661","lncRNA_7685",169,-23.48,"2 19","78 101",19,"78.95%","89.47%",NA,NA,NA,NA,"P. tuahiniensis"
4899,"Cluster_3661","lncRNA_7691",166,-22.4,"2 20","892 914",19,"78.95%","84.21%",234085,-0.558374000266186,0.327955127027999,0.898825204365877,"P. tuahiniensis"
4900,"Cluster_3661","lncRNA_7695",155,-20.25,"2 18","2179 2199",16,"81.25%","81.25%",234233,-0.799040080956041,0.104822144072588,0.765966341006718,"P. tuahiniensis"
4901,"Cluster_3661","lncRNA_7715",147,-20.36,"2 21","24781 24799",19,"68.42%","78.95%",234899,-0.877695038780957,0.0503927089845997,0.702673242331845,"P. tuahiniensis"
4902,"Cluster_3661","lncRNA_7739",160,-20.45,"2 20","333 355",20,"80.00%","80.00%",235454,0.0343807732530728,0.956233665386571,0.998243168256984,"P. tuahiniensis"
4903,"Cluster_3661","lncRNA_7762",163,-24.7,"2 16","2942 2963",14,"78.57%","100.00%",NA,NA,NA,NA,"P. tuahiniensis"
4904,"Cluster_3661","lncRNA_7762",169,-23.48,"2 19","5703 5726",19,"78.95%","89.47%",NA,NA,NA,NA,"P. tuahiniensis"
4905,"Cluster_3661","lncRNA_7763",163,-24.7,"2 16","2941 2962",14,"78.57%","100.00%",NA,NA,NA,NA,"P. tuahiniensis"
4906,"Cluster_3661","lncRNA_7763",169,-23.48,"2 19","5702 5725",19,"78.95%","89.47%",NA,NA,NA,NA,"P. tuahiniensis"
4907,"Cluster_3661","lncRNA_7875",167,-21.42,"2 21","197 219",20,"75.00%","85.00%",239857,-0.765923530247997,0.131069369587515,0.786947410807444,"P. tuahiniensis"
4908,"Cluster_3661","lncRNA_7978",158,-22.05,"2 21","37 62",23,"69.57%","78.26%",243557,-0.898532503230842,0.0382033454884967,0.661007978031722,"P. tuahiniensis"
4909,"Cluster_3661","lncRNA_8057",155,-21.16,"2 21","8625 8642",19,"73.68%","78.95%",NA,NA,NA,NA,"P. tuahiniensis"
4910,"Cluster_3661","lncRNA_8058",155,-21.16,"2 21","8625 8642",19,"73.68%","78.95%",NA,NA,NA,NA,"P. tuahiniensis"
4911,"Cluster_3661","lncRNA_8127",146,-20.39,"2 20","1300 1323",20,"60.00%","75.00%",247220,-0.231186523978528,0.708287691804236,0.950889545023705,"P. tuahiniensis"
4912,"Cluster_3661","lncRNA_8190",182,-32.01,"2 21","837 857",19,"89.47%","94.74%",248811,0.140122197804024,0.822176429235177,0.978624002967936,"P. tuahiniensis"
4913,"Cluster_3661","lncRNA_8445",161,-20.5,"2 18","35132 35153",16,"68.75%","93.75%",NA,NA,NA,NA,"P. tuahiniensis"
4914,"Cluster_3661","lncRNA_8627",161,-20.5,"2 18","67841 67862",16,"68.75%","93.75%",261391,-0.500261878589078,0.39071348170204,0.906039209620547,"P. tuahiniensis"
4915,"Cluster_3661","lncRNA_8650",152,-20.08,"2 19","3328 3348",17,"70.59%","82.35%",261798,-0.292206604866541,0.633315513372499,0.939988018622639,"P. tuahiniensis"
4916,"Cluster_3661","lncRNA_8661",154,-22.99,"2 21","1550 1578",26,"69.23%","69.23%",262020,-0.215219741375873,0.728104123106525,0.954283616677455,"P. tuahiniensis"
4917,"Cluster_3661","lncRNA_8832",152,-20.08,"2 19","525 545",17,"70.59%","82.35%",266164,-0.282092444960771,0.645650862831017,0.939988018622639,"P. tuahiniensis"
4918,"Cluster_3661","lncRNA_928",164,-20.09,"2 20","2216 2235",18,"77.78%","88.89%",27107,-0.883064125343504,0.0471506147469423,0.691196634551379,"P. tuahiniensis"
4919,"Cluster_3661","lncRNA_9439",153,-22.57,"2 21","772 795",22,"68.18%","77.27%",NA,NA,NA,NA,"P. tuahiniensis"
4920,"Cluster_3661","lncRNA_9440",153,-22.57,"2 21","772 795",22,"68.18%","77.27%",NA,NA,NA,NA,"P. tuahiniensis"
4921,"Cluster_3661","lncRNA_9467",158,-21.73,"2 21","195 218",21,"71.43%","80.95%",285811,-0.106231696103198,0.864996438414947,0.985533393901579,"P. tuahiniensis"
4922,"Cluster_3661","lncRNA_9516",173,-28.25,"2 18","4199 4220",16,"81.25%","100.00%",287291,-0.9428142038956,0.0162744125535029,0.568061060321796,"P. tuahiniensis"
4923,"Cluster_3661","lncRNA_957",158,-23.38,"2 21","89261 89286",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4924,"Cluster_3661","lncRNA_962",158,-23.38,"2 21","28003 28028",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4925,"Cluster_3661","lncRNA_968",158,-23.38,"2 21","22259 22284",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4926,"Cluster_3661","lncRNA_970",158,-23.38,"2 21","21680 21705",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4927,"Cluster_3661","lncRNA_972",158,-23.38,"2 21","6837 6862",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4928,"Cluster_3661","lncRNA_974",158,-23.38,"2 21","215 240",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4929,"Cluster_3661","lncRNA_975",158,-23.38,"2 21","215 240",23,"69.57%","78.26%",NA,NA,NA,NA,"P. tuahiniensis"
4930,"Cluster_36","lncRNA_1094",173,-22.67,"2 18","17350 17370",16,"81.25%","100.00%",31156,-0.0979937209923187,0.875430496680289,0.986884298872503,"P. tuahiniensis"
4931,"Cluster_36","lncRNA_1094",173,-22.67,"2 18","29533 29553",16,"81.25%","100.00%",31156,-0.0979937209923187,0.875430496680289,0.986884298872503,"P. tuahiniensis"
4932,"Cluster_36","lncRNA_1094",173,-22.67,"2 18","41716 41736",16,"81.25%","100.00%",31156,-0.0979937209923187,0.875430496680289,0.986884298872503,"P. tuahiniensis"
4933,"Cluster_36","lncRNA_1096",173,-22.67,"2 18","6034 6054",16,"81.25%","100.00%",31193,0.549652505415487,0.337199692821089,0.902530171328816,"P. tuahiniensis"
4934,"Cluster_36","lncRNA_12229",173,-21.72,"2 19","708 729",18,"83.33%","94.44%",373258,-0.230945067222335,0.70858680440002,0.951001095848811,"P. tuahiniensis"
4935,"Cluster_36","lncRNA_1240",169,-20.79,"2 20","217 236",18,"83.33%","88.89%",34708,0.625488755960964,0.259111534469152,0.873095822741011,"P. tuahiniensis"
4936,"Cluster_36","lncRNA_1240",169,-20.79,"2 20","266 285",18,"83.33%","88.89%",34708,0.625488755960964,0.259111534469152,0.873095822741011,"P. tuahiniensis"
4937,"Cluster_36","lncRNA_1240",169,-20.79,"2 20","315 334",18,"83.33%","88.89%",34708,0.625488755960964,0.259111534469152,0.873095822741011,"P. tuahiniensis"
4938,"Cluster_36","lncRNA_1240",169,-20.79,"2 20","413 432",18,"83.33%","88.89%",34708,0.625488755960964,0.259111534469152,0.873095822741011,"P. tuahiniensis"
4939,"Cluster_36","lncRNA_12925",166,-21.62,"2 20","1463 1484",19,"78.95%","84.21%",392498,0.301387535479935,0.622152759844977,0.938562180919887,"P. tuahiniensis"
4940,"Cluster_36","lncRNA_1302",173,-22.67,"2 18","17350 17370",16,"81.25%","100.00%",NA,NA,NA,NA,"P. tuahiniensis"
4941,"Cluster_36","lncRNA_14409",173,-25.15,"2 20","134 156",20,"85.00%","90.00%",437009,0.715872341398288,0.173847659705317,0.818394982833762,"P. tuahiniensis"
4942,"Cluster_36","lncRNA_1526",162,-23.05,"2 20","58 82",22,"72.73%","77.27%",44365,0.866993196266805,0.057053804109209,0.708466035171744,"P. tuahiniensis"
4943,"Cluster_36","lncRNA_3342",177,-24.28,"2 19","21441 21462",18,"88.89%","94.44%",101752,0.677439869191501,0.20894482193529,0.845028818998476,"P. tuahiniensis"
4944,"Cluster_36","lncRNA_3343",177,-24.28,"2 19","7709 7730",18,"88.89%","94.44%",NA,NA,NA,NA,"P. tuahiniensis"
4945,"Cluster_36","lncRNA_7058",169,-22.67,"2 20","625 644",18,"83.33%","88.89%",215675,0.402087003754392,0.502197373061201,0.924189714952937,"P. tuahiniensis"
4946,"Cluster_36","lncRNA_7490",174,-22.28,"2 19","167 187",17,"82.35%","94.12%",227441,0.75452149227368,0.140500578888237,0.79414122068616,"P. tuahiniensis"
4947,"Cluster_36","lncRNA_7695",174,-21.79,"2 19","10316 10336",17,"82.35%","94.12%",234212,-0.0812199115663187,0.896701405861615,0.991173183414692,"P. tuahiniensis"
4948,"Cluster_36","lncRNA_7707",175,-20.66,"2 20","1156 1176",18,"77.78%","94.44%",234582,0.702989774101557,0.185407471310428,0.827238030880251,"P. tuahiniensis"
4949,"Cluster_390","lncRNA_058",174,-21.79,"2 21","999 1019",19,"84.21%","89.47%",1521,0.492785998583335,0.398975799706912,0.906039209620547,"P. tuahiniensis"
4950,"Cluster_390","lncRNA_10257",172,-20.8,"2 21","424 445",19,"73.68%","89.47%",310175,-0.0167562853070147,0.978666233337641,0.998598378435971,"P. tuahiniensis"
4951,"Cluster_390","lncRNA_1055",161,-22.49,"2 20","295 315",18,"77.78%","83.33%",30159,0.708612599718497,0.180335846403999,0.823278105164725,"P. tuahiniensis"
4952,"Cluster_390","lncRNA_10667",157,-21.27,"2 21","2123 2144",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4953,"Cluster_390","lncRNA_10667",157,-21.27,"2 21","22591 22612",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4954,"Cluster_390","lncRNA_10668",157,-21.27,"2 21","2123 2144",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4955,"Cluster_390","lncRNA_10668",157,-21.27,"2 21","22591 22612",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4956,"Cluster_390","lncRNA_10669",157,-21.27,"2 21","2037 2058",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4957,"Cluster_390","lncRNA_10669",157,-21.27,"2 21","22505 22526",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4958,"Cluster_390","lncRNA_10670",157,-21.27,"2 21","203 224",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4959,"Cluster_390","lncRNA_10672",157,-21.27,"2 21","13942 13963",20,"70.00%","85.00%",NA,NA,NA,NA,"P. tuahiniensis"
4960,"Cluster_390","lncRNA_11207",176,-20.46,"2 21","4411 4432",19,"84.21%","84.21%",340811,0.86690266501481,0.0571112535178018,0.708586030897186,"P. tuahiniensis"
4961,"Cluster_390","lncRNA_11208",176,-20.46,"2 21","3501 3522",19,"84.21%","84.21%",340848,0.624622968485801,0.259972010569222,0.873507795816226,"P. tuahiniensis"
4962,"Cluster_390","lncRNA_11209",158,-20.29,"2 21","1479 1503",22,"68.18%","81.82%",340885,0.546329645921608,0.340738683503626,0.903409434339629,"P. tuahiniensis"
