"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"34823","Cluster_4220","FUN_009172",-0.88200894083422,0.0477823879881583,0.96546924320845,149,-20.88,"2 19","1685 1710",21,"66.67%","71.43%","CDS","ptg000004l:3515804-3521312","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"34824","Cluster_4220","FUN_009172",-0.88200894083422,0.0477823879881583,0.96546924320845,152,-20.2,"2 19","4925 4950",21,"71.43%","76.19%","CDS","ptg000004l:3515804-3521312","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"34959","Cluster_4220","FUN_012749",0.994420889998343,0.00049982441214311,0.47842171191394,166,-24.41,"2 21","22440 22464",22,"77.27%","81.82%","CDS","ptg000008l:12118398-12141406","P04323","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"35013","Cluster_4220","FUN_013506",-0.933221100655635,0.0205066162562927,0.877617053459805,151,-20.08,"2 19","1582 1608",22,"72.73%","77.27%","CDS",NA,NA,NA,NA,NA,NA
"35019","Cluster_4220","FUN_011881",-0.934362637232031,0.0199865495633569,0.871193795248469,167,-21.15,"2 20","5330 5351",18,"77.78%","83.33%","CDS","ptg000008l:2401449-2407264","Q7Q5R7","Choline transporter-like 1","Anopheles gambiae (African malaria mosquito)","transmembrane transport [GO:0055085]","GO:0016020; GO:0022857; GO:0055085"
"35197","Cluster_4220","FUN_016340",-0.922194300210192,0.0257463934193829,0.914225011702335,146,-21.22,"2 21","12312 12336",22,"68.18%","68.18%","CDS",NA,NA,NA,NA,NA,NA
"35221","Cluster_4220","FUN_016547",0.890816720499193,0.0425916514653887,0.96546924320845,155,-20.23,"2 20","136 157",18,"66.67%","77.78%","CDS","ptg000011l:4573318-4577605","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"35237","Cluster_4220","FUN_016679",-0.958684750094109,0.0100181963596077,0.718194923541574,160,-20.65,"2 17","1465 1486",15,"80.00%","86.67%","CDS","ptg000011l:6225910-6229361","Q08BV2","tRNA wybutosine-synthesizing protein 5 (EC 1.14.11.42) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase)","Danio rerio (Zebrafish) (Brachydanio rerio)","wybutosine biosynthetic process [GO:0031591]","GO:0000049; GO:0005506; GO:0016706; GO:0031591; GO:0042803; GO:0102524"
"35308","Cluster_4220","FUN_017909",0.89831940025494,0.0383224937810109,0.96546924320845,140,-20.24,"2 9","2108 2129",7,"100.00%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"35339","Cluster_4220","FUN_018349",-0.894030092787137,0.040745638685913,0.96546924320845,145,-20.9,"2 10","79598 79619",8,"100.00%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"35459","Cluster_4220","FUN_023170",-0.901354060504028,0.036636996801284,0.96546924320845,168,-20.45,"2 21","1495 1516",19,"73.68%","84.21%","CDS",NA,NA,NA,NA,NA,NA
"35501","Cluster_4220","FUN_024013",-0.902697740561308,0.0358984655069398,0.959773082776229,188,-32.64,"2 21","137 158",19,"89.47%","94.74%","CDS",NA,NA,NA,NA,NA,NA
"35528","Cluster_4220","FUN_023915",0.898029169702219,0.0384849551033252,0.96546924320845,155,-20.52,"2 17","130 156",20,"75.00%","75.00%","CDS",NA,NA,NA,NA,NA,NA
"35593","Cluster_4220","FUN_026538",-0.903610972331253,0.0353992733683467,0.956568198601926,163,-23.1,"2 21","11709 11732",21,"76.19%","76.19%","CDS","ptg000020l:10251919-10263746","O70310","Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1)","Mus musculus (Mouse)","cellular ketone metabolic process [GO:0042180]; in utero embryonic development [GO:0001701]; N-terminal peptidyl-glycine N-myristoylation [GO:0018008]; N-terminal protein myristoylation [GO:0006499]","GO:0001701; GO:0004379; GO:0005737; GO:0005829; GO:0005886; GO:0006499; GO:0018008; GO:0018030; GO:0019107; GO:0019898; GO:0042180"
"35598","Cluster_4220","FUN_026595",-0.97502572758515,0.00471997264649405,0.578942105543253,172,-20.77,"2 17","54543 54564",15,"86.67%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"35603","Cluster_4220","FUN_026681",-0.933850873492403,0.0202191657894449,0.874431316658196,158,-22.05,"2 21","11684 11709",23,"69.57%","78.26%","CDS","ptg000020l:12405630-12427664","Q9NZJ4","Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29)","Homo sapiens (Human)","negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457]","GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0042802; GO:0051087; GO:0070628; GO:0070852; GO:0090084"
"35678","Cluster_4220","FUN_027981",0.910275919799167,0.0318247041965652,0.931137145434896,148,-21.24,"2 19","684 709",21,"66.67%","76.19%","CDS","ptg000021l:14172856-14179645","P20749","B-cell lymphoma 3 protein (BCL-3) (Proto-oncogene BCL3)","Homo sapiens (Human)","antimicrobial humoral response [GO:0019730]; cellular response to DNA damage stimulus [GO:0006974]; defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; extracellular matrix organization [GO:0030198]; follicular dendritic cell differentiation [GO:0002268]; germinal center formation [GO:0002467]; humoral immune response mediated by circulating immunoglobulin [GO:0002455]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; marginal zone B cell differentiation [GO:0002315]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of interleukin-8 production [GO:0032717]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of receptor signaling pathway via JAK-STAT [GO:0046426]; negative regulation of T cell apoptotic process [GO:0070233]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translation [GO:0045727]; positive regulation of type II interferon production [GO:0032729]; protein import into nucleus [GO:0006606]; regulation of apoptotic process [GO:0042981]; regulation of DNA binding [GO:0051101]; regulation of NIK/NF-kappaB signaling [GO:1901222]; response to UV-C [GO:0010225]; response to virus [GO:0009615]; spleen development [GO:0048536]; T cell apoptotic process [GO:0070231]; T-helper 1 type immune response [GO:0042088]; T-helper 2 cell differentiation [GO:0045064]","GO:0002268; GO:0002315; GO:0002455; GO:0002467; GO:0003713; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006606; GO:0006974; GO:0007249; GO:0009615; GO:0010225; GO:0019730; GO:0030198; GO:0030330; GO:0030496; GO:0030674; GO:0032088; GO:0032717; GO:0032720; GO:0032729; GO:0032733; GO:0032991; GO:0032996; GO:0033257; GO:0042088; GO:0042742; GO:0042771; GO:0042826; GO:0042832; GO:0042981; GO:0043066; GO:0043231; GO:0045064; GO:0045727; GO:0045892; GO:0045893; GO:0045944; GO:0046426; GO:0048471; GO:0048536; GO:0051101; GO:0070231; GO:0070233; GO:0140297; GO:1901222"
"35680","Cluster_4220","FUN_028014",-0.90093185534565,0.0368700444662462,0.96546924320845,161,-20.85,"2 14","62416 62437",12,"91.67%","100.00%","CDS","ptg000021l:14619248-14685361","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]","GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"35681","Cluster_4220","FUN_028019",-0.941332311847852,0.0169072554390938,0.841747018335641,149,-20.88,"2 21","4846 4873",25,"68.00%","72.00%","CDS","ptg000021l:14956862-14971454","Q8BG19","Protein O-mannosyl-transferase TMTC4 (EC 2.4.1.109) (Transmembrane and TPR repeat-containing protein 4)","Mus musculus (Mouse)","endoplasmic reticulum unfolded protein response [GO:0030968]; outer hair cell apoptotic process [GO:1905584]; positive regulation of endoplasmic reticulum calcium ion concentration [GO:0032470]; protein O-linked mannosylation [GO:0035269]; sensory perception of sound [GO:0007605]","GO:0000030; GO:0004169; GO:0005783; GO:0007605; GO:0016020; GO:0030968; GO:0032470; GO:0035269; GO:0051117; GO:1905584"
"35704","Cluster_4220","FUN_028365",-0.889675327512713,0.0432535845191217,0.96546924320845,167,-22.92,"2 16","17392 17413",14,"92.86%","92.86%","CDS",NA,NA,NA,NA,NA,NA
"35948","Cluster_4220","FUN_033040",-0.904942793323543,0.0346752901948177,0.95259294593624,146,-23.48,"2 21","2461 2484",21,"66.67%","71.43%","CDS","ptg000023l:39176701-39192258","P58158","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)","Mus musculus (Mouse)","carbohydrate metabolic process [GO:0005975]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; dermatan sulfate proteoglycan biosynthetic process [GO:0050651]; glycosaminoglycan biosynthetic process [GO:0006024]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; positive regulation of catalytic activity [GO:0043085]; positive regulation of intracellular protein transport [GO:0090316]; protein glycosylation [GO:0006486]","GO:0000139; GO:0005794; GO:0005801; GO:0005975; GO:0006024; GO:0006486; GO:0015012; GO:0015018; GO:0015020; GO:0043085; GO:0046872; GO:0050650; GO:0050651; GO:0072542; GO:0090316"
"36025","Cluster_4220","FUN_033979",-0.932382877558972,0.0208912442407676,0.882949845133524,163,-21.2,"2 17","9556 9579",17,"82.35%","88.24%","CDS",NA,NA,NA,NA,NA,NA
"36062","Cluster_4220","FUN_034323",-0.880373937868653,0.0487665533121768,0.96546924320845,162,-20.53,"2 15","13513 13534",13,"92.31%","92.31%","CDS",NA,NA,NA,NA,NA,NA
"36114","Cluster_4220","FUN_036474",0.891831138551596,0.0420060844985917,0.96546924320845,171,-22.96,"2 21","75 97",20,"80.00%","85.00%","CDS",NA,NA,NA,NA,NA,NA
"36130","Cluster_4220","FUN_035131",-0.907585361277286,0.0332530371045439,0.943403272568166,163,-20.01,"2 16","4555 4576",14,"85.71%","92.86%","CDS","ptg000025l:4329351-4338994","Q149M9","NACHT domain- and WD repeat-containing protein 1","Homo sapiens (Human)","negative regulation of NF-kappaB transcription factor activity [GO:0032088]; positive regulation of gene expression [GO:0010628]","GO:0005524; GO:0005730; GO:0005829; GO:0010628; GO:0032088"
"36131","Cluster_4220","FUN_035131",-0.907585361277286,0.0332530371045439,0.943403272568166,163,-21.29,"2 21","9378 9400",20,"75.00%","80.00%","CDS","ptg000025l:4329351-4338994","Q149M9","NACHT domain- and WD repeat-containing protein 1","Homo sapiens (Human)","negative regulation of NF-kappaB transcription factor activity [GO:0032088]; positive regulation of gene expression [GO:0010628]","GO:0005524; GO:0005730; GO:0005829; GO:0010628; GO:0032088"
"36285","Cluster_4220","FUN_038244",-0.890696853310053,0.0426610140871973,0.96546924320845,180,-29.83,"2 21","4553 4574",19,"84.21%","89.47%","CDS","ptg000027l:4652818-4658801","P18845","Neuronal acetylcholine receptor subunit alpha-3 (GF-alpha-3)","Carassius auratus (Goldfish)","behavioral response to nicotine [GO:0035095]; nervous system development [GO:0007399]; signal transduction [GO:0007165]; synaptic transmission involved in micturition [GO:0060084]","GO:0005892; GO:0007165; GO:0007399; GO:0015464; GO:0022848; GO:0035095; GO:0045211; GO:0060084"
"36306","Cluster_4220","FUN_038573",-0.924334706034226,0.0246994575028241,0.911947326397717,163,-22.83,"2 17","6910 6933",17,"82.35%","88.24%","CDS",NA,NA,NA,NA,NA,NA
"36307","Cluster_4220","FUN_038573",-0.924334706034226,0.0246994575028241,0.911947326397717,167,-21.33,"2 21","8104 8126",20,"80.00%","80.00%","CDS",NA,NA,NA,NA,NA,NA
"36377","Cluster_4220","FUN_040988",0.911475448982055,0.0311944229864876,0.927003076417177,153,-20.86,"2 18","50166 50187",16,"75.00%","75.00%","CDS",NA,NA,NA,NA,NA,NA
"36378","Cluster_4220","FUN_040988",0.911475448982055,0.0311944229864876,0.927003076417177,156,-21.23,"2 21","4317 4336",19,"78.95%","78.95%","CDS",NA,NA,NA,NA,NA,NA
"36453","Cluster_4220","FUN_043005",-0.887768229118803,0.0443667784027456,0.96546924320845,155,-26.04,"2 21","2585 2607",20,"70.00%","75.00%","CDS","ptg000047l:2894647-2901679","P49117","Nuclear receptor subfamily 2 group C member 2 (Orphan nuclear receptor TAK1) (Orphan nuclear receptor TR4) (Testicular receptor 4)","Mus musculus (Mouse)","anatomical structure development [GO:0048856]; cell differentiation [GO:0030154]; cerebellum development [GO:0021549]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; meiotic cell cycle [GO:0051321]; negative regulation of transcription by RNA polymerase II [GO:0000122]; p38MAPK cascade [GO:0038066]; positive regulation of behavior [GO:0048520]; positive regulation of embryonic development [GO:0040019]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]","GO:0000122; GO:0000977; GO:0000978; GO:0001228; GO:0003700; GO:0004879; GO:0005654; GO:0006357; GO:0007283; GO:0008270; GO:0021549; GO:0030154; GO:0031663; GO:0038066; GO:0040019; GO:0043565; GO:0045663; GO:0045944; GO:0048520; GO:0048856; GO:0051321; GO:1990837"
"36496","Cluster_4220","FUN_043356",-0.890632261938219,0.04269840554091,0.96546924320845,160,-25.32,"2 21","1174 1192",19,"78.95%","78.95%","CDS","ptg000047l:7512433-7518348","Q9VE46","High-affinity choline transporter 1","Drosophila melanogaster (Fruit fly)","acetylcholine biosynthetic process [GO:0008292]; amino acid transmembrane transport [GO:0003333]; choline transport [GO:0015871]","GO:0003333; GO:0005307; GO:0005886; GO:0008292; GO:0015171; GO:0015220; GO:0015871; GO:0016020"
"36506","Cluster_4220","FUN_043385",-0.994102720082686,0.000543158930720028,0.502332740870942,144,-22.29,"2 19","9831 9860",25,"64.00%","68.00%","CDS","ptg000047l:7795303-7810185","Q8R4G0","Netrin-G1 (Laminet-1)","Mus musculus (Mouse)","animal organ morphogenesis [GO:0009887]; axonogenesis [GO:0007409]; basement membrane assembly [GO:0070831]; cell migration [GO:0016477]; modulation of chemical synaptic transmission [GO:0050804]; regulation of neuron migration [GO:2001222]; regulation of neuron projection arborization [GO:0150011]; regulation of neuron projection development [GO:0010975]; substrate adhesion-dependent cell spreading [GO:0034446]; synaptic membrane adhesion [GO:0099560]; tissue development [GO:0009888]","GO:0005886; GO:0007409; GO:0009887; GO:0009888; GO:0010975; GO:0016477; GO:0034446; GO:0043256; GO:0048787; GO:0050804; GO:0050839; GO:0070831; GO:0098632; GO:0098685; GO:0098978; GO:0099560; GO:0150011; GO:2001222"
"36544","Cluster_4254","FUN_001921",0.961894334251766,0.00887810232785382,0.706856173382899,168,-21.69,"2 21","14762 14783",19,"73.68%","84.21%","CDS","ntLink_6:17838529-17853417","Q8NHM4","Putative trypsin-6 (EC 3.4.21.4) (Serine protease 3 pseudogene 2) (Trypsinogen C)","Homo sapiens (Human)","endothelial cell migration [GO:0043542]; proteolysis [GO:0006508]","GO:0004252; GO:0005615; GO:0006508; GO:0043542; GO:0046872"
"36547","Cluster_4254","FUN_001957",-0.880389729168117,0.048757017677988,0.96546924320845,161,-20.9,"2 20","17057 17077",18,"72.22%","88.89%","CDS",NA,NA,NA,NA,NA,NA
"36567","Cluster_4254","FUN_003579",0.934777855791948,0.019798459186821,0.868827657383259,166,-24.49,"2 21","178 203",23,"73.91%","82.61%","CDS",NA,NA,NA,NA,NA,NA
"36569","Cluster_4254","FUN_003660",0.988405531088292,0.00149607509505871,0.545343267336266,164,-21.83,"2 19","4087 4110",19,"78.95%","89.47%","CDS",NA,NA,NA,NA,NA,NA
"36599","Cluster_4254","FUN_004611",0.939004710251695,0.017916964190241,0.847898695599974,170,-27.43,"2 21","12902 12922",19,"78.95%","89.47%","CDS","ntLink_8:24883251-24896741","A4Q9F6","Tubulin polyglutamylase TTLL13 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 13)","Mus musculus (Mouse)","microtubule cytoskeleton organization [GO:0000226]; protein polyglutamylation [GO:0018095]","GO:0000226; GO:0005524; GO:0005874; GO:0005929; GO:0015631; GO:0018095; GO:0046872; GO:0070740"
"36632","Cluster_4254","FUN_006440",0.985011523742753,0.00219781563839079,0.545343267336266,170,-20.71,"2 19","6104 6125",17,"82.35%","88.24%","CDS",NA,NA,NA,NA,NA,NA
