V1	GO_terms
Pocillopora_meandrina_HIv1___TS.g7762.t1a	GO:0004222; GO:0005080; GO:0005178; GO:0005518; GO:0005615; GO:0005925; GO:0006509; GO:0007155; GO:0007160; GO:0007179; GO:0007229; GO:0008237; GO:0009897; GO:0009986; GO:0010042; GO:0016477; GO:0016485; GO:0017124; GO:0030216; GO:0030335; GO:0031293; GO:0033627; GO:0033630; GO:0033631; GO:0034241; GO:0034612; GO:0042117; GO:0042542; GO:0042987; GO:0043236; GO:0043406; GO:0046872; GO:0050714; GO:0051044; GO:0051384; GO:0051549; GO:0051592; GO:0070062; GO:0071222; GO:1902945; GO:0004222; GO:0005080; GO:0005178; GO:0005518; GO:0005615; GO:0005925; GO:0006509; GO:0007155; GO:0007160; GO:0007179; GO:0007229; GO:0008237; GO:0009897; GO:0009986; GO:0010042; GO:0016477; GO:0016485; GO:0017124; GO:0030216; GO:0030335; GO:0031293; GO:0033627; GO:0033630; GO:0033631; GO:0034241; GO:0034612; GO:0042117; GO:0042542; GO:0042987; GO:0043236; GO:0043406; GO:0046872; GO:0050714; GO:0051044; GO:0051384; GO:0051549; GO:0051592; GO:0070062; GO:0071222; GO:1902945
Pocillopora_meandrina_HIv1___TS.g7791.t1	GO:0005886; GO:0008519; GO:0014731; GO:0016323; GO:0030506; GO:0030659; GO:0070634; GO:0072488; GO:0097272
Pocillopora_meandrina_HIv1___TS.g7797.t1	GO:0005739; GO:0005758; GO:0006790; GO:0008482; GO:0020037; GO:0030151; GO:0043546
Pocillopora_meandrina_HIv1___TS.g7807.t1	GO:0005507; GO:0005576; GO:0007596; GO:0008015; GO:0031091
Pocillopora_meandrina_HIv1___TS.g7819.t1	GO:0004725; GO:0005634; GO:0005737; GO:0005886; GO:0006470; GO:0007185; GO:0033003; GO:0042802; GO:0046627
Pocillopora_meandrina_HIv1___TS.g7874.t2	
Pocillopora_meandrina_HIv1___TS.g7877.t1	GO:0001921; GO:0005509; GO:0005769; GO:0005829; GO:0005886; GO:0005905; GO:0006895; GO:0006897; GO:0009925; GO:0015031; GO:0016197; GO:0016235; GO:0016324; GO:0017124; GO:0019065; GO:0030122; GO:0030132; GO:0030136; GO:0031593; GO:0031901; GO:0032456; GO:0032880; GO:0042127; GO:0042802; GO:0043231; GO:0045202; GO:0046718; GO:0048268; GO:0060170; GO:0098794; GO:0098884; GO:0098978
Pocillopora_meandrina_HIv1___TS.g7893.t1	GO:0000224; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0006515; GO:0006516; GO:0006517; GO:0046872
Pocillopora_meandrina_HIv1___TS.g790.t1	GO:0000776; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0007059; GO:0007094; GO:0016321; GO:0018105; GO:0018107; GO:0018108; GO:0033316; GO:0034501; GO:0034502; GO:0042802; GO:0043515; GO:0046777; GO:0106310; GO:1903096
Pocillopora_meandrina_HIv1___TS.g7904.t1b	GO:0004715; GO:0005524; GO:0004715; GO:0005524
Pocillopora_meandrina_HIv1___TS.g793.t1	GO:0001650; GO:0004842; GO:0005737; GO:0005829; GO:0006511; GO:0007283; GO:0016567; GO:0030154; GO:0045879; GO:0061630
Pocillopora_meandrina_HIv1___TS.g794.t2	GO:0070062; GO:0070062; GO:0070062
Pocillopora_meandrina_HIv1___TS.g7940.t2	GO:0003943; GO:0004065; GO:0005739; GO:0005764; GO:0005791; GO:0005794; GO:0006914; GO:0007417; GO:0007584; GO:0008484; GO:0009268; GO:0009986; GO:0010632; GO:0010976; GO:0030207; GO:0030209; GO:0043627; GO:0043890; GO:0046872; GO:0051597; GO:0061580; GO:0097065
Pocillopora_meandrina_HIv1___TS.g7943.t1	GO:0000287; GO:0001568; GO:0001727; GO:0003677; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005905; GO:0006473; GO:0006665; GO:0006670; GO:0006954; GO:0007420; GO:0008283; GO:0008289; GO:0008481; GO:0010800; GO:0010803; GO:0016020; GO:0016310; GO:0016407; GO:0017050; GO:0019722; GO:0030100; GO:0030139; GO:0030148; GO:0030307; GO:0030335; GO:0031398; GO:0031901; GO:0032651; GO:0032740; GO:0034612; GO:0035556; GO:0035924; GO:0038036; GO:0043066; GO:0043231; GO:0045766; GO:0045840; GO:0045931; GO:0045987; GO:0046512; GO:0046521; GO:0048146; GO:0050764; GO:0051092; GO:0051721; GO:0070301; GO:0071363; GO:0071897; GO:0098793; GO:0150077; GO:1900060; GO:1900745; GO:1901224; GO:1903978; GO:1905364
Pocillopora_meandrina_HIv1___TS.g7946.t1	GO:0005829; GO:0006886; GO:0031901; GO:0034498; GO:0035091; GO:0042802; GO:0043231
Pocillopora_meandrina_HIv1___TS.g7949.t1	GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259
Pocillopora_meandrina_HIv1___TS.g7957.t1	GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001259
Pocillopora_meandrina_HIv1___TS.g7958.t1	GO:0002027; GO:0003283; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0016323; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051279; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0060307; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001257; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0016323; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051279; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0060307; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001257; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0016323; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051279; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0060307; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001257; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0016323; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051279; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0060307; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001257; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0016323; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051279; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0060307; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001257; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0016323; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051279; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0060307; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001257; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0016323; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051279; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0060307; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001257; GO:2001259; GO:0002027; GO:0003283; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0016323; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0043268; GO:0044325; GO:0045121; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051279; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0060307; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:0140031; GO:1901018; GO:1901019; GO:1901021; GO:2001257; GO:2001259
Pocillopora_meandrina_HIv1___TS.g7962.t1b	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
Pocillopora_meandrina_HIv1___TS.g7968.t1	GO:0000421; GO:0000776; GO:0000815; GO:0001778; GO:0005643; GO:0005765; GO:0005771; GO:0005828; GO:0005829; GO:0005886; GO:0006900; GO:0006914; GO:0006997; GO:0007080; GO:0007175; GO:0010008; GO:0015031; GO:0016020; GO:0016236; GO:0030496; GO:0031468; GO:0032511; GO:0032585; GO:0036258; GO:0039702; GO:0042176; GO:0043162; GO:0044877; GO:0046761; GO:0047485; GO:0051469; GO:0060548; GO:0061763; GO:0061952; GO:0070062; GO:0071985; GO:0090148; GO:0097352; GO:1901673; GO:1902774; GO:1904902; GO:1904930
Pocillopora_meandrina_HIv1___TS.g7974.t1	GO:0003180; GO:0003181; GO:0005509; GO:0005615; GO:0005739; GO:0007411; GO:0008201; GO:0008285; GO:0010629; GO:0030308; GO:0032870; GO:0035385; GO:0048495; GO:0048846; GO:0050919; GO:0051414; GO:0060412; GO:0061364; GO:0070100
Pocillopora_meandrina_HIv1___TS.g7977.t1	GO:0003779; GO:0005737; GO:0005829; GO:0005856; GO:0003779; GO:0005737; GO:0005829; GO:0005856
Pocillopora_meandrina_HIv1___TS.g8002.t1a	GO:0000139; GO:0007219; GO:0007389; GO:0007399; GO:0008375; GO:0008593; GO:0030154; GO:0031101; GO:0033829; GO:0045665; GO:0046872; GO:0055016
Pocillopora_meandrina_HIv1___TS.g8002.t1b	GO:0005739; GO:0005829; GO:0016607; GO:0033615; GO:0043461
Pocillopora_meandrina_HIv1___TS.g8098.t1	GO:0001525; GO:0005509; GO:0005634; GO:0005886; GO:0006355; GO:0030154; GO:0038023; GO:0050793; GO:0060271; GO:0061314; GO:0001525; GO:0005509; GO:0005634; GO:0005886; GO:0006355; GO:0030154; GO:0038023; GO:0050793; GO:0060271; GO:0061314; GO:0001525; GO:0005509; GO:0005634; GO:0005886; GO:0006355; GO:0030154; GO:0038023; GO:0050793; GO:0060271; GO:0061314; GO:0001525; GO:0005509; GO:0005634; GO:0005886; GO:0006355; GO:0030154; GO:0038023; GO:0050793; GO:0060271; GO:0061314
Pocillopora_meandrina_HIv1___TS.g8102.t1	GO:0000139; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0006612; GO:0018230; GO:0019706
Pocillopora_meandrina_HIv1___TS.g811.t1	GO:0000506; GO:0006506
Pocillopora_meandrina_HIv1___TS.g8133.t1	GO:0003735; GO:0005763; GO:0032543
Pocillopora_meandrina_HIv1___TS.g814.t1	NA
Pocillopora_meandrina_HIv1___TS.g8173.t1	GO:0005634; GO:0005654; GO:0005739; GO:0005759; GO:0006476; GO:0008270; GO:0009060; GO:0016740; GO:0017136; GO:0032991; GO:0034979; GO:0034983; GO:0043565; GO:0070403; GO:1901671; GO:1902553; GO:2000304
Pocillopora_meandrina_HIv1___TS.g8204.t1	GO:0003729; GO:0016973; GO:0046872
Pocillopora_meandrina_HIv1___TS.g8205.t2	GO:0004180; GO:0005654; GO:0005829; GO:0006508; GO:0008233; GO:0016805; GO:0046872; GO:0070573; GO:0103046; GO:0004180; GO:0005654; GO:0005829; GO:0006508; GO:0008233; GO:0016805; GO:0046872; GO:0070573; GO:0103046
Pocillopora_meandrina_HIv1___TS.g8209.t1	GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527; GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527; GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527
