transcript_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
Pocillopora_meandrina_HIv1___RNAseq.g10604.t1a,0,66,0,115,0
Pocillopora_meandrina_HIv1___RNAseq.g10604.t1b,216,791,469,745,92
Pocillopora_meandrina_HIv1___RNAseq.g22854.t1,304,466,377,154,51
Pocillopora_meandrina_HIv1___RNAseq.g15974.t1,0,0,50,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25045.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9785.t2,432,1166,692,928,413
Pocillopora_meandrina_HIv1___TS.g7919.t1,554,172,148,360,31
Pocillopora_meandrina_HIv1___RNAseq.g13661.t1,37,161,0,248,172
Pocillopora_meandrina_HIv1___RNAseq.g12437.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g90.t1,0,5,4,0,0
Pocillopora_meandrina_HIv1___TS.g19971.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7903.t1,2560,6000,3867,5116,3274
Pocillopora_meandrina_HIv1___RNAseq.g8389.t1,537,653,165,490,246
Pocillopora_meandrina_HIv1___RNAseq.g23265.t1,376,60,117,157,74
Pocillopora_meandrina_HIv1___RNAseq.g21394.t1,0,37,0,0,6
Pocillopora_meandrina_HIv1___RNAseq.g13298.t1,343,464,364,400,496
Pocillopora_meandrina_HIv1___TS.g23188.t1,0,49,22,33,94
Pocillopora_meandrina_HIv1___TS.g9691.t1,660,1540,1433,640,166
Pocillopora_meandrina_HIv1___RNAseq.6787_t,79,21,331,201,114
Pocillopora_meandrina_HIv1___RNAseq.g30035.t1,30,0,134,28,56
Pocillopora_meandrina_HIv1___RNAseq.g8273.t1,2215,2733,3492,1862,1165
Pocillopora_meandrina_HIv1___RNAseq.g9839.t1,303,220,359,244,409
Pocillopora_meandrina_HIv1___RNAseq.g11676.t1,226,0,0,68,0
Pocillopora_meandrina_HIv1___RNAseq.g3139.t1,2035,1944,635,1745,718
Pocillopora_meandrina_HIv1___RNAseq.g4538.t1,2648,1245,3517,1861,1417
Pocillopora_meandrina_HIv1___RNAseq.g4203.t1,103,124,103,289,111
Pocillopora_meandrina_HIv1___TS.g28742.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15976.t1,1000,1352,1558,1544,567
Pocillopora_meandrina_HIv1___RNAseq.g16943.t1,25,0,2,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20871.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g28342.t1,10,3,34,28,2
Pocillopora_meandrina_HIv1___RNAseq.g8271.t1,59,198,83,124,125
Pocillopora_meandrina_HIv1___RNAseq.g1228.t1,0,3,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9905.t2,0,0,407,6,0
Pocillopora_meandrina_HIv1___RNAseq.g19547.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g3893.t1,1312,1836,2993,978,728
Pocillopora_meandrina_HIv1___RNAseq.g975.t1,65,71,23,140,14
Pocillopora_meandrina_HIv1___TS.g6019.t1,858,179,742,560,212
Pocillopora_meandrina_HIv1___RNAseq.g21688.t1,0,0,21,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21983.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6383.t1,0,0,0,0,39
Pocillopora_meandrina_HIv1___RNAseq.g25379.t1,111,99,221,81,126
Pocillopora_meandrina_HIv1___RNAseq.g16653.t1,970,224,1014,322,486
Pocillopora_meandrina_HIv1___TS.g27670.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g26003.t2,3349,2462,4356,3670,2502
Pocillopora_meandrina_HIv1___RNAseq.g27107.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13551.t1,52,66,111,184,131
Pocillopora_meandrina_HIv1___TS.g28795.t1,350,108,212,164,143
Pocillopora_meandrina_HIv1___RNAseq.g29173.t1,2624,2154,3407,1947,396
Pocillopora_meandrina_HIv1___RNAseq.g16719.t2,89,141,13,87,82
Pocillopora_meandrina_HIv1___RNAseq.g21251.t1b,11,44,35,209,106
Pocillopora_meandrina_HIv1___RNAseq.g21251.t1a,1107,1868,1006,3114,999
Pocillopora_meandrina_HIv1___RNAseq.g22212.t1,157,261,363,272,170
Pocillopora_meandrina_HIv1___RNAseq.g8952.t1,15569,4413,19898,7400,3735
Pocillopora_meandrina_HIv1___RNAseq.g1567.t1,120,158,206,88,93
Pocillopora_meandrina_HIv1___RNAseq.g4201.t1,113,154,253,571,30
Pocillopora_meandrina_HIv1___RNAseq.g17916.t1,590,547,1343,810,322
Pocillopora_meandrina_HIv1___RNAseq.g24985.t1,826,1356,618,1308,654
Pocillopora_meandrina_HIv1___RNAseq.g30189.t1,1140,1244,1436,981,400
Pocillopora_meandrina_HIv1___RNAseq.g3977.t1,340,352,247,331,256
Pocillopora_meandrina_HIv1___RNAseq.g14759.t1,0,5,2,1,9
Pocillopora_meandrina_HIv1___RNAseq.g8950.t1,577,952,538,662,285
Pocillopora_meandrina_HIv1___RNAseq.g22210.t1,78,66,121,89,33
Pocillopora_meandrina_HIv1___RNAseq.g6720.t1,97,129,97,107,75
Pocillopora_meandrina_HIv1___TS.g26736.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g29961.t1,0,20,0,55,0
Pocillopora_meandrina_HIv1___TS.g14188.t1,0,1,2,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26856.t1,0,19,31,40,45
Pocillopora_meandrina_HIv1___RNAseq.g10393.t1,100,239,0,124,351
Pocillopora_meandrina_HIv1___RNAseq.g22530.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12082.t1,0,44,218,72,0
Pocillopora_meandrina_HIv1___RNAseq.g24702.t1,15,0,1,2,0
Pocillopora_meandrina_HIv1___RNAseq.g836.t1,123,171,169,269,68
Pocillopora_meandrina_HIv1___RNAseq.g8866.t1,454,340,228,190,93
Pocillopora_meandrina_HIv1___RNAseq.g16079.t1,5686,4321,6774,5007,2595
Pocillopora_meandrina_HIv1___RNAseq.g5237.t1,0,2,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26573.t1,128,242,262,350,162
Pocillopora_meandrina_HIv1___TS.g28229.t1,39,0,16,35,0
Pocillopora_meandrina_HIv1___TS.g5509.t1,0,22,0,51,20
Pocillopora_meandrina_HIv1___RNAseq.g8864.t1,2846,3743,5333,9539,1507
Pocillopora_meandrina_HIv1___RNAseq.g9248.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1909.t1,113,42,30,76,43
Pocillopora_meandrina_HIv1___TS.g15185.t1,94,0,48,96,48
Pocillopora_meandrina_HIv1___RNAseq.g23099.t1,1298,207,2055,458,61
Pocillopora_meandrina_HIv1___RNAseq.g7422.t1,42,68,116,80,21
Pocillopora_meandrina_HIv1___RNAseq.g3522.t2,465,344,666,447,242
Pocillopora_meandrina_HIv1___RNAseq.g4040.t1,0,0,14,16,0
Pocillopora_meandrina_HIv1___RNAseq.g13944.t1,1074,418,1234,805,418
Pocillopora_meandrina_HIv1___RNAseq.g16838.t1,34,107,359,170,64
Pocillopora_meandrina_HIv1___RNAseq.g28574.t1,805,1616,1357,1322,1026
Pocillopora_meandrina_HIv1___RNAseq.g24408.t1,15,57,0,60,0
Pocillopora_meandrina_HIv1___RNAseq.g3890.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26261.t1,311,210,118,115,69
Pocillopora_meandrina_HIv1___RNAseq.g5806.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22059.t1,4902,4487,5265,5600,1123
Pocillopora_meandrina_HIv1___RNAseq.g19135.t1,24,34,104,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14654.t1,149,215,221,26,235
Pocillopora_meandrina_HIv1___RNAseq.g17410.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5863.t1,2281,2468,1436,1914,1296
Pocillopora_meandrina_HIv1___RNAseq.g6012.t1,46,0,27,111,46
Pocillopora_meandrina_HIv1___TS.g5169.t1,2638,2969,4758,4234,1035
Pocillopora_meandrina_HIv1___RNAseq.g24276.t1,36,25,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7420.t1,17,60,0,0,21
Pocillopora_meandrina_HIv1___TS.g533.t1,55,78,91,66,0
Pocillopora_meandrina_HIv1___TS.g4816.t1,262,100,340,170,14
Pocillopora_meandrina_HIv1___RNAseq.g15782.t1,451,276,576,610,152
Pocillopora_meandrina_HIv1___TS.g29018.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1530.t1,0,0,14,11,0
Pocillopora_meandrina_HIv1___RNAseq.g28576.t1,19100,5479,17017,7328,10550
Pocillopora_meandrina_HIv1___RNAseq.g3837.t1,136,295,186,156,35
Pocillopora_meandrina_HIv1___RNAseq.g20150.t1,4300,3011,5592,5282,661
Pocillopora_meandrina_HIv1___RNAseq.g10649.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3699.t1,242,507,319,212,184
Pocillopora_meandrina_HIv1___RNAseq.g20133.t1,0,34,0,52,11
Pocillopora_meandrina_HIv1___TS.g27893.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g15009.t1,31,94,150,898,143
Pocillopora_meandrina_HIv1___RNAseq.g5804.t1,7,0,0,4,0
Pocillopora_meandrina_HIv1___TS.g1707.t3,891,959,659,774,614
Pocillopora_meandrina_HIv1___RNAseq.g14624.t1,0,0,6,14,1
Pocillopora_meandrina_HIv1___RNAseq.g30149.t1,5,12,50,4,0
Pocillopora_meandrina_HIv1___RNAseq.g16118.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17412.t1,30,37,13,50,18
Pocillopora_meandrina_HIv1___RNAseq.g27408.t1,1315,3594,2039,1940,786
Pocillopora_meandrina_HIv1___TS.g5804.t1,0,10,0,28,0
Pocillopora_meandrina_HIv1___RNAseq.g2104.t1,70,62,187,62,65
Pocillopora_meandrina_HIv1___TS.g4174.t3,547,636,717,678,809
Pocillopora_meandrina_HIv1___RNAseq.g16420.t1,0,93,57,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24097.t1,252,214,202,202,252
Pocillopora_meandrina_HIv1___RNAseq.g15780.t1,286,282,243,171,86
Pocillopora_meandrina_HIv1___RNAseq.g9735.t1,99,141,394,370,106
Pocillopora_meandrina_HIv1___RNAseq.g11308.t1,673,228,439,1020,450
Pocillopora_meandrina_HIv1___RNAseq.g20185.t1,0,0,199,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8778.t1,581,394,350,669,1432
Pocillopora_meandrina_HIv1___RNAseq.g12148.t1,9,15,25,28,18
Pocillopora_meandrina_HIv1___TS.g20200.t1,0,0,71,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8704.t1,12,5,4,18,0
Pocillopora_meandrina_HIv1___RNAseq.g4341.t1,1586,1058,1138,1539,320
Pocillopora_meandrina_HIv1___TS.g28766.t1,0,13,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4362.t1,2066,4514,2610,3327,1056
Pocillopora_meandrina_HIv1___RNAseq.g12844.t1,165,557,632,148,8148
Pocillopora_meandrina_HIv1___RNAseq.g834.t1,0,0,0,0,58
Pocillopora_meandrina_HIv1___TS.g21499.t1,109,212,80,161,91
Pocillopora_meandrina_HIv1___TS.g23790.t1,920,734,603,531,299
Pocillopora_meandrina_HIv1___RNAseq.g19338.t1,14,12,60,11,16
Pocillopora_meandrina_HIv1___RNAseq.g21544.t1,578,1574,1303,684,866
Pocillopora_meandrina_HIv1___TS.g22669.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g26475.t1,1770,1052,1526,1153,1279
Pocillopora_meandrina_HIv1___TS.g23616.t1,969,627,2036,1291,773
Pocillopora_meandrina_HIv1___RNAseq.g14823.t1,0,0,0,0,9
Pocillopora_meandrina_HIv1___RNAseq.g29342.t1,35,16,39,22,44
Pocillopora_meandrina_HIv1___RNAseq.g11248.t1,36,11,0,67,0
Pocillopora_meandrina_HIv1___RNAseq.g11261.t1,12,22,12,108,43
Pocillopora_meandrina_HIv1___RNAseq.g986.t1,10,42,0,36,15
Pocillopora_meandrina_HIv1___RNAseq.g9928.t1,1783,8665,1333,2576,1169
Pocillopora_meandrina_HIv1___RNAseq.g2368.t1,211,307,128,465,136
Pocillopora_meandrina_HIv1___RNAseq.g13751.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g11454.t1,0,0,22,41,0
Pocillopora_meandrina_HIv1___RNAseq.g17532.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20187.t1,0,48,725,37,55
Pocillopora_meandrina_HIv1___RNAseq.g17398.t1,0,0,0,0,29
Pocillopora_meandrina_HIv1___RNAseq.g8815.t3,8447,3600,9918,7507,1342
Pocillopora_meandrina_HIv1___RNAseq.g16790.t1,973,1095,1453,1036,781
Pocillopora_meandrina_HIv1___RNAseq.g22107.t1,88,180,57,118,9
Pocillopora_meandrina_HIv1___RNAseq.g17530.t1,3696,1788,4285,3922,762
Pocillopora_meandrina_HIv1___RNAseq.g23942.t1,2346,1477,1869,1684,790
Pocillopora_meandrina_HIv1___RNAseq.g21212.t1,67,252,153,106,44
Pocillopora_meandrina_HIv1___RNAseq.g2238.t1,65,25,60,125,36
Pocillopora_meandrina_HIv1___RNAseq.g5586.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g1932.t2,58,14,99,39,9
Pocillopora_meandrina_HIv1___RNAseq.g21650.t1,14,0,11,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3167.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9591.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29965.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15066.t2,61,254,69,184,136
Pocillopora_meandrina_HIv1___RNAseq.g13559.t1,120,368,224,63,82
Pocillopora_meandrina_HIv1___TS.g1501.t1,0,0,0,4,0
Pocillopora_meandrina_HIv1___RNAseq.g24328.t1,689,150,101,14,0
Pocillopora_meandrina_HIv1___RNAseq.g9593.t1,2568,1240,1640,2146,1122
Pocillopora_meandrina_HIv1___TS.g15664.t1,549,183,539,575,451
Pocillopora_meandrina_HIv1___TS.g15285.t1,684,1328,1950,1066,1353
Pocillopora_meandrina_HIv1___TS.g12933.t1a,316,127,461,329,99
Pocillopora_meandrina_HIv1___RNAseq.g1503.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g12933.t1c,168,80,153,133,48
Pocillopora_meandrina_HIv1___TS.g12933.t1b,0,9,27,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18851.t1,119,107,273,257,104
Pocillopora_meandrina_HIv1___RNAseq.g2520.t1,874,141,3457,525,301
Pocillopora_meandrina_HIv1___RNAseq.g16775.t1,0,0,160,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16632.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g5817.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g771.t1,76,46,72,70,184
Pocillopora_meandrina_HIv1___RNAseq.g12584.t1,397,534,484,317,78
Pocillopora_meandrina_HIv1___RNAseq.g5994.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2501.t1,330,79,147,375,209
Pocillopora_meandrina_HIv1___TS.g10431.t1,150,405,241,287,410
Pocillopora_meandrina_HIv1___RNAseq.g23156.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13103.t1,75,193,107,143,18
Pocillopora_meandrina_HIv1___RNAseq.g15064.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15504.t1,11,120,32,232,66
Pocillopora_meandrina_HIv1___RNAseq.g12586.t1,43,20,76,29,0
Pocillopora_meandrina_HIv1___TS.g12743.t1,131,143,71,126,385
Pocillopora_meandrina_HIv1___RNAseq.g29118.t1,1778,1666,2106,2000,348
Pocillopora_meandrina_HIv1___RNAseq.g10063.t1,31,4,0,35,13
Pocillopora_meandrina_HIv1___RNAseq.g321.t1,26,150,1011,613,938
Pocillopora_meandrina_HIv1___RNAseq.g14730.t1,29,535,4,278,92
Pocillopora_meandrina_HIv1___TS.g17076.t1,30,186,376,1290,370
Pocillopora_meandrina_HIv1___RNAseq.g5476.t1,4,0,17,9,18
Pocillopora_meandrina_HIv1___RNAseq.g6817.t1,47,70,560,952,12
Pocillopora_meandrina_HIv1___TS.g14703.t1,39,0,93,67,11
Pocillopora_meandrina_HIv1___RNAseq.g13120.t1,0,121,30,33,62
Pocillopora_meandrina_HIv1___RNAseq.g2522.t1,2,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15874.t1,342,417,132,237,288
Pocillopora_meandrina_HIv1___RNAseq.g11016.t1a,161,153,182,130,140
Pocillopora_meandrina_HIv1___RNAseq.g11016.t1c,14,0,0,19,0
Pocillopora_meandrina_HIv1___RNAseq.g11016.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14732.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5474.t1,37,27,33,3,10
Pocillopora_meandrina_HIv1___RNAseq.g24708.t1,0,11,0,14,0
Pocillopora_meandrina_HIv1___RNAseq.g18385.t1,105,309,260,111,133
Pocillopora_meandrina_HIv1___RNAseq.g10356.t1,4932,7136,7750,10516,3420
Pocillopora_meandrina_HIv1___RNAseq.g13101.t1,2805,1522,3830,2425,1613
Pocillopora_meandrina_HIv1___RNAseq.g5506.t1,840,1400,1580,1222,135
Pocillopora_meandrina_HIv1___RNAseq.g30214.t1,56,43,69,0,68
Pocillopora_meandrina_HIv1___RNAseq.20826_t,5531,3461,6056,4926,4012
Pocillopora_meandrina_HIv1___RNAseq.g244.t1,15,29,22,33,61
Pocillopora_meandrina_HIv1___RNAseq.g25848.t1,2388,1082,2684,1790,681
Pocillopora_meandrina_HIv1___RNAseq.g15365.t1,301,139,56,189,121
Pocillopora_meandrina_HIv1___RNAseq.g12440.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5504.t1,0,0,12,18,11
Pocillopora_meandrina_HIv1___RNAseq.g25237.t1,808,1270,1033,1383,625
Pocillopora_meandrina_HIv1___RNAseq.g7428.t1,402,173,499,277,175
Pocillopora_meandrina_HIv1___RNAseq.g24648.t1,191,137,290,223,80
Pocillopora_meandrina_HIv1___RNAseq.g24661.t1,1192,1003,2103,1429,493
Pocillopora_meandrina_HIv1___RNAseq.g23985.t1,0,0,2,4,0
Pocillopora_meandrina_HIv1___RNAseq.g11886.t1,864,514,977,629,327
Pocillopora_meandrina_HIv1___RNAseq.g2696.t1,0,0,24,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26351.t1,1006,539,1408,1048,317
Pocillopora_meandrina_HIv1___RNAseq.g29559.t1,0,46,21,0,12
Pocillopora_meandrina_HIv1___RNAseq.g1894.t1,1631,3150,3088,2920,1050
Pocillopora_meandrina_HIv1___RNAseq.g15876.t1,471,545,382,890,388
Pocillopora_meandrina_HIv1___RNAseq.g16245.t1,1239,1199,458,1101,896
Pocillopora_meandrina_HIv1___RNAseq.g5289.t1,5,37,17,19,0
Pocillopora_meandrina_HIv1___TS.g3864.t1,51,12,102,78,33
Pocillopora_meandrina_HIv1___RNAseq.g18509.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g11217.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12722.t1,0,0,0,0,5
Pocillopora_meandrina_HIv1___RNAseq.g10354.t1,21,36,6,13,18
Pocillopora_meandrina_HIv1___RNAseq.g22725.t1,295,122,295,217,153
Pocillopora_meandrina_HIv1___TS.g3829.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2694.t2,139,175,102,187,62
Pocillopora_meandrina_HIv1___RNAseq.g5811.t1,985,1050,1020,620,758
Pocillopora_meandrina_HIv1___RNAseq.g3165.t1,1554,464,1323,790,293
Pocillopora_meandrina_HIv1___RNAseq.g22586.t1,452,817,1443,1127,255
Pocillopora_meandrina_HIv1___RNAseq.g28159.t1,2903,17924,15142,16402,2992
Pocillopora_meandrina_HIv1___RNAseq.g11394.t1,672,257,639,492,498
Pocillopora_meandrina_HIv1___TS.g12426.t1,0,0,13,11,36
Pocillopora_meandrina_HIv1___TS.g23727.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13599.t1,341,255,385,560,381
Pocillopora_meandrina_HIv1___RNAseq.g9834.t1,3917,1804,6783,3927,441
Pocillopora_meandrina_HIv1___RNAseq.g5903.t1,1345,446,1258,1425,183
Pocillopora_meandrina_HIv1___RNAseq.g19746.t1,123,244,90,168,108
Pocillopora_meandrina_HIv1___RNAseq.g129.t1,5,0,0,6,0
Pocillopora_meandrina_HIv1___RNAseq.g6520.t1,63,278,211,198,111
Pocillopora_meandrina_HIv1___RNAseq.g15788.t1,115203,128109,195447,209596,75926
Pocillopora_meandrina_HIv1___RNAseq.g29767.t1,26,88,99,62,72
Pocillopora_meandrina_HIv1___RNAseq.g30168.t1,257,1062,1998,3176,388
Pocillopora_meandrina_HIv1___RNAseq.g26159.t1,66,29,16,96,36
Pocillopora_meandrina_HIv1___RNAseq.g10617.t1,1223,597,586,2423,597
Pocillopora_meandrina_HIv1___RNAseq.g159.t1,252,0,22,1193,155
Pocillopora_meandrina_HIv1___RNAseq.g20600.t1,30,12,54,6,60
Pocillopora_meandrina_HIv1___RNAseq.g20423.t1,32,21,0,20,0
Pocillopora_meandrina_HIv1___RNAseq.g17158.t1,159,291,133,259,20
Pocillopora_meandrina_HIv1___TS.g27169.t2,344,148,579,142,118
Pocillopora_meandrina_HIv1___RNAseq.g16630.t1,0,0,33,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1443.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8070.t1,0,0,0,192,0
Pocillopora_meandrina_HIv1___RNAseq.g1076.t1,45,129,123,102,44
Pocillopora_meandrina_HIv1___RNAseq.g23751.t1,115,130,275,247,142
Pocillopora_meandrina_HIv1___RNAseq.g15748.t1,89,151,168,150,51
Pocillopora_meandrina_HIv1___RNAseq.g28904.t1,0,141,35,26,0
Pocillopora_meandrina_HIv1___RNAseq.g18510.t1,931,1034,1328,1420,464
Pocillopora_meandrina_HIv1___RNAseq.g22170.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28786.t1,23,33,29,37,16
Pocillopora_meandrina_HIv1___RNAseq.g25463.t1,109,215,190,66,79
Pocillopora_meandrina_HIv1___RNAseq.g19976.t1,439,54,788,13,193
Pocillopora_meandrina_HIv1___RNAseq.g16592.t1,0,37,0,0,61
Pocillopora_meandrina_HIv1___RNAseq.g18531.t1,141,50,163,124,100
Pocillopora_meandrina_HIv1___RNAseq.g18071.t1,217,1371,410,932,217
Pocillopora_meandrina_HIv1___TS.g8796.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2631.t1,24,15,23,95,40
Pocillopora_meandrina_HIv1___RNAseq.g28474.t1,0,19,23,40,71
Pocillopora_meandrina_HIv1___RNAseq.g12935.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g464.t1,1607,1200,1470,2859,952
Pocillopora_meandrina_HIv1___TS.g8552.t1b,0,0,0,13,0
Pocillopora_meandrina_HIv1___TS.g8552.t1c,371,196,357,145,96
Pocillopora_meandrina_HIv1___TS.g8552.t1a,0,2,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9889.t1,4010,1707,9112,4577,1979
Pocillopora_meandrina_HIv1___TS.g3552.t1,71,445,490,292,216
Pocillopora_meandrina_HIv1___TS.g23601.t1,39,45,26,78,75
Pocillopora_meandrina_HIv1___RNAseq.g4943.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g29370.t1,771,1325,896,770,684
Pocillopora_meandrina_HIv1___RNAseq.g8072.t1,64,90,50,0,110
Pocillopora_meandrina_HIv1___RNAseq.g25756.t1,1703,2655,2668,3310,1779
Pocillopora_meandrina_HIv1___RNAseq.g23753.t1,1039,432,1379,1195,436
Pocillopora_meandrina_HIv1___RNAseq.g25633.t1,12,72,49,21,16
Pocillopora_meandrina_HIv1___TS.g10530.t1,268,526,118,174,123
Pocillopora_meandrina_HIv1___RNAseq.g19246.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13906.t1,830,902,2100,1276,587
Pocillopora_meandrina_HIv1___RNAseq.g7896.t1,20,10,5,0,6
Pocillopora_meandrina_HIv1___RNAseq.g6503.t1,12,73,265,50,87
Pocillopora_meandrina_HIv1___RNAseq.g7922.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28784.t1,452,788,351,409,1023
Pocillopora_meandrina_HIv1___RNAseq.g10495.t1,32250,56866,41407,49464,37031
Pocillopora_meandrina_HIv1___RNAseq.g5869.t1,0,0,1,0,2
Pocillopora_meandrina_HIv1___RNAseq.g10550.t1,519,1529,507,874,425
Pocillopora_meandrina_HIv1___RNAseq.g15147.t1,37,58,24,42,19
Pocillopora_meandrina_HIv1___RNAseq.g6956.t1,364,96,672,139,0
Pocillopora_meandrina_HIv1___RNAseq.g16590.t1,0,0,0,0,1
Pocillopora_meandrina_HIv1___RNAseq.g2633.t1,1159,864,2123,2446,1110
Pocillopora_meandrina_HIv1___RNAseq.g15469.t1,74,536,61,330,457
Pocillopora_meandrina_HIv1___RNAseq.g28476.t1,435,315,429,232,64
Pocillopora_meandrina_HIv1___RNAseq.g15207.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19842.t1,809,1288,1741,1105,778
Pocillopora_meandrina_HIv1___TS.g5898.t2,518,456,453,481,472
Pocillopora_meandrina_HIv1___RNAseq.g18849.t1,900,2093,954,1395,929
Pocillopora_meandrina_HIv1___RNAseq.g23368.t2,6996,7793,7815,11388,8910
Pocillopora_meandrina_HIv1___RNAseq.g7941.t1,76,0,30,0,0
Pocillopora_meandrina_HIv1___TS.g21287.t1,8063,6096,9107,7625,4541
Pocillopora_meandrina_HIv1___RNAseq.17453_t,1106,3653,1639,2661,2080
Pocillopora_meandrina_HIv1___RNAseq.g1125.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g23603.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25754.t1,349,159,261,203,53
Pocillopora_meandrina_HIv1___RNAseq.g22028.t1,3117,4686,3298,4256,2168
Pocillopora_meandrina_HIv1___RNAseq.g8135.t1,328,190,292,151,232
Pocillopora_meandrina_HIv1___RNAseq.g30122.t1,0,1,0,0,2
Pocillopora_meandrina_HIv1___RNAseq.g8284.t1,2,0,0,3,0
Pocillopora_meandrina_HIv1___TS.g9288.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21807.t1,4409,2376,5406,4462,1331
Pocillopora_meandrina_HIv1___RNAseq.g13904.t1,86,107,121,283,133
Pocillopora_meandrina_HIv1___RNAseq.g7920.t1,790,1236,1592,392,1618
Pocillopora_meandrina_HIv1___RNAseq.g13318.t1b,47,47,43,99,44
Pocillopora_meandrina_HIv1___RNAseq.g13318.t1c,4197,7207,5248,7438,1245
Pocillopora_meandrina_HIv1___RNAseq.g13318.t1a,2,3,6,2,1
Pocillopora_meandrina_HIv1___RNAseq.g24794.t1,539,391,791,864,199
Pocillopora_meandrina_HIv1___RNAseq.g18919.t1a,0,0,23,40,0
Pocillopora_meandrina_HIv1___RNAseq.g18919.t1b,553,276,542,324,200
Pocillopora_meandrina_HIv1___RNAseq.g21335.t1,192,164,334,128,101
