Orthogroup	Apulchra-genome.pep	Porites_evermanni_v1.annot.pep
OG0013174	FUN_025425-T1	Peve_00030588
OG0013175	FUN_025426-T1	Peve_00030587
OG0013176	FUN_025427-T1	Peve_00030586
OG0013177	FUN_025431-T1	Peve_00034116
OG0013178	FUN_025432-T1	Peve_00029489
OG0013179	FUN_025433-T1	Peve_00011643
OG0013181	FUN_025436-T1	Peve_00029484
OG0013182	FUN_025438-T1	Peve_00029483
OG0013183	FUN_025439-T1	Peve_00029480
OG0013184	FUN_025441-T1	Peve_00029478
OG0013185	FUN_025459-T1	Peve_00005466
OG0013186	FUN_025464-T1	Peve_00043839
OG0013187	FUN_025466-T1	Peve_00043837
OG0013188	FUN_025502-T1	Peve_00012876
OG0013189	FUN_025503-T1	Peve_00016401
OG0013190	FUN_025504-T1	Peve_00040926
OG0013191	FUN_025505-T1	Peve_00040925
OG0013193	FUN_025511-T1	Peve_00002249
OG0013194	FUN_025512-T1	Peve_00002248
OG0013195	FUN_025516-T1	Peve_00002247
OG0013196	FUN_025517-T1	Peve_00020632
OG0013197	FUN_025518-T1	Peve_00031512
OG0013198	FUN_025519-T1	Peve_00024297
OG0013199	FUN_025520-T1	Peve_00024301
OG0013200	FUN_025527-T1	Peve_00009002
OG0013201	FUN_025530-T1	Peve_00009476
OG0013202	FUN_025531-T1	Peve_00009475
OG0013203	FUN_025539-T1	Peve_00013053
OG0013204	FUN_025540-T1	Peve_00032949
OG0013205	FUN_025541-T1	Peve_00032959
OG0013206	FUN_025546-T1	Peve_00041136, Peve_00002382
OG0013207	FUN_025556-T1	Peve_00017520
OG0013208	FUN_025557-T1	Peve_00019810
OG0013209	FUN_025558-T1	Peve_00019821
OG0013210	FUN_025561-T1	Peve_00019806
OG0013211	FUN_025564-T2	Peve_00019809
OG0013213	FUN_025570-T2	Peve_00033327
OG0013214	FUN_025571-T1	Peve_00001252
OG0013215	FUN_025572-T1	Peve_00001254
OG0013216	FUN_025573-T1	Peve_00001256
OG0013217	FUN_025577-T1	Peve_00001263
OG0013218	FUN_025578-T1	Peve_00022365
OG0013219	FUN_025579-T1	Peve_00022366
OG0013220	FUN_025580-T1	Peve_00010640
OG0013221	FUN_025583-T1	Peve_00037154
OG0013222	FUN_025585-T1	Peve_00038692
OG0013223	FUN_025595-T1	Peve_00037558
OG0013224	FUN_025596-T1	Peve_00037559
OG0013225	FUN_025599-T1	Peve_00006553
OG0013226	FUN_025600-T1	Peve_00006554
OG0013227	FUN_025605-T1	Peve_00033151
OG0013228	FUN_025607-T1	Peve_00033139
OG0013230	FUN_025629-T1	Peve_00032155
OG0013232	FUN_025635-T1	Peve_00005252, Peve_00010180
OG0013233	FUN_025642-T1	Peve_00039651
OG0013234	FUN_025644-T1	Peve_00002563
OG0013235	FUN_025649-T1	Peve_00039652
OG0013236	FUN_025650-T1	Peve_00002528
OG0013237	FUN_025651-T1	Peve_00002530
OG0013238	FUN_025656-T1	Peve_00042177
OG0013239	FUN_025657-T1	Peve_00042176
OG0013240	FUN_025658-T1	Peve_00042175
OG0013241	FUN_025659-T1	Peve_00042174
OG0013242	FUN_025661-T1	Peve_00042170
OG0013243	FUN_025662-T1	Peve_00042169
OG0013244	FUN_025663-T1	Peve_00042168
OG0013245	FUN_025665-T1	Peve_00042167
OG0013246	FUN_025666-T1	Peve_00042166
OG0013247	FUN_025668-T1	Peve_00042161
OG0013248	FUN_025669-T1	Peve_00042197
OG0013249	FUN_025670-T1	Peve_00042194
OG0013250	FUN_025671-T1	Peve_00042192
OG0013251	FUN_025672-T1	Peve_00042189
OG0013252	FUN_025673-T1	Peve_00023389
OG0013253	FUN_025677-T1	Peve_00000461
OG0013254	FUN_025680-T1	Peve_00000465
OG0013255	FUN_025681-T1	Peve_00000455
OG0013256	FUN_025682-T1	Peve_00000456
OG0013257	FUN_025684-T1	Peve_00000458
OG0013258	FUN_025686-T1	Peve_00022755
OG0013259	FUN_025688-T1	Peve_00001224
OG0013260	FUN_025689-T1	Peve_00005582
OG0013261	FUN_025690-T1	Peve_00005581
OG0013262	FUN_025691-T2	Peve_00005580
OG0013263	FUN_025692-T1	Peve_00005578
OG0013264	FUN_025698-T1	Peve_00004690
OG0013265	FUN_025699-T1	Peve_00004691
OG0013266	FUN_025701-T1	Peve_00026329
OG0013267	FUN_025702-T1	Peve_00024362
OG0013268	FUN_025716-T1	Peve_00001130
OG0013269	FUN_025720-T1	Peve_00014084
OG0013270	FUN_025722-T1	Peve_00014085
OG0013271	FUN_025723-T1	Peve_00001126
OG0013272	FUN_025724-T1	Peve_00001160
OG0013273	FUN_025730-T1	Peve_00035630
OG0013274	FUN_025733-T1	Peve_00013276
OG0013275	FUN_025734-T1	Peve_00013274
OG0013276	FUN_025736-T1	Peve_00013270
OG0013277	FUN_025737-T1	Peve_00008541
OG0013278	FUN_025748-T1	Peve_00014397
OG0013279	FUN_025750-T1	Peve_00007726
OG0013280	FUN_025752-T1	Peve_00007730
OG0013281	FUN_025755-T1	Peve_00040610
OG0013282	FUN_025758-T1	Peve_00040618
OG0013283	FUN_025760-T1	Peve_00041463
OG0013284	FUN_025762-T1	Peve_00041464
OG0013285	FUN_025764-T1	Peve_00016581
OG0013286	FUN_025765-T1	Peve_00031421
OG0013287	FUN_025766-T1	Peve_00021327
OG0013288	FUN_025767-T1	Peve_00021328
OG0013289	FUN_025768-T1	Peve_00021329
OG0013290	FUN_025769-T1	Peve_00021325, Peve_00021007
OG0013291	FUN_025770-T1	Peve_00031609
OG0013292	FUN_025771-T1	Peve_00016587
OG0013293	FUN_025774-T1	Peve_00016582
OG0013294	FUN_025775-T1	Peve_00012555
OG0013295	FUN_025778-T1	Peve_00009659
OG0013296	FUN_025779-T1	Peve_00009660
OG0013297	FUN_025780-T1	Peve_00009651
OG0013298	FUN_025782-T1	Peve_00009656
OG0013299	FUN_025784-T1	Peve_00003062
OG0013300	FUN_025790-T1	Peve_00021009
OG0013301	FUN_025793-T1	Peve_00021012
OG0013302	FUN_025794-T1	Peve_00021011, Peve_00021326
OG0013303	FUN_025795-T1	Peve_00017922
OG0013304	FUN_025798-T1	Peve_00017924
OG0013305	FUN_025800-T1	Peve_00017926
OG0013306	FUN_025802-T1	Peve_00017927
OG0013307	FUN_025803-T1	Peve_00017929
OG0013308	FUN_025806-T1	Peve_00017932
OG0013309	FUN_025810-T1	Peve_00002517
OG0013310	FUN_025813-T1	Peve_00002522
OG0013311	FUN_025814-T1	Peve_00002523
OG0013312	FUN_025820-T1	Peve_00033995
OG0013313	FUN_025821-T1	Peve_00036285
OG0013314	FUN_025822-T1	Peve_00036283
OG0013315	FUN_025823-T1	Peve_00036294
OG0013316	FUN_025824-T1	Peve_00036284
OG0013317	FUN_025834-T1	Peve_00028301, Peve_00028302
OG0013318	FUN_025835-T1	Peve_00028303
OG0013319	FUN_025838-T1	Peve_00028309
OG0013320	FUN_025840-T1	Peve_00028313
OG0013321	FUN_025841-T1	Peve_00028314
OG0013322	FUN_025842-T1	Peve_00028315
OG0013323	FUN_025844-T1	Peve_00028317
OG0013324	FUN_025845-T1	Peve_00012183
OG0013325	FUN_025847-T1	Peve_00012182
OG0013326	FUN_025848-T1	Peve_00012181
OG0013328	FUN_025871-T1	Peve_00012180
OG0013329	FUN_025872-T1	Peve_00012178
OG0013330	FUN_025877-T1	Peve_00006434
OG0013331	FUN_025878-T1	Peve_00006435
OG0013332	FUN_025879-T1	Peve_00006436
OG0013333	FUN_025881-T1	Peve_00018905
OG0013334	FUN_025884-T1	Peve_00018894
OG0013335	FUN_025912-T1	Peve_00021822
OG0013336	FUN_025913-T1	Peve_00010174
OG0013337	FUN_025914-T1	Peve_00010173
OG0013338	FUN_025915-T1	Peve_00010172
OG0013339	FUN_025917-T1	Peve_00001158
OG0013341	FUN_025923-T1	Peve_00018907
OG0013342	FUN_025924-T1	Peve_00027741
OG0013343	FUN_025927-T1	Peve_00027747
OG0013344	FUN_025929-T1	Peve_00027749
OG0013345	FUN_025934-T1	Peve_00027751
OG0013346	FUN_025940-T1	Peve_00027756
OG0013348	FUN_025962-T1	Peve_00015811
OG0013349	FUN_025963-T1	Peve_00015816
OG0013350	FUN_025969-T1	Peve_00002916
OG0013351	FUN_025971-T1	Peve_00002910
OG0013352	FUN_025974-T1	Peve_00002327
OG0013353	FUN_025975-T1	Peve_00002326
OG0013354	FUN_025976-T1	Peve_00002325
OG0013355	FUN_025977-T1	Peve_00002324
OG0013356	FUN_025978-T1	Peve_00002323
OG0013357	FUN_025985-T1	Peve_00002331
OG0013358	FUN_025986-T1	Peve_00002322
OG0013359	FUN_026008-T1	Peve_00045067
OG0013360	FUN_026010-T1	Peve_00025500, Peve_00045066
OG0013361	FUN_026014-T1	Peve_00004062
OG0013362	FUN_026017-T1	Peve_00004858
OG0013363	FUN_026025-T1	Peve_00026725
OG0013364	FUN_026026-T1	Peve_00026726
OG0013365	FUN_026027-T1	Peve_00026727
OG0013366	FUN_026029-T1	Peve_00003815
OG0013367	FUN_026032-T1	Peve_00003809
OG0013368	FUN_026033-T1	Peve_00003810
OG0013369	FUN_026034-T1	Peve_00022184
OG0013370	FUN_026035-T1	Peve_00022186
OG0013371	FUN_026037-T1	Peve_00025183
OG0013372	FUN_026038-T1	Peve_00022188
OG0013373	FUN_026049-T1	Peve_00022189
OG0013374	FUN_026051-T1	Peve_00022190
OG0013375	FUN_026052-T1	Peve_00022191
OG0013376	FUN_026053-T1	Peve_00017807
OG0013377	FUN_026057-T1	Peve_00017809
OG0013378	FUN_026058-T1	Peve_00006689
OG0013379	FUN_026062-T1	Peve_00005309
OG0013380	FUN_026065-T1	Peve_00042323
OG0013381	FUN_026070-T1	Peve_00010394
OG0013382	FUN_026071-T1	Peve_00010393
OG0013383	FUN_026072-T1	Peve_00010389
OG0013384	FUN_026073-T1	Peve_00002028
OG0013385	FUN_026074-T1	Peve_00002027
OG0013386	FUN_026078-T1	Peve_00016849
OG0013387	FUN_026079-T1	Peve_00016850
OG0013388	FUN_026080-T1	Peve_00016851
OG0013389	FUN_026081-T1	Peve_00004132
OG0013390	FUN_026088-T1	Peve_00004126
OG0013391	FUN_026090-T1	Peve_00004127
OG0013392	FUN_026093-T1	Peve_00017826
OG0013393	FUN_026096-T1	Peve_00013339
OG0013394	FUN_026100-T1	Peve_00013337
OG0013395	FUN_026101-T1	Peve_00013338
OG0013396	FUN_026103-T1	Peve_00044189
OG0013397	FUN_026104-T1	Peve_00044188
OG0013398	FUN_026106-T1	Peve_00044187
OG0013399	FUN_026107-T1	Peve_00044186
OG0013400	FUN_026108-T1	Peve_00014996
OG0013401	FUN_026112-T1	Peve_00014998
OG0013402	FUN_026113-T1	Peve_00013996
OG0013403	FUN_026144-T1	Peve_00014870
OG0013404	FUN_026145-T1	Peve_00014871
OG0013405	FUN_026146-T1	Peve_00014873
OG0013406	FUN_026147-T1	Peve_00014874
OG0013407	FUN_026148-T1	Peve_00014875
OG0013408	FUN_026151-T1	Peve_00000906
OG0013409	FUN_026156-T1	Peve_00023049
OG0013410	FUN_026158-T1	Peve_00023048
OG0013411	FUN_026165-T1	Peve_00008133
OG0013412	FUN_026166-T1	Peve_00008132
OG0013413	FUN_026167-T1	Peve_00008134
OG0013414	FUN_026173-T1	Peve_00039168
OG0013415	FUN_026174-T1	Peve_00039166
OG0013416	FUN_026192-T1	Peve_00009453
OG0013417	FUN_026198-T1	Peve_00010239
OG0013418	FUN_026199-T1	Peve_00010232
OG0013419	FUN_026200-T1	Peve_00044664
OG0013420	FUN_026211-T1	Peve_00044665
OG0013421	FUN_026212-T1	Peve_00036503
OG0013422	FUN_026298-T1	Peve_00030620
OG0013423	FUN_026300-T1	Peve_00030624
OG0013424	FUN_026303-T1	Peve_00017107
OG0013425	FUN_026307-T1	Peve_00024349
OG0013426	FUN_026309-T1	Peve_00036856
OG0013427	FUN_026310-T1	Peve_00036855
OG0013428	FUN_026362-T1	Peve_00004989
OG0013429	FUN_026364-T1	Peve_00004982
OG0013430	FUN_026366-T1	Peve_00004983
OG0013431	FUN_026374-T1	Peve_00021083
OG0013432	FUN_026385-T1	Peve_00010504
OG0013433	FUN_026388-T1	Peve_00032419
OG0013434	FUN_026395-T1	Peve_00028957
OG0013437	FUN_026408-T1	Peve_00000791
OG0013438	FUN_026410-T1	Peve_00000792
OG0013439	FUN_026411-T1	Peve_00006098
OG0013440	FUN_026412-T1	Peve_00006099
OG0013441	FUN_026413-T1	Peve_00006097
OG0013442	FUN_026416-T1	Peve_00012175
OG0013443	FUN_026419-T2, FUN_026419-T1	Peve_00012176
OG0013444	FUN_026432-T1, FUN_026455-T1	Peve_00020583
OG0013445	FUN_026472-T1	Peve_00002340
OG0013446	FUN_026473-T1	Peve_00002338
OG0013447	FUN_026474-T1	Peve_00002337
OG0013448	FUN_026477-T1	Peve_00002334
OG0013449	FUN_026480-T1	Peve_00002343
OG0013450	FUN_026482-T1	Peve_00002332
OG0013451	FUN_026483-T1	Peve_00022078
OG0013452	FUN_026484-T1	Peve_00022075
OG0013453	FUN_026485-T1	Peve_00030055
OG0013454	FUN_026487-T1	Peve_00037220
OG0013455	FUN_026490-T1	Peve_00002095
OG0013456	FUN_026491-T1	Peve_00032989
OG0013457	FUN_026492-T1	Peve_00032990
OG0013458	FUN_026493-T1	Peve_00000771, Peve_00000770
OG0013459	FUN_026494-T1	Peve_00004180
OG0013461	FUN_026513-T1	Peve_00007000
OG0013462	FUN_026528-T1	Peve_00040219
OG0013463	FUN_026529-T1	Peve_00021569
OG0013464	FUN_026532-T1	Peve_00021566
OG0013465	FUN_026537-T1	Peve_00034458
OG0013466	FUN_026540-T1	Peve_00021545
OG0013467	FUN_026541-T1	Peve_00020321
OG0013468	FUN_026542-T1	Peve_00020320
OG0013469	FUN_026545-T1	Peve_00002360
OG0013470	FUN_026547-T1	Peve_00002361
OG0013471	FUN_026564-T1	Peve_00043274
OG0013472	FUN_026579-T1	Peve_00040668
OG0013473	FUN_026582-T1	Peve_00006460
OG0013474	FUN_026584-T1	Peve_00006456
OG0013475	FUN_026585-T1	Peve_00006457
OG0013476	FUN_026586-T1	Peve_00006458
OG0013477	FUN_026587-T1, FUN_026587-T2	Peve_00024968
OG0013478	FUN_026589-T1	Peve_00043907
OG0013479	FUN_026590-T1	Peve_00043908
OG0013480	FUN_026617-T1	Peve_00043915
OG0013481	FUN_026619-T1	Peve_00043889
OG0013482	FUN_026620-T1	Peve_00028781
OG0013483	FUN_026629-T1	Peve_00042470
OG0013484	FUN_026672-T1	Peve_00042468
OG0013485	FUN_026686-T1	Peve_00036588
OG0013487	FUN_026703-T1	Peve_00018531
OG0013488	FUN_026705-T1	Peve_00018528
OG0013489	FUN_026708-T1	Peve_00018526
OG0013490	FUN_026709-T1	Peve_00018525
OG0013491	FUN_026712-T1	Peve_00018521
OG0013492	FUN_026713-T1	Peve_00018520
OG0013493	FUN_026714-T1	Peve_00018519
OG0013494	FUN_026715-T1	Peve_00018524
OG0013495	FUN_026718-T1	Peve_00044326
OG0013496	FUN_026719-T1	Peve_00018532
OG0013497	FUN_026721-T1	Peve_00018533
OG0013498	FUN_026723-T1	Peve_00018534
OG0013499	FUN_026728-T1	Peve_00021678
OG0013500	FUN_026729-T1	Peve_00021676
OG0013501	FUN_026731-T1	Peve_00021673
OG0013502	FUN_026732-T1	Peve_00021672
OG0013503	FUN_026733-T1	Peve_00021670
OG0013504	FUN_026737-T1	Peve_00021668
OG0013505	FUN_026738-T1	Peve_00021667
OG0013506	FUN_026739-T2	Peve_00021666
OG0013507	FUN_026755-T1	Peve_00035030
OG0013509	FUN_042616-T1, FUN_026784-T1	Peve_00031532
OG0013511	FUN_026820-T1	Peve_00021665
OG0013512	FUN_026826-T1	Peve_00021661
OG0013513	FUN_026896-T1	Peve_00021663
OG0013514	FUN_026897-T1	Peve_00021662
OG0013515	FUN_026901-T1	Peve_00021654
OG0013516	FUN_026909-T1	Peve_00021653
OG0013517	FUN_026913-T1	Peve_00021652
OG0013518	FUN_026917-T1	Peve_00013239
OG0013519	FUN_026918-T1	Peve_00013241
OG0013521	FUN_026947-T1	Peve_00016945
OG0013522	FUN_026970-T1	Peve_00008704
OG0013523	FUN_026976-T1	Peve_00013247
OG0013524	FUN_026982-T1	Peve_00013216
OG0013525	FUN_026983-T1	Peve_00013214
OG0013526	FUN_026986-T1	Peve_00012933
OG0013527	FUN_026988-T1	Peve_00012934
OG0013528	FUN_026992-T1	Peve_00041417, Peve_00029123
OG0013529	FUN_026993-T1, FUN_040619-T1	Peve_00029124
OG0013530	FUN_027012-T1, FUN_042307-T1	Peve_00030962
OG0013531	FUN_027034-T1	Peve_00043205, Peve_00021869
OG0013533	FUN_027055-T1	Peve_00013015, Peve_00007064
OG0013534	FUN_027065-T1	Peve_00012227
OG0013535	FUN_027066-T1	Peve_00012226
OG0013536	FUN_027067-T1	Peve_00012228
OG0013537	FUN_027071-T1	Peve_00012230
OG0013538	FUN_027072-T1	Peve_00012231
OG0013539	FUN_027075-T1	Peve_00012235
OG0013540	FUN_027084-T1	Peve_00013218
OG0013541	FUN_027086-T1	Peve_00012245
OG0013542	FUN_027087-T1	Peve_00012239
OG0013544	FUN_027128-T1	Peve_00039620
OG0013548	FUN_043789-T1, FUN_027172-T1	Peve_00008713
OG0013550	FUN_027218-T1	Peve_00018289
OG0013551	FUN_027219-T1	Peve_00018290
OG0013553	FUN_027266-T1	Peve_00026621, Peve_00034310
OG0013554	FUN_027281-T1, FUN_027281-T2	Peve_00029710
OG0013556	FUN_027435-T1	Peve_00019323
OG0013560	FUN_027511-T1	Peve_00042328
OG0013561	FUN_027530-T1	Peve_00000453
OG0013562	FUN_027557-T1	Peve_00042680
OG0013564	FUN_027651-T1	Peve_00036818, Peve_00021972
OG0013565	FUN_027734-T1	Peve_00036493
OG0013566	FUN_027735-T1	Peve_00036492
OG0013567	FUN_027736-T1	Peve_00036491
OG0013568	FUN_027782-T1, FUN_027796-T1	Peve_00040902
OG0013569	FUN_027803-T1	Peve_00036490
OG0013570	FUN_027804-T1	Peve_00036486
OG0013571	FUN_027805-T1	Peve_00036485
OG0013572	FUN_027806-T1	Peve_00036481
OG0013573	FUN_027808-T2	Peve_00036480
OG0013574	FUN_027811-T1	Peve_00036479
OG0013575	FUN_027814-T1	Peve_00036499
OG0013576	FUN_027815-T1	Peve_00036487
OG0013577	FUN_027821-T1	Peve_00019654, Peve_00042263
OG0013579	FUN_027829-T1	Peve_00020555
OG0013580	FUN_027830-T1	Peve_00020554
OG0013581	FUN_027831-T1	Peve_00020551
OG0013582	FUN_027832-T1	Peve_00020550
OG0013583	FUN_027847-T1	Peve_00020549
OG0013584	FUN_027850-T1	Peve_00024333
OG0013585	FUN_027853-T1	Peve_00020102
OG0013586	FUN_027899-T1	Peve_00020103
OG0013587	FUN_027900-T1	Peve_00020104
OG0013588	FUN_027902-T1	Peve_00020105
OG0013589	FUN_027903-T1	Peve_00020107
OG0013591	FUN_027927-T1	Peve_00020112
OG0013592	FUN_027932-T1	Peve_00020113
OG0013593	FUN_027933-T1	Peve_00020114
OG0013594	FUN_027934-T1	Peve_00020115
OG0013595	FUN_027939-T1	Peve_00023148
OG0013596	FUN_036741-T1, FUN_027945-T1	Peve_00035890
OG0013597	FUN_027946-T1	Peve_00034208
OG0013598	FUN_027947-T1	Peve_00034209
OG0013599	FUN_027960-T1	Peve_00017205
OG0013600	FUN_027961-T1	Peve_00021881
OG0013601	FUN_027962-T1	Peve_00031346
OG0013602	FUN_027963-T1	Peve_00031347
OG0013603	FUN_027964-T1	Peve_00026635
OG0013604	FUN_027968-T1	Peve_00031355
OG0013605	FUN_027969-T1	Peve_00031356
OG0013606	FUN_027975-T1	Peve_00031359
OG0013607	FUN_027976-T1	Peve_00031360
OG0013608	FUN_027977-T1	Peve_00031366
OG0013609	FUN_027978-T1	Peve_00031367
OG0013610	FUN_027979-T1	Peve_00034899
OG0013611	FUN_027982-T1	Peve_00033314
OG0013612	FUN_027983-T1	Peve_00033313
OG0013613	FUN_028000-T1	Peve_00023138
OG0013614	FUN_028002-T1	Peve_00033369
OG0013615	FUN_028004-T1	Peve_00040470
OG0013616	FUN_028005-T1	Peve_00032127
OG0013617	FUN_028006-T1	Peve_00032130, Peve_00032128
OG0013618	FUN_028007-T1	Peve_00040331
OG0013619	FUN_028015-T1	Peve_00036494
OG0013620	FUN_028016-T1	Peve_00036498
OG0013621	FUN_028020-T1	Peve_00036501
OG0013622	FUN_028021-T1	Peve_00036502
OG0013623	FUN_028023-T1	Peve_00010826
OG0013624	FUN_028024-T1	Peve_00010827
OG0013625	FUN_028025-T1	Peve_00011627
OG0013626	FUN_028030-T1	Peve_00044201
OG0013627	FUN_028031-T1	Peve_00020093
OG0013628	FUN_028032-T1	Peve_00020106
OG0013629	FUN_028039-T1	Peve_00020116
OG0013630	FUN_028041-T1	Peve_00020095
OG0013631	FUN_028042-T1	Peve_00020097
OG0013633	FUN_028087-T1	Peve_00031647
OG0013634	FUN_028088-T1	Peve_00031660
OG0013635	FUN_028092-T1	Peve_00031646
OG0013636	FUN_028093-T1	Peve_00022235
OG0013637	FUN_028095-T1	Peve_00004891
OG0013638	FUN_028098-T1	Peve_00026162
OG0013639	FUN_028099-T2	Peve_00004894
OG0013640	FUN_028104-T1	Peve_00004896
OG0013641	FUN_028105-T1	Peve_00004887
OG0013642	FUN_028109-T1	Peve_00004889
OG0013643	FUN_028111-T1	Peve_00019693
OG0013644	FUN_028114-T1	Peve_00019695
OG0013645	FUN_028133-T1	Peve_00004264
OG0013646	FUN_028135-T1	Peve_00004259
OG0013647	FUN_028138-T1	Peve_00042833
OG0013648	FUN_028141-T1	Peve_00037718
OG0013649	FUN_028143-T1	Peve_00037721
OG0013650	FUN_028145-T1	Peve_00037725
OG0013651	FUN_028149-T1	Peve_00042831
OG0013652	FUN_028151-T1	Peve_00037724
OG0013653	FUN_028152-T1	Peve_00037717
OG0013654	FUN_028153-T1	Peve_00010468
OG0013655	FUN_028154-T1	Peve_00031153
OG0013656	FUN_028158-T1	Peve_00024808
OG0013657	FUN_028159-T1	Peve_00038321, Peve_00018134
OG0013658	FUN_028162-T1	Peve_00018136
OG0013659	FUN_028166-T1	Peve_00044585
OG0013660	FUN_028167-T1	Peve_00029326
OG0013661	FUN_028170-T1	Peve_00044582
OG0013662	FUN_028171-T1	Peve_00044590
OG0013663	FUN_028172-T1	Peve_00020832
OG0013664	FUN_028173-T1	Peve_00024812
OG0013665	FUN_028174-T1	Peve_00024810
OG0013666	FUN_028181-T1	Peve_00001286
OG0013667	FUN_028184-T1	Peve_00001288
OG0013668	FUN_028185-T1	Peve_00001293
OG0013669	FUN_028186-T1	Peve_00001295
OG0013670	FUN_028187-T1	Peve_00000861
OG0013671	FUN_028188-T1	Peve_00001303
OG0013672	FUN_028191-T1	Peve_00001300
OG0013673	FUN_028192-T1	Peve_00001297
OG0013674	FUN_028193-T1	Peve_00000868
OG0013675	FUN_028198-T1	Peve_00010298
OG0013676	FUN_028199-T1	Peve_00010300
OG0013677	FUN_028200-T1	Peve_00010301
OG0013678	FUN_028229-T1	Peve_00015265
OG0013679	FUN_028236-T1	Peve_00015260
OG0013680	FUN_028239-T2	Peve_00019540
OG0013681	FUN_028241-T1	Peve_00019542
OG0013682	FUN_028247-T1	Peve_00017261
OG0013683	FUN_028249-T1	Peve_00017260
OG0013684	FUN_028250-T1	Peve_00017259
OG0013685	FUN_028251-T1	Peve_00017265
OG0013686	FUN_028262-T1	Peve_00017258
OG0013687	FUN_028269-T1	Peve_00013158
OG0013688	FUN_028272-T1	Peve_00005744
OG0013689	FUN_028276-T1	Peve_00018995
OG0013690	FUN_028279-T1	Peve_00003674
OG0013691	FUN_028287-T1	Peve_00003672
OG0013692	FUN_028288-T1	Peve_00003669
OG0013693	FUN_028291-T1	Peve_00000712
OG0013694	FUN_028292-T1	Peve_00000715
OG0013695	FUN_028298-T1	Peve_00000717
OG0013696	FUN_028299-T1	Peve_00000718
OG0013697	FUN_028300-T1	Peve_00000713
OG0013698	FUN_028301-T1	Peve_00000714
OG0013699	FUN_028303-T1	Peve_00027867
OG0013700	FUN_028309-T1	Peve_00037726
OG0013701	FUN_028311-T1	Peve_00037729
OG0013702	FUN_028312-T1	Peve_00025176
OG0013703	FUN_028315-T1	Peve_00040903
OG0013704	FUN_028316-T1	Peve_00040892
OG0013705	FUN_028348-T2, FUN_028348-T1	Peve_00011253
OG0013706	FUN_028437-T1	Peve_00018283
OG0013707	FUN_028445-T1	Peve_00026248
OG0013708	FUN_028447-T1	Peve_00026233
OG0013709	FUN_028451-T2, FUN_028451-T1	Peve_00026209
OG0013711	FUN_028465-T1	Peve_00003106
OG0013712	FUN_028470-T1	Peve_00036788
OG0013713	FUN_028472-T1	Peve_00036790
OG0013714	FUN_028473-T1	Peve_00023657
OG0013715	FUN_028477-T1	Peve_00039732
OG0013716	FUN_028484-T1	Peve_00023662
OG0013717	FUN_028485-T1	Peve_00023655
OG0013718	FUN_028486-T1	Peve_00039740
OG0013719	FUN_028487-T1	Peve_00039741
OG0013720	FUN_028491-T1	Peve_00015137
OG0013721	FUN_028494-T1	Peve_00015135
OG0013723	FUN_028503-T1	Peve_00029191
OG0013724	FUN_028505-T1	Peve_00022933
OG0013725	FUN_028506-T1	Peve_00029711
OG0013726	FUN_028508-T1	Peve_00008106
OG0013727	FUN_028509-T1	Peve_00008104
OG0013728	FUN_028510-T1	Peve_00008103
OG0013729	FUN_028511-T1	Peve_00008102
OG0013730	FUN_028512-T1	Peve_00008099
OG0013731	FUN_028551-T1	Peve_00000748
OG0013732	FUN_028553-T1	Peve_00000750
OG0013733	FUN_028554-T1	Peve_00002501
OG0013735	FUN_028657-T1	Peve_00027145, Peve_00027144
OG0013736	FUN_028803-T1	Peve_00018546
OG0013737	FUN_028819-T1	Peve_00031680
OG0013738	FUN_028843-T1	Peve_00024571
OG0013739	FUN_028846-T1	Peve_00024569
OG0013741	FUN_028877-T1	Peve_00044602
OG0013742	FUN_028886-T1	Peve_00044601
OG0013743	FUN_028887-T1	Peve_00044600
OG0013744	FUN_028889-T2	Peve_00044599
OG0013745	FUN_028891-T1	Peve_00044598
OG0013746	FUN_028894-T1	Peve_00044594
OG0013747	FUN_028896-T1	Peve_00031964
OG0013748	FUN_028897-T1	Peve_00027290
OG0013749	FUN_028905-T1	Peve_00042688
OG0013750	FUN_028906-T1	Peve_00031963
OG0013751	FUN_028907-T1	Peve_00031954
OG0013752	FUN_028908-T1	Peve_00031952
OG0013753	FUN_028912-T1	Peve_00041442
OG0013754	FUN_028913-T1	Peve_00028026
OG0013755	FUN_028915-T1	Peve_00028049
OG0013756	FUN_028919-T1	Peve_00028034
OG0013757	FUN_028924-T1	Peve_00028042
OG0013759	FUN_028944-T1	Peve_00026869
OG0013760	FUN_028946-T1	Peve_00026868
OG0013761	FUN_028947-T1	Peve_00026866
OG0013762	FUN_028950-T1	Peve_00026877
OG0013763	FUN_028952-T1	Peve_00026876
OG0013764	FUN_028953-T1	Peve_00025108
OG0013765	FUN_028960-T1	Peve_00029298
OG0013766	FUN_028961-T1	Peve_00029299
OG0013767	FUN_028963-T1	Peve_00025110
OG0013768	FUN_028965-T1	Peve_00020162
OG0013769	FUN_028968-T1	Peve_00029303
OG0013770	FUN_028969-T1	Peve_00029302
