Orthogroup	Porites_evermanni_v1.annot.pep	Apulchra-genome.pep
OG0014549	Peve_00043517	FUN_033210-T1
OG0014550	Peve_00043513	FUN_033212-T1
OG0014551	Peve_00009683	FUN_033213-T1
OG0014552	Peve_00009684	FUN_033214-T1
OG0014553	Peve_00009678	FUN_033215-T1
OG0014554	Peve_00009679	FUN_033216-T1
OG0014555	Peve_00009680	FUN_033217-T1
OG0014556	Peve_00009681	FUN_033219-T1
OG0014558	Peve_00009169	FUN_033507-T1, FUN_033508-T1
OG0014559	Peve_00009172	FUN_033509-T1
OG0014561	Peve_00004048	FUN_033540-T1, FUN_043697-T1
OG0014562	Peve_00043200	FUN_033569-T1, FUN_043724-T1
OG0014563	Peve_00006091	FUN_033572-T1, FUN_043730-T1
OG0014566	Peve_00041752	FUN_033608-T1
OG0014568	Peve_00006805	FUN_033666-T1
OG0014569	Peve_00006804	FUN_033668-T1
OG0014570	Peve_00006803	FUN_033669-T1
OG0014571	Peve_00037062	FUN_033670-T1
OG0014572	Peve_00037093	FUN_033672-T1
OG0014573	Peve_00006806	FUN_033673-T1
OG0014574	Peve_00006807	FUN_033674-T1
OG0014575	Peve_00006808	FUN_033675-T1
OG0014576	Peve_00002018	FUN_033676-T1
OG0014577	Peve_00025920	FUN_033680-T1
OG0014578	Peve_00042855	FUN_033681-T1
OG0014579	Peve_00042857	FUN_033683-T1
OG0014580	Peve_00042858	FUN_033684-T1
OG0014581	Peve_00042859	FUN_033685-T1
OG0014582	Peve_00030755	FUN_033687-T1
OG0014583	Peve_00010871	FUN_033689-T1
OG0014584	Peve_00010870	FUN_033690-T1
OG0014585	Peve_00010865	FUN_033691-T1
OG0014586	Peve_00042850	FUN_033693-T1
OG0014587	Peve_00027575	FUN_033697-T1
OG0014588	Peve_00027578	FUN_033698-T1
OG0014589	Peve_00027581	FUN_033700-T1
OG0014590	Peve_00027582	FUN_033703-T1
OG0014591	Peve_00042860	FUN_033706-T1
OG0014592	Peve_00042846	FUN_033707-T1
OG0014593	Peve_00017867	FUN_033713-T1
OG0014594	Peve_00017869	FUN_033714-T1
OG0014595	Peve_00017870	FUN_033715-T1
OG0014596	Peve_00017865	FUN_033717-T1
OG0014597	Peve_00027616	FUN_033719-T1
OG0014598	Peve_00027572	FUN_033720-T1
OG0014599	Peve_00027611	FUN_033727-T1, FUN_033723-T1
OG0014600	Peve_00027613	FUN_033729-T1
OG0014601	Peve_00027615	FUN_033730-T1
OG0014602	Peve_00027617	FUN_033731-T1
OG0014603	Peve_00027622	FUN_033736-T1
OG0014604	Peve_00027592	FUN_033738-T1
OG0014605	Peve_00027590	FUN_033740-T1
OG0014606	Peve_00027596	FUN_033741-T1
OG0014607	Peve_00027600	FUN_033743-T1
OG0014608	Peve_00004928	FUN_033744-T1
OG0014609	Peve_00004929	FUN_033745-T1
OG0014610	Peve_00004930	FUN_033746-T1
OG0014611	Peve_00004931	FUN_033747-T1
OG0014612	Peve_00004932	FUN_033748-T1
OG0014613	Peve_00004933	FUN_033751-T1
OG0014614	Peve_00004934	FUN_033752-T1
OG0014615	Peve_00004935	FUN_033753-T1
OG0014616	Peve_00004912	FUN_033754-T1
OG0014617	Peve_00004913	FUN_033755-T1
OG0014618	Peve_00004915	FUN_033756-T1
OG0014619	Peve_00004916	FUN_033757-T1
OG0014620	Peve_00009253	FUN_033759-T1
OG0014621	Peve_00009250	FUN_033761-T2
OG0014622	Peve_00009249	FUN_033762-T1
OG0014623	Peve_00009255	FUN_033763-T1
OG0014624	Peve_00009254	FUN_033764-T1
OG0014625	Peve_00005709	FUN_033767-T1
OG0014626	Peve_00023569	FUN_033769-T1
OG0014627	Peve_00005280	FUN_033773-T1
OG0014628	Peve_00005278	FUN_033774-T1
OG0014629	Peve_00005277	FUN_033775-T1
OG0014630	Peve_00025001	FUN_033778-T1
OG0014631	Peve_00014252	FUN_033784-T1
OG0014632	Peve_00014251	FUN_033785-T1
OG0014633	Peve_00014256	FUN_033786-T1
OG0014634	Peve_00014255	FUN_033787-T1
OG0014635	Peve_00029689	FUN_033796-T1
OG0014636	Peve_00029703	FUN_033797-T1
OG0014637	Peve_00009709	FUN_033801-T1
OG0014638	Peve_00009708	FUN_033802-T1
OG0014639	Peve_00009714	FUN_033803-T1
OG0014640	Peve_00009713	FUN_033804-T1
OG0014641	Peve_00028712	FUN_033810-T1
OG0014642	Peve_00028718	FUN_033812-T1
OG0014643	Peve_00028719	FUN_033813-T1
OG0014644	Peve_00028720	FUN_033814-T1
OG0014645	Peve_00028731	FUN_033815-T1
OG0014646	Peve_00028735	FUN_033816-T1
OG0014647	Peve_00028736	FUN_033818-T1
OG0014648	Peve_00028739	FUN_033819-T1
OG0014649	Peve_00028743	FUN_033820-T1
OG0014650	Peve_00028749	FUN_033822-T1
OG0014651	Peve_00028748	FUN_033823-T1
OG0014652	Peve_00028770	FUN_033824-T1
OG0014653	Peve_00013277	FUN_033830-T1, FUN_034411-T1
OG0014654	Peve_00028775	FUN_033834-T1
OG0014655	Peve_00028776	FUN_033835-T1
OG0014656	Peve_00013463	FUN_033836-T1
OG0014657	Peve_00013462	FUN_033837-T1
OG0014658	Peve_00013535	FUN_033841-T1
OG0014659	Peve_00013534	FUN_033843-T1
OG0014660	Peve_00039879	FUN_033845-T1
OG0014661	Peve_00044915	FUN_033851-T1
OG0014662	Peve_00043297	FUN_033859-T1
OG0014663	Peve_00043298	FUN_033860-T1
OG0014664	Peve_00043296	FUN_033861-T1
OG0014665	Peve_00043295	FUN_033862-T1
OG0014666	Peve_00043323	FUN_033868-T1
OG0014667	Peve_00043318	FUN_033873-T1
OG0014668	Peve_00043316	FUN_033874-T1
OG0014669	Peve_00043311	FUN_033875-T1
OG0014670	Peve_00043310	FUN_033878-T1
OG0014671	Peve_00043309	FUN_033880-T1
OG0014673	Peve_00043308	FUN_033882-T1
OG0014674	Peve_00043305	FUN_033884-T1
OG0014675	Peve_00043301	FUN_033886-T1
OG0014677	Peve_00020591	FUN_033895-T1
OG0014679	Peve_00032110	FUN_033913-T1
OG0014680	Peve_00022636	FUN_033915-T1
OG0014681	Peve_00022631	FUN_033917-T1
OG0014682	Peve_00022630	FUN_033919-T1
OG0014683	Peve_00022629	FUN_033920-T1
OG0014684	Peve_00022625	FUN_033921-T1
OG0014685	Peve_00022624	FUN_033922-T1
OG0014686	Peve_00022623	FUN_033924-T1
OG0014687	Peve_00022622	FUN_033926-T1
OG0014688	Peve_00022641	FUN_033927-T1
OG0014689	Peve_00022640	FUN_033928-T1
OG0014690	Peve_00020980	FUN_033933-T1
OG0014691	Peve_00020984	FUN_033934-T1
OG0014692	Peve_00020986	FUN_033935-T1
OG0014693	Peve_00020989	FUN_033936-T1
OG0014694	Peve_00020988	FUN_033937-T1
OG0014695	Peve_00020990	FUN_033938-T1
OG0014696	Peve_00020994	FUN_033942-T1
OG0014697	Peve_00039782	FUN_033944-T1
OG0014698	Peve_00039783	FUN_033945-T1
OG0014699	Peve_00032117	FUN_033951-T1
OG0014700	Peve_00022635	FUN_033957-T1
OG0014701	Peve_00015226	FUN_033963-T1
OG0014702	Peve_00015231	FUN_033964-T1
OG0014703	Peve_00015234	FUN_033965-T1
OG0014704	Peve_00015215	FUN_033966-T1
OG0014705	Peve_00015216	FUN_033967-T1
OG0014706	Peve_00015220	FUN_033968-T1
OG0014707	Peve_00015221	FUN_033969-T1
OG0014708	Peve_00015242	FUN_033975-T1
OG0014709	Peve_00004849	FUN_033978-T1
OG0014710	Peve_00004846	FUN_033979-T1
OG0014711	Peve_00004847	FUN_033980-T1
OG0014712	Peve_00004845	FUN_033981-T1
OG0014713	Peve_00004843	FUN_033982-T1
OG0014714	Peve_00031324	FUN_033988-T1
OG0014715	Peve_00000507	FUN_034003-T1
OG0014716	Peve_00000506	FUN_034004-T2
OG0014717	Peve_00006676	FUN_034006-T1
OG0014718	Peve_00030670	FUN_034010-T1
OG0014719	Peve_00007017	FUN_034011-T1
OG0014720	Peve_00007016	FUN_034012-T1
OG0014721	Peve_00007013	FUN_034013-T1
OG0014722	Peve_00007012	FUN_034015-T1
OG0014723	Peve_00024699	FUN_034019-T1
OG0014724	Peve_00024697	FUN_034021-T3
OG0014725	Peve_00031756	FUN_034029-T1
OG0014726	Peve_00019783	FUN_034034-T1
OG0014727	Peve_00019782	FUN_034036-T1
OG0014728	Peve_00023160	FUN_034039-T1
OG0014729	Peve_00023161	FUN_034040-T1
OG0014730	Peve_00023162	FUN_034042-T1
OG0014731	Peve_00023163	FUN_034043-T1
OG0014732	Peve_00038328	FUN_034045-T3
OG0014733	Peve_00038326, Peve_00044514	FUN_034046-T1
OG0014734	Peve_00022953	FUN_034047-T1
OG0014735	Peve_00022954	FUN_034048-T1
OG0014736	Peve_00022955	FUN_034049-T1
OG0014737	Peve_00009942	FUN_034052-T1
OG0014738	Peve_00009943	FUN_034054-T1
OG0014739	Peve_00037080	FUN_034084-T1
OG0014740	Peve_00023949	FUN_034085-T1
OG0014741	Peve_00037071	FUN_034088-T1
OG0014742	Peve_00037070	FUN_034090-T1
OG0014743	Peve_00037068	FUN_034092-T1
OG0014744	Peve_00037067	FUN_034093-T1
OG0014745	Peve_00014895	FUN_034094-T1
OG0014746	Peve_00006471	FUN_034095-T1
OG0014747	Peve_00006468	FUN_034096-T1
OG0014748	Peve_00031185	FUN_034097-T1
OG0014749	Peve_00042343	FUN_034098-T1
OG0014750	Peve_00042344	FUN_034100-T1
OG0014751	Peve_00042339	FUN_034101-T1
OG0014752	Peve_00042340	FUN_034102-T1
OG0014753	Peve_00035269	FUN_034107-T1
OG0014754	Peve_00035268	FUN_034108-T1
OG0014755	Peve_00034853	FUN_034109-T1
OG0014756	Peve_00034861	FUN_034110-T1
OG0014757	Peve_00034867	FUN_034111-T1
OG0014758	Peve_00034854	FUN_034112-T1
OG0014759	Peve_00034855	FUN_034113-T1
OG0014760	Peve_00034856	FUN_034114-T1
OG0014761	Peve_00039587	FUN_034120-T1
OG0014762	Peve_00039586	FUN_034121-T1
OG0014763	Peve_00039585	FUN_034122-T1
OG0014764	Peve_00039584	FUN_034123-T1
OG0014765	Peve_00006391	FUN_034124-T1
OG0014766	Peve_00006390	FUN_034125-T1
OG0014767	Peve_00006389	FUN_034126-T1
OG0014768	Peve_00006388	FUN_034128-T1
OG0014769	Peve_00006387	FUN_034129-T1
OG0014770	Peve_00006366	FUN_034135-T1
OG0014771	Peve_00018766	FUN_034143-T1
OG0014772	Peve_00018769	FUN_034144-T1
OG0014773	Peve_00018778	FUN_034159-T1
OG0014774	Peve_00039725	FUN_034162-T1
OG0014775	Peve_00039722	FUN_034167-T1
OG0014776	Peve_00006812	FUN_034173-T1
OG0014777	Peve_00006815	FUN_034174-T1
OG0014778	Peve_00019099	FUN_034176-T1
OG0014779	Peve_00035597	FUN_034182-T1
OG0014780	Peve_00027542	FUN_034203-T1
OG0014781	Peve_00027539	FUN_034205-T1
OG0014782	Peve_00030636, Peve_00024819	FUN_034206-T1
OG0014783	Peve_00027536	FUN_034208-T1
OG0014784	Peve_00027535	FUN_034211-T1
OG0014785	Peve_00027532	FUN_034214-T1
OG0014786	Peve_00027530	FUN_034216-T1
OG0014787	Peve_00027528	FUN_034217-T1
OG0014788	Peve_00027527	FUN_034220-T1
OG0014790	Peve_00040765	FUN_034229-T1
OG0014791	Peve_00000636	FUN_034230-T1
OG0014792	Peve_00000637	FUN_034231-T1
OG0014793	Peve_00000638	FUN_034232-T1
OG0014795	Peve_00022637	FUN_034238-T1
OG0014796	Peve_00003146	FUN_034241-T1
OG0014798	Peve_00011313	FUN_034255-T1
OG0014799	Peve_00009313	FUN_034258-T1
OG0014800	Peve_00009314	FUN_034259-T1
OG0014801	Peve_00009311	FUN_034260-T1
OG0014802	Peve_00039351	FUN_034263-T1
OG0014803	Peve_00026012	FUN_034275-T1
OG0014804	Peve_00012564	FUN_034278-T1
OG0014805	Peve_00013969	FUN_034284-T1
OG0014806	Peve_00013966	FUN_034286-T1
OG0014807	Peve_00013960	FUN_034288-T1
OG0014808	Peve_00013954	FUN_034291-T1
OG0014809	Peve_00013951	FUN_034295-T1
OG0014810	Peve_00013949	FUN_034296-T1
OG0014811	Peve_00013947	FUN_034297-T1
OG0014812	Peve_00013945	FUN_034298-T1
OG0014813	Peve_00013958	FUN_034300-T1
OG0014814	Peve_00019147	FUN_034301-T1
OG0014815	Peve_00019148	FUN_034303-T2
OG0014816	Peve_00011305	FUN_034312-T1
OG0014817	Peve_00011307	FUN_034313-T1
OG0014818	Peve_00027985	FUN_034314-T1
OG0014819	Peve_00016715	FUN_034319-T1
OG0014820	Peve_00025493	FUN_034321-T1
OG0014821	Peve_00015003	FUN_034322-T1
OG0014822	Peve_00013956	FUN_034324-T1
OG0014823	Peve_00019146	FUN_034325-T1
OG0014824	Peve_00019133	FUN_034331-T1
OG0014825	Peve_00019132	FUN_034332-T1
OG0014826	Peve_00019134	FUN_034333-T1
OG0014827	Peve_00019131	FUN_034334-T1
OG0014828	Peve_00004393	FUN_034338-T1
OG0014829	Peve_00004387	FUN_034340-T1
OG0014830	Peve_00004386	FUN_034341-T1
OG0014831	Peve_00004385	FUN_034343-T1
OG0014832	Peve_00004384	FUN_034344-T1
OG0014833	Peve_00045210, Peve_00017476	FUN_034345-T1
OG0014834	Peve_00004383	FUN_034346-T1
OG0014836	Peve_00030808, Peve_00038244	FUN_034357-T1
OG0014837	Peve_00026452	FUN_034358-T1
OG0014838	Peve_00026451	FUN_034359-T1
OG0014839	Peve_00036162	FUN_034360-T1
OG0014840	Peve_00036161	FUN_034361-T1
OG0014842	Peve_00036160	FUN_034366-T1
OG0014843	Peve_00036158	FUN_034367-T1
OG0014844	Peve_00036157	FUN_034368-T1
OG0014845	Peve_00036156	FUN_034370-T1
OG0014846	Peve_00027170	FUN_034372-T1
OG0014847	Peve_00027168	FUN_034376-T1
OG0014848	Peve_00044984	FUN_034377-T1
OG0014849	Peve_00027165	FUN_034382-T1
OG0014850	Peve_00027164	FUN_034387-T1
OG0014851	Peve_00027163	FUN_034388-T1
OG0014852	Peve_00002468	FUN_034391-T1
OG0014853	Peve_00002463	FUN_034393-T1
OG0014854	Peve_00002462	FUN_034395-T1
OG0014855	Peve_00002461	FUN_034396-T1
OG0014856	Peve_00002472	FUN_034397-T1
OG0014857	Peve_00002471	FUN_034399-T1
OG0014858	Peve_00021291	FUN_034420-T1
OG0014859	Peve_00038701	FUN_034421-T1
OG0014860	Peve_00038700	FUN_034422-T1
OG0014861	Peve_00010896	FUN_034423-T1
OG0014862	Peve_00025950	FUN_034478-T1
OG0014863	Peve_00025909	FUN_034479-T1
OG0014864	Peve_00008656	FUN_034480-T1
OG0014865	Peve_00010882	FUN_034481-T1
OG0014866	Peve_00038716	FUN_034483-T1
OG0014867	Peve_00043241	FUN_034485-T1
OG0014868	Peve_00043236	FUN_034486-T1
OG0014869	Peve_00043237	FUN_034487-T1
OG0014870	Peve_00043238	FUN_034488-T1
OG0014871	Peve_00043240	FUN_034489-T1
OG0014872	Peve_00038717	FUN_034490-T1, FUN_034593-T1
OG0014873	Peve_00039728	FUN_034599-T1
OG0014874	Peve_00039727	FUN_034602-T1
OG0014875	Peve_00037082	FUN_034607-T1
OG0014876	Peve_00026794	FUN_034618-T1, FUN_035287-T1
OG0014877	Peve_00011840, Peve_00001386	FUN_034694-T1
OG0014879	Peve_00037083	FUN_034712-T2
OG0014880	Peve_00014894	FUN_034715-T1
OG0014881	Peve_00014893	FUN_034717-T1
OG0014882	Peve_00033270	FUN_034718-T1
OG0014883	Peve_00033269	FUN_034720-T1
OG0014884	Peve_00033268	FUN_034721-T1
OG0014885	Peve_00033266	FUN_034722-T1
OG0014886	Peve_00033265	FUN_034723-T1
OG0014887	Peve_00033264	FUN_034724-T1
OG0014888	Peve_00033249	FUN_034727-T1
OG0014889	Peve_00010863	FUN_034738-T1
OG0014890	Peve_00043699	FUN_034779-T1
OG0014891	Peve_00029729	FUN_034780-T1
OG0014892	Peve_00029730	FUN_034781-T1
OG0014893	Peve_00029734	FUN_034783-T1
OG0014894	Peve_00029735	FUN_034785-T1
OG0014896	Peve_00007519	FUN_034795-T1
OG0014897	Peve_00007518	FUN_034796-T1
OG0014898	Peve_00007517	FUN_034797-T1
OG0014899	Peve_00007516	FUN_034798-T1
OG0014900	Peve_00007557	FUN_034799-T1
OG0014901	Peve_00007556	FUN_034800-T1
OG0014902	Peve_00007555	FUN_034801-T1
OG0014903	Peve_00007553	FUN_034803-T1
OG0014904	Peve_00007538	FUN_034805-T1
OG0014905	Peve_00007533	FUN_034807-T1
OG0014906	Peve_00034936	FUN_034808-T1
OG0014907	Peve_00007515	FUN_034809-T1
OG0014908	Peve_00007544	FUN_034810-T1
OG0014909	Peve_00003622	FUN_034812-T1
OG0014910	Peve_00003621	FUN_034813-T1
OG0014911	Peve_00003618	FUN_034815-T1
OG0014912	Peve_00041509	FUN_034819-T1
OG0014914	Peve_00040546	FUN_034822-T1
OG0014915	Peve_00040552	FUN_034828-T1
OG0014916	Peve_00040555	FUN_034829-T1
OG0014917	Peve_00022084	FUN_034830-T1
OG0014918	Peve_00006740	FUN_034832-T1
OG0014919	Peve_00010451	FUN_034833-T1
OG0014920	Peve_00010452	FUN_034834-T1
OG0014921	Peve_00007812	FUN_034835-T1
OG0014922	Peve_00010453	FUN_034836-T1
OG0014923	Peve_00010449	FUN_034837-T1
OG0014924	Peve_00037378	FUN_034843-T1
OG0014925	Peve_00037375	FUN_034846-T1
OG0014926	Peve_00037381	FUN_034848-T1
OG0014927	Peve_00037374	FUN_034849-T1
OG0014928	Peve_00008087	FUN_034851-T1
OG0014929	Peve_00008088	FUN_034853-T1
OG0014930	Peve_00008081	FUN_034854-T1
OG0014931	Peve_00008083	FUN_034856-T1
OG0014932	Peve_00008084	FUN_034859-T1
OG0014933	Peve_00044993	FUN_034861-T1
OG0014934	Peve_00005779	FUN_034865-T1
OG0014935	Peve_00005778	FUN_034867-T1
OG0014936	Peve_00005768	FUN_034871-T1
OG0014937	Peve_00005761	FUN_034874-T1
OG0014938	Peve_00005784	FUN_034875-T1
OG0014939	Peve_00005697	FUN_034877-T1
OG0014940	Peve_00005698	FUN_034878-T1
OG0014941	Peve_00011623	FUN_034884-T1
OG0014942	Peve_00023804	FUN_034888-T1
OG0014943	Peve_00037341	FUN_034889-T1
OG0014944	Peve_00037340	FUN_034890-T1
OG0014945	Peve_00037339	FUN_034891-T1
OG0014946	Peve_00037338	FUN_034892-T1
OG0014947	Peve_00037337	FUN_034893-T1
OG0014948	Peve_00030258	FUN_034894-T1
OG0014949	Peve_00037331	FUN_034896-T1
OG0014950	Peve_00034828	FUN_034906-T1
OG0014951	Peve_00039143	FUN_034912-T1
OG0014952	Peve_00039132	FUN_034913-T1
OG0014953	Peve_00039136	FUN_034918-T1
OG0014954	Peve_00039137	FUN_034919-T1
OG0014955	Peve_00018021	FUN_034927-T1
OG0014956	Peve_00018027	FUN_034933-T1
OG0014957	Peve_00018031	FUN_034935-T1
OG0014958	Peve_00018033	FUN_034937-T1
OG0014959	Peve_00036685	FUN_034938-T1
OG0014960	Peve_00028343	FUN_034939-T1
OG0014961	Peve_00028340	FUN_034940-T1
OG0014962	Peve_00028352	FUN_034941-T1
OG0014963	Peve_00028348	FUN_034942-T1
OG0014964	Peve_00036658	FUN_034945-T1
OG0014965	Peve_00036666	FUN_034948-T1
OG0014966	Peve_00036668	FUN_034949-T1
OG0014967	Peve_00036670	FUN_034951-T1
OG0014968	Peve_00036673	FUN_034954-T1
OG0014969	Peve_00036678	FUN_034955-T1
OG0014970	Peve_00036680	FUN_034956-T1
OG0014971	Peve_00036683	FUN_034957-T1
OG0014972	Peve_00036684	FUN_034958-T1
OG0014973	Peve_00028346	FUN_034960-T1
OG0014974	Peve_00028347	FUN_034961-T1
OG0014975	Peve_00028349	FUN_034962-T1
OG0014976	Peve_00028350	FUN_034963-T1
OG0014977	Peve_00028365	FUN_034972-T1
OG0014978	Peve_00028364	FUN_034973-T1
OG0014979	Peve_00009292	FUN_034984-T1
OG0014980	Peve_00009289	FUN_034986-T1
OG0014981	Peve_00024609	FUN_034990-T1
OG0014982	Peve_00024608	FUN_034991-T1
OG0014983	Peve_00024607	FUN_034993-T1
OG0014984	Peve_00024604	FUN_034994-T1
OG0014985	Peve_00024600	FUN_034997-T1
OG0014986	Peve_00024598	FUN_035002-T1
OG0014987	Peve_00024597	FUN_035003-T1
OG0014988	Peve_00024591	FUN_035006-T1
OG0014989	Peve_00024588	FUN_035007-T1
OG0014990	Peve_00024587	FUN_035008-T1
OG0014991	Peve_00024586	FUN_035009-T1
OG0014992	Peve_00024585	FUN_035010-T1
OG0014993	Peve_00024584	FUN_035011-T1
OG0014994	Peve_00024655	FUN_035012-T1
OG0014995	Peve_00024634	FUN_035021-T1
OG0014996	Peve_00024631	FUN_035024-T1
OG0014997	Peve_00024630	FUN_035026-T1
OG0014998	Peve_00024629	FUN_035028-T1
OG0014999	Peve_00024626	FUN_035032-T1
OG0015000	Peve_00024625	FUN_035033-T1
OG0015001	Peve_00024624	FUN_035034-T1
OG0015002	Peve_00024623	FUN_035035-T1
OG0015003	Peve_00024636	FUN_035036-T1
OG0015004	Peve_00044748	FUN_035037-T1
OG0015005	Peve_00044749	FUN_035038-T1
OG0015006	Peve_00044751	FUN_035041-T1
OG0015007	Peve_00044753	FUN_035042-T1
OG0015008	Peve_00011121	FUN_035052-T1
OG0015009	Peve_00011120	FUN_035053-T1
OG0015010	Peve_00001111	FUN_035057-T1
OG0015011	Peve_00002212	FUN_035065-T2
OG0015012	Peve_00026039	FUN_035069-T1
OG0015013	Peve_00031377	FUN_035070-T1
OG0015014	Peve_00031378	FUN_035071-T1
OG0015015	Peve_00037967	FUN_035088-T1
OG0015016	Peve_00037966	FUN_035089-T1
OG0015017	Peve_00005803	FUN_035093-T1
OG0015018	Peve_00014774	FUN_035094-T1
OG0015019	Peve_00019851	FUN_035095-T1
OG0015021	Peve_00005904	FUN_035129-T1
OG0015022	Peve_00005900	FUN_035131-T3
OG0015023	Peve_00005899	FUN_035132-T1
OG0015024	Peve_00030330	FUN_035151-T1
OG0015025	Peve_00030324	FUN_035152-T1
OG0015026	Peve_00006880	FUN_035154-T1
OG0015027	Peve_00006878	FUN_035155-T1
OG0015028	Peve_00003080	FUN_035158-T1
OG0015029	Peve_00036178	FUN_035168-T1
OG0015030	Peve_00036181	FUN_035169-T1
OG0015031	Peve_00036182	FUN_035170-T1
OG0015032	Peve_00036183	FUN_035171-T1
OG0015033	Peve_00036192	FUN_035177-T1
OG0015034	Peve_00021485	FUN_035180-T1
OG0015035	Peve_00021488	FUN_035182-T1
OG0015036	Peve_00021486	FUN_035183-T1
OG0015037	Peve_00036894	FUN_035184-T1
OG0015038	Peve_00036893	FUN_035185-T1
OG0015039	Peve_00044650	FUN_035190-T1
OG0015040	Peve_00016110	FUN_035194-T1
OG0015041	Peve_00044655	FUN_035196-T1
OG0015042	Peve_00027696	FUN_035207-T1
OG0015043	Peve_00027694	FUN_035208-T1
OG0015044	Peve_00027693	FUN_035210-T1
OG0015045	Peve_00027689	FUN_035212-T1
OG0015046	Peve_00027688	FUN_035213-T1
OG0015047	Peve_00027702	FUN_035214-T1
OG0015048	Peve_00027695	FUN_035215-T1
OG0015049	Peve_00035882	FUN_035217-T1
OG0015050	Peve_00035883	FUN_035218-T1
OG0015051	Peve_00035885	FUN_035220-T1
OG0015052	Peve_00035886	FUN_035221-T1
OG0015053	Peve_00035887	FUN_035222-T1
OG0015054	Peve_00035889	FUN_035224-T1
OG0015055	Peve_00035891	FUN_035225-T1
OG0015056	Peve_00043182	FUN_035227-T1
OG0015057	Peve_00026317	FUN_035228-T1
OG0015058	Peve_00026316	FUN_035229-T1
OG0015059	Peve_00044486	FUN_035231-T1
OG0015060	Peve_00044494	FUN_035233-T1
OG0015061	Peve_00007100	FUN_035235-T1
OG0015062	Peve_00007098	FUN_035237-T1
OG0015063	Peve_00042230	FUN_035241-T1
OG0015064	Peve_00042228	FUN_035243-T1
OG0015065	Peve_00042234	FUN_035244-T1
OG0015066	Peve_00024613	FUN_035253-T1, FUN_035253-T2
OG0015067	Peve_00032643	FUN_035260-T1
OG0015068	Peve_00032642	FUN_035261-T1
OG0015069	Peve_00032640	FUN_035262-T1
OG0015070	Peve_00032651	FUN_035264-T1
OG0015071	Peve_00032654	FUN_035265-T1
OG0015072	Peve_00032638	FUN_035266-T1
OG0015073	Peve_00032639	FUN_035267-T1
OG0015074	Peve_00029229	FUN_035269-T1
OG0015075	Peve_00029230	FUN_035270-T1
OG0015076	Peve_00011446	FUN_035271-T1
OG0015077	Peve_00044990	FUN_035273-T1
OG0015078	Peve_00044989	FUN_035274-T1
OG0015079	Peve_00044988	FUN_035275-T1
OG0015080	Peve_00044995	FUN_035276-T1
OG0015081	Peve_00001128	FUN_035279-T1
OG0015082	Peve_00029728	FUN_035333-T1
OG0015083	Peve_00029726	FUN_035334-T1
OG0015084	Peve_00014294	FUN_035338-T1
OG0015085	Peve_00029658	FUN_035339-T1
OG0015086	Peve_00029660	FUN_035340-T1
OG0015087	Peve_00029661	FUN_035341-T1
OG0015088	Peve_00032934	FUN_035349-T1
OG0015089	Peve_00016239	FUN_035351-T1
OG0015090	Peve_00016221	FUN_035364-T1
OG0015091	Peve_00016220	FUN_035368-T1
OG0015092	Peve_00016216	FUN_035371-T1
OG0015093	Peve_00016211	FUN_035375-T1
OG0015094	Peve_00016215	FUN_035378-T1
OG0015095	Peve_00033705, Peve_00016213	FUN_035383-T1
OG0015096	Peve_00005175	FUN_035388-T1
OG0015097	Peve_00005176	FUN_035390-T1
OG0015098	Peve_00005179	FUN_035395-T1
OG0015099	Peve_00005178	FUN_035397-T1
OG0015100	Peve_00002640	FUN_035403-T1
OG0015101	Peve_00002644	FUN_035404-T1
OG0015102	Peve_00002645	FUN_035405-T1
OG0015103	Peve_00039846	FUN_035409-T1
OG0015104	Peve_00039845	FUN_035411-T1
OG0015105	Peve_00039843	FUN_035413-T1
OG0015106	Peve_00039836	FUN_035416-T1
OG0015107	Peve_00039835	FUN_035417-T1
OG0015108	Peve_00039850	FUN_035419-T1
OG0015109	Peve_00039844	FUN_035420-T1
OG0015110	Peve_00007639	FUN_035426-T1
OG0015111	Peve_00007632	FUN_035428-T1
OG0015112	Peve_00037156	FUN_035439-T1
OG0015113	Peve_00002177	FUN_035441-T1
OG0015114	Peve_00002173	FUN_035443-T1
OG0015115	Peve_00002174	FUN_035444-T1
OG0015116	Peve_00012114	FUN_035448-T1
OG0015117	Peve_00012113	FUN_035449-T1
OG0015118	Peve_00012138	FUN_035456-T1
OG0015119	Peve_00012137	FUN_035457-T1
OG0015120	Peve_00012136	FUN_035462-T1
OG0015121	Peve_00012131	FUN_035469-T1
OG0015122	Peve_00012129	FUN_035470-T1
OG0015123	Peve_00014008	FUN_035533-T1, FUN_035472-T1
OG0015124	Peve_00033973	FUN_035473-T1
OG0015125	Peve_00033971	FUN_035476-T1
OG0015126	Peve_00033970	FUN_035478-T1
OG0015127	Peve_00033968	FUN_035479-T1
OG0015128	Peve_00033965	FUN_035490-T1
OG0015129	Peve_00033964	FUN_035494-T1
OG0015130	Peve_00033959	FUN_035498-T1
OG0015131	Peve_00033958	FUN_035500-T1
