Orthogroup	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0021367	Peve_00016635	Pocillopora_meandrina_HIv1___RNAseq.g9591.t1
OG0021370	Peve_00045177	Pocillopora_meandrina_HIv1___TS.g11188.t1
OG0021371	Peve_00001253	Pocillopora_meandrina_HIv1___RNAseq.g13767.t1
OG0021372	Peve_00032648	Pocillopora_meandrina_HIv1___RNAseq.g27886.t1
OG0021373	Peve_00016553	Pocillopora_meandrina_HIv1___RNAseq.g3165.t1
OG0021374	Peve_00004844	Pocillopora_meandrina_HIv1___RNAseq.g26108.t1
OG0021376	Peve_00015197	Pocillopora_meandrina_HIv1___RNAseq.g11910.t1b
OG0021377	Peve_00016091	Pocillopora_meandrina_HIv1___RNAseq.g5224.t1
OG0021379	Peve_00041035	Pocillopora_meandrina_HIv1___TS.g6808.t1
OG0021380	Peve_00005720	Pocillopora_meandrina_HIv1___RNAseq.g17178.t1
OG0021381	Peve_00036852	Pocillopora_meandrina_HIv1___RNAseq.g3079.t1
OG0021382	Peve_00001250	Pocillopora_meandrina_HIv1___RNAseq.g13771.t1
OG0021383	Peve_00041431	Pocillopora_meandrina_HIv1___RNAseq.g20752.t1
OG0021384	Peve_00004131	Pocillopora_meandrina_HIv1___RNAseq.g10557.t1
OG0021385	Peve_00029304	Pocillopora_meandrina_HIv1___RNAseq.g25574.t1
OG0021387	Peve_00038652	Pocillopora_meandrina_HIv1___RNAseq.g17556.t1
OG0021388	Peve_00038377	Pocillopora_meandrina_HIv1___RNAseq.g19421.t1
OG0021389	Peve_00001620	Pocillopora_meandrina_HIv1___TS.g11731.t1
OG0021392	Peve_00041054	Pocillopora_meandrina_HIv1___RNAseq.g29608.t1
OG0021393	Peve_00024170	Pocillopora_meandrina_HIv1___RNAseq.g26647.t1
OG0021394	Peve_00031481	Pocillopora_meandrina_HIv1___RNAseq.g18030.t1
OG0021395	Peve_00009566	Pocillopora_meandrina_HIv1___RNAseq.g9686.t1
OG0021396	Peve_00017413	Pocillopora_meandrina_HIv1___RNAseq.g17591.t1
OG0021397	Peve_00040554	Pocillopora_meandrina_HIv1___RNAseq.g18905.t1a
OG0021398	Peve_00038856	Pocillopora_meandrina_HIv1___RNAseq.g4449.t1
OG0021399	Peve_00022824	Pocillopora_meandrina_HIv1___RNAseq.g28107.t1
OG0021400	Peve_00039688	Pocillopora_meandrina_HIv1___TS.g6862.t1
OG0021401	Peve_00023232	Pocillopora_meandrina_HIv1___RNAseq.g1992.t1
OG0021402	Peve_00020139	Pocillopora_meandrina_HIv1___RNAseq.g29418.t1
OG0021403	Peve_00019149	Pocillopora_meandrina_HIv1___RNAseq.g28461.t1
OG0021405	Peve_00016308	Pocillopora_meandrina_HIv1___RNAseq.g18923.t1
OG0021406	Peve_00044485	Pocillopora_meandrina_HIv1___RNAseq.g22521.t1
OG0021408	Peve_00024367	Pocillopora_meandrina_HIv1___RNAseq.g15031.t1a
OG0021409	Peve_00032720	Pocillopora_meandrina_HIv1___RNAseq.g21498.t1
OG0021410	Peve_00003791	Pocillopora_meandrina_HIv1___RNAseq.g19905.t1
OG0021411	Peve_00000141	Pocillopora_meandrina_HIv1___RNAseq.g9860.t1b
OG0021412	Peve_00023690	Pocillopora_meandrina_HIv1___RNAseq.g9860.t1a
OG0021413	Peve_00032305	Pocillopora_meandrina_HIv1___RNAseq.g10048.t1
OG0021417	Peve_00003755	Pocillopora_meandrina_HIv1___RNAseq.g25651.t1
OG0021418	Peve_00016092	Pocillopora_meandrina_HIv1___TS.g23938.t1a
OG0021419	Peve_00033788	Pocillopora_meandrina_HIv1___RNAseq.g19051.t1
OG0021421	Peve_00018300	Pocillopora_meandrina_HIv1___RNAseq.g23520.t1
OG0021422	Peve_00040712	Pocillopora_meandrina_HIv1___TS.g24077.t1
OG0021423	Peve_00005409	Pocillopora_meandrina_HIv1___TS.g6823.t1
OG0021424	Peve_00043042	Pocillopora_meandrina_HIv1___RNAseq.g8954.t1
OG0021426	Peve_00005337	Pocillopora_meandrina_HIv1___RNAseq.g17442.t1
OG0021427	Peve_00037253	Pocillopora_meandrina_HIv1___TS.g25223.t1
OG0021431	Peve_00004030	Pocillopora_meandrina_HIv1___RNAseq.g21750.t1
OG0021432	Peve_00013796	Pocillopora_meandrina_HIv1___RNAseq.g24273.t1
OG0021433	Peve_00003158	Pocillopora_meandrina_HIv1___RNAseq.g29376.t1
OG0021436	Peve_00025727	Pocillopora_meandrina_HIv1___RNAseq.g15308.t1
OG0021437	Peve_00006123	Pocillopora_meandrina_HIv1___RNAseq.g23291.t1
OG0021438	Peve_00014641	Pocillopora_meandrina_HIv1___TS.g12810.t1b
OG0021439	Peve_00027959	Pocillopora_meandrina_HIv1___RNAseq.g1926.t1
OG0021441	Peve_00041471	Pocillopora_meandrina_HIv1___RNAseq.g4972.t1
OG0021442	Peve_00036098	Pocillopora_meandrina_HIv1___RNAseq.g12090.t1
OG0021443	Peve_00006718	Pocillopora_meandrina_HIv1___RNAseq.g12047.t1
OG0021444	Peve_00018523	Pocillopora_meandrina_HIv1___RNAseq.g9375.t1a
OG0021445	Peve_00032641	Pocillopora_meandrina_HIv1___RNAseq.g27880.t1
OG0021446	Peve_00022312	Pocillopora_meandrina_HIv1___RNAseq.g24614.t1
OG0021447	Peve_00040783	Pocillopora_meandrina_HIv1___RNAseq.g9565.t1
OG0021448	Peve_00018992	Pocillopora_meandrina_HIv1___RNAseq.g24082.t1
OG0021449	Peve_00009930	Pocillopora_meandrina_HIv1___RNAseq.g29509.t1
OG0021450	Peve_00028903	Pocillopora_meandrina_HIv1___TS.g9608.t1
OG0021451	Peve_00036861	Pocillopora_meandrina_HIv1___RNAseq.g3086.t2
OG0021452	Peve_00017618	Pocillopora_meandrina_HIv1___RNAseq.g8404.t1
OG0021455	Peve_00000602	Pocillopora_meandrina_HIv1___RNAseq.g13146.t1
OG0021456	Peve_00043217	Pocillopora_meandrina_HIv1___TS.g2149.t1
OG0021458	Peve_00027609	Pocillopora_meandrina_HIv1___RNAseq.g28822.t3
OG0021459	Peve_00039735	Pocillopora_meandrina_HIv1___TS.g11103.t3
OG0021460	Peve_00036579	Pocillopora_meandrina_HIv1___RNAseq.g4453.t1
OG0021461	Peve_00008993	Pocillopora_meandrina_HIv1___TS.g19.t1
OG0021462	Peve_00029532	Pocillopora_meandrina_HIv1___RNAseq.g19425.t1
OG0021463	Peve_00022318	Pocillopora_meandrina_HIv1___RNAseq.g21865.t1
OG0021464	Peve_00036616	Pocillopora_meandrina_HIv1___RNAseq.156_t
OG0021465	Peve_00021276	Pocillopora_meandrina_HIv1___TS.g22139.t1b
OG0021466	Peve_00003692	Pocillopora_meandrina_HIv1___RNAseq.g27432.t1
OG0021467	Peve_00025203	Pocillopora_meandrina_HIv1___TS.g10840.t1
OG0021468	Peve_00021767	Pocillopora_meandrina_HIv1___RNAseq.g16788.t1
OG0021469	Peve_00033425	Pocillopora_meandrina_HIv1___RNAseq.g7984.t1
OG0021470	Peve_00004656	Pocillopora_meandrina_HIv1___RNAseq.g1147.t1
OG0021471	Peve_00017396	Pocillopora_meandrina_HIv1___RNAseq.g528.t1
OG0021472	Peve_00045288	Pocillopora_meandrina_HIv1___RNAseq.g11942.t1
OG0021473	Peve_00025194	Pocillopora_meandrina_HIv1___TS.g7260.t1
OG0021474	Peve_00000149	Pocillopora_meandrina_HIv1___TS.g28552.t2
OG0021475	Peve_00016508	Pocillopora_meandrina_HIv1___TS.g7903.t1
OG0021476	Peve_00032296	Pocillopora_meandrina_HIv1___RNAseq.g10044.t1
OG0021478	Peve_00028325	Pocillopora_meandrina_HIv1___RNAseq.g13666.t1
OG0021479	Peve_00006889	Pocillopora_meandrina_HIv1___RNAseq.g4811.t1
OG0021480	Peve_00037101	Pocillopora_meandrina_HIv1___TS.g529.t1
OG0021482	Peve_00036248	Pocillopora_meandrina_HIv1___RNAseq.g21749.t1
OG0021483	Peve_00013536	Pocillopora_meandrina_HIv1___TS.g18896.t1
OG0021485	Peve_00031392	Pocillopora_meandrina_HIv1___TS.g22652.t1
OG0021486	Peve_00038763	Pocillopora_meandrina_HIv1___TS.g2978.t1
OG0021487	Peve_00009152	Pocillopora_meandrina_HIv1___RNAseq.g24124.t1
OG0021488	Peve_00040022	Pocillopora_meandrina_HIv1___RNAseq.g10879.t1
OG0021489	Peve_00012399	Pocillopora_meandrina_HIv1___RNAseq.g6594.t2
OG0021490	Peve_00026654	Pocillopora_meandrina_HIv1___RNAseq.g13523.t1
OG0021492	Peve_00014302	Pocillopora_meandrina_HIv1___RNAseq.g22206.t1
OG0021493	Peve_00015405	Pocillopora_meandrina_HIv1___RNAseq.g6476.t1
OG0021494	Peve_00021614	Pocillopora_meandrina_HIv1___RNAseq.g22848.t1
OG0021495	Peve_00021518	Pocillopora_meandrina_HIv1___RNAseq.g8024.t1
OG0021496	Peve_00043771	Pocillopora_meandrina_HIv1___RNAseq.g12916.t1
OG0021497	Peve_00033411	Pocillopora_meandrina_HIv1___RNAseq.g15397.t1
OG0021498	Peve_00008419	Pocillopora_meandrina_HIv1___TS.g23238.t1
OG0021500	Peve_00037627	Pocillopora_meandrina_HIv1___RNAseq.g8408.t1
OG0021502	Peve_00016822	Pocillopora_meandrina_HIv1___RNAseq.g22861.t1
OG0021503	Peve_00033433	Pocillopora_meandrina_HIv1___RNAseq.g11885.t1
OG0021505	Peve_00015331	Pocillopora_meandrina_HIv1___RNAseq.g22819.t1
OG0021507	Peve_00003256	Pocillopora_meandrina_HIv1___RNAseq.g11081.t1
OG0021508	Peve_00020111	Pocillopora_meandrina_HIv1___RNAseq.g13879.t1b
OG0021510	Peve_00013445	Pocillopora_meandrina_HIv1___RNAseq.g21477.t1
OG0021511	Peve_00026870	Pocillopora_meandrina_HIv1___RNAseq.g25585.t2
OG0021512	Peve_00024040	Pocillopora_meandrina_HIv1___RNAseq.g14863.t1
OG0021513	Peve_00008460	Pocillopora_meandrina_HIv1___RNAseq.g16709.t1
OG0021517	Peve_00043713	Pocillopora_meandrina_HIv1___RNAseq.g8627.t1
OG0021518	Peve_00004544	Pocillopora_meandrina_HIv1___RNAseq.g21374.t1
OG0021519	Peve_00025205	Pocillopora_meandrina_HIv1___RNAseq.g15488.t1
OG0021521	Peve_00023738	Pocillopora_meandrina_HIv1___RNAseq.g20464.t1
OG0021523	Peve_00012812	Pocillopora_meandrina_HIv1___RNAseq.g5305.t1
OG0021524	Peve_00004489	Pocillopora_meandrina_HIv1___RNAseq.g21205.t1
OG0021525	Peve_00033161	Pocillopora_meandrina_HIv1___TS.g27517.t1
OG0021526	Peve_00009170	Pocillopora_meandrina_HIv1___RNAseq.g24180.t1
OG0021528	Peve_00031884	Pocillopora_meandrina_HIv1___RNAseq.g18896.t1
OG0021529	Peve_00014532	Pocillopora_meandrina_HIv1___RNAseq.g24989.t1
OG0021530	Peve_00005108	Pocillopora_meandrina_HIv1___TS.g29282.t1
OG0021531	Peve_00039693	Pocillopora_meandrina_HIv1___RNAseq.g25985.t1
OG0021532	Peve_00041037	Pocillopora_meandrina_HIv1___RNAseq.g29634.t1
OG0021534	Peve_00004958	Pocillopora_meandrina_HIv1___RNAseq.g8434.t1
OG0021535	Peve_00036462	Pocillopora_meandrina_HIv1___RNAseq.g24761.t1
OG0021536	Peve_00013361	Pocillopora_meandrina_HIv1___RNAseq.g21546.t1
OG0021538	Peve_00001656	Pocillopora_meandrina_HIv1___RNAseq.g25307.t1
OG0021540	Peve_00021674	Pocillopora_meandrina_HIv1___RNAseq.g9401.t1
OG0021541	Peve_00010375	Pocillopora_meandrina_HIv1___TS.g24977.t1
OG0021542	Peve_00033060	Pocillopora_meandrina_HIv1___RNAseq.g15909.t1
OG0021544	Peve_00045011	Pocillopora_meandrina_HIv1___TS.g26736.t1
OG0021546	Peve_00044674	Pocillopora_meandrina_HIv1___TS.g20499.t1
OG0021547	Peve_00007699	Pocillopora_meandrina_HIv1___RNAseq.g15653.t1
OG0021548	Peve_00014147	Pocillopora_meandrina_HIv1___TS.g17303.t1
OG0021550	Peve_00042008	Pocillopora_meandrina_HIv1___RNAseq.g25860.t1
OG0021551	Peve_00038461	Pocillopora_meandrina_HIv1___TS.g6106.t2
OG0021552	Peve_00006247	Pocillopora_meandrina_HIv1___TS.g25872.t1
OG0021553	Peve_00014940	Pocillopora_meandrina_HIv1___RNAseq.g4609.t1b
OG0021558	Peve_00010571	Pocillopora_meandrina_HIv1___RNAseq.g5884.t1b
OG0021559	Peve_00036547	Pocillopora_meandrina_HIv1___RNAseq.g11164.t1
OG0021561	Peve_00025870	Pocillopora_meandrina_HIv1___RNAseq.g2967.t1
OG0021562	Peve_00024364	Pocillopora_meandrina_HIv1___RNAseq.g15030.t1
OG0021563	Peve_00029967	Pocillopora_meandrina_HIv1___RNAseq.g16692.t1
OG0021564	Peve_00038118	Pocillopora_meandrina_HIv1___TS.g425.t2
OG0021565	Peve_00006981	Pocillopora_meandrina_HIv1___RNAseq.g1674.t1
OG0021567	Peve_00040508	Pocillopora_meandrina_HIv1___RNAseq.g24915.t1
OG0021568	Peve_00019362	Pocillopora_meandrina_HIv1___RNAseq.g2115.t1
OG0021569	Peve_00025114	Pocillopora_meandrina_HIv1___RNAseq.g24462.t1
OG0021571	Peve_00032911	Pocillopora_meandrina_HIv1___RNAseq.g20799.t1
OG0021572	Peve_00025000	Pocillopora_meandrina_HIv1___TS.g19408.t1
OG0021573	Peve_00013442	Pocillopora_meandrina_HIv1___RNAseq.g21479.t1
OG0021574	Peve_00036608	Pocillopora_meandrina_HIv1___RNAseq.g4777.t1
OG0021576	Peve_00006861	Pocillopora_meandrina_HIv1___RNAseq.g9544.t1
OG0021577	Peve_00006073	Pocillopora_meandrina_HIv1___RNAseq.g13184.t1
OG0021578	Peve_00028090	Pocillopora_meandrina_HIv1___RNAseq.g22933.t1
OG0021579	Peve_00044317	Pocillopora_meandrina_HIv1___RNAseq.g28711.t1
OG0021580	Peve_00018861	Pocillopora_meandrina_HIv1___TS.g18021.t1
OG0021581	Peve_00018476	Pocillopora_meandrina_HIv1___RNAseq.g22914.t1
OG0021582	Peve_00036582	Pocillopora_meandrina_HIv1___RNAseq.g4455.t1
OG0021583	Peve_00039744	Pocillopora_meandrina_HIv1___RNAseq.g10712.t1
OG0021584	Peve_00037088	Pocillopora_meandrina_HIv1___RNAseq.g25912.t1
OG0021585	Peve_00013598	Pocillopora_meandrina_HIv1___RNAseq.g13547.t1
OG0021586	Peve_00011667	Pocillopora_meandrina_HIv1___RNAseq.g704.t1
OG0021587	Peve_00023656	Pocillopora_meandrina_HIv1___RNAseq.g16119.t1
OG0021589	Peve_00013430	Pocillopora_meandrina_HIv1___TS.g26853.t1
OG0021590	Peve_00001671	Pocillopora_meandrina_HIv1___RNAseq.29625_t
OG0021591	Peve_00026262	Pocillopora_meandrina_HIv1___RNAseq.g22995.t1
OG0021592	Peve_00017710	Pocillopora_meandrina_HIv1___RNAseq.g11920.t1
OG0021593	Peve_00035801	Pocillopora_meandrina_HIv1___TS.g7126.t1
OG0021594	Peve_00017796	Pocillopora_meandrina_HIv1___RNAseq.g29439.t1
OG0021595	Peve_00041079	Pocillopora_meandrina_HIv1___TS.g11764.t1
OG0021597	Peve_00032496	Pocillopora_meandrina_HIv1___TS.g29744.t1
OG0021598	Peve_00002965	Pocillopora_meandrina_HIv1___TS.g4016.t1
OG0021599	Peve_00031404	Pocillopora_meandrina_HIv1___RNAseq.g12105.t1
OG0021600	Peve_00024590	Pocillopora_meandrina_HIv1___TS.g3471.t1
OG0021601	Peve_00036554	Pocillopora_meandrina_HIv1___RNAseq.g11208.t1
OG0021604	Peve_00001932	Pocillopora_meandrina_HIv1___RNAseq.g13130.t1b
OG0021605	Peve_00033683	Pocillopora_meandrina_HIv1___RNAseq.g1584.t1
OG0021606	Peve_00014309	Pocillopora_meandrina_HIv1___RNAseq.g261.t1
OG0021607	Peve_00022045	Pocillopora_meandrina_HIv1___RNAseq.g11390.t1
OG0021608	Peve_00037388	Pocillopora_meandrina_HIv1___RNAseq.g303.t1
OG0021609	Peve_00043251	Pocillopora_meandrina_HIv1___TS.27124_t
OG0021611	Peve_00040958	Pocillopora_meandrina_HIv1___RNAseq.g13471.t1
OG0021612	Peve_00032900	Pocillopora_meandrina_HIv1___RNAseq.g20863.t1
OG0021614	Peve_00026249	Pocillopora_meandrina_HIv1___RNAseq.g16196.t1
OG0021615	Peve_00023632	Pocillopora_meandrina_HIv1___RNAseq.g4959.t1
OG0021616	Peve_00006313	Pocillopora_meandrina_HIv1___RNAseq.g7302.t1
OG0021617	Peve_00043698	Pocillopora_meandrina_HIv1___TS.g24903.t1
OG0021618	Peve_00033614	Pocillopora_meandrina_HIv1___RNAseq.g22277.t1
OG0021620	Peve_00000695	Pocillopora_meandrina_HIv1___RNAseq.g24727.t1
OG0021622	Peve_00036375	Pocillopora_meandrina_HIv1___RNAseq.g22414.t1
OG0021623	Peve_00001574	Pocillopora_meandrina_HIv1___RNAseq.g13273.t1
OG0021624	Peve_00019248	Pocillopora_meandrina_HIv1___TS.g6876.t1
OG0021625	Peve_00003955	Pocillopora_meandrina_HIv1___RNAseq.g12641.t1
OG0021627	Peve_00028331	Pocillopora_meandrina_HIv1___RNAseq.g28852.t1
OG0021628	Peve_00002402	Pocillopora_meandrina_HIv1___RNAseq.g22774.t1
OG0021630	Peve_00026000	Pocillopora_meandrina_HIv1___RNAseq.g15146.t1
OG0021631	Peve_00006271	Pocillopora_meandrina_HIv1___RNAseq.g21083.t1
OG0021632	Peve_00000747	Pocillopora_meandrina_HIv1___TS.g15556.t2
OG0021633	Peve_00034212	Pocillopora_meandrina_HIv1___RNAseq.g23591.t1
OG0021634	Peve_00042761	Pocillopora_meandrina_HIv1___RNAseq.g9714.t1
OG0021636	Peve_00002033	Pocillopora_meandrina_HIv1___RNAseq.g6625.t1
OG0021637	Peve_00001744	Pocillopora_meandrina_HIv1___RNAseq.g3623.t1
OG0021638	Peve_00038819	Pocillopora_meandrina_HIv1___RNAseq.g22393.t1
OG0021639	Peve_00024605	Pocillopora_meandrina_HIv1___RNAseq.g12123.t1
OG0021640	Peve_00005589	Pocillopora_meandrina_HIv1___RNAseq.g14795.t1
OG0021642	Peve_00012732	Pocillopora_meandrina_HIv1___RNAseq.g26875.t1
OG0021643	Peve_00021294	Pocillopora_meandrina_HIv1___TS.g12437.t1
OG0021644	Peve_00009717	Pocillopora_meandrina_HIv1___RNAseq.g9230.t1
OG0021645	Peve_00017386	Pocillopora_meandrina_HIv1___RNAseq.g17838.t1
OG0021646	Peve_00037669	Pocillopora_meandrina_HIv1___RNAseq.g9232.t1
OG0021649	Peve_00022907	Pocillopora_meandrina_HIv1___RNAseq.g9767.t1
OG0021650	Peve_00039800	Pocillopora_meandrina_HIv1___RNAseq.g2388.t1
OG0021651	Peve_00036463	Pocillopora_meandrina_HIv1___TS.g12199.t1
OG0021652	Peve_00004163	Pocillopora_meandrina_HIv1___RNAseq.g18718.t1
OG0021653	Peve_00017299	Pocillopora_meandrina_HIv1___RNAseq.g15546.t1
OG0021655	Peve_00007011	Pocillopora_meandrina_HIv1___RNAseq.g26079.t1
OG0021657	Peve_00032732	Pocillopora_meandrina_HIv1___RNAseq.g21524.t1
OG0021658	Peve_00000411	Pocillopora_meandrina_HIv1___RNAseq.g7540.t1
OG0021659	Peve_00022405	Pocillopora_meandrina_HIv1___RNAseq.g12992.t1
OG0021660	Peve_00041224	Pocillopora_meandrina_HIv1___RNAseq.g18087.t1
OG0021661	Peve_00009788	Pocillopora_meandrina_HIv1___RNAseq.g15676.t1
OG0021662	Peve_00028783	Pocillopora_meandrina_HIv1___RNAseq.g26938.t1
OG0021663	Peve_00044049	Pocillopora_meandrina_HIv1___RNAseq.g28986.t1
OG0021665	Peve_00043579	Pocillopora_meandrina_HIv1___RNAseq.g5678.t1
OG0021666	Peve_00003924	Pocillopora_meandrina_HIv1___RNAseq.g25930.t1
OG0021667	Peve_00018414	Pocillopora_meandrina_HIv1___TS.g13331.t1
OG0021668	Peve_00030274	Pocillopora_meandrina_HIv1___RNAseq.g5590.t1
OG0021671	Peve_00022026	Pocillopora_meandrina_HIv1___RNAseq.g21103.t1
OG0021672	Peve_00045289	Pocillopora_meandrina_HIv1___RNAseq.g27589.t1
OG0021673	Peve_00043050	Pocillopora_meandrina_HIv1___RNAseq.g19439.t1
OG0021676	Peve_00033563	Pocillopora_meandrina_HIv1___RNAseq.g2538.t1b
OG0021677	Peve_00003650	Pocillopora_meandrina_HIv1___RNAseq.g15499.t1
OG0021678	Peve_00038339	Pocillopora_meandrina_HIv1___TS.g26693.t1
OG0021679	Peve_00015593	Pocillopora_meandrina_HIv1___RNAseq.g27378.t1
OG0021680	Peve_00006239	Pocillopora_meandrina_HIv1___RNAseq.g21085.t1
OG0021681	Peve_00026961	Pocillopora_meandrina_HIv1___RNAseq.g7054.t1
OG0021682	Peve_00020463	Pocillopora_meandrina_HIv1___RNAseq.g28089.t1
OG0021684	Peve_00014676	Pocillopora_meandrina_HIv1___RNAseq.g246.t1
OG0021685	Peve_00021324	Pocillopora_meandrina_HIv1___RNAseq.g10370.t1
OG0021686	Peve_00008828	Pocillopora_meandrina_HIv1___TS.g3873.t1
OG0021687	Peve_00029818	Pocillopora_meandrina_HIv1___RNAseq.g694.t1
OG0021688	Peve_00020517	Pocillopora_meandrina_HIv1___TS.g16398.t1
OG0021691	Peve_00022901	Pocillopora_meandrina_HIv1___RNAseq.g9769.t1
OG0021692	Peve_00037921	Pocillopora_meandrina_HIv1___RNAseq.g19129.t1
OG0021695	Peve_00028177	Pocillopora_meandrina_HIv1___RNAseq.g140.t1
OG0021696	Peve_00018115	Pocillopora_meandrina_HIv1___TS.g19283.t1
OG0021697	Peve_00020121	Pocillopora_meandrina_HIv1___RNAseq.g23798.t1
OG0021698	Peve_00034218	Pocillopora_meandrina_HIv1___RNAseq.g23627.t1
OG0021699	Peve_00021937	Pocillopora_meandrina_HIv1___RNAseq.g10691.t1
OG0021700	Peve_00029731	Pocillopora_meandrina_HIv1___RNAseq.g12278.t1
OG0021701	Peve_00016278	Pocillopora_meandrina_HIv1___RNAseq.g9476.t1
OG0021702	Peve_00036918	Pocillopora_meandrina_HIv1___RNAseq.g28022.t1
OG0021703	Peve_00012121	Pocillopora_meandrina_HIv1___RNAseq.g1865.t1
OG0021704	Peve_00026075	Pocillopora_meandrina_HIv1___RNAseq.g18771.t1
OG0021705	Peve_00006789	Pocillopora_meandrina_HIv1___RNAseq.g2619.t1
OG0021707	Peve_00044052	Pocillopora_meandrina_HIv1___RNAseq.g28988.t1
OG0021708	Peve_00022701	Pocillopora_meandrina_HIv1___RNAseq.g24942.t1
OG0021709	Peve_00036919	Pocillopora_meandrina_HIv1___RNAseq.g28020.t1
OG0021710	Peve_00016208	Pocillopora_meandrina_HIv1___TS.g3552.t1
OG0021711	Peve_00001046	Pocillopora_meandrina_HIv1___RNAseq.g5696.t1c
OG0021712	Peve_00008216	Pocillopora_meandrina_HIv1___TS.g29486.t2
OG0021713	Peve_00036362	Pocillopora_meandrina_HIv1___RNAseq.g23547.t1
OG0021714	Peve_00022546	Pocillopora_meandrina_HIv1___RNAseq.g9869.t1
OG0021715	Peve_00013713	Pocillopora_meandrina_HIv1___RNAseq.g8587.t1
OG0021716	Peve_00015550	Pocillopora_meandrina_HIv1___RNAseq.g9911.t1
OG0021718	Peve_00035153	Pocillopora_meandrina_HIv1___RNAseq.g1740.t1
OG0021719	Peve_00028941	Pocillopora_meandrina_HIv1___TS.g4661.t1b
OG0021720	Peve_00033108	Pocillopora_meandrina_HIv1___RNAseq.g15982.t1
OG0021721	Peve_00028239	Pocillopora_meandrina_HIv1___RNAseq.g19720.t1
OG0021722	Peve_00028777	Pocillopora_meandrina_HIv1___RNAseq.g26361.t2
OG0021724	Peve_00030016	Pocillopora_meandrina_HIv1___RNAseq.5861_t
OG0021725	Peve_00002921	Pocillopora_meandrina_HIv1___RNAseq.g4297.t1
OG0021726	Peve_00024253	Pocillopora_meandrina_HIv1___RNAseq.g8998.t1
OG0021727	Peve_00020468	Pocillopora_meandrina_HIv1___RNAseq.g2062.t1
OG0021729	Peve_00041558	Pocillopora_meandrina_HIv1___RNAseq.g22907.t1
OG0021730	Peve_00000474	Pocillopora_meandrina_HIv1___RNAseq.g14155.t1
OG0021731	Peve_00000439	Pocillopora_meandrina_HIv1___RNAseq.g23031.t1
OG0021732	Peve_00002156	Pocillopora_meandrina_HIv1___RNAseq.g26733.t1
OG0021733	Peve_00015360	Pocillopora_meandrina_HIv1___RNAseq.g25121.t1
OG0021734	Peve_00039002	Pocillopora_meandrina_HIv1___RNAseq.g30133.t1
OG0021735	Peve_00031703	Pocillopora_meandrina_HIv1___TS.g23687.t1
OG0021736	Peve_00017714	Pocillopora_meandrina_HIv1___RNAseq.g25123.t1
OG0021737	Peve_00021076	Pocillopora_meandrina_HIv1___RNAseq.g19090.t1
OG0021738	Peve_00014005	Pocillopora_meandrina_HIv1___RNAseq.g14741.t1
OG0021739	Peve_00010854	Pocillopora_meandrina_HIv1___RNAseq.g29994.t1
OG0021740	Peve_00044081	Pocillopora_meandrina_HIv1___RNAseq.g11835.t1
OG0021741	Peve_00040866	Pocillopora_meandrina_HIv1___RNAseq.g19360.t1
OG0021742	Peve_00023013	Pocillopora_meandrina_HIv1___RNAseq.g17497.t1
OG0021743	Peve_00044927	Pocillopora_meandrina_HIv1___RNAseq.g13620.t1
OG0021744	Peve_00033096	Pocillopora_meandrina_HIv1___RNAseq.g15739.t1
OG0021745	Peve_00031290	Pocillopora_meandrina_HIv1___RNAseq.8567_t
OG0021746	Peve_00004004	Pocillopora_meandrina_HIv1___TS.g26599.t1
OG0021747	Peve_00005192	Pocillopora_meandrina_HIv1___TS.g27698.t1
OG0021748	Peve_00012122	Pocillopora_meandrina_HIv1___RNAseq.g1891.t1
OG0021749	Peve_00021779	Pocillopora_meandrina_HIv1___RNAseq.g25352.t1
OG0021750	Peve_00013516	Pocillopora_meandrina_HIv1___RNAseq.g28200.t1
OG0021751	Peve_00017483	Pocillopora_meandrina_HIv1___RNAseq.g24400.t2
OG0021752	Peve_00017485	Pocillopora_meandrina_HIv1___RNAseq.g24402.t1
OG0021753	Peve_00039064	Pocillopora_meandrina_HIv1___TS.g1253.t1
OG0021754	Peve_00024837	Pocillopora_meandrina_HIv1___RNAseq.g21141.t1
OG0021757	Peve_00004812	Pocillopora_meandrina_HIv1___RNAseq.g5113.t1
OG0021758	Peve_00043962	Pocillopora_meandrina_HIv1___RNAseq.g1043.t1
OG0021759	Peve_00042594	Pocillopora_meandrina_HIv1___TS.g25476.t1
OG0021761	Peve_00044832	Pocillopora_meandrina_HIv1___TS.g25542.t1b
OG0021762	Peve_00028105	Pocillopora_meandrina_HIv1___TS.g25542.t1c
OG0021763	Peve_00042224	Pocillopora_meandrina_HIv1___RNAseq.g2880.t1
OG0021764	Peve_00006143	Pocillopora_meandrina_HIv1___RNAseq.g1171.t1
OG0021765	Peve_00030747	Pocillopora_meandrina_HIv1___RNAseq.g4198.t1
OG0021766	Peve_00008121	Pocillopora_meandrina_HIv1___RNAseq.g16866.t1
OG0021767	Peve_00031768	Pocillopora_meandrina_HIv1___TS.g20336.t1
OG0021769	Peve_00008086	Pocillopora_meandrina_HIv1___TS.g14488.t1
OG0021770	Peve_00040963	Pocillopora_meandrina_HIv1___RNAseq.g13618.t1
OG0021771	Peve_00002147	Pocillopora_meandrina_HIv1___RNAseq.g10922.t1
OG0021772	Peve_00020575	Pocillopora_meandrina_HIv1___RNAseq.g23524.t1
OG0021773	Peve_00007932	Pocillopora_meandrina_HIv1___RNAseq.g26958.t1
