Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
Pocillopora_meandrina_HIv1___Sc0000022:642203-642683	Cluster_5348	N	86	40	22	121	1
Pocillopora_meandrina_HIv1___Sc0000022:670832-671259	Cluster_5349	N	27	5	31	100	7
Pocillopora_meandrina_HIv1___Sc0000022:675440-675925	Cluster_5350	N	2	108	25	740	176
Pocillopora_meandrina_HIv1___Sc0000022:676246-676786	Cluster_5351	N	11	168	47	1272	467
Pocillopora_meandrina_HIv1___Sc0000022:680302-680730	Cluster_5352	N	0	225	3	0	17
Pocillopora_meandrina_HIv1___Sc0000022:720458-721172	Cluster_5353	N	1681	1251	731	1	129
Pocillopora_meandrina_HIv1___Sc0000022:736660-737892	Cluster_5354	N	90	2440	49	44	28
Pocillopora_meandrina_HIv1___Sc0000022:768014-768799	Cluster_5355	N	194	318	445	485	5
Pocillopora_meandrina_HIv1___Sc0000022:775919-776938	Cluster_5356	N	2326	399	458	1626	28
Pocillopora_meandrina_HIv1___Sc0000022:788297-788726	Cluster_5357	N	274	1	8	11	0
Pocillopora_meandrina_HIv1___Sc0000022:813610-814041	Cluster_5358	N	2151	3476	11338	1845	2484
Pocillopora_meandrina_HIv1___Sc0000022:836781-837186	Cluster_5359	N	25	0	65	48	15
Pocillopora_meandrina_HIv1___Sc0000022:837291-837707	Cluster_5360	N	22	1	108	74	12
Pocillopora_meandrina_HIv1___Sc0000022:838065-838479	Cluster_5361	N	19	0	90	53	16
Pocillopora_meandrina_HIv1___Sc0000022:839221-839648	Cluster_5362	N	6	0	126	10	27
Pocillopora_meandrina_HIv1___Sc0000022:844611-845312	Cluster_5363	N	114	60	44	39	11
Pocillopora_meandrina_HIv1___Sc0000022:846542-846971	Cluster_5364	N	110	43	27	76	7
Pocillopora_meandrina_HIv1___Sc0000022:879826-880278	Cluster_5365	N	42	41	61	23	31
Pocillopora_meandrina_HIv1___Sc0000022:1097608-1098031	Cluster_5366	N	3	90	0	8	3
Pocillopora_meandrina_HIv1___Sc0000022:1101425-1101852	Cluster_5367	N	2	0	0	149	0
Pocillopora_meandrina_HIv1___Sc0000022:1103330-1103759	Cluster_5368	N	570	76	130	96	2
Pocillopora_meandrina_HIv1___Sc0000022:1339659-1340085	Cluster_5369	N	1	14	132	4	0
Pocillopora_meandrina_HIv1___Sc0000022:1443630-1444321	Cluster_5370	N	10	86	148	174	18
Pocillopora_meandrina_HIv1___Sc0000022:1490221-1490639	Cluster_5371	N	19	54	13	78	103
Pocillopora_meandrina_HIv1___Sc0000022:1757056-1757483	Cluster_5372	N	16	15	128	22	7
Pocillopora_meandrina_HIv1___Sc0000022:1877286-1878679	Cluster_5373	N	357	185	595	180	108
Pocillopora_meandrina_HIv1___Sc0000022:1879213-1879642	Cluster_5374	N	75	10	2	41	5
Pocillopora_meandrina_HIv1___Sc0000022:2039814-2040241	Cluster_5375	N	0	0	1	342	0
Pocillopora_meandrina_HIv1___Sc0000022:2722550-2722950	Cluster_5376	N	30	0	0	46	0
Pocillopora_meandrina_HIv1___Sc0000022:2724250-2724677	Cluster_5377	N	97	60	32	7	0
Pocillopora_meandrina_HIv1___Sc0000022:2864952-2865381	Cluster_5378	N	16	72	4	256	3
Pocillopora_meandrina_HIv1___Sc0000022:2866527-2867222	Cluster_5379	N	52	43	90	47	6
Pocillopora_meandrina_HIv1___Sc0000022:2931954-2932373	Cluster_5380	N	0	4	0	14	239
Pocillopora_meandrina_HIv1___Sc0000022:2937470-2937899	Cluster_5381	N	36	29	42	48	3
Pocillopora_meandrina_HIv1___Sc0000022:3392237-3392644	Cluster_5382	N	31	128	16	53	110
Pocillopora_meandrina_HIv1___Sc0000022:4272758-4273191	Cluster_5383	N	0	0	443	1	0
Pocillopora_meandrina_HIv1___Sc0000022:4274313-4274900	Cluster_5384	N	202	19	291	16	93
Pocillopora_meandrina_HIv1___Sc0000022:4311659-4312085	Cluster_5385	N	25	0	59	0	0
Pocillopora_meandrina_HIv1___Sc0000022:4315335-4315931	Cluster_5386	N	1095	452	911	977	577
Pocillopora_meandrina_HIv1___Sc0000022:4334556-4334977	Cluster_5387	N	2	134	31	26	19
Pocillopora_meandrina_HIv1___Sc0000022:4496866-4497284	Cluster_5388	N	0	0	0	158	0
Pocillopora_meandrina_HIv1___Sc0000022:4641549-4641973	Cluster_5389	N	6	14	1	49	34
Pocillopora_meandrina_HIv1___Sc0000022:4679819-4680359	Cluster_5390	N	202	24	155	134	0
Pocillopora_meandrina_HIv1___Sc0000022:4681239-4681674	Cluster_5391	N	196	42	24	211	17
Pocillopora_meandrina_HIv1___Sc0000022:4694361-4694778	Cluster_5392	N	3	70	2	28	1
Pocillopora_meandrina_HIv1___Sc0000022:4773435-4774094	Cluster_5393	N	53	130	116	283	6
Pocillopora_meandrina_HIv1___Sc0000022:4949268-4950131	Cluster_5394	N	36	3	7	704	0
Pocillopora_meandrina_HIv1___Sc0000022:4995172-4995791	Cluster_5395	N	1819	2720	1292	2888	9900
Pocillopora_meandrina_HIv1___Sc0000022:5033872-5034408	Cluster_5396	N	90	205	66	165	309
Pocillopora_meandrina_HIv1___Sc0000022:5113155-5113580	Cluster_5397	N	5	5	1	54	33
Pocillopora_meandrina_HIv1___Sc0000022:5232770-5233198	Cluster_5398	N	23	5	65	7	5
Pocillopora_meandrina_HIv1___Sc0000022:5310368-5310789	Cluster_5399	N	82	1	30	24	16
Pocillopora_meandrina_HIv1___Sc0000022:5319073-5319527	Cluster_5400	N	129	59	0	8	1
Pocillopora_meandrina_HIv1___Sc0000022:5625640-5626072	Cluster_5401	N	4	1	0	110	138
Pocillopora_meandrina_HIv1___Sc0000022:5637573-5637993	Cluster_5402	N	3	70	27	50	21
Pocillopora_meandrina_HIv1___Sc0000022:5787456-5787885	Cluster_5403	N	91	4	74	366	42
Pocillopora_meandrina_HIv1___Sc0000022:5788006-5788536	Cluster_5404	N	185	5	121	278	59
Pocillopora_meandrina_HIv1___Sc0000022:5790678-5791105	Cluster_5405	N	15	3	60	67	11
Pocillopora_meandrina_HIv1___Sc0000022:6057719-6058222	Cluster_5406	N	189	381	198	436	731
Pocillopora_meandrina_HIv1___Sc0000023:3627-5398	Cluster_5407	N	815	501	892	716	331
Pocillopora_meandrina_HIv1___Sc0000023:132586-133142	Cluster_5408	N	37	115	73	73	193
Pocillopora_meandrina_HIv1___Sc0000023:134704-135255	Cluster_5409	N	389	255	211	539	391
Pocillopora_meandrina_HIv1___Sc0000023:288293-288715	Cluster_5410	N	18	0	115	1	4
Pocillopora_meandrina_HIv1___Sc0000023:613115-613526	Cluster_5411	N	30	37	7	13	26
Pocillopora_meandrina_HIv1___Sc0000023:613556-613981	Cluster_5412	N	22	36	32	18	12
Pocillopora_meandrina_HIv1___Sc0000023:622107-622951	Cluster_5413	N	18	58	24	531	163
Pocillopora_meandrina_HIv1___Sc0000023:662021-662453	Cluster_5414	N	143	92	4	3	50
Pocillopora_meandrina_HIv1___Sc0000023:664380-664806	Cluster_5415	N	45	0	3	68	3
Pocillopora_meandrina_HIv1___Sc0000023:723792-724221	Cluster_5416	N	3	0	0	179	0
Pocillopora_meandrina_HIv1___Sc0000023:754024-754453	Cluster_5417	N	48	3	196	27	50
Pocillopora_meandrina_HIv1___Sc0000023:757102-757624	Cluster_5418	N	3879	445	95	111	335
Pocillopora_meandrina_HIv1___Sc0000023:758305-758730	Cluster_5419	N	2	5	5	72	0
Pocillopora_meandrina_HIv1___Sc0000023:765065-766077	Cluster_5420	N	282	41	286	2310	54
Pocillopora_meandrina_HIv1___Sc0000023:1061848-1062274	Cluster_5421	N	25	122	0	25	9
Pocillopora_meandrina_HIv1___Sc0000023:1539197-1539697	Cluster_5422	N	37	28	44	73	183
Pocillopora_meandrina_HIv1___Sc0000023:1594033-1594461	Cluster_5423	N	38	7	7	21	20
Pocillopora_meandrina_HIv1___Sc0000023:1635912-1636355	Cluster_5424	N	165	87	238	190	310
Pocillopora_meandrina_HIv1___Sc0000023:1636537-1636961	Cluster_5425	N	37	43	21	14	18
Pocillopora_meandrina_HIv1___Sc0000023:1648832-1649372	Cluster_5426	N	231	536	261	892	1586
Pocillopora_meandrina_HIv1___Sc0000023:1653651-1654082	Cluster_5427	N	43	86	71	109	62
Pocillopora_meandrina_HIv1___Sc0000023:1661773-1662196	Cluster_5428	N	30	37	23	11	19
Pocillopora_meandrina_HIv1___Sc0000023:1887619-1888052	Cluster_5429	N	48	15	50	32	41
Pocillopora_meandrina_HIv1___Sc0000023:1889295-1889722	Cluster_5430	N	1	4	150	0	1
Pocillopora_meandrina_HIv1___Sc0000023:2039301-2039724	Cluster_5431	N	4	4	2	50	14
Pocillopora_meandrina_HIv1___Sc0000023:2092558-2092986	Cluster_5432	N	12	2	10	10	77
Pocillopora_meandrina_HIv1___Sc0000023:2508726-2509156	Cluster_5433	N	0	0	131	0	1
Pocillopora_meandrina_HIv1___Sc0000023:2562485-2562914	Cluster_5434	N	45	11	21	68	10
Pocillopora_meandrina_HIv1___Sc0000023:2586871-2587289	Cluster_5435	N	2	21	1	49	620
Pocillopora_meandrina_HIv1___Sc0000023:2665435-2666773	Cluster_5436	N	1101	50	1799	130	18
Pocillopora_meandrina_HIv1___Sc0000023:2667925-2668655	Cluster_5437	N	84	29	178	29	21
Pocillopora_meandrina_HIv1___Sc0000023:2715856-2716273	Cluster_5438	N	12	1	1	2	73
Pocillopora_meandrina_HIv1___Sc0000023:2752936-2754132	Cluster_5439	N	761	471	343	1039	704
Pocillopora_meandrina_HIv1___Sc0000023:2755547-2757529	Cluster_5440	N	1781	694	768	1020	368
Pocillopora_meandrina_HIv1___Sc0000023:2850001-2850429	Cluster_5441	N	21	1	103	11	0
Pocillopora_meandrina_HIv1___Sc0000023:2851851-2852313	Cluster_5442	N	30	97	82	86	59
Pocillopora_meandrina_HIv1___Sc0000023:3040453-3040893	Cluster_5443	N	252	0	1391	40	7
Pocillopora_meandrina_HIv1___Sc0000023:3042931-3043511	Cluster_5444	N	20	94	8	51	41
Pocillopora_meandrina_HIv1___Sc0000023:3062000-3062424	Cluster_5445	N	29	7	5	20	20
Pocillopora_meandrina_HIv1___Sc0000023:3062445-3062972	Cluster_5446	N	1129	407	1107	2467	109
Pocillopora_meandrina_HIv1___Sc0000023:3120578-3121006	Cluster_5447	N	925	363	16	4	85
Pocillopora_meandrina_HIv1___Sc0000023:3121387-3121812	Cluster_5448	N	0	0	77	102	0
Pocillopora_meandrina_HIv1___Sc0000023:3123006-3123500	Cluster_5449	N	4	1	1166	0	42
Pocillopora_meandrina_HIv1___Sc0000023:3142922-3143514	Cluster_5450	N	581	496	5	633	38
Pocillopora_meandrina_HIv1___Sc0000023:3160642-3161069	Cluster_5451	N	1	1	70	35	44
Pocillopora_meandrina_HIv1___Sc0000023:3235979-3236407	Cluster_5452	N	38	0	114	17	0
Pocillopora_meandrina_HIv1___Sc0000023:3237033-3237461	Cluster_5453	N	25	299	142	106	28
Pocillopora_meandrina_HIv1___Sc0000023:3237511-3237937	Cluster_5454	N	8	26	266	40	8
Pocillopora_meandrina_HIv1___Sc0000023:3239517-3239947	Cluster_5455	N	32	40	59	43	31
Pocillopora_meandrina_HIv1___Sc0000023:3240558-3241059	Cluster_5456	N	2	130	72	128	2
Pocillopora_meandrina_HIv1___Sc0000023:3309351-3309773	Cluster_5457	N	43	62	35	58	70
Pocillopora_meandrina_HIv1___Sc0000023:3394590-3395020	Cluster_5458	N	0	0	43	181	0
Pocillopora_meandrina_HIv1___Sc0000023:3409021-3409451	Cluster_5459	N	1	0	3	148	2
Pocillopora_meandrina_HIv1___Sc0000023:3409792-3410221	Cluster_5460	N	0	0	22	114	1
Pocillopora_meandrina_HIv1___Sc0000023:3436895-3437312	Cluster_5461	N	62	21	77	14	0
Pocillopora_meandrina_HIv1___Sc0000023:3471890-3472332	Cluster_5462	N	29	2	210	5	26
Pocillopora_meandrina_HIv1___Sc0000023:3700810-3701236	Cluster_5463	N	29	10	102	46	14
Pocillopora_meandrina_HIv1___Sc0000023:3723474-3723972	Cluster_5464	N	1276	447	1886	750	347
Pocillopora_meandrina_HIv1___Sc0000023:3791717-3792146	Cluster_5465	N	161	146	1	5	0
Pocillopora_meandrina_HIv1___Sc0000023:3869217-3869624	Cluster_5466	N	3	10	24	29	8
Pocillopora_meandrina_HIv1___Sc0000023:3933281-3934530	Cluster_5467	N	102	31	168	253	290
Pocillopora_meandrina_HIv1___Sc0000023:3936618-3937027	Cluster_5468	N	64	12	19	56	7
Pocillopora_meandrina_HIv1___Sc0000023:3938984-3939411	Cluster_5469	N	10	53	70	0	3
Pocillopora_meandrina_HIv1___Sc0000023:3939486-3939910	Cluster_5470	N	1	11	1	173	0
Pocillopora_meandrina_HIv1___Sc0000023:4040108-4040524	Cluster_5471	N	22	43	6	0	82
Pocillopora_meandrina_HIv1___Sc0000023:4040697-4041185	Cluster_5472	N	517	2	1033	368	35
Pocillopora_meandrina_HIv1___Sc0000023:4042477-4042970	Cluster_5473	N	22	60	102	201	60
Pocillopora_meandrina_HIv1___Sc0000023:4466900-4467330	Cluster_5474	N	350	4	4	0	6
Pocillopora_meandrina_HIv1___Sc0000023:4544171-4544592	Cluster_5475	N	8	8	5	49	2
Pocillopora_meandrina_HIv1___Sc0000023:4579508-4579938	Cluster_5476	N	2	0	37	70	2
Pocillopora_meandrina_HIv1___Sc0000023:4681114-4681542	Cluster_5477	N	4	0	193	1	0
Pocillopora_meandrina_HIv1___Sc0000023:4714493-4714921	Cluster_5478	N	8	54	29	45	92
Pocillopora_meandrina_HIv1___Sc0000023:4716503-4716988	Cluster_5479	N	51	99	58	127	291
Pocillopora_meandrina_HIv1___Sc0000023:4794386-4794809	Cluster_5480	N	7860	4277	4182	5905	2842
Pocillopora_meandrina_HIv1___Sc0000023:5048164-5048594	Cluster_5481	N	289	68	1	7	60
Pocillopora_meandrina_HIv1___Sc0000023:5063417-5063846	Cluster_5482	N	3	22	13	180	4
Pocillopora_meandrina_HIv1___Sc0000023:5256083-5256502	Cluster_5483	N	39	44	83	25	27
Pocillopora_meandrina_HIv1___Sc0000023:5493397-5493824	Cluster_5484	N	42	2	65	60	8
Pocillopora_meandrina_HIv1___Sc0000023:5719271-5721819	Cluster_5485	N	1870	1377	3005	3353	1442
Pocillopora_meandrina_HIv1___Sc0000023:5721882-5722307	Cluster_5486	N	35	4	27	61	26
Pocillopora_meandrina_HIv1___Sc0000024:147469-147898	Cluster_5487	N	8	6	1195	0	0
Pocillopora_meandrina_HIv1___Sc0000024:210342-212121	Cluster_5488	N	780	506	837	657	294
Pocillopora_meandrina_HIv1___Sc0000024:467347-467772	Cluster_5489	N	3	6	4	60	17
Pocillopora_meandrina_HIv1___Sc0000024:704451-704953	Cluster_5490	N	310	157	439	458	138
Pocillopora_meandrina_HIv1___Sc0000024:705080-706058	Cluster_5491	N	129	166	204	559	36
Pocillopora_meandrina_HIv1___Sc0000024:776195-776622	Cluster_5492	N	101	35	26	8	1
Pocillopora_meandrina_HIv1___Sc0000024:777922-778342	Cluster_5493	N	26	2	3	46	1
Pocillopora_meandrina_HIv1___Sc0000024:778549-778964	Cluster_5494	N	32	43	55	4	0
Pocillopora_meandrina_HIv1___Sc0000024:854572-855001	Cluster_5495	N	1	28	93	1	8
Pocillopora_meandrina_HIv1___Sc0000024:956651-957078	Cluster_5496	N	0	118	6	3	1
Pocillopora_meandrina_HIv1___Sc0000024:962756-963183	Cluster_5497	N	79	0	7	0	0
Pocillopora_meandrina_HIv1___Sc0000024:1007371-1007818	Cluster_5498	N	30	155	35	2	249
Pocillopora_meandrina_HIv1___Sc0000024:1008128-1008555	Cluster_5499	N	7	84	29	1	82
Pocillopora_meandrina_HIv1___Sc0000024:1010264-1010698	Cluster_5500	N	1201	1415	1496	5	412
Pocillopora_meandrina_HIv1___Sc0000024:1010708-1011221	Cluster_5501	N	282	317	309	25	126
Pocillopora_meandrina_HIv1___Sc0000024:1094343-1094767	Cluster_5502	N	3	8	1	51	21
Pocillopora_meandrina_HIv1___Sc0000024:1592893-1593986	Cluster_5503	N	289	36	361	81	77
Pocillopora_meandrina_HIv1___Sc0000024:1594021-1594422	Cluster_5504	N	36	2	36	21	10
Pocillopora_meandrina_HIv1___Sc0000024:1596077-1597115	Cluster_5505	N	187	99	207	162	65
Pocillopora_meandrina_HIv1___Sc0000024:1597181-1597684	Cluster_5506	N	24	22	211	199	20
Pocillopora_meandrina_HIv1___Sc0000024:1597714-1598247	Cluster_5507	N	200	49	150	88	54
Pocillopora_meandrina_HIv1___Sc0000024:1598368-1598852	Cluster_5508	N	108	21	137	45	26
Pocillopora_meandrina_HIv1___Sc0000024:1737905-1738332	Cluster_5509	N	13	0	94	0	1
Pocillopora_meandrina_HIv1___Sc0000024:1742427-1742854	Cluster_5510	N	1	0	95	4	0
Pocillopora_meandrina_HIv1___Sc0000024:1971890-1972315	Cluster_5511	N	31	5	75	43	14
Pocillopora_meandrina_HIv1___Sc0000024:1972818-1973250	Cluster_5512	N	208	43	70	337	18
Pocillopora_meandrina_HIv1___Sc0000024:1975327-1975861	Cluster_5513	N	36	1	540	1	1
Pocillopora_meandrina_HIv1___Sc0000024:1988582-1989093	Cluster_5514	N	74	2826	15	53	6
Pocillopora_meandrina_HIv1___Sc0000024:2043021-2044270	Cluster_5515	N	1152	1458	968	1633	288
Pocillopora_meandrina_HIv1___Sc0000024:2122924-2124505	Cluster_5516	N	1714	471	1670	5988	386
Pocillopora_meandrina_HIv1___Sc0000024:2257156-2257583	Cluster_5517	N	81	61	40	14	3
Pocillopora_meandrina_HIv1___Sc0000024:2388554-2388980	Cluster_5518	N	1	1	0	4	115
Pocillopora_meandrina_HIv1___Sc0000024:2467311-2467738	Cluster_5519	N	35	82	2	36	34
Pocillopora_meandrina_HIv1___Sc0000024:2584993-2585605	Cluster_5520	N	369	0	206	515	0
Pocillopora_meandrina_HIv1___Sc0000024:2629691-2630637	Cluster_5521	N	242	166	38	215	65
Pocillopora_meandrina_HIv1___Sc0000024:2645964-2646399	Cluster_5522	N	3	251	0	2	1
Pocillopora_meandrina_HIv1___Sc0000024:2695960-2697393	Cluster_5523	N	4684	1772	2810	4846	892
Pocillopora_meandrina_HIv1___Sc0000024:2852508-2853972	Cluster_5524	N	2535	2473	2732	2827	873
Pocillopora_meandrina_HIv1___Sc0000024:2854891-2855313	Cluster_5525	N	52	111	79	7	19
Pocillopora_meandrina_HIv1___Sc0000024:2856088-2856516	Cluster_5526	N	180	76	187	5	18
Pocillopora_meandrina_HIv1___Sc0000024:2868576-2870498	Cluster_5527	N	80	256	155	707	479
Pocillopora_meandrina_HIv1___Sc0000024:2872254-2872681	Cluster_5528	N	26	30	44	128	75
Pocillopora_meandrina_HIv1___Sc0000024:2879631-2880057	Cluster_5529	N	86	35	58	1	0
Pocillopora_meandrina_HIv1___Sc0000024:2882444-2882854	Cluster_5530	N	44	33	17	0	0
Pocillopora_meandrina_HIv1___Sc0000024:2886024-2886449	Cluster_5531	N	116	4	4	47	9
Pocillopora_meandrina_HIv1___Sc0000024:2888072-2888500	Cluster_5532	N	149	24	1	4	2
Pocillopora_meandrina_HIv1___Sc0000024:2888788-2889209	Cluster_5533	N	46	13	5	79	4
Pocillopora_meandrina_HIv1___Sc0000024:2889642-2890085	Cluster_5534	N	449	93	31	187	81
Pocillopora_meandrina_HIv1___Sc0000024:2893298-2894396	Cluster_5535	N	615	499	11	705	296
Pocillopora_meandrina_HIv1___Sc0000024:2894481-2894908	Cluster_5536	N	60	5	1	149	154
Pocillopora_meandrina_HIv1___Sc0000024:2904527-2905081	Cluster_5537	N	2	483	20	1	40
Pocillopora_meandrina_HIv1___Sc0000024:2909145-2911796	Cluster_5538	N	9915	90	1429	631	2609
Pocillopora_meandrina_HIv1___Sc0000024:2912380-2914163	Cluster_5539	N	1208	65	859	1765	93
Pocillopora_meandrina_HIv1___Sc0000024:2919102-2919695	Cluster_5540	N	61	376	16	161	113
Pocillopora_meandrina_HIv1___Sc0000024:2920383-2920796	Cluster_5541	N	83	14	23	7	0
Pocillopora_meandrina_HIv1___Sc0000024:2921044-2921472	Cluster_5542	N	65	14	18	14	13
Pocillopora_meandrina_HIv1___Sc0000024:2922150-2922577	Cluster_5543	N	102	15	7	3	15
Pocillopora_meandrina_HIv1___Sc0000024:2923270-2924756	Cluster_5544	N	32683	22342	20404	44319	11758
Pocillopora_meandrina_HIv1___Sc0000024:2925032-2926622	Cluster_5545	N	611	200	272	304	208
Pocillopora_meandrina_HIv1___Sc0000024:2927288-2927864	Cluster_5546	N	296	49	100	97	66
Pocillopora_meandrina_HIv1___Sc0000024:2928128-2928571	Cluster_5547	N	2470	117	105	58	116
Pocillopora_meandrina_HIv1___Sc0000024:2928770-2929205	Cluster_5548	N	128	29	45	52	34
Pocillopora_meandrina_HIv1___Sc0000024:2929947-2930654	Cluster_5549	N	262	59	93	81	87
Pocillopora_meandrina_HIv1___Sc0000024:2930984-2932095	Cluster_5550	N	210	73	138	80	76
Pocillopora_meandrina_HIv1___Sc0000024:2932941-2934247	Cluster_5551	N	2207	7192	6035	12989	4510
Pocillopora_meandrina_HIv1___Sc0000024:2935134-2936134	Cluster_5552	N	23674	16567	23604	13663	3398
Pocillopora_meandrina_HIv1___Sc0000024:2938496-2938922	Cluster_5553	N	0	1	0	13	100
Pocillopora_meandrina_HIv1___Sc0000024:2939249-2939713	Cluster_5554	N	148	473	4703	204	24
Pocillopora_meandrina_HIv1___Sc0000024:2939960-2940388	Cluster_5555	N	29	7	42	36	14
Pocillopora_meandrina_HIv1___Sc0000024:2940579-2941092	Cluster_5556	N	147	35	143	183	7
Pocillopora_meandrina_HIv1___Sc0000024:2943422-2943998	Cluster_5557	N	167	26	32	77	14
Pocillopora_meandrina_HIv1___Sc0000024:2944852-2946315	Cluster_5558	N	2196	537	713	2078	283
Pocillopora_meandrina_HIv1___Sc0000024:2946412-2947417	Cluster_5559	N	829	288	552	1180	316
Pocillopora_meandrina_HIv1___Sc0000024:2947616-2948039	Cluster_5560	N	50	5	17	5	25
Pocillopora_meandrina_HIv1___Sc0000024:2948126-2948556	Cluster_5561	N	91	31	52	50	38
Pocillopora_meandrina_HIv1___Sc0000024:2949353-2950434	Cluster_5562	N	213	1086	333	604	26
Pocillopora_meandrina_HIv1___Sc0000024:2951229-2951636	Cluster_5563	N	22	28	19	69	5
Pocillopora_meandrina_HIv1___Sc0000024:2951808-2952697	Cluster_5564	N	403	127	140	162	120
Pocillopora_meandrina_HIv1___Sc0000024:2953520-2955247	Cluster_5565	N	2290	1525	3078	5682	3327
Pocillopora_meandrina_HIv1___Sc0000024:2955585-2956354	Cluster_5566	N	416	125	232	112	140
Pocillopora_meandrina_HIv1___Sc0000024:2956919-2957505	Cluster_5567	N	163	46	95	113	57
Pocillopora_meandrina_HIv1___Sc0000024:2957673-2959749	Cluster_5568	N	1082	271	1061	1752	369
Pocillopora_meandrina_HIv1___Sc0000024:2961625-2962054	Cluster_5569	N	24	10	17	1	176
Pocillopora_meandrina_HIv1___Sc0000024:2962808-2963478	Cluster_5570	N	278	366	528	480	242
Pocillopora_meandrina_HIv1___Sc0000024:2964138-2964604	Cluster_5571	N	80	47	122	114	52
Pocillopora_meandrina_HIv1___Sc0000024:3011473-3011900	Cluster_5572	N	5	0	97	21	2
Pocillopora_meandrina_HIv1___Sc0000024:3012455-3012894	Cluster_5573	N	190	68	64	35	8
Pocillopora_meandrina_HIv1___Sc0000024:3026184-3026614	Cluster_5574	N	143	327	689	1	0
Pocillopora_meandrina_HIv1___Sc0000024:3303903-3304324	Cluster_5575	N	131	2	1	1	3
Pocillopora_meandrina_HIv1___Sc0000024:3340389-3340814	Cluster_5576	N	890	368	648	507	273
Pocillopora_meandrina_HIv1___Sc0000024:3341706-3342134	Cluster_5577	N	234	119	114	92	28
Pocillopora_meandrina_HIv1___Sc0000024:3418565-3419986	Cluster_5578	N	549	218	366	578	56
Pocillopora_meandrina_HIv1___Sc0000024:3420037-3421305	Cluster_5579	N	3563	401	2089	1007	195
Pocillopora_meandrina_HIv1___Sc0000024:3513700-3514151	Cluster_5580	N	66	86	53	82	154
Pocillopora_meandrina_HIv1___Sc0000024:3537929-3538348	Cluster_5581	N	12	14	8	12	28
Pocillopora_meandrina_HIv1___Sc0000024:3627744-3628216	Cluster_5582	N	2	73	2529	22	0
Pocillopora_meandrina_HIv1___Sc0000024:3838747-3839209	Cluster_5583	N	101	128	81	113	46
Pocillopora_meandrina_HIv1___Sc0000024:3842999-3843408	Cluster_5584	N	28	70	0	20	23
Pocillopora_meandrina_HIv1___Sc0000024:3896813-3898219	Cluster_5585	N	1240	1222	106	1639	890
Pocillopora_meandrina_HIv1___Sc0000024:4039267-4039915	Cluster_5586	N	22	313	6	123	63
Pocillopora_meandrina_HIv1___Sc0000024:4056716-4057308	Cluster_5587	N	142	97	3970	1	1306
Pocillopora_meandrina_HIv1___Sc0000024:4058901-4059330	Cluster_5588	N	0	2892	0	0	0
Pocillopora_meandrina_HIv1___Sc0000024:4078778-4079178	Cluster_5589	N	6	88	0	0	0
Pocillopora_meandrina_HIv1___Sc0000024:4083839-4086648	Cluster_5590	N	7146	2510	3446	6571	1147
Pocillopora_meandrina_HIv1___Sc0000024:4093656-4094411	Cluster_5591	N	2500	968	544	2400	259
Pocillopora_meandrina_HIv1___Sc0000024:4106599-4107398	Cluster_5592	N	80	11	106	126	59
Pocillopora_meandrina_HIv1___Sc0000024:4127709-4128273	Cluster_5593	N	182	1	106	32	175
Pocillopora_meandrina_HIv1___Sc0000024:4161863-4162312	Cluster_5594	N	1	8	83	364	217
Pocillopora_meandrina_HIv1___Sc0000024:4162817-4163523	Cluster_5595	N	76	102	85	109	29
Pocillopora_meandrina_HIv1___Sc0000024:4164809-4165236	Cluster_5596	N	15	40	29	92	27
Pocillopora_meandrina_HIv1___Sc0000024:4165316-4166008	Cluster_5597	N	68	372	245	216	64
Pocillopora_meandrina_HIv1___Sc0000024:4169264-4169705	Cluster_5598	N	5	99	75	64	1
Pocillopora_meandrina_HIv1___Sc0000024:4201928-4202459	Cluster_5599	N	0	216	354	0	2
Pocillopora_meandrina_HIv1___Sc0000024:4207681-4208168	Cluster_5600	N	14	5	587	15	0
Pocillopora_meandrina_HIv1___Sc0000024:4208466-4208893	Cluster_5601	N	189	0	4	0	6
Pocillopora_meandrina_HIv1___Sc0000024:4211041-4211469	Cluster_5602	N	101	54	114	82	15
Pocillopora_meandrina_HIv1___Sc0000024:4260282-4260711	Cluster_5603	N	3	26	80	0	4
Pocillopora_meandrina_HIv1___Sc0000024:4387785-4388204	Cluster_5604	N	57	6	16	11	2
Pocillopora_meandrina_HIv1___Sc0000024:4472787-4473204	Cluster_5605	N	27	2	38	23	23
Pocillopora_meandrina_HIv1___Sc0000024:4490178-4490607	Cluster_5606	N	28	7	160	15	8
Pocillopora_meandrina_HIv1___Sc0000024:4543520-4543968	Cluster_5607	N	856	200	813	91	42
Pocillopora_meandrina_HIv1___Sc0000024:4629024-4629867	Cluster_5608	N	90	344	136	326	636
