# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/17-Ptuh-lncRNA/Ptuh-lncRNA.gtf" "-o" "../output/18-Ptuh-lncRNA-matrix/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam
lncRNA_15038	Pocillopora_meandrina_HIv1___Sc0000039	1337669	1337937	+	269	22	0	52	8	9
lncRNA_15039	Pocillopora_meandrina_HIv1___Sc0000039	1352106	1352355	+	250	0	0	19	0	18
lncRNA_15040	Pocillopora_meandrina_HIv1___Sc0000039	1391737	1391956	+	220	0	0	0	0	12
lncRNA_15041	Pocillopora_meandrina_HIv1___Sc0000039	1415786	1416362	+	577	2	31	69	18	0
lncRNA_15042	Pocillopora_meandrina_HIv1___Sc0000039	1416718	1416952	+	235	0	6	7	20	0
lncRNA_15043	Pocillopora_meandrina_HIv1___Sc0000039	1687275	1687483	+	209	15	10	2	6	12
lncRNA_15044	Pocillopora_meandrina_HIv1___Sc0000039	1816747	1817028	+	282	0	33	0	22	0
lncRNA_15045	Pocillopora_meandrina_HIv1___Sc0000039	1899042	1899263	+	222	18	0	21	1	48
lncRNA_15046	Pocillopora_meandrina_HIv1___Sc0000039	1926483	1926759	+	277	0	28	12	20	0
lncRNA_15047	Pocillopora_meandrina_HIv1___Sc0000039	1963153	1963381	+	229	5	13	2	0	7
lncRNA_15048	Pocillopora_meandrina_HIv1___Sc0000039	1968731	1969198	+	468	42	14	16	41	16
lncRNA_15049	Pocillopora_meandrina_HIv1___Sc0000039	1981735	1982668	+	934	3406	870	4119	1813	1806
lncRNA_15050	Pocillopora_meandrina_HIv1___Sc0000039	1983614	1984617	+	1004	70	28	37	10	101
lncRNA_15051	Pocillopora_meandrina_HIv1___Sc0000039	1987066	1987360	+	295	1	30	23	11	0
lncRNA_15052	Pocillopora_meandrina_HIv1___Sc0000039	2204152	2204552	+	401	0	2	30	31	16
lncRNA_15053	Pocillopora_meandrina_HIv1___Sc0000040	258268	259368	+	1101	97	0	2	85	0
lncRNA_15054	Pocillopora_meandrina_HIv1___Sc0000040	423406	424912	+	1507	58	26	0	165	48
lncRNA_15055	Pocillopora_meandrina_HIv1___Sc0000040	881508	883373	+	1866	0	0	126	15	0
lncRNA_15056	Pocillopora_meandrina_HIv1___Sc0000040	974118	975195	+	1078	86	8	186	138	41
lncRNA_15057	Pocillopora_meandrina_HIv1___Sc0000040	987464	1008980	+	21517	490	616	1704	1202	542
lncRNA_15058	Pocillopora_meandrina_HIv1___Sc0000040	997286	998644	+	1359	0	0	0	0	0
lncRNA_15059	Pocillopora_meandrina_HIv1___Sc0000040	1112745	1116445	+	3701	328	175	285	356	26
lncRNA_15060	Pocillopora_meandrina_HIv1___Sc0000040	1125691	1126039	+	349	0	0	0	0	0
lncRNA_15061	Pocillopora_meandrina_HIv1___Sc0000040	1127338	1128248	+	911	0	0	0	0	0
lncRNA_15062	Pocillopora_meandrina_HIv1___Sc0000040	1317333	1318043	+	711	0	0	2	0	0
lncRNA_15063	Pocillopora_meandrina_HIv1___Sc0000040	1335084	1336083	+	1000	0	0	0	0	0
lncRNA_15064	Pocillopora_meandrina_HIv1___Sc0000040	1335084	1336295	+	1212	4	2	5	0	0
lncRNA_15065	Pocillopora_meandrina_HIv1___Sc0000040	1340354	1342233	+	1880	29	9	29	11	26
lncRNA_15066	Pocillopora_meandrina_HIv1___Sc0000040	1340839	1342233	+	1395	0	0	0	0	0
lncRNA_15067	Pocillopora_meandrina_HIv1___Sc0000040	1633713	1650821	+	17109	0	0	0	0	0
lncRNA_15068	Pocillopora_meandrina_HIv1___Sc0000040	1642536	1650181	+	7646	0	0	0	0	0
lncRNA_15069	Pocillopora_meandrina_HIv1___Sc0000040	1730905	1734536	+	3632	10	178	52	58	651
lncRNA_15070	Pocillopora_meandrina_HIv1___Sc0000040	1742482	1749571	+	7090	2	50	49	54	64
lncRNA_15071	Pocillopora_meandrina_HIv1___Sc0000040	1779388	1779636	+	249	37	4	6	10	12
lncRNA_15072	Pocillopora_meandrina_HIv1___Sc0000040	2164054	2166243	+	2190	42	68	118	138	20
lncRNA_15073	Pocillopora_meandrina_HIv1___Sc0000040	2185601	2186056	+	456	0	13	28	0	7
lncRNA_15074	Pocillopora_meandrina_HIv1___Sc0000040	2323485	2327328	+	3844	111	49	54	55	8
lncRNA_15075	Pocillopora_meandrina_HIv1___Sc0000040	2329712	2331784	+	2073	121	42	76	51	0
lncRNA_15076	Pocillopora_meandrina_HIv1___Sc0000040	256399	258132	+	1734	136	2	0	116	6
lncRNA_15077	Pocillopora_meandrina_HIv1___Sc0000040	299597	301025	+	1429	168	6	7	31	0
lncRNA_15078	Pocillopora_meandrina_HIv1___Sc0000040	319642	321913	+	2272	0	37	13	40	117
lncRNA_15079	Pocillopora_meandrina_HIv1___Sc0000040	561701	564369	+	2669	151	27	163	141	38
lncRNA_15080	Pocillopora_meandrina_HIv1___Sc0000040	742460	750240	+	7781	336	1367	479	1777	975
lncRNA_15081	Pocillopora_meandrina_HIv1___Sc0000040	765453	770132	+	4680	20	301	29	122	0
lncRNA_15082	Pocillopora_meandrina_HIv1___Sc0000040	848989	853877	+	4889	0	1	63	505	24
lncRNA_15083	Pocillopora_meandrina_HIv1___Sc0000040	892160	892627	+	468	5	0	69	0	13
lncRNA_15084	Pocillopora_meandrina_HIv1___Sc0000040	939660	940975	+	1316	112	55	1027	289	86
lncRNA_15085	Pocillopora_meandrina_HIv1___Sc0000040	957380	958743	+	1364	198	29	192	201	88
lncRNA_15086	Pocillopora_meandrina_HIv1___Sc0000040	959963	963088	+	3126	48	2	31	22	14
lncRNA_15087	Pocillopora_meandrina_HIv1___Sc0000040	961299	968075	+	6777	9	4	43	12	5
lncRNA_15088	Pocillopora_meandrina_HIv1___Sc0000040	970702	971235	+	534	16	37	110	90	9
lncRNA_15089	Pocillopora_meandrina_HIv1___Sc0000040	989118	991180	+	2063	0	0	0	0	0
lncRNA_15090	Pocillopora_meandrina_HIv1___Sc0000040	991916	992962	+	1047	0	0	0	0	0
lncRNA_15091	Pocillopora_meandrina_HIv1___Sc0000040	993378	996881	+	3504	0	0	0	0	0
lncRNA_15092	Pocillopora_meandrina_HIv1___Sc0000040	1103167	1105486	+	2320	0	0	0	0	0
lncRNA_15093	Pocillopora_meandrina_HIv1___Sc0000040	1103167	1105486	+	2320	0	0	0	0	0
lncRNA_15094	Pocillopora_meandrina_HIv1___Sc0000040	1116982	1118706	+	1725	370	72	369	224	41
lncRNA_15095	Pocillopora_meandrina_HIv1___Sc0000040	1120357	1130719	+	10363	83	84	254	150	47
lncRNA_15096	Pocillopora_meandrina_HIv1___Sc0000040	1146483	1150330	+	3848	487	29	245	232	4
lncRNA_15097	Pocillopora_meandrina_HIv1___Sc0000040	1196777	1201418	+	4642	143	23	114	68	23
lncRNA_15098	Pocillopora_meandrina_HIv1___Sc0000040	1234899	1235876	+	978	11	8	47	20	7
lncRNA_15099	Pocillopora_meandrina_HIv1___Sc0000040	1252790	1258240	+	5451	21	9	132	39	226
lncRNA_15100	Pocillopora_meandrina_HIv1___Sc0000040	1277700	1278098	+	399	3	22	74	1	9
lncRNA_15101	Pocillopora_meandrina_HIv1___Sc0000040	1278798	1279437	+	640	0	2	60	53	0
lncRNA_15102	Pocillopora_meandrina_HIv1___Sc0000040	1311235	1312692	+	1458	26	0	207	19	52
lncRNA_15103	Pocillopora_meandrina_HIv1___Sc0000040	1333123	1334863	+	1741	30	27	17	17	3
lncRNA_15104	Pocillopora_meandrina_HIv1___Sc0000040	1341899	1342875	+	977	0	0	0	1	10
lncRNA_15105	Pocillopora_meandrina_HIv1___Sc0000040	1453817	1455027	+	1211	4	12	95	0	8
lncRNA_15106	Pocillopora_meandrina_HIv1___Sc0000040	1632493	1638516	+	6024	0	0	0	0	0
lncRNA_15107	Pocillopora_meandrina_HIv1___Sc0000040	1632513	1635134	+	2622	0	0	0	0	0
lncRNA_15108	Pocillopora_meandrina_HIv1___Sc0000040	1632513	1647346	+	14834	0	0	0	0	0
lncRNA_15109	Pocillopora_meandrina_HIv1___Sc0000040	1649243	1654377	+	5135	0	0	0	0	0
lncRNA_15110	Pocillopora_meandrina_HIv1___Sc0000040	1649780	1654377	+	4598	0	0	0	0	0
lncRNA_15111	Pocillopora_meandrina_HIv1___Sc0000040	1671492	1680655	+	9164	0	0	0	0	0
lncRNA_15112	Pocillopora_meandrina_HIv1___Sc0000040	1671504	1685405	+	13902	0	0	0	0	0
lncRNA_15113	Pocillopora_meandrina_HIv1___Sc0000040	1672110	1692797	+	20688	0	12	8	0	1
lncRNA_15114	Pocillopora_meandrina_HIv1___Sc0000040	1690425	1694755	+	4331	0	0	0	4	2
lncRNA_15115	Pocillopora_meandrina_HIv1___Sc0000040	1738724	1739605	+	882	77	11	9	26	0
lncRNA_15116	Pocillopora_meandrina_HIv1___Sc0000040	1752727	1756289	+	3563	396	46	329	285	86
lncRNA_15117	Pocillopora_meandrina_HIv1___Sc0000040	1859236	1860136	+	901	0	52	12	5	12
lncRNA_15118	Pocillopora_meandrina_HIv1___Sc0000040	1865083	1866197	+	1115	45	42	35	21	46
lncRNA_15119	Pocillopora_meandrina_HIv1___Sc0000040	1878914	1903796	+	24883	362	270	119	972	361
lncRNA_15120	Pocillopora_meandrina_HIv1___Sc0000040	1896784	1903796	+	7013	0	0	0	0	0
lncRNA_15121	Pocillopora_meandrina_HIv1___Sc0000040	1896788	1919718	+	22931	667	2647	115	561	47
lncRNA_15122	Pocillopora_meandrina_HIv1___Sc0000040	2053374	2054326	+	953	3535	7706	237	1839	103
lncRNA_15123	Pocillopora_meandrina_HIv1___Sc0000040	1958147	1959032	+	886	15	6	7	0	24
lncRNA_15124	Pocillopora_meandrina_HIv1___Sc0000040	2004902	2005912	+	1011	22	19	28	16	14
lncRNA_15125	Pocillopora_meandrina_HIv1___Sc0000040	2084556	2086228	+	1673	0	274	22	88	133
lncRNA_15126	Pocillopora_meandrina_HIv1___Sc0000040	2107571	2135724	+	28154	1862	2112	148	2193	956
lncRNA_15127	Pocillopora_meandrina_HIv1___Sc0000040	2189452	2189729	+	278	0	31	0	29	0
lncRNA_15128	Pocillopora_meandrina_HIv1___Sc0000040	2281865	2282464	+	600	10	0	74	2	10
lncRNA_15129	Pocillopora_meandrina_HIv1___Sc0000040	191894	192210	+	317	0	30	16	0	0
lncRNA_15130	Pocillopora_meandrina_HIv1___Sc0000040	612362	612664	+	303	8	29	17	34	0
lncRNA_15131	Pocillopora_meandrina_HIv1___Sc0000040	615741	616508	+	768	24	12	28	52	12
lncRNA_15132	Pocillopora_meandrina_HIv1___Sc0000040	619819	620121	+	303	0	9	32	30	1
lncRNA_15133	Pocillopora_meandrina_HIv1___Sc0000040	623305	624258	+	954	10	4	2	62	56
lncRNA_15134	Pocillopora_meandrina_HIv1___Sc0000040	641320	641632	+	313	0	0	48	0	0
lncRNA_15135	Pocillopora_meandrina_HIv1___Sc0000040	670090	670348	+	259	0	0	0	21	0
lncRNA_15136	Pocillopora_meandrina_HIv1___Sc0000040	685832	687297	+	1466	0	2	3	0	1
lncRNA_15137	Pocillopora_meandrina_HIv1___Sc0000040	699262	699496	+	235	0	22	0	0	0
lncRNA_15138	Pocillopora_meandrina_HIv1___Sc0000040	711660	711989	+	330	2	20	10	45	8
lncRNA_15139	Pocillopora_meandrina_HIv1___Sc0000040	715202	715815	+	614	0	16	69	55	1
lncRNA_15140	Pocillopora_meandrina_HIv1___Sc0000040	717608	717921	+	314	0	24	14	41	0
lncRNA_15141	Pocillopora_meandrina_HIv1___Sc0000040	721067	721295	+	229	0	2	0	18	0
lncRNA_15142	Pocillopora_meandrina_HIv1___Sc0000040	727249	727533	+	285	0	4	9	35	0
lncRNA_15143	Pocillopora_meandrina_HIv1___Sc0000040	750795	751174	+	380	0	3	17	57	11
lncRNA_15144	Pocillopora_meandrina_HIv1___Sc0000040	794702	794964	+	263	0	0	0	0	16
lncRNA_15145	Pocillopora_meandrina_HIv1___Sc0000040	795234	795806	+	573	41	11	65	18	0
lncRNA_15146	Pocillopora_meandrina_HIv1___Sc0000040	796101	796337	+	237	2	0	10	8	26
lncRNA_15147	Pocillopora_meandrina_HIv1___Sc0000040	798647	799586	+	940	17	66	103	132	0
lncRNA_15148	Pocillopora_meandrina_HIv1___Sc0000040	806330	806636	+	307	13	20	33	27	0
lncRNA_15149	Pocillopora_meandrina_HIv1___Sc0000040	1412145	1412350	+	206	0	0	23	0	0
lncRNA_15150	Pocillopora_meandrina_HIv1___Sc0000040	1509929	1510309	+	381	0	51	27	44	0
lncRNA_15151	Pocillopora_meandrina_HIv1___Sc0000040	1740509	1740929	+	421	0	15	10	22	18
lncRNA_15152	Pocillopora_meandrina_HIv1___Sc0000040	1864607	1864826	+	220	0	2	0	22	0
lncRNA_15153	Pocillopora_meandrina_HIv1___Sc0000040	1867357	1867659	+	303	26	12	17	7	0
lncRNA_15154	Pocillopora_meandrina_HIv1___Sc0000040	2166792	2167076	+	285	0	18	19	7	0
lncRNA_15155	Pocillopora_meandrina_HIv1___Sc0000040	2168873	2169142	+	270	0	0	0	34	0
lncRNA_15156	Pocillopora_meandrina_HIv1___Sc0000040	2202381	2202924	+	544	0	0	8	0	26
lncRNA_15157	Pocillopora_meandrina_HIv1___Sc0000040	2235785	2236014	+	230	8	17	25	31	2
lncRNA_15158	Pocillopora_meandrina_HIv1___Sc0000040	2236909	2237230	+	322	0	0	35	0	0
lncRNA_15159	Pocillopora_meandrina_HIv1___Sc0000040	2244134	2244390	+	257	0	0	28	0	0
lncRNA_15160	Pocillopora_meandrina_HIv1___Sc0000040	2246296	2246553	+	258	0	28	32	9	0
lncRNA_15161	Pocillopora_meandrina_HIv1___Sc0000040	2258692	2259206	+	515	0	33	2	1	0
lncRNA_15162	Pocillopora_meandrina_HIv1___Sc0000040	2260194	2260991	+	798	6	69	12	29	0
lncRNA_15163	Pocillopora_meandrina_HIv1___Sc0000040	2263002	2264339	+	1338	1	4	15	8	68
lncRNA_15164	Pocillopora_meandrina_HIv1___Sc0000040	2269231	2269599	+	369	2	57	18	31	0
lncRNA_15165	Pocillopora_meandrina_HIv1___Sc0000040	2271818	2272533	+	716	23	51	26	48	0
lncRNA_15166	Pocillopora_meandrina_HIv1___Sc0000040	2273882	2274128	+	247	0	0	23	14	24
lncRNA_15167	Pocillopora_meandrina_HIv1___Sc0000040	2293263	2293562	+	300	0	3	4	17	0
lncRNA_15168	Pocillopora_meandrina_HIv1___Sc0000040	2298960	2299245	+	286	0	23	14	13	0
lncRNA_15169	Pocillopora_meandrina_HIv1___Sc0000040	2308118	2308778	+	661	2	26	47	76	4
lncRNA_15170	Pocillopora_meandrina_HIv1___Sc0000040	2309765	2310022	+	258	0	18	0	0	0
lncRNA_15171	Pocillopora_meandrina_HIv1___Sc0000040	2356176	2356424	+	249	0	4	0	17	0
lncRNA_15172	Pocillopora_meandrina_HIv1___Sc0000040	2413365	2413814	+	450	0	2	0	0	25
lncRNA_15173	Pocillopora_meandrina_HIv1___Sc0000040	2418283	2418549	+	267	0	4	0	16	0
lncRNA_15174	Pocillopora_meandrina_HIv1___Sc0000040	2421288	2421653	+	366	0	13	32	0	5
lncRNA_15175	Pocillopora_meandrina_HIv1___Sc0000040	2442756	2443286	+	531	23	11	17	28	1
lncRNA_15176	Pocillopora_meandrina_HIv1___Sc0000041	10977	14031	+	3055	0	0	1	0	0
lncRNA_15177	Pocillopora_meandrina_HIv1___Sc0000041	11041	14031	+	2991	0	0	0	0	0
lncRNA_15178	Pocillopora_meandrina_HIv1___Sc0000041	15132	16733	+	1602	4	12	2	0	0
lncRNA_15179	Pocillopora_meandrina_HIv1___Sc0000041	18609	18853	+	245	8	7	2	0	2
lncRNA_15180	Pocillopora_meandrina_HIv1___Sc0000041	124093	125046	+	954	0	0	41	11	0
lncRNA_15181	Pocillopora_meandrina_HIv1___Sc0000041	170847	176950	+	6104	0	2	123	0	0
lncRNA_15182	Pocillopora_meandrina_HIv1___Sc0000041	251374	255477	+	4104	0	0	0	0	0
lncRNA_15183	Pocillopora_meandrina_HIv1___Sc0000041	251395	255477	+	4083	0	0	0	0	0
lncRNA_15184	Pocillopora_meandrina_HIv1___Sc0000041	663010	673657	+	10648	0	0	0	0	0
lncRNA_15185	Pocillopora_meandrina_HIv1___Sc0000041	663042	673657	+	10616	0	0	0	0	0
lncRNA_15186	Pocillopora_meandrina_HIv1___Sc0000041	671638	673657	+	2020	0	0	0	0	0
lncRNA_15187	Pocillopora_meandrina_HIv1___Sc0000041	885217	893564	+	8348	221	47	251	217	56
lncRNA_15188	Pocillopora_meandrina_HIv1___Sc0000041	965918	966575	+	658	5	14	3	82	1
lncRNA_15189	Pocillopora_meandrina_HIv1___Sc0000041	1346078	1348384	+	2307	0	0	48	0	0
lncRNA_15190	Pocillopora_meandrina_HIv1___Sc0000041	1368983	1370204	+	1222	38	26	72	21	60
lncRNA_15191	Pocillopora_meandrina_HIv1___Sc0000041	1387228	1387831	+	604	0	4	0	0	18
lncRNA_15192	Pocillopora_meandrina_HIv1___Sc0000041	1515617	1516208	+	592	52	17	11	17	3
lncRNA_15193	Pocillopora_meandrina_HIv1___Sc0000041	1638177	1638901	+	725	1610	1055	1758	1201	815
lncRNA_15194	Pocillopora_meandrina_HIv1___Sc0000041	274312	275589	+	1278	1	467	531	408	476
lncRNA_15195	Pocillopora_meandrina_HIv1___Sc0000041	207535	207999	+	465	60	108	33	1	0
lncRNA_15196	Pocillopora_meandrina_HIv1___Sc0000041	270676	271585	+	910	5	148	18	97	15
lncRNA_15197	Pocillopora_meandrina_HIv1___Sc0000041	512174	516450	+	4277	154	218	487	408	214
lncRNA_15198	Pocillopora_meandrina_HIv1___Sc0000041	542665	544916	+	2252	150	255	101	375	45
lncRNA_15199	Pocillopora_meandrina_HIv1___Sc0000041	852683	855468	+	2786	79	48	77	71	67
lncRNA_15200	Pocillopora_meandrina_HIv1___Sc0000041	859736	865256	+	5521	1474	149	2056	496	231
lncRNA_15201	Pocillopora_meandrina_HIv1___Sc0000041	880634	887424	+	6791	417	217	656	184	76
lncRNA_15202	Pocillopora_meandrina_HIv1___Sc0000041	888098	890889	+	2792	0	0	0	0	0
lncRNA_15203	Pocillopora_meandrina_HIv1___Sc0000041	889360	890889	+	1530	0	0	0	0	0
lncRNA_15204	Pocillopora_meandrina_HIv1___Sc0000041	971675	973445	+	1771	74	144	72	262	211
lncRNA_15205	Pocillopora_meandrina_HIv1___Sc0000041	972345	973445	+	1101	0	0	0	0	0
lncRNA_15206	Pocillopora_meandrina_HIv1___Sc0000041	1017930	1036586	+	18657	317	197	217	372	78
lncRNA_15207	Pocillopora_meandrina_HIv1___Sc0000041	1027533	1036586	+	9054	0	0	0	0	0
lncRNA_15208	Pocillopora_meandrina_HIv1___Sc0000041	1038643	1041016	+	2374	1368	1518	1062	997	1038
lncRNA_15209	Pocillopora_meandrina_HIv1___Sc0000041	1257657	1259148	+	1492	0	41	20	41	2
lncRNA_15210	Pocillopora_meandrina_HIv1___Sc0000041	1441804	1442080	+	277	0	3	49	63	18
lncRNA_15211	Pocillopora_meandrina_HIv1___Sc0000041	1784441	1785890	+	1450	0	0	0	0	0
lncRNA_15212	Pocillopora_meandrina_HIv1___Sc0000041	1784441	1785890	+	1450	0	0	0	0	0
lncRNA_15213	Pocillopora_meandrina_HIv1___Sc0000041	20924	21175	+	252	60	52	10	0	0
lncRNA_15214	Pocillopora_meandrina_HIv1___Sc0000041	47755	48653	+	899	3	5	134	5	46
lncRNA_15215	Pocillopora_meandrina_HIv1___Sc0000041	49005	49280	+	276	0	7	48	3	45
lncRNA_15216	Pocillopora_meandrina_HIv1___Sc0000041	62368	63501	+	1134	60	93	102	8	176
lncRNA_15217	Pocillopora_meandrina_HIv1___Sc0000041	132711	133382	+	672	123	77	316	120	97
lncRNA_15218	Pocillopora_meandrina_HIv1___Sc0000041	305920	306184	+	265	0	0	0	0	16
lncRNA_15219	Pocillopora_meandrina_HIv1___Sc0000041	308509	308740	+	232	0	1	9	6	20
lncRNA_15220	Pocillopora_meandrina_HIv1___Sc0000041	342742	343050	+	309	6	4	27	25	4
lncRNA_15221	Pocillopora_meandrina_HIv1___Sc0000041	456409	456620	+	212	0	0	2	0	13
lncRNA_15222	Pocillopora_meandrina_HIv1___Sc0000041	474597	475385	+	789	6	14	61	21	6
lncRNA_15223	Pocillopora_meandrina_HIv1___Sc0000041	508562	509262	+	701	30	5	44	51	20
lncRNA_15224	Pocillopora_meandrina_HIv1___Sc0000041	523838	524086	+	249	11	0	31	8	6
lncRNA_15225	Pocillopora_meandrina_HIv1___Sc0000041	572577	572972	+	396	3	117	9	2	0
lncRNA_15226	Pocillopora_meandrina_HIv1___Sc0000041	674171	674382	+	212	12	4	9	14	13
lncRNA_15227	Pocillopora_meandrina_HIv1___Sc0000041	682411	682890	+	480	1	0	0	2	28
lncRNA_15228	Pocillopora_meandrina_HIv1___Sc0000041	751433	751653	+	221	0	2	0	40	0
lncRNA_15229	Pocillopora_meandrina_HIv1___Sc0000041	937965	938412	+	448	21	34	22	73	43
lncRNA_15230	Pocillopora_meandrina_HIv1___Sc0000041	981335	982064	+	730	51	69	11	95	14
lncRNA_15231	Pocillopora_meandrina_HIv1___Sc0000041	989228	990522	+	1295	45	284	106	440	104
lncRNA_15232	Pocillopora_meandrina_HIv1___Sc0000041	1025220	1027129	+	1910	0	0	0	0	0
lncRNA_15233	Pocillopora_meandrina_HIv1___Sc0000041	1267247	1267458	+	212	0	14	16	24	0
lncRNA_15234	Pocillopora_meandrina_HIv1___Sc0000041	1342814	1343078	+	265	40	77	30	8	0
lncRNA_15235	Pocillopora_meandrina_HIv1___Sc0000041	1347023	1347853	+	831	0	0	0	0	0
lncRNA_15236	Pocillopora_meandrina_HIv1___Sc0000041	1416395	1416984	+	590	6	42	21	0	0
lncRNA_15237	Pocillopora_meandrina_HIv1___Sc0000041	1578974	1579797	+	824	22	2	1	0	4
lncRNA_15238	Pocillopora_meandrina_HIv1___Sc0000041	1661928	1662573	+	646	28	49	51	64	26
lncRNA_15239	Pocillopora_meandrina_HIv1___Sc0000041	1749575	1750048	+	474	0	26	22	56	0
lncRNA_15240	Pocillopora_meandrina_HIv1___Sc0000041	1813043	1813323	+	281	5	12	20	29	0
lncRNA_15241	Pocillopora_meandrina_HIv1___Sc0000041	1817663	1818003	+	341	0	40	12	10	0
lncRNA_15242	Pocillopora_meandrina_HIv1___Sc0000041	1822454	1822938	+	485	0	5	12	16	32
lncRNA_15243	Pocillopora_meandrina_HIv1___Sc0000041	1847882	1848110	+	229	2	6	6	27	1
lncRNA_15244	Pocillopora_meandrina_HIv1___Sc0000041	1859884	1860252	+	369	12	19	6	14	26
lncRNA_15245	Pocillopora_meandrina_HIv1___Sc0000041	2146165	2146427	+	263	0	14	25	9	0
lncRNA_15246	Pocillopora_meandrina_HIv1___Sc0000041	2152687	2153223	+	537	5	83	105	99	0
lncRNA_15247	Pocillopora_meandrina_HIv1___Sc0000042	461412	461649	+	238	0	10	17	32	0
lncRNA_15248	Pocillopora_meandrina_HIv1___Sc0000042	525927	526538	+	612	0	0	0	0	0
lncRNA_15249	Pocillopora_meandrina_HIv1___Sc0000042	525927	526538	+	612	0	0	0	0	0
lncRNA_15250	Pocillopora_meandrina_HIv1___Sc0000042	869380	881301	+	11922	0	0	0	0	0
lncRNA_15251	Pocillopora_meandrina_HIv1___Sc0000042	1025751	1026243	+	493	11	107	73	80	22
lncRNA_15252	Pocillopora_meandrina_HIv1___Sc0000042	1044303	1065870	+	21568	472	456	219	435	165
lncRNA_15253	Pocillopora_meandrina_HIv1___Sc0000042	1084855	1085591	+	737	14	22	7	30	8
lncRNA_15254	Pocillopora_meandrina_HIv1___Sc0000042	1086217	1086837	+	621	61	35	25	18	20
lncRNA_15255	Pocillopora_meandrina_HIv1___Sc0000042	1428648	1428860	+	213	0	0	0	3	11
lncRNA_15256	Pocillopora_meandrina_HIv1___Sc0000042	1446630	1447594	+	965	0	0	0	0	0
lncRNA_15257	Pocillopora_meandrina_HIv1___Sc0000042	1516874	1517907	+	1034	132	83	33	42	112
lncRNA_15258	Pocillopora_meandrina_HIv1___Sc0000042	1590431	1592966	+	2536	0	12	73	118	27
lncRNA_15259	Pocillopora_meandrina_HIv1___Sc0000042	1591961	1592966	+	1006	0	0	0	0	0
lncRNA_15260	Pocillopora_meandrina_HIv1___Sc0000042	1609418	1611561	+	2144	8	26	81	172	82
lncRNA_15261	Pocillopora_meandrina_HIv1___Sc0000042	1823430	1824244	+	815	53	7	51	233	390
lncRNA_15262	Pocillopora_meandrina_HIv1___Sc0000042	1629871	1631696	+	1826	0	56	0	0	4
lncRNA_15263	Pocillopora_meandrina_HIv1___Sc0000042	1767055	1769466	+	2412	97	23	10	11	26
lncRNA_15264	Pocillopora_meandrina_HIv1___Sc0000042	1812685	1814276	+	1592	19	0	110	133	0
lncRNA_15265	Pocillopora_meandrina_HIv1___Sc0000042	1841344	1844445	+	3102	42	22	149	130	38
lncRNA_15266	Pocillopora_meandrina_HIv1___Sc0000042	1898394	1899132	+	739	688	0	0	170	0
lncRNA_15267	Pocillopora_meandrina_HIv1___Sc0000042	360100	361089	+	990	0	6	0	7	0
lncRNA_15268	Pocillopora_meandrina_HIv1___Sc0000042	453722	453934	+	213	0	9	0	23	0
lncRNA_15269	Pocillopora_meandrina_HIv1___Sc0000042	594492	596253	+	1762	0	9	35	59	8
lncRNA_15270	Pocillopora_meandrina_HIv1___Sc0000042	666883	668924	+	2042	0	0	11	0	0
lncRNA_15271	Pocillopora_meandrina_HIv1___Sc0000042	667191	668924	+	1734	0	0	0	0	0
lncRNA_15272	Pocillopora_meandrina_HIv1___Sc0000042	799278	810858	+	11581	0	0	0	0	0
lncRNA_15273	Pocillopora_meandrina_HIv1___Sc0000042	799296	897040	+	97745	0	1	0	7	8
lncRNA_15274	Pocillopora_meandrina_HIv1___Sc0000042	853654	856691	+	3038	0	0	0	0	0
lncRNA_15275	Pocillopora_meandrina_HIv1___Sc0000042	853690	897040	+	43351	0	0	0	0	0
lncRNA_15276	Pocillopora_meandrina_HIv1___Sc0000042	920828	924031	+	3204	103	143	68	172	410
lncRNA_15277	Pocillopora_meandrina_HIv1___Sc0000042	807759	840064	+	32306	0	0	0	0	0
lncRNA_15278	Pocillopora_meandrina_HIv1___Sc0000042	807794	840064	+	32271	0	0	0	0	0
lncRNA_15279	Pocillopora_meandrina_HIv1___Sc0000042	837109	840064	+	2956	0	0	0	0	0
lncRNA_15280	Pocillopora_meandrina_HIv1___Sc0000042	1353027	1354378	+	1352	298	315	477	301	350
lncRNA_15281	Pocillopora_meandrina_HIv1___Sc0000042	1446614	1488113	+	41500	0	0	0	0	0
lncRNA_15282	Pocillopora_meandrina_HIv1___Sc0000042	1447222	1487453	+	40232	0	0	0	0	0
