"miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","given_miRNA_name"
"Cluster_8884","Peve_00028555",-0.997387077455361,0.0460312744260222,0.935169468683523,166,-20.49,"2 19","605 625",17,"76.47%","88.24%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00029176",NA,NA,NA,158,-21.63,"2 20","474 498",22,"68.18%","77.27%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00029315",-0.803911303117878,0.405497283887094,0.978262075707395,153,-22.19,"2 19","128 152",21,"66.67%","76.19%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00030092",0.75145213788423,0.458707515532327,0.978262075707395,162,-22.46,"2 19","261 281",17,"70.59%","88.24%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00029837",NA,NA,NA,159,-20.4,"2 20","401 421",18,"66.67%","83.33%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00030506",NA,NA,NA,150,-20.58,"2 20","124 146",20,"65.00%","75.00%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00030713",0.627635822863424,0.568045417541707,0.978262075707395,160,-21.01,"2 19","802 824",19,"73.68%","89.47%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00031227",NA,NA,NA,155,-20.01,"2 12","261 281",10,"100.00%","100.00%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00032082",NA,NA,NA,168,-20.46,"2 18","82 103",17,"82.35%","94.12%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00032609",NA,NA,NA,163,-20.31,"2 20","378 398",18,"72.22%","83.33%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00032682",-0.975814104248265,0.14029927705355,0.978262075707395,162,-22.15,"2 20","214 235",19,"73.68%","84.21%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00033569",-0.947118896471404,0.207959151134339,0.978262075707395,170,-25.76,"2 15","706 726",13,"100.00%","100.00%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00034421",0.266915822315431,0.827990862136248,0.995934364227446,164,-22.03,"2 20","13 31",18,"77.78%","88.89%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00035294",-0.901281075489059,0.28525585356926,0.978262075707395,157,-20.57,"2 20","73 95",20,"75.00%","80.00%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00035926",0.9297370541442,0.24006818244801,0.978262075707395,156,-20.97,"2 19","805 829",21,"71.43%","80.95%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00037798",0.370397067527589,0.758443249500351,0.988219883885475,169,-23.93,"2 20","960 984",22,"81.82%","81.82%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00040567",-0.535829000203779,0.639998337268234,0.978262075707395,154,-20.09,"2 20","501 518",18,"77.78%","83.33%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00040645",NA,NA,NA,166,-22.08,"2 19","513 533",17,"76.47%","88.24%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00041230",0.81195522973831,0.39680661224786,0.978262075707395,153,-20.28,"2 20","658 681",21,"71.43%","76.19%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00042036",-0.222988010838404,0.856837843156433,0.995934364227446,157,-21.35,"2 20","468 492",22,"72.73%","77.27%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00042633",-0.978261711419544,0.132983477326865,0.978262075707395,160,-21.57,"2 19","387 406",17,"76.47%","88.24%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00043776",0.75145213788423,0.458707515532327,0.978262075707395,146,-20.12,"2 20","527 551",22,"59.09%","72.73%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00044134",-0.966045701309951,0.166371553599702,0.978262075707395,155,-22.99,"2 12","486 506",10,"100.00%","100.00%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00044333",-0.780074491413758,0.430362263650012,0.978262075707395,156,-21.23,"2 19","908 932",21,"76.19%","76.19%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00044509",NA,NA,NA,153,-23.61,"2 20","469 494",23,"69.57%","73.91%","5UTR","peve-mir-novel-20"
"Cluster_8884","Peve_00044570",-0.886216780995398,0.306648525494423,0.978262075707395,156,-22.9,"2 19","820 839",17,"70.59%","88.24%","5UTR","peve-mir-novel-20"
"Cluster_8887","Peve_00000771",-0.897805900530571,0.290320613278739,0.978262075707395,155,-21.06,"2 12","14 34",10,"100.00%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00000770",-0.866379576422917,0.332882109715683,0.978262075707395,155,-21.06,"2 12","14 34",10,"100.00%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00001054",-0.562113167772816,0.619977069846354,0.978262075707395,154,-20.45,"2 20","684 701",18,"77.78%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00002001",-0.498096942896238,0.668064728649254,0.978262075707395,155,-20.37,"2 12","862 882",10,"100.00%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00002007",NA,NA,NA,149,-20.6,"2 20","477 501",22,"63.64%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00002662",-0.87601399903841,0.320386553742398,0.978262075707395,174,-28.39,"2 19","796 816",17,"82.35%","94.12%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00002787",-0.572988274389156,0.611568097687728,0.978262075707395,156,-21.95,"2 19","6 25",17,"70.59%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00002789",0.298298171934551,0.807162044170383,0.995934364227446,156,-21.95,"2 19","6 25",17,"70.59%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00002839",-0.822284775038195,0.385398145973294,0.978262075707395,165,-22.83,"2 19","518 539",18,"77.78%","88.89%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00004929",-0.56352110262646,0.618892700678653,0.978262075707395,154,-21.44,"2 20","374 395",19,"63.16%","84.21%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00004930",-0.116072302961707,0.925939136710846,0.999448381576871,154,-21.44,"2 20","374 395",19,"63.16%","84.21%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00005177",-0.986851504147132,0.103349925728202,0.978262075707395,164,-23.39,"2 18","606 628",18,"77.78%","88.89%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00005969",NA,NA,NA,153,-21.28,"2 20","457 479",20,"65.00%","85.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00006360",NA,NA,NA,172,-20.86,"2 18","925 946",17,"88.24%","94.12%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00006152",-0.776541449715192,0.433944494529115,0.978262075707395,166,-21.71,"2 20","832 853",19,"78.95%","84.21%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00006778",-0.875002948100777,0.321718616258166,0.978262075707395,167,-23.34,"2 20","821 841",18,"66.67%","94.44%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00006972",0.0677190801172647,0.956855675945484,0.999448381576871,150,-22.02,"2 20","735 757",20,"60.00%","80.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00008046",NA,NA,NA,161,-20.47,"2 20","228 251",21,"71.43%","85.71%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00008047",-0.804280316823157,0.405102125682872,0.978262075707395,161,-20.47,"2 20","228 251",21,"71.43%","85.71%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00009517",-0.948361248863915,0.205480116685906,0.978262075707395,159,-20.65,"2 20","173 193",18,"72.22%","77.78%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00009517",-0.948361248863915,0.205480116685906,0.978262075707395,159,-20.65,"2 20","742 762",18,"72.22%","77.78%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00010109",-0.0823630340017489,0.947506599925429,0.999448381576871,153,-20.85,"2 20","814 837",21,"71.43%","76.19%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00010007",NA,NA,NA,162,-27.64,"2 20","39 62",21,"71.43%","80.95%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00010247",-0.904409839722939,0.280623163129425,0.978262075707395,154,-20.45,"2 20","290 307",18,"77.78%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00010842",NA,NA,NA,166,-21.6,"2 20","460 483",21,"76.19%","80.95%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00012461",-0.901589895179041,0.284801719437889,0.978262075707395,154,-20.45,"2 20","81 103",20,"65.00%","80.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00012641",-0.821901473199095,0.385826733407904,0.978262075707395,155,-22.38,"2 18","610 632",18,"72.22%","88.89%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00012846",-0.889214227471233,0.302503638306549,0.978262075707395,162,-23.44,"2 15","219 239",13,"84.62%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00012990",0.643605666571385,0.554875405945067,0.978262075707395,161,-20.09,"2 20","531 550",18,"77.78%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00013037",-0.915279745798163,0.26393904510828,0.978262075707395,156,-20.25,"2 18","298 319",17,"70.59%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00013242",0.900087645236302,0.287004553287122,0.978262075707395,167,-21.77,"2 20","486 506",18,"72.22%","88.89%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00013541",-0.821901473199095,0.385826733407904,0.978262075707395,161,-21.5,"2 19","895 919",21,"76.19%","76.19%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00014118",-0.886783715794753,0.305868537935083,0.978262075707395,168,-22.56,"2 17","786 806",15,"86.67%","93.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00014126",-0.880432344907591,0.314504878008459,0.978262075707395,160,-21.74,"2 18","771 792",17,"76.47%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00014276",NA,NA,NA,154,-22.84,"2 20","376 398",20,"70.00%","75.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00014666",-0.418889824922909,0.724838696430107,0.983017284164521,150,-20.85,"2 20","271 295",22,"59.09%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00014823",NA,NA,NA,165,-22.6,"2 14","219 239",12,"100.00%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00015062",-0.99991446441509,0.00832667533146618,0.573710369894872,153,-24.97,"2 20","572 594",20,"70.00%","80.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00015452",NA,NA,NA,166,-25.1,"2 20","419 441",20,"70.00%","90.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00015474",NA,NA,NA,146,-20.2,"2 20","727 749",20,"60.00%","75.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00016035",0.232039561054012,0.850920233018944,0.995934364227446,155,-20.37,"2 12","151 171",10,"100.00%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00016127",NA,NA,NA,158,-20.95,"2 20","57 81",22,"68.18%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00016450",-0.821901473199095,0.385826733407904,0.978262075707395,157,-20.85,"2 20","464 483",18,"66.67%","88.89%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00016805",0.899178828190028,0.288329589735452,0.978262075707395,164,-21.2,"2 20","842 860",18,"83.33%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00018258",NA,NA,NA,173,-24.03,"2 20","513 532",18,"83.33%","94.44%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00020369",NA,NA,NA,166,-23.75,"2 20","555 577",20,"75.00%","85.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00020956",NA,NA,NA,158,-22.21,"2 20","114 135",19,"73.68%","78.95%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00021083",-0.579122000830227,0.606790971963513,0.978262075707395,154,-20.45,"2 20","827 844",18,"77.78%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00021857",0.705276387750516,0.501645807515732,0.978262075707395,162,-20.88,"2 17","601 620",15,"86.67%","93.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00022682",-0.86444952226493,0.335334364291836,0.978262075707395,162,-20.53,"2 20","400 421",19,"73.68%","84.21%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00023144",-0.597656640346523,0.592197215730272,0.978262075707395,158,-21.15,"2 15","709 729",13,"76.92%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00023433",-0.980675134902668,0.125358918748434,0.978262075707395,154,-20.65,"2 20","468 492",22,"68.18%","72.73%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00024343",NA,NA,NA,173,-21.57,"2 19","279 300",18,"88.89%","88.89%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00026145",0.979007211833875,0.130675111078343,0.978262075707395,153,-20.47,"2 20","649 673",22,"68.18%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00027023",-0.324936697414905,0.789314001486719,0.995726199786583,175,-21.58,"2 20","190 210",18,"83.33%","88.89%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00027133",-0.903376321685512,0.282161321659808,0.978262075707395,154,-20.45,"2 20","166 183",18,"77.78%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00027097",0.781544760867891,0.428864103843722,0.978262075707395,153,-20.93,"2 20","84 108",22,"68.18%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00027474",NA,NA,NA,159,-25.71,"2 20","925 945",18,"72.22%","77.78%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00027488",NA,NA,NA,166,-21.65,"2 20","784 806",20,"75.00%","85.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00027664",-0.65802916310954,0.542780686486303,0.978262075707395,146,-20.03,"2 20","533 557",22,"59.09%","72.73%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00028555",-0.978633804817342,0.13183630784754,0.978262075707395,166,-20.49,"2 19","605 625",17,"76.47%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00028895",0.434221636895474,0.714046935956867,0.979875142036809,158,-20.43,"2 20","557 578",19,"68.42%","84.21%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00029176",NA,NA,NA,158,-21.63,"2 20","474 498",22,"68.18%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00029249",NA,NA,NA,154,-21.07,"2 20","970 994",22,"63.64%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00029315",-0.608722132162522,0.58336486616066,0.978262075707395,153,-23.34,"2 19","128 152",21,"66.67%","76.19%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00030092",0.904264507200844,0.280839933258762,0.978262075707395,162,-22.81,"2 19","261 281",17,"70.59%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00029837",NA,NA,NA,159,-20.76,"2 20","401 421",18,"66.67%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00030506",NA,NA,NA,150,-20.21,"2 20","124 146",20,"65.00%","75.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00030713",0.817989061821921,0.390177835268143,0.978262075707395,160,-21.01,"2 19","802 824",19,"73.68%","89.47%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00031227",NA,NA,NA,155,-20.37,"2 12","261 281",10,"100.00%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00032082",NA,NA,NA,168,-20.46,"2 18","82 103",17,"82.35%","94.12%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00032609",NA,NA,NA,163,-20.31,"2 20","378 398",18,"72.22%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00032682",-0.99825928797896,0.0375683052200161,0.909359886114279,162,-23.29,"2 20","214 235",19,"73.68%","84.21%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00033569",-0.821901473199095,0.385826733407904,0.978262075707395,170,-26.12,"2 15","706 726",13,"100.00%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00034421",-0.00920229307631503,0.994141555590188,0.999448381576871,164,-21.66,"2 20","13 31",18,"77.78%","88.89%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00035294",-0.746857472276402,0.463123435842825,0.978262075707395,157,-20.89,"2 20","73 95",20,"75.00%","80.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00035926",0.792138202095408,0.417935764721575,0.978262075707395,156,-20.97,"2 19","805 829",21,"71.43%","80.95%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00037084",0.796896448177754,0.412947236812533,0.978262075707395,153,-20.21,"2 20","93 117",22,"68.18%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00037353",-0.295650019635689,0.808927561342391,0.995934364227446,159,-21.29,"2 20","929 949",18,"72.22%","77.78%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00037798",0.612192300786352,0.580575667226786,0.978262075707395,169,-23.56,"2 20","960 984",22,"81.82%","81.82%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00039506",-0.196812817905252,0.873881745952362,0.997476741937264,166,-21.5,"2 19","687 707",17,"82.35%","82.35%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00040567",-0.747893473298023,0.46213075499467,0.978262075707395,154,-20.45,"2 20","501 518",18,"77.78%","83.33%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00040645",NA,NA,NA,166,-22.08,"2 19","513 533",17,"76.47%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00041230",0.619495773043476,0.574674194521425,0.978262075707395,153,-22.94,"2 20","658 681",21,"71.43%","76.19%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00042036",-0.483170478456569,0.678970260882868,0.978262075707395,157,-21.35,"2 20","468 492",22,"72.73%","77.27%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00042120",-0.807277114691421,0.401880612333394,0.978262075707395,166,-21.15,"2 19","561 581",17,"76.47%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00042633",-0.883139292668119,0.310851059600429,0.978262075707395,160,-21.57,"2 19","387 406",17,"76.47%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00044134",-0.999836960200136,0.0114960286738644,0.661528833813137,155,-23.35,"2 12","486 506",10,"100.00%","100.00%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00044333",-0.577277933737598,0.608229845923578,0.978262075707395,156,-21.19,"2 19","908 932",21,"76.19%","76.19%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00044509",NA,NA,NA,153,-23.97,"2 20","469 494",23,"69.57%","73.91%","5UTR","peve-mir-novel-21"
"Cluster_8887","Peve_00044570",-0.724094227421868,0.484516107767987,0.978262075707395,156,-27.42,"2 19","820 839",17,"70.59%","88.24%","5UTR","peve-mir-novel-21"
"Cluster_8888","Peve_00000315",NA,NA,NA,152,-21.1,"2 20","761 785",22,"72.73%","77.27%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00000948",0.9433449516325,0.215321044913294,0.978262075707395,158,-20.43,"2 20","762 783",19,"68.42%","84.21%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00001054",-0.973511501502481,0.146854456975625,0.978262075707395,154,-22.08,"2 20","684 701",18,"77.78%","83.33%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00002007",NA,NA,NA,149,-20.84,"2 20","477 501",22,"63.64%","77.27%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00002662",-0.971357643640959,0.152736059128332,0.978262075707395,174,-24.15,"2 19","796 816",17,"82.35%","94.12%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00006360",NA,NA,NA,172,-21.1,"2 18","925 946",17,"88.24%","94.12%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00006778",-0.316713535096137,0.794841229128895,0.995934364227446,167,-23.72,"2 20","821 841",18,"66.67%","94.44%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00008013",NA,NA,NA,169,-21.62,"2 19","10 31",18,"77.78%","94.44%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00008061",-0.734978994113776,0.4743839870547,0.978262075707395,169,-20.1,"2 18","249 269",16,"81.25%","93.75%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00008062",-0.781480028959592,0.428930156563995,0.978262075707395,169,-20.1,"2 18","249 269",16,"81.25%","93.75%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00008402",-0.39665420985904,0.740342412207047,0.986697151420032,154,-20.03,"2 19","293 313",17,"64.71%","82.35%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00009517",-0.912920926775466,0.267642496184823,0.978262075707395,159,-22.28,"2 20","173 193",18,"72.22%","77.78%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00009517",-0.912920926775466,0.267642496184823,0.978262075707395,159,-22.28,"2 20","742 762",18,"72.22%","77.78%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00010124",-0.734978994113776,0.474383987054699,0.978262075707395,166,-20.16,"2 20","542 563",19,"78.95%","84.21%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00010007",NA,NA,NA,162,-23.4,"2 20","39 62",21,"71.43%","80.95%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00010247",-0.377240869876279,0.753745776000154,0.988219883885475,154,-22.08,"2 20","290 307",18,"77.78%","83.33%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00010842",NA,NA,NA,166,-23.23,"2 20","460 483",21,"76.19%","80.95%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00011423",NA,NA,NA,161,-21.55,"2 19","660 686",23,"73.91%","73.91%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00012461",-0.371154081479052,0.757924332308618,0.988219883885475,154,-22.08,"2 20","81 103",20,"65.00%","80.00%","5UTR","peve-mir-novel-22"
"Cluster_8888","Peve_00012505",NA,NA,NA,173,-21.11,"2 18","136 156",16,"81.25%","100.00%","5UTR","peve-mir-novel-22"
