"miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"Cluster_589","Peve_00035839",-0.999999999503679,2.00574810710951e-05,0.0131777650637095,150,-20.84,"2 11","718 739",9,"100.00%","100.00%","5UTR"
"Cluster_589","Peve_00042524",-0.998208451660281,0.0381130974955327,0.909359886114279,152,-21.01,"2 13","778 799",11,"90.91%","90.91%","5UTR"
"Cluster_589","Peve_00044403",-0.999992423016843,0.00247824110430817,0.414802988923135,158,-24.6,"2 16","799 822",16,"81.25%","87.50%","5UTR"
"Cluster_589","Peve_00044772",-0.997856253350184,0.0416926466893275,0.909359886114279,151,-21.14,"2 14","859 879",12,"91.67%","91.67%","5UTR"
"Cluster_6255","Peve_00003999",-0.999977919419974,0.00423059214486466,0.54328949385489,159,-21.18,"2 21","805 831",24,"66.67%","75.00%","5UTR"
"Cluster_6904","Peve_00007262",-0.997139931185431,0.048160049624566,0.945590536869992,161,-23.17,"2 19","934 956",18,"77.78%","83.33%","5UTR"
"Cluster_6904","Peve_00010915",-0.999463001694963,0.0208641652974758,0.817190070029867,149,-20.54,"2 18","961 982",16,"68.75%","75.00%","5UTR"
"Cluster_6904","Peve_00011228",-0.997022666930234,0.0491379058163316,0.94992237160644,152,-20.13,"2 15","300 320",13,"84.62%","92.31%","5UTR"
"Cluster_6904","Peve_00021519",-0.999968700996602,0.00503687888605023,0.551398425649056,155,-20.16,"2 18","692 712",16,"81.25%","81.25%","5UTR"
"Cluster_6904","Peve_00021626",-0.998711375947948,0.0323224956188328,0.909244498015575,162,-21.14,"2 15","17 38",13,"92.31%","92.31%","5UTR"
"Cluster_6904","Peve_00037342",-0.998706114075126,0.0323884342508462,0.909244498015575,156,-21.91,"2 20","960 982",20,"75.00%","80.00%","5UTR"
"Cluster_6904","Peve_00037704",-0.998219553343417,0.0379947911463899,0.909359886114279,155,-21.07,"2 19","756 777",18,"77.78%","83.33%","5UTR"
"Cluster_6904","Peve_00042648",-0.999469703920853,0.0207335430475651,0.81520158559417,161,-21.69,"2 19","672 694",18,"72.22%","88.89%","5UTR"
"Cluster_6905","Peve_00021945",-0.999971374472759,0.00481695849265739,0.551398425649056,157,-26.54,"2 20","406 426",18,"77.78%","77.78%","5UTR"
"Cluster_6905","Peve_00042462",-0.999901669120146,0.00892778333881972,0.587136688814728,164,-26.63,"2 17","809 830",15,"86.67%","86.67%","5UTR"
"Cluster_6906","Peve_00006922",0.999971311671877,0.00482223952987791,0.551398425649056,162,-26.98,"2 20","746 772",23,"73.91%","73.91%","5UTR"
"Cluster_6906","Peve_00042534",-0.999911200410267,0.00848406162211117,0.573710369894872,154,-20.14,"2 16","501 523",15,"80.00%","86.67%","5UTR"
"Cluster_6906","Peve_00043593",-0.997871906088051,0.0415401024981488,0.909359886114279,153,-21.26,"2 19","666 690",20,"65.00%","80.00%","5UTR"
"Cluster_6914","Peve_00000232",-0.99998857382088,0.00304330898553907,0.474160259106401,162,-22.04,"2 17","22 41",15,"86.67%","93.33%","5UTR"
"Cluster_6914","Peve_00023691",0.998994743896135,0.0285476174462189,0.903929377050813,150,-21.36,"2 20","553 569",18,"72.22%","77.78%","5UTR"
"Cluster_6914","Peve_00042248",-0.99760688237923,0.0440518133990858,0.923915229231156,146,-20.01,"2 20","25 48",21,"61.90%","71.43%","5UTR"
"Cluster_7053","Peve_00007907",0.998593755293202,0.0337657560132954,0.909359886114279,154,-22.29,"2 21","150 177",25,"64.00%","76.00%","5UTR"
"Cluster_7053","Peve_00014221",-0.999884527015562,0.00967474429161349,0.611343259425713,159,-20.72,"2 21","630 654",22,"72.73%","72.73%","5UTR"
"Cluster_7053","Peve_00043872",-0.999374953775323,0.0225099128069867,0.838257076229427,144,-20.36,"2 18","376 400",19,"57.89%","78.95%","5UTR"
"Cluster_7855","Peve_00025803",-0.998338998790929,0.0366978166950436,0.909359886114279,175,-22.08,"2 21","824 847",21,"76.19%","90.48%","5UTR"
"Cluster_796","Peve_00000718",0.998052856721296,0.0397342088666192,0.909359886114279,158,-21.02,"2 20","915 937",19,"73.68%","78.95%","5UTR"
"Cluster_796","Peve_00012591",0.999716689332843,0.01515433341596,0.745846175256963,140,-21.31,"2 9","107 128",7,"100.00%","100.00%","5UTR"
"Cluster_796","Peve_00026480",0.997091645416707,0.0485650802695336,0.947582413903802,154,-22.4,"2 21","754 774",19,"73.68%","73.68%","5UTR"
"Cluster_796","Peve_00028200",-0.999345888781346,0.0230273835955368,0.844611056711255,153,-22.06,"2 19","523 546",19,"68.42%","78.95%","5UTR"
"Cluster_796","Peve_00035430",0.999102854913975,0.0269686331853911,0.890748160714267,140,-22.48,"2 9","181 202",7,"100.00%","100.00%","5UTR"
"Cluster_796","Peve_00036964",0.997077513398696,0.0486829862370013,0.94805481250488,151,-20.54,"2 21","403 428",23,"60.87%","73.91%","5UTR"
"Cluster_8634","Peve_00008072",0.999978963950975,0.00412931457669044,0.54328949385489,167,-21.28,"2 18","774 794",16,"87.50%","93.75%","5UTR"
"Cluster_8634","Peve_00018391",0.998840656587306,0.030657951802389,0.903929377050813,168,-23.21,"2 18","785 809",19,"84.21%","84.21%","5UTR"
"Cluster_8634","Peve_00013384",0.999374263578392,0.0225223387727307,0.83828463858421,167,-21.89,"2 21","266 289",21,"76.19%","80.95%","5UTR"
"Cluster_8634","Peve_00025850",0.999912402411178,0.00842644454811202,0.573710369894872,167,-21.25,"2 21","466 488",20,"75.00%","85.00%","5UTR"
"Cluster_8634","Peve_00038875",0.99912526170216,0.0266296742754265,0.887027605960946,171,-23.07,"2 21","935 957",20,"80.00%","85.00%","5UTR"
"Cluster_8634","Peve_00041049",0.998453622764511,0.0354086057088602,0.909359886114279,169,-20.66,"2 18","804 825",16,"87.50%","87.50%","5UTR"
"Cluster_8884","Peve_00026145",0.997253647308052,0.047192471195222,0.941791888778827,153,-20.15,"2 20","649 673",22,"68.18%","77.27%","5UTR"
"Cluster_8884","Peve_00028555",-0.997387077455361,0.0460312744260222,0.935169468683523,166,-20.49,"2 19","605 625",17,"76.47%","88.24%","5UTR"
"Cluster_8887","Peve_00015062",-0.99991446441509,0.00832667533146618,0.573710369894872,153,-24.97,"2 20","572 594",20,"70.00%","80.00%","5UTR"
"Cluster_8887","Peve_00032682",-0.99825928797896,0.0375683052200161,0.909359886114279,162,-23.29,"2 20","214 235",19,"73.68%","84.21%","5UTR"
"Cluster_8887","Peve_00044134",-0.999836960200136,0.0114960286738644,0.661528833813137,155,-23.35,"2 12","486 506",10,"100.00%","100.00%","5UTR"
"Cluster_8888","Peve_00038750",-0.999995310085062,0.00194974481237643,0.362847063101065,160,-20.8,"2 19","518 541",20,"75.00%","85.00%","5UTR"
"Cluster_8888","Peve_00040567",-0.999850946843342,0.0109918578760632,0.647820986329688,154,-22.08,"2 20","501 518",18,"77.78%","83.33%","5UTR"
"Cluster_8988","Peve_00011634",0.99725770910753,0.0471575439540669,0.941529418834028,154,-21.75,"2 20","650 673",20,"60.00%","85.00%","5UTR"
"Cluster_8988","Peve_00012869",-0.997041894647782,0.0489789031235421,0.949444666171571,163,-20.13,"2 21","344 366",20,"70.00%","85.00%","5UTR"
"Cluster_8988","Peve_00018542",0.999797047339721,0.0128262541271408,0.695994506963882,168,-21.61,"2 21","238 259",19,"73.68%","84.21%","5UTR"
"Cluster_8988","Peve_00030038",-0.999550307649831,0.0190927790579351,0.790551218379749,163,-20.03,"2 20","475 496",18,"61.11%","94.44%","5UTR"
"Cluster_8988","Peve_00033284",0.998215951089572,0.0380332192580478,0.909359886114279,169,-22.25,"2 18","618 639",16,"81.25%","93.75%","5UTR"
"Cluster_9149","Peve_00000825",0.999999240744832,0.000784492916512268,0.239778920002343,151,-21.47,"2 21","27 49",20,"60.00%","80.00%","5UTR"
"Cluster_9149","Peve_00002320",-0.998696026270262,0.0325144749625038,0.909359886114279,150,-21.69,"2 11","318 339",9,"100.00%","100.00%","5UTR"
"Cluster_9149","Peve_00003234",0.999997860909741,0.0013167694840572,0.317099882619675,156,-23.76,"2 18","827 849",17,"76.47%","82.35%","5UTR"
"Cluster_9149","Peve_00004521",-0.997395120221082,0.0459603451867603,0.934642337937236,161,-26.99,"2 21","656 677",20,"75.00%","85.00%","5UTR"
"Cluster_9149","Peve_00004512",-0.999408825461995,0.021891442456906,0.830089015811238,161,-26.99,"2 21","383 404",20,"75.00%","85.00%","5UTR"
"Cluster_9149","Peve_00012208",-0.999327894094028,0.0233420128583658,0.848872825778705,150,-21.59,"2 18","863 882",16,"75.00%","81.25%","5UTR"
"Cluster_9149","Peve_00012302",-0.999865571060301,0.0104386989464617,0.634381120973208,146,-20.99,"2 12","30 52",11,"90.91%","90.91%","5UTR"
"Cluster_9149","Peve_00012404",0.999998523194906,0.00109409936293585,0.275560959970807,145,-20.88,"2 20","505 531",23,"65.22%","69.57%","5UTR"
"Cluster_9149","Peve_00014451",1,0,0,146,-20.35,"2 20","308 330",19,"63.16%","73.68%","5UTR"
"Cluster_9149","Peve_00016786",1,0,0,171,-24.95,"2 21","576 598",20,"80.00%","85.00%","5UTR"
"Cluster_9149","Peve_00016830",0.997175508499252,0.0478594310724678,0.945152902495684,154,-21.98,"2 20","735 762",24,"66.67%","70.83%","5UTR"
"Cluster_9149","Peve_00017781",0.99695799908616,0.0496689462152669,0.952044988713482,145,-20.9,"2 19","128 146",17,"76.47%","76.47%","5UTR"
"Cluster_9149","Peve_00020492",-0.999191159467906,0.0256068319396386,0.875231632834556,159,-24.41,"2 21","944 966",20,"70.00%","80.00%","5UTR"
"Cluster_9149","Peve_00022773",1,0,0,160,-24.25,"2 19","196 216",17,"76.47%","88.24%","5UTR"
"Cluster_9149","Peve_00022813",-0.998924716861794,0.0295253777049622,0.903929377050813,159,-21.13,"2 21","739 764",23,"69.57%","73.91%","5UTR"
"Cluster_9149","Peve_00023808",-0.998460036492421,0.0353350804494513,0.909359886114279,147,-20.45,"2 12","916 937",10,"80.00%","100.00%","5UTR"
"Cluster_9149","Peve_00024938",1,0,0,156,-22.67,"2 21","885 906",19,"63.16%","78.95%","5UTR"
"Cluster_9149","Peve_00026617",1,0,0,143,-20.34,"2 14","140 160",12,"75.00%","91.67%","5UTR"
"Cluster_9149","Peve_00026617",1,0,0,143,-20.34,"2 14","456 476",12,"75.00%","91.67%","5UTR"
"Cluster_9149","Peve_00028917",1,0,0,145,-20.4,"2 20","426 454",25,"64.00%","68.00%","5UTR"
"Cluster_9149","Peve_00036859",-0.996982195269473,0.0494709177037855,0.950846381223965,160,-23.52,"2 21","813 834",19,"63.16%","84.21%","5UTR"
"Cluster_9149","Peve_00038692",1,0,0,152,-25.61,"2 17","294 313",15,"86.67%","86.67%","5UTR"
"Cluster_9149","Peve_00038822",-0.997148176496447,0.0480905459806356,0.945590536869992,147,-22.28,"2 21","694 719",23,"60.87%","69.57%","5UTR"
"Cluster_9149","Peve_00040250",1,9.48637384723993e-09,6.86838308108347e-06,147,-22.85,"2 12","920 941",10,"80.00%","100.00%","5UTR"
"Cluster_9149","Peve_00042525",-0.999972017506869,0.00476254767800266,0.551398425649056,160,-21,"2 21","593 614",19,"68.42%","78.95%","5UTR"
"Cluster_9149","Peve_00045047",-0.999996728114699,0.00162852441741808,0.362847063101065,164,-29.67,"2 17","266 287",15,"80.00%","93.33%","5UTR"
"Cluster_9983","Peve_00016482",-0.999812133109256,0.0123403376847463,0.684071498890361,159,-22.76,"2 20","799 816",18,"77.78%","83.33%","5UTR"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g22310.t1",-0.947470580577219,0.0143379108408858,0.674410729954476,156,-21.25,"2 19","1 19",17,"76.47%","82.35%","3UTR"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g25291.t1",-0.947885623670125,0.0141692154004804,0.674410729954476,159,-20.09,"2 21","843 865",20,"70.00%","80.00%","3UTR"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g10347.t1",-0.981685694822282,0.00296703624850726,0.667107103030161,161,-21.71,"2 22","912 934",20,"65.00%","80.00%","3UTR"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","180 201",18,"88.89%","88.89%","3UTR"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","300 321",18,"88.89%","88.89%","3UTR"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","420 441",18,"88.89%","88.89%","3UTR"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","540 561",18,"88.89%","88.89%","3UTR"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","60 81",18,"88.89%","88.89%","3UTR"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","780 801",18,"88.89%","88.89%","3UTR"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","900 921",18,"88.89%","88.89%","3UTR"
"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1",-0.945332798083424,0.0152170504007,0.674410729954476,155,-20.66,"2 20","548 566",18,"77.78%","83.33%","3UTR"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g14977.t1",-0.893222380847292,0.0412072014052566,0.765459130560602,162,-22.12,"2 20","88 110",19,"73.68%","84.21%","3UTR"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g18208.t1",-0.987781180181153,0.00161837872676055,0.667107103030161,150,-22.2,"2 11","94 115",9,"100.00%","100.00%","3UTR"
"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g20733.t1",0.965837666525896,0.00754079408094521,0.667107103030161,162,-20.42,"2 19","249 269",17,"76.47%","82.35%","3UTR"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g627.t1b",-0.981986205789269,0.00289444080290838,0.667107103030161,160,-20.15,"2 17","49 71",15,"73.33%","93.33%","3UTR"
"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g5059.t2",-0.948228376602944,0.0140303943154318,0.674410729954476,165,-23.5,"2 20","500 520",18,"77.78%","88.89%","3UTR"
"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g15252.t1",-0.906915771266696,0.033611610723924,0.745895262324215,154,-21.45,"2 17","233 253",15,"80.00%","86.67%","3UTR"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g22666.t1",0.944276647979206,0.0156576285678092,0.674410729954476,163,-20.93,"2 21","950 972",20,"70.00%","85.00%","3UTR"
"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g23997.t1",-0.97347675856656,0.00516461966995338,0.667107103030161,154,-21.64,"2 22","372 394",21,"61.90%","85.71%","3UTR"
"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g29298.t1",-0.93643215358513,0.0190548323623484,0.682865205121081,161,-21.45,"2 21","774 793",19,"73.68%","84.21%","3UTR"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1869.t1",-0.941039814196232,0.0170330917830084,0.674410729954476,147,-21.76,"2 12","160 182",10,"80.00%","100.00%","3UTR"
"Cluster_4823","Pocillopora_meandrina_HIv1___TS.g20484.t1",0.911291572874932,0.031290776284695,0.736910690193209,154,-23.39,"2 20","61 85",21,"66.67%","76.19%","3UTR"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g21083.t1",0.95644813963139,0.0108389263729232,0.669023010123196,153,-20.38,"2 18","755 776",16,"68.75%","81.25%","3UTR"
"Cluster_1296","Pocillopora_meandrina_HIv1___TS.g29797.t1a",-0.932325817028199,0.0209175111668761,0.687095063784671,151,-22.51,"2 21","755 777",20,"70.00%","70.00%","3UTR"
"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g13929.t1",-0.907972271074224,0.0330464043737508,0.74397647549143,154,-20.96,"2 20","747 769",19,"68.42%","78.95%","3UTR"
"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g10343.t1",0.906723839752342,0.0337146192139061,0.746402549010381,150,-20.76,"2 20","229 252",20,"65.00%","75.00%","3UTR"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g14845.t1",0.950813862951001,0.0129977311084384,0.674410729954476,158,-23.77,"2 17","492 512",15,"80.00%","93.33%","3UTR"
"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g15866.t1",-0.941449087059812,0.0168571020246151,0.674410729954476,155,-20.37,"2 20","95 116",18,"72.22%","72.22%","3UTR"
"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g13578.t1",-0.888771752750385,0.0437798916917374,0.774412092014671,152,-24,"2 21","563 587",23,"69.57%","78.26%","3UTR"
"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g28481.t1",-0.968528512591817,0.00667035424164904,0.667107103030161,160,-21.43,"2 17","447 468",15,"80.00%","86.67%","3UTR"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g549.t1b",0.93082688656806,0.0216113335862707,0.691602866826245,157,-21.47,"2 20","777 797",18,"66.67%","88.89%","3UTR"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g7360.t1",0.983640847512444,0.00250556964960435,0.667107103030161,168,-21.01,"2 21","40 61",19,"73.68%","84.21%","3UTR"
"Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g2388.t1",0.925501651855862,0.0241346074574253,0.70016346591969,160,-20.29,"2 18","188 211",18,"72.22%","88.89%","3UTR"
"Cluster_3392","Pocillopora_meandrina_HIv1___TS.g5141.t1",0.967616283342236,0.0069615023574331,0.667107103030161,159,-21.84,"2 21","240 266",24,"62.50%","79.17%","3UTR"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g28898.t1",0.885183202030469,0.045889928057982,0.781067345867765,162,-20.67,"2 20","592 615",20,"75.00%","80.00%","3UTR"
"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1",-0.896641214423057,0.0392649064343619,0.760878962620332,157,-28.78,"2 20","416 436",18,"77.78%","77.78%","3UTR"
"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g16575.t1",0.982768196936009,0.00270834633033426,0.667107103030161,158,-20.2,"2 20","921 943",19,"73.68%","78.95%","3UTR"
"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21663.t3",0.98901770010242,0.00137929473649854,0.667107103030161,163,-21.44,"2 21","134 157",21,"71.43%","80.95%","3UTR"
"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g1558.t1",0.954332450874319,0.0116345041667617,0.674410729954476,158,-21.36,"2 19","270 291",17,"70.59%","82.35%","3UTR"
"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g18290.t1",-0.906573477308051,0.0337953882872726,0.746661191610352,168,-22.53,"2 22","149 172",21,"76.19%","80.95%","3UTR"
"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g5133.t1",-0.903756010587007,0.0353201981475969,0.753759205726548,153,-20.32,"2 18","390 411",16,"75.00%","75.00%","3UTR"
"Cluster_4118","Pocillopora_meandrina_HIv1___TS.g12427.t1",0.974320381559136,0.00492081150775928,0.667107103030161,179,-24.35,"2 21","426 448",20,"80.00%","95.00%","3UTR"
"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1",0.926132370246854,0.0238310751427333,0.698759485874756,145,-22.5,"2 10","168 189",8,"100.00%","100.00%","3UTR"
"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g6076.t1",0.984428566503814,0.00232707166309416,0.667107103030161,170,-21.49,"2 20","480 503",20,"80.00%","85.00%","3UTR"
"Cluster_4435","Pocillopora_meandrina_HIv1___TS.g2276.t1",-0.907316772879209,0.0333967215434546,0.745127957735035,163,-23.7,"2 21","47 69",20,"70.00%","85.00%","3UTR"
"Cluster_4438","Pocillopora_meandrina_HIv1___TS.g2276.t1",0.883078363299869,0.0471421082291262,0.785151576401264,155,-20.24,"2 21","47 69",20,"70.00%","75.00%","3UTR"
"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g22816.t2",-0.892591265912176,0.0415689975375243,0.766756712202982,167,-23.5,"2 21","818 841",21,"71.43%","85.71%","3UTR"
"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g22088.t1",-0.920794623606383,0.0264385525938862,0.714140878917821,163,-21.91,"2 16","144 165",14,"85.71%","92.86%","3UTR"
"Cluster_3661","Pocillopora_meandrina_HIv1___TS.g9480.t1",-0.9816904077195,0.00296589315169402,0.667107103030161,161,-20.5,"2 18","838 859",16,"68.75%","93.75%","3UTR"
"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g5368.t1",0.997797300050035,0.000124057585767372,0.660096122950751,156,-20.5,"2 20","459 480",19,"73.68%","84.21%","3UTR"
"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g16818.t2",0.949246788610651,0.0136205603286036,0.674410729954476,180,-21.06,"2 21","154 175",19,"84.21%","89.47%","3UTR"
"Cluster_4439","Pocillopora_meandrina_HIv1___TS.g18078.t3",-0.952837587820548,0.0122076324666849,0.674410729954476,142,-20.52,"2 16","90 112",15,"73.33%","73.33%","3UTR"
"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g18023.t1",-0.960310243284543,0.00943515284188613,0.667107103030161,161,-21.45,"2 20","866 886",18,"77.78%","83.33%","3UTR"
