# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/Peve-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam
lncRNA_9514	Porites_evermani_scaffold_84	451688	454336	+	2649	7355	4659	2137	3569	8064
lncRNA_9515	Porites_evermani_scaffold_84	455033	457801	+	2769	586.50	136	1177	382.50	320
lncRNA_9516	Porites_evermani_scaffold_84	461238	466922	+	5685	471.50	130	2441	691.50	604
lncRNA_9517	Porites_evermani_scaffold_84	140323	140740	+	418	9	29	133	50	48
lncRNA_9518	Porites_evermani_scaffold_84	417184	417441	+	258	0	0	34	4	8
lncRNA_9519	Porites_evermani_scaffold_84	422002	422211	+	210	9	0	28	9	13
lncRNA_9520	Porites_evermani_scaffold_840	41929	42349	+	421	19	6	0	18	47
lncRNA_9521	Porites_evermani_scaffold_840	70763	71241	+	479	0	0	47	0	0
lncRNA_9522	Porites_evermani_scaffold_841	134566	136994	+	2429	12	5	54	6	45
lncRNA_9523	Porites_evermani_scaffold_842	179003	180404	+	1402	37.50	12.50	53	65.17	204.83
lncRNA_9524	Porites_evermani_scaffold_842	42688	43920	+	1233	92.50	21.20	56.93	17.23	142.63
lncRNA_9525	Porites_evermani_scaffold_842	75650	76948	+	1299	0	0	0	0	148
lncRNA_9526	Porites_evermani_scaffold_842	98541	100512	+	1972	241.85	104.30	717.23	243.20	372.10
lncRNA_9527	Porites_evermani_scaffold_842	180568	180770	+	203	7.50	3.50	0	16.83	56.50
lncRNA_9528	Porites_evermani_scaffold_843	5396	8740	+	3345	7	5	15	3	232.50
lncRNA_9529	Porites_evermani_scaffold_843	57293	58188	+	896	0	45.08	61.00	54.83	341.36
lncRNA_9530	Porites_evermani_scaffold_843	174463	175645	+	1183	90	218.50	92	38	49
lncRNA_9531	Porites_evermani_scaffold_844	107809	109164	+	1356	120	5	55.25	0	11.08
lncRNA_9532	Porites_evermani_scaffold_844	160043	163752	+	3710	13.50	7.50	61	2.00	10.00
lncRNA_9533	Porites_evermani_scaffold_844	82676	82891	+	216	0	0	0	0	32
lncRNA_9534	Porites_evermani_scaffold_844	165673	165955	+	283	0	15	42	0	13
lncRNA_9535	Porites_evermani_scaffold_844	166234	166748	+	515	4	0	70	5	11
lncRNA_9536	Porites_evermani_scaffold_844	167073	167334	+	262	1	0	26	8.50	12
lncRNA_9537	Porites_evermani_scaffold_844	167698	168100	+	403	4	0	40	2	11
lncRNA_9538	Porites_evermani_scaffold_844	170158	170485	+	328	20	0	85	2	6
lncRNA_9539	Porites_evermani_scaffold_846	119100	120628	+	1529	9	20	70	5	0
lncRNA_9540	Porites_evermani_scaffold_847	83912	84296	+	385	69	1	0	7	14
lncRNA_9541	Porites_evermani_scaffold_847	87582	101431	+	13850	2.40	179.50	3	362.93	928.10
lncRNA_9542	Porites_evermani_scaffold_847	175942	181282	+	5341	162	54870.00	187	1002	127
lncRNA_9543	Porites_evermani_scaffold_848	180941	181200	+	260	8	0	32	0	0
lncRNA_9544	Porites_evermani_scaffold_849	115436	116112	+	677	35.87	47.00	0	18.00	42.17
lncRNA_9545	Porites_evermani_scaffold_849	119100	120474	+	1375	514	168	317	148	538
lncRNA_9546	Porites_evermani_scaffold_849	128081	128804	+	724	20.50	4	104.83	6.50	6
lncRNA_9547	Porites_evermani_scaffold_849	129988	132466	+	2479	3	0	50.33	0.50	3
lncRNA_9548	Porites_evermani_scaffold_849	93518	95363	+	1846	22.20	5	231.00	1.50	61.00
lncRNA_9549	Porites_evermani_scaffold_849	104480	104719	+	240	4.00	7.00	42.20	3.67	7.25
lncRNA_9550	Porites_evermani_scaffold_849	128739	131117	+	2379	13.50	0	60.83	11	5
lncRNA_9551	Porites_evermani_scaffold_849	150733	153134	+	2402	84	45	549	31.50	64
lncRNA_9552	Porites_evermani_scaffold_849	157323	157709	+	387	7	0	43.50	2	6.50
lncRNA_9553	Porites_evermani_scaffold_85	278076	293465	+	15390	424.70	102.50	904	166.50	435.83
lncRNA_9554	Porites_evermani_scaffold_85	435438	437844	+	2407	69.00	8	152	32	27.50
lncRNA_9555	Porites_evermani_scaffold_85	439487	440411	+	925	50	6	62	4	48.00
lncRNA_9556	Porites_evermani_scaffold_85	557198	557825	+	628	28.00	91	17	1	57.00
lncRNA_9557	Porites_evermani_scaffold_85	254411	256120	+	1710	43.32	67.39	27.48	66.43	344.38
lncRNA_9558	Porites_evermani_scaffold_85	254422	256120	+	1699	43.32	67.39	27.48	66.43	334.38
lncRNA_9559	Porites_evermani_scaffold_85	254562	256120	+	1559	34.82	57.39	20.98	64.43	303.88
lncRNA_9560	Porites_evermani_scaffold_85	254562	256120	+	1559	34.82	57.39	20.98	64.43	303.88
lncRNA_9561	Porites_evermani_scaffold_85	254562	256236	+	1675	44.16	58.39	25.32	67.09	311.88
lncRNA_9562	Porites_evermani_scaffold_85	254562	256306	+	1745	47.16	60.89	25.82	74.59	322.38
lncRNA_9563	Porites_evermani_scaffold_85	254793	256120	+	1328	26.99	54.39	13.82	62.22	297.87
lncRNA_9564	Porites_evermani_scaffold_85	254793	256120	+	1328	26.99	54.39	13.82	62.22	297.87
lncRNA_9565	Porites_evermani_scaffold_85	254793	256495	+	1703	102.83	110.39	39.65	137.38	642.96
lncRNA_9566	Porites_evermani_scaffold_85	254808	256120	+	1313	26.55	54.06	13.82	62.22	297.76
lncRNA_9567	Porites_evermani_scaffold_85	357305	358191	+	887	343.00	201.00	496.00	274.00	342.00
lncRNA_9568	Porites_evermani_scaffold_85	360786	361906	+	1121	697.00	209.12	424.00	213.47	906.50
lncRNA_9569	Porites_evermani_scaffold_85	547460	547973	+	514	70.00	0	0	20	74
lncRNA_9570	Porites_evermani_scaffold_85	96101	96333	+	233	0	4	48	0	4
lncRNA_9571	Porites_evermani_scaffold_85	97184	97498	+	315	2	2	46	6	0
lncRNA_9572	Porites_evermani_scaffold_85	558519	559553	+	1035	24	0	0	8	113
lncRNA_9573	Porites_evermani_scaffold_850	136287	138971	+	2685	31	19	40	14	49
lncRNA_9574	Porites_evermani_scaffold_850	8561	8773	+	213	2	3	26	0	0.67
lncRNA_9575	Porites_evermani_scaffold_850	10723	11040	+	318	2	0	28	0	0
lncRNA_9576	Porites_evermani_scaffold_850	101170	101419	+	250	0	0	44	0	0
lncRNA_9577	Porites_evermani_scaffold_851	146116	146321	+	206	0	0	36	0	0
lncRNA_9578	Porites_evermani_scaffold_851	156960	157206	+	247	0	0	32	0	0
lncRNA_9579	Porites_evermani_scaffold_852	25033	27350	+	2318	0	12	85	67	0
lncRNA_9580	Porites_evermani_scaffold_852	50009	52397	+	2389	8	1	69	16	14
lncRNA_9581	Porites_evermani_scaffold_852	24037	24656	+	620	0	16	92	36	0
lncRNA_9582	Porites_evermani_scaffold_852	72111	72418	+	308	51.03	5.50	1	21	0
lncRNA_9583	Porites_evermani_scaffold_853	100025	103096	+	3072	477.17	98.00	502.50	95.83	185.67
lncRNA_9584	Porites_evermani_scaffold_853	119850	125823	+	5974	166.16	73.19	56.89	62.33	122.80
lncRNA_9585	Porites_evermani_scaffold_853	120656	126739	+	6084	146.39	74.52	89.80	56.83	106.72
lncRNA_9586	Porites_evermani_scaffold_853	154732	156607	+	1876	2219	89	362	390	2330
lncRNA_9587	Porites_evermani_scaffold_853	161885	163699	+	1815	772.92	14.50	23	88.00	983.00
lncRNA_9588	Porites_evermani_scaffold_853	163923	164437	+	515	95	2	10	22	188.20
lncRNA_9589	Porites_evermani_scaffold_853	125635	134281	+	8647	398.57	197.78	317.80	139.83	280.38
lncRNA_9590	Porites_evermani_scaffold_853	147916	148849	+	934	82	5	122	22	67
lncRNA_9591	Porites_evermani_scaffold_854	88732	89148	+	417	33.00	3.00	15.50	2.00	16.50
lncRNA_9592	Porites_evermani_scaffold_855	89241	90970	+	1730	17.75	2.00	299.33	12.58	26.67
lncRNA_9593	Porites_evermani_scaffold_855	89241	90970	+	1730	17.75	2.00	299.33	12.58	26.67
lncRNA_9594	Porites_evermani_scaffold_855	147376	148449	+	1074	650	663.00	3	2	2
lncRNA_9595	Porites_evermani_scaffold_857	134794	135066	+	273	0.20	10	1.60	36.33	7.83
lncRNA_9596	Porites_evermani_scaffold_858	67669	68612	+	944	30.50	3	263.00	48.50	31.50
lncRNA_9597	Porites_evermani_scaffold_858	144480	145631	+	1152	18	2	117	11.50	7
lncRNA_9598	Porites_evermani_scaffold_858	57171	57480	+	310	0.73	8	29	3	20.50
lncRNA_9599	Porites_evermani_scaffold_859	160300	165491	+	5192	385	133.40	321	235.80	338.50
lncRNA_9600	Porites_evermani_scaffold_859	13865	14144	+	280	9.00	52.42	110.68	128.28	114.67
lncRNA_9601	Porites_evermani_scaffold_859	59810	60605	+	796	0	18	114	90	6
lncRNA_9602	Porites_evermani_scaffold_859	107639	108006	+	368	0	5	70	23	6
lncRNA_9603	Porites_evermani_scaffold_859	110875	111373	+	499	22.33	1.50	49.33	4.33	3.67
lncRNA_9604	Porites_evermani_scaffold_859	112731	113417	+	687	7.15	1.87	63.25	0	5.60
lncRNA_9605	Porites_evermani_scaffold_86	169624	169851	+	228	0	25	0	0	0
lncRNA_9606	Porites_evermani_scaffold_86	437613	437825	+	213	4	0	27	0	0
lncRNA_9607	Porites_evermani_scaffold_860	120515	120855	+	341	7	1	52	7	2
lncRNA_9608	Porites_evermani_scaffold_860	169812	170133	+	322	0	0	28	0	0
lncRNA_9609	Porites_evermani_scaffold_860	173794	174107	+	314	0	0	30	6	4
lncRNA_9610	Porites_evermani_scaffold_860	174741	175250	+	510	0	0	56	0	2
lncRNA_9611	Porites_evermani_scaffold_861	132017	133722	+	1706	1193.21	878.25	206.42	1097.32	4978.02
lncRNA_9612	Porites_evermani_scaffold_861	132163	133374	+	1212	775.74	522.91	202.92	757.80	2617.99
lncRNA_9613	Porites_evermani_scaffold_862	78396	80229	+	1834	145	18	109	98	202
lncRNA_9614	Porites_evermani_scaffold_863	143742	144402	+	661	106	13	134	34	181.50
lncRNA_9615	Porites_evermani_scaffold_864	147193	153178	+	5986	27	14	48	4	15
lncRNA_9616	Porites_evermani_scaffold_864	19198	19445	+	248	8	0	28	0	0
lncRNA_9617	Porites_evermani_scaffold_866	67001	67300	+	300	6	4	36	2	0
lncRNA_9618	Porites_evermani_scaffold_866	79214	79955	+	742	12.80	9.20	9.40	80.00	54.80
lncRNA_9619	Porites_evermani_scaffold_867	84121	84329	+	209	0	1	40	5	2
lncRNA_9620	Porites_evermani_scaffold_87	189766	195728	+	5963	140	194	0	0	0
lncRNA_9621	Porites_evermani_scaffold_87	163355	163601	+	247	24.10	0.83	45.53	0	0
lncRNA_9622	Porites_evermani_scaffold_87	301686	301935	+	250	6	4	52	0	0
lncRNA_9623	Porites_evermani_scaffold_87	381120	381968	+	849	82	329	0	0	0
lncRNA_9624	Porites_evermani_scaffold_871	114549	116545	+	1997	166	143.00	226	71	224
lncRNA_9625	Porites_evermani_scaffold_872	13901	27911	+	14011	189	108.50	295	109.50	169
lncRNA_9626	Porites_evermani_scaffold_872	1212	1549	+	338	3.50	12	64	1	43
lncRNA_9627	Porites_evermani_scaffold_872	152371	152627	+	257	11	0	28	0	0
lncRNA_9628	Porites_evermani_scaffold_873	133172	133463	+	292	5	14.40	38.58	4.60	22.40
lncRNA_9629	Porites_evermani_scaffold_873	175766	175971	+	206	0	6	42	8	22
lncRNA_9630	Porites_evermani_scaffold_874	45600	45814	+	215	3	6	40	0	20
lncRNA_9631	Porites_evermani_scaffold_875	103791	139934	+	36144	877.25	278.75	569.92	414.42	1451.67
lncRNA_9632	Porites_evermani_scaffold_875	17005	17301	+	297	0	0	40	0	12
lncRNA_9633	Porites_evermani_scaffold_875	122517	122752	+	236	11.50	3	29.50	4.50	2.50
lncRNA_9634	Porites_evermani_scaffold_876	154291	157546	+	3256	32.58	18.00	126.90	25.85	24.55
lncRNA_9635	Porites_evermani_scaffold_877	4606	6052	+	1447	515.00	381.00	865	505.00	1255.00
lncRNA_9636	Porites_evermani_scaffold_877	116845	117102	+	258	0	0	43	0	0
lncRNA_9637	Porites_evermani_scaffold_878	373	3388	+	3016	193	12	12	86	113
lncRNA_9638	Porites_evermani_scaffold_878	126934	137445	+	10512	3275.34	740.49	109.00	1449.88	6561.65
lncRNA_9639	Porites_evermani_scaffold_878	126943	137445	+	10503	3275.34	740.49	109.00	1449.88	6561.65
lncRNA_9640	Porites_evermani_scaffold_878	126943	137445	+	10503	3275.34	740.49	109.00	1449.88	6561.65
lncRNA_9641	Porites_evermani_scaffold_878	126943	137445	+	10503	3275.34	740.49	109.00	1449.88	6561.65
lncRNA_9642	Porites_evermani_scaffold_878	146553	150471	+	3919	46	35	149	68	24
lncRNA_9643	Porites_evermani_scaffold_878	163698	169677	+	5980	10	2	37.50	4	126.33
lncRNA_9644	Porites_evermani_scaffold_878	8157	8589	+	433	87	2	0	6	38
lncRNA_9645	Porites_evermani_scaffold_878	125481	126330	+	850	1998	321	131	820.90	3889
lncRNA_9646	Porites_evermani_scaffold_878	152348	152661	+	314	6	9	53	8	27.00
lncRNA_9647	Porites_evermani_scaffold_879	34294	51848	+	17555	1.50	76	190	82.50	118.23
lncRNA_9648	Porites_evermani_scaffold_879	107953	110989	+	3037	88.50	121.50	103	133.50	261
lncRNA_9649	Porites_evermani_scaffold_88	87714	88735	+	1022	350.00	139.17	105.83	30.17	214.17
lncRNA_9650	Porites_evermani_scaffold_88	288174	298861	+	10688	263	150.00	132.00	162.00	180.50
lncRNA_9651	Porites_evermani_scaffold_88	102401	103428	+	1028	142.10	61.45	27	25	114.70
lncRNA_9652	Porites_evermani_scaffold_88	116580	119199	+	2620	192	61	372	139	188
lncRNA_9653	Porites_evermani_scaffold_88	267782	269221	+	1440	277	105	213	76	221.50
lncRNA_9654	Porites_evermani_scaffold_88	236	547	+	312	0	8	28	0	18
lncRNA_9655	Porites_evermani_scaffold_88	1693	1906	+	214	0	0	26	0	18
lncRNA_9656	Porites_evermani_scaffold_88	51357	51569	+	213	0	0	26	5	5
lncRNA_9657	Porites_evermani_scaffold_88	52695	53293	+	599	0	2	88	37	18
lncRNA_9658	Porites_evermani_scaffold_88	133679	134078	+	400	0	39	43	0	0
lncRNA_9659	Porites_evermani_scaffold_881	173339	177104	+	3766	64	41	123	23	29
lncRNA_9660	Porites_evermani_scaffold_882	144682	153943	+	9262	461.80	60	101.50	121.50	471.57
lncRNA_9661	Porites_evermani_scaffold_882	145251	153943	+	8693	441.80	60	101.50	121.50	443.57
lncRNA_9662	Porites_evermani_scaffold_882	116984	117397	+	414	13	6	0	1	40
lncRNA_9663	Porites_evermani_scaffold_882	175966	176258	+	293	12	19	59	7	14
lncRNA_9664	Porites_evermani_scaffold_883	34207	37899	+	3693	175.00	64.00	50	96.00	114.00
lncRNA_9665	Porites_evermani_scaffold_883	110556	115563	+	5008	6538.24	5262.99	23401.55	6374.50	19667.86
lncRNA_9666	Porites_evermani_scaffold_883	110556	115563	+	5008	6538.24	5262.99	23401.55	6374.50	19667.86
lncRNA_9667	Porites_evermani_scaffold_883	65309	65761	+	453	60.33	4	0	6	13
lncRNA_9668	Porites_evermani_scaffold_884	149628	151113	+	1486	244.00	185.00	707.00	304.00	275.00
lncRNA_9669	Porites_evermani_scaffold_884	161454	162214	+	761	530.00	86.00	100	212.50	4
lncRNA_9670	Porites_evermani_scaffold_884	116616	117267	+	652	17.50	4.50	73.50	2	26.00
lncRNA_9671	Porites_evermani_scaffold_885	109784	110694	+	911	10	0	164	0	0
lncRNA_9672	Porites_evermani_scaffold_885	149414	150974	+	1561	13.50	175.50	34.00	85.50	89.50
lncRNA_9673	Porites_evermani_scaffold_885	173611	174307	+	697	32	10	41	16	10
lncRNA_9674	Porites_evermani_scaffold_885	167274	167849	+	576	13	6	284	0	18
lncRNA_9675	Porites_evermani_scaffold_885	169339	170789	+	1451	50	45	656	131	134
lncRNA_9676	Porites_evermani_scaffold_886	108866	110939	+	2074	1962.00	1317.50	3478.00	1477.00	2741.00
lncRNA_9677	Porites_evermani_scaffold_886	165762	165989	+	228	93.97	21.35	55.33	26.32	91.17
lncRNA_9678	Porites_evermani_scaffold_887	28869	60842	+	31974	798.75	6942.50	459	492.00	1099.60
lncRNA_9679	Porites_evermani_scaffold_887	34109	62067	+	27959	675.25	6211.50	441.50	363.50	974.60
lncRNA_9680	Porites_evermani_scaffold_888	1	3004	+	3004	186	44	172	78	202
lncRNA_9681	Porites_evermani_scaffold_888	95872	96777	+	906	2	0	114	0	1
lncRNA_9682	Porites_evermani_scaffold_889	65958	69217	+	3260	1491.99	442.00	5233.48	3211.99	3534.48
lncRNA_9683	Porites_evermani_scaffold_889	153566	153785	+	220	8	1	31	1	17
lncRNA_9684	Porites_evermani_scaffold_889	168016	169026	+	1011	50	5	231	108.33	35
lncRNA_9685	Porites_evermani_scaffold_89	40381	41028	+	648	352	98	145	190	335
lncRNA_9686	Porites_evermani_scaffold_89	67322	72145	+	4824	84.50	12.00	30.00	25.00	48.00
lncRNA_9687	Porites_evermani_scaffold_89	514825	522521	+	7697	88.33	57.58	124.92	72	189.08
lncRNA_9688	Porites_evermani_scaffold_89	514832	518787	+	3956	38.83	15.58	0.42	13.50	26.00
lncRNA_9689	Porites_evermani_scaffold_89	519407	522521	+	3115	55.83	41.83	79.67	49.50	172.42
lncRNA_9690	Porites_evermani_scaffold_89	522748	529323	+	6576	478.33	262.78	593.47	250.98	819.30
lncRNA_9691	Porites_evermani_scaffold_89	523903	528259	+	4357	207.66	103.86	112.55	95.06	368.55
lncRNA_9692	Porites_evermani_scaffold_89	11655	13234	+	1580	1341	1002	409	758.67	1398
lncRNA_9693	Porites_evermani_scaffold_89	118349	120133	+	1785	30.58	30.50	58.50	93.83	39.00
lncRNA_9694	Porites_evermani_scaffold_89	511207	514488	+	3282	182	15	411	97	16.50
lncRNA_9695	Porites_evermani_scaffold_89	524265	529250	+	4986	210.49	150.78	287.47	153.31	455.46
lncRNA_9696	Porites_evermani_scaffold_89	117497	117865	+	369	13	4.50	46	37.50	15
lncRNA_9697	Porites_evermani_scaffold_89	384839	385100	+	262	31.37	0	5	0	2.30
lncRNA_9698	Porites_evermani_scaffold_890	43106	46661	+	3556	0.80	713.70	110	57.20	2.20
lncRNA_9699	Porites_evermani_scaffold_890	51240	55347	+	4108	6	8032.50	23	232	10
lncRNA_9700	Porites_evermani_scaffold_891	887	3168	+	2282	121	64	153	63.50	214
lncRNA_9701	Porites_evermani_scaffold_891	49098	56673	+	7576	823.82	151.83	922.81	500.15	1243.12
lncRNA_9702	Porites_evermani_scaffold_891	53697	55557	+	1861	793.82	142.33	746.81	455.65	1189.12
lncRNA_9703	Porites_evermani_scaffold_891	101084	101565	+	482	2	1	46	8	5
lncRNA_9704	Porites_evermani_scaffold_891	115922	118318	+	2397	98.00	92.00	258.33	71.00	138.00
lncRNA_9705	Porites_evermani_scaffold_891	53567	55557	+	1991	793.82	142.83	752.31	455.65	1191.62
lncRNA_9706	Porites_evermani_scaffold_891	142556	144891	+	2336	1786	872	1633	1016	1760
lncRNA_9707	Porites_evermani_scaffold_891	93556	94104	+	549	31	12	62	0	17
lncRNA_9708	Porites_evermani_scaffold_892	4185	5305	+	1121	7.50	23	10	74.33	19
lncRNA_9709	Porites_evermani_scaffold_892	98731	100914	+	2184	43	0	152	54	46
lncRNA_9710	Porites_evermani_scaffold_892	143082	143458	+	377	8	0	42	0	26.50
lncRNA_9711	Porites_evermani_scaffold_893	147324	152675	+	5352	150.66	1	11.00	70.00	289.83
lncRNA_9712	Porites_evermani_scaffold_893	147324	152675	+	5352	150.66	1	11.00	70.00	289.83
lncRNA_9713	Porites_evermani_scaffold_893	158368	160847	+	2480	683.25	7	49.50	148	782.75
lncRNA_9714	Porites_evermani_scaffold_893	158368	160847	+	2480	683.25	7	49.50	148	782.75
lncRNA_9715	Porites_evermani_scaffold_893	171067	175079	+	4013	74.50	0	2	11	108.20
lncRNA_9716	Porites_evermani_scaffold_894	143799	144161	+	363	0	51	0	0	219.67
lncRNA_9717	Porites_evermani_scaffold_895	76345	76653	+	309	33	12	54	12	13
lncRNA_9718	Porites_evermani_scaffold_895	77103	77461	+	359	18	12	62	27	18
lncRNA_9719	Porites_evermani_scaffold_896	27	4394	+	4368	163.66	68.67	251.66	144.00	204.66
lncRNA_9720	Porites_evermani_scaffold_896	1905	4394	+	2490	146.66	55.67	223.66	128.50	179.16
lncRNA_9721	Porites_evermani_scaffold_896	1948	4394	+	2447	146.66	55.67	223.66	128.50	179.16
lncRNA_9722	Porites_evermani_scaffold_896	20172	22172	+	2001	25	44	464	82.00	113
lncRNA_9723	Porites_evermani_scaffold_896	24353	29089	+	4737	3857.00	1727.00	3797	2004.00	6450.00
lncRNA_9724	Porites_evermani_scaffold_896	159376	159821	+	446	3.33	6.50	27.25	9.50	21.00
lncRNA_9725	Porites_evermani_scaffold_897	91218	94903	+	3686	14	4	36	0	14
lncRNA_9726	Porites_evermani_scaffold_898	1249	1466	+	218	74	0	0	0	0
lncRNA_9727	Porites_evermani_scaffold_898	43587	43867	+	281	54.80	10.00	0	1.40	2.20
lncRNA_9728	Porites_evermani_scaffold_898	45818	46164	+	347	14.60	5.20	333.55	35.40	28.95
lncRNA_9729	Porites_evermani_scaffold_899	90197	100302	+	10106	1597.31	553.44	1761.96	763.03	2706.11
lncRNA_9730	Porites_evermani_scaffold_899	97384	100302	+	2919	1493.23	546.32	1709.12	729.20	2530.55
lncRNA_9731	Porites_evermani_scaffold_899	97804	100302	+	2499	1092.23	420.82	1249.12	546.70	1768.05
lncRNA_9732	Porites_evermani_scaffold_899	157083	157334	+	252	0	0	36	0	3
lncRNA_9733	Porites_evermani_scaffold_9	171961	172443	+	483	14	10	29	18	14
lncRNA_9734	Porites_evermani_scaffold_9	172636	178019	+	5384	316.42	110.33	314.17	90.90	158.88
lncRNA_9735	Porites_evermani_scaffold_9	598006	599498	+	1493	119	23	36	34	437
lncRNA_9736	Porites_evermani_scaffold_9	626848	628088	+	1241	10	1	6	19	121.00
lncRNA_9737	Porites_evermani_scaffold_9	101757	102624	+	868	86.50	82.00	62.25	39.42	94.42
lncRNA_9738	Porites_evermani_scaffold_9	101757	102717	+	961	106.50	103.50	67.42	45.08	108.08
lncRNA_9739	Porites_evermani_scaffold_9	944084	973481	+	29398	225.70	262.40	83	285	701.00
lncRNA_9740	Porites_evermani_scaffold_9	109890	110104	+	215	4	10	24	0	0
lncRNA_9741	Porites_evermani_scaffold_9	513177	514371	+	1195	59	51	114	133	703
lncRNA_9742	Porites_evermani_scaffold_9	544940	545406	+	467	8.50	12	95.00	7.00	6.50
lncRNA_9743	Porites_evermani_scaffold_9	612326	612655	+	330	2.50	0	52	0	1
lncRNA_9744	Porites_evermani_scaffold_9	686358	686581	+	224	4.20	6.00	30.50	4	11.17
lncRNA_9745	Porites_evermani_scaffold_9	743444	743644	+	201	0	0	0	50	68.20
lncRNA_9746	Porites_evermani_scaffold_9	810765	811001	+	237	7	19	34	8	43
lncRNA_9747	Porites_evermani_scaffold_9	812884	813626	+	743	0	3	34	8	87.50
lncRNA_9748	Porites_evermani_scaffold_9	823168	824871	+	1704	6	2.83	2	8	353
lncRNA_9749	Porites_evermani_scaffold_9	863317	863526	+	210	0	0	28	0	2
lncRNA_9750	Porites_evermani_scaffold_9	883623	883919	+	297	11.18	3.50	27.87	0.80	6.07
lncRNA_9751	Porites_evermani_scaffold_90	123556	129041	+	5486	2309.83	1149	2420	1135	1333
lncRNA_9752	Porites_evermani_scaffold_90	157534	160081	+	2548	454	161	380	120	211
lncRNA_9753	Porites_evermani_scaffold_90	270319	271504	+	1186	18	2	65	20	47
lncRNA_9754	Porites_evermani_scaffold_90	313293	313703	+	411	44.00	0.40	44	4.00	0.40
lncRNA_9755	Porites_evermani_scaffold_90	464737	465526	+	790	1296	6	697	58	44
lncRNA_9756	Porites_evermani_scaffold_90	106399	107042	+	644	70.50	4	0	0	2
lncRNA_9757	Porites_evermani_scaffold_90	110684	111464	+	781	175	21	99	44	36
lncRNA_9758	Porites_evermani_scaffold_90	308809	309069	+	261	11	2	58.00	0	0
lncRNA_9759	Porites_evermani_scaffold_90	409747	409974	+	228	0	0	24	0	0
lncRNA_9760	Porites_evermani_scaffold_90	515809	516080	+	272	0	6	10	13	77
lncRNA_9761	Porites_evermani_scaffold_90	516407	516683	+	277	0	10	1	31	124
lncRNA_9762	Porites_evermani_scaffold_90	518634	518893	+	260	12	2	29	3.50	0
lncRNA_9763	Porites_evermani_scaffold_902	167117	169008	+	1892	55	20	92	6	46
lncRNA_9764	Porites_evermani_scaffold_902	146106	146434	+	329	0	0	65	7	0
lncRNA_9765	Porites_evermani_scaffold_903	84366	85188	+	823	8.25	1.25	69.66	5.25	31.86
lncRNA_9766	Porites_evermani_scaffold_903	85691	93007	+	7317	57.18	16.25	342.06	21.75	52.21
lncRNA_9767	Porites_evermani_scaffold_903	91444	93007	+	1564	41.00	15	274.50	16.50	7.18
lncRNA_9768	Porites_evermani_scaffold_903	5602	5824	+	223	0	0	44	0	0
lncRNA_9769	Porites_evermani_scaffold_903	10540	10826	+	287	0	0	58	0	0
lncRNA_9770	Porites_evermani_scaffold_903	33660	34198	+	539	0	0	73	0	0
lncRNA_9771	Porites_evermani_scaffold_903	34401	34746	+	346	0	0	58	0	2
lncRNA_9772	Porites_evermani_scaffold_903	35518	35998	+	481	0	7	109	6	0
lncRNA_9773	Porites_evermani_scaffold_903	36958	37953	+	996	1	0	116	6	0
lncRNA_9774	Porites_evermani_scaffold_905	93115	93751	+	637	56	6	82	53	66
lncRNA_9775	Porites_evermani_scaffold_907	22245	24461	+	2217	335.25	90.50	384.75	149.00	230.50
lncRNA_9776	Porites_evermani_scaffold_907	22245	24461	+	2217	335.25	90.50	384.75	149.00	230.50
