# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "../output/01.6-Ptuh-lncRNA-pipeline/Ptuh_lncRNA_for_fc.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam
lncRNA_15305	Pocillopora_meandrina_HIv1___Sc0000042	637278	637522	+	245	40.58	22.64	11.33	1.70	17.67
lncRNA_15306	Pocillopora_meandrina_HIv1___Sc0000042	672969	673177	+	209	0	0	24	0	0
lncRNA_15307	Pocillopora_meandrina_HIv1___Sc0000042	682821	683658	+	838	0	81.50	97.83	0	15
lncRNA_15308	Pocillopora_meandrina_HIv1___Sc0000042	927943	928330	+	388	0	3	7	39.00	0
lncRNA_15309	Pocillopora_meandrina_HIv1___Sc0000042	971598	973130	+	1533	2	0	62	43	275
lncRNA_15310	Pocillopora_meandrina_HIv1___Sc0000042	979603	980313	+	711	3.82	22.60	59.76	52.86	2.67
lncRNA_15311	Pocillopora_meandrina_HIv1___Sc0000042	1067175	1068201	+	1027	15.00	1	0	89.00	87.50
lncRNA_15312	Pocillopora_meandrina_HIv1___Sc0000042	1282281	1282483	+	203	18	0	0	15	0
lncRNA_15313	Pocillopora_meandrina_HIv1___Sc0000042	1284929	1285163	+	235	1.50	25	4.50	27.50	9
lncRNA_15314	Pocillopora_meandrina_HIv1___Sc0000042	1816148	1817004	+	857	246.68	132.86	227.26	319.40	97.94
lncRNA_15315	Pocillopora_meandrina_HIv1___Sc0000043	250893	251322	+	430	31	10	2	27	0
lncRNA_15316	Pocillopora_meandrina_HIv1___Sc0000043	453328	456095	+	2768	240.81	136.08	266.83	194.63	111.48
lncRNA_15317	Pocillopora_meandrina_HIv1___Sc0000043	453332	456095	+	2764	240.81	136.08	266.83	194.63	111.48
lncRNA_15318	Pocillopora_meandrina_HIv1___Sc0000043	537991	545935	+	7945	33.11	68.26	28.74	637.75	109.38
lncRNA_15319	Pocillopora_meandrina_HIv1___Sc0000043	537991	546042	+	8052	33.11	68.26	28.74	637.75	109.38
lncRNA_15320	Pocillopora_meandrina_HIv1___Sc0000043	591798	605741	+	13944	412.20	234.80	393.96	694.20	269.82
lncRNA_15321	Pocillopora_meandrina_HIv1___Sc0000043	564612	583268	+	18657	14.64	64.85	99.94	887.83	252.18
lncRNA_15322	Pocillopora_meandrina_HIv1___Sc0000043	592932	611031	+	18100	469.70	250.80	440.29	698.70	279.32
lncRNA_15323	Pocillopora_meandrina_HIv1___Sc0000043	946751	947173	+	423	0	0	34	0	0
lncRNA_15324	Pocillopora_meandrina_HIv1___Sc0000043	947709	949667	+	1959	0	99	101	0	0
lncRNA_15325	Pocillopora_meandrina_HIv1___Sc0000043	1057238	1058754	+	1517	61.70	89	163.10	79.33	84.50
lncRNA_15326	Pocillopora_meandrina_HIv1___Sc0000043	1386565	1393301	+	6737	2.00	17.73	29.54	46.11	3
lncRNA_15327	Pocillopora_meandrina_HIv1___Sc0000043	1567819	1568444	+	626	4.14	27.74	28.70	64.80	6.76
lncRNA_15328	Pocillopora_meandrina_HIv1___Sc0000043	1639243	1639800	+	558	2.12	23.54	27.72	60.20	4.39
lncRNA_15329	Pocillopora_meandrina_HIv1___Sc0000043	1646867	1647812	+	946	4.62	9.08	13.25	61.54	5.33
lncRNA_15330	Pocillopora_meandrina_HIv1___Sc0000043	1777867	1790032	+	12166	90.31	279.77	230.14	182.55	97.99
lncRNA_15331	Pocillopora_meandrina_HIv1___Sc0000043	440386	440969	+	584	55.48	48.14	54.37	24.30	34.52
lncRNA_15332	Pocillopora_meandrina_HIv1___Sc0000043	460438	462344	+	1907	68.85	43.63	113.04	78.96	41.56
lncRNA_15333	Pocillopora_meandrina_HIv1___Sc0000043	461150	462344	+	1195	64.13	39.22	90.73	74.15	32.32
lncRNA_15334	Pocillopora_meandrina_HIv1___Sc0000043	596168	597502	+	1335	0	0	0	18.25	1.33
lncRNA_15335	Pocillopora_meandrina_HIv1___Sc0000043	1026476	1029043	+	2568	1078	476	1413.50	705.50	911.50
lncRNA_15336	Pocillopora_meandrina_HIv1___Sc0000043	1028079	1029043	+	965	142	59	44.50	101.50	57.50
lncRNA_15337	Pocillopora_meandrina_HIv1___Sc0000043	1066009	1067944	+	1936	292	141	1437	636	69
lncRNA_15338	Pocillopora_meandrina_HIv1___Sc0000043	1487811	1488362	+	552	8.32	11.17	16.62	43.41	24.35
lncRNA_15339	Pocillopora_meandrina_HIv1___Sc0000043	1726080	1726617	+	538	22	0	0	0	0.50
lncRNA_15340	Pocillopora_meandrina_HIv1___Sc0000043	1791690	1792786	+	1097	18.10	148.25	101.66	82.80	107.73
lncRNA_15341	Pocillopora_meandrina_HIv1___Sc0000043	29596	30195	+	600	0	74	116.33	103	7
lncRNA_15342	Pocillopora_meandrina_HIv1___Sc0000043	54015	54262	+	248	0	39	17	0	0
lncRNA_15343	Pocillopora_meandrina_HIv1___Sc0000043	84754	85044	+	291	0	34	4	12	0
lncRNA_15344	Pocillopora_meandrina_HIv1___Sc0000043	238308	239520	+	1213	4	1	57	94	12
lncRNA_15345	Pocillopora_meandrina_HIv1___Sc0000043	304772	305481	+	710	22	16	62	37	24
lncRNA_15346	Pocillopora_meandrina_HIv1___Sc0000043	529585	529800	+	216	0	8	1	20	0
lncRNA_15347	Pocillopora_meandrina_HIv1___Sc0000043	627758	628838	+	1081	264	221	241	129	237
lncRNA_15348	Pocillopora_meandrina_HIv1___Sc0000043	751859	752262	+	404	0	8	31	56	0
lncRNA_15349	Pocillopora_meandrina_HIv1___Sc0000043	764870	765340	+	471	50	0	16	6	0
lncRNA_15350	Pocillopora_meandrina_HIv1___Sc0000043	765671	765950	+	280	0	7	4	0	14
lncRNA_15351	Pocillopora_meandrina_HIv1___Sc0000043	766311	767605	+	1295	0	41	92	21	101
lncRNA_15352	Pocillopora_meandrina_HIv1___Sc0000043	801942	802160	+	219	21	0	2	0	0
lncRNA_15353	Pocillopora_meandrina_HIv1___Sc0000043	860550	860834	+	285	22.50	9	12.50	2	0
lncRNA_15354	Pocillopora_meandrina_HIv1___Sc0000043	938096	938554	+	459	0	14	0	118	0
lncRNA_15355	Pocillopora_meandrina_HIv1___Sc0000043	938897	941844	+	2948	16.33	20.00	260.42	25	4.33
lncRNA_15356	Pocillopora_meandrina_HIv1___Sc0000043	1127746	1128138	+	393	15	7	3	37	8
lncRNA_15357	Pocillopora_meandrina_HIv1___Sc0000043	1133740	1134240	+	501	0	20	64	18	4
lncRNA_15358	Pocillopora_meandrina_HIv1___Sc0000043	1142747	1142966	+	220	0	17	19	8	12
lncRNA_15359	Pocillopora_meandrina_HIv1___Sc0000043	1147780	1147988	+	209	18	0	0	0	0
lncRNA_15360	Pocillopora_meandrina_HIv1___Sc0000043	1191562	1191914	+	353	0	7	10	36	4
lncRNA_15361	Pocillopora_meandrina_HIv1___Sc0000043	1399063	1400077	+	1015	10	50.16	73.00	74.28	15.81
lncRNA_15362	Pocillopora_meandrina_HIv1___Sc0000043	1408866	1409124	+	259	1	6.18	0.40	7.25	48.37
lncRNA_15363	Pocillopora_meandrina_HIv1___Sc0000043	1425171	1425387	+	217	5	16.42	16.50	3.50	0
lncRNA_15364	Pocillopora_meandrina_HIv1___Sc0000043	1459754	1460087	+	334	7.50	35.25	19.00	0	0
lncRNA_15365	Pocillopora_meandrina_HIv1___Sc0000043	1463669	1464178	+	510	6.42	12.50	72.42	39.33	4.58
lncRNA_15366	Pocillopora_meandrina_HIv1___Sc0000043	1480053	1480325	+	273	0	1	22	23.50	0
lncRNA_15367	Pocillopora_meandrina_HIv1___Sc0000043	1486803	1487171	+	369	8.96	41.94	36.59	82.10	9.60
lncRNA_15368	Pocillopora_meandrina_HIv1___Sc0000043	1495461	1495667	+	207	2	26.67	1	15	29
lncRNA_15369	Pocillopora_meandrina_HIv1___Sc0000043	1545421	1545971	+	551	7.50	70.83	29.00	0	0
lncRNA_15370	Pocillopora_meandrina_HIv1___Sc0000043	1575757	1576036	+	280	1.30	18.32	8.48	39.17	8.84
lncRNA_15371	Pocillopora_meandrina_HIv1___Sc0000043	1576651	1577071	+	421	17.93	7.27	114.99	64.08	39.35
lncRNA_15372	Pocillopora_meandrina_HIv1___Sc0000043	1577326	1578022	+	697	19.98	108.80	90.08	94.24	71.52
lncRNA_15373	Pocillopora_meandrina_HIv1___Sc0000043	1798543	1799334	+	792	5.25	79.97	7.78	25.90	175.43
lncRNA_15374	Pocillopora_meandrina_HIv1___Sc0000043	1799719	1799968	+	250	0	22.50	16.33	18.33	1
lncRNA_15375	Pocillopora_meandrina_HIv1___Sc0000044	64626	64953	+	328	45	115	140	101	322
lncRNA_15376	Pocillopora_meandrina_HIv1___Sc0000044	140392	141041	+	650	60	86	0	0	0
lncRNA_15377	Pocillopora_meandrina_HIv1___Sc0000044	667767	669197	+	1431	1132.67	1113.67	545.50	1458.63	1188.83
lncRNA_15378	Pocillopora_meandrina_HIv1___Sc0000044	570658	571685	+	1028	31.02	116.45	69.74	63.58	36.17
lncRNA_15379	Pocillopora_meandrina_HIv1___Sc0000044	576916	577371	+	456	0	40.50	4	6	11
lncRNA_15380	Pocillopora_meandrina_HIv1___Sc0000044	743545	745097	+	1553	23.50	51.50	58.00	17.50	4.50
lncRNA_15381	Pocillopora_meandrina_HIv1___Sc0000044	747068	747371	+	304	0	0	25	0	0
lncRNA_15382	Pocillopora_meandrina_HIv1___Sc0000044	868579	868906	+	328	0	26	24	37	0
lncRNA_15383	Pocillopora_meandrina_HIv1___Sc0000044	1709862	1720718	+	10857	5	53.30	103.90	50.10	8
lncRNA_15384	Pocillopora_meandrina_HIv1___Sc0000044	100585	126936	+	26352	5656.55	5264.80	9583.77	7228.53	4912.77
lncRNA_15385	Pocillopora_meandrina_HIv1___Sc0000044	205563	209736	+	4174	224	316	224	250	48
lncRNA_15386	Pocillopora_meandrina_HIv1___Sc0000044	500037	501951	+	1915	248	111	68	254	16
lncRNA_15387	Pocillopora_meandrina_HIv1___Sc0000044	1105915	1106814	+	900	8	7	38	22	34
lncRNA_15388	Pocillopora_meandrina_HIv1___Sc0000044	2066	2391	+	326	0	13	8	29	0
lncRNA_15389	Pocillopora_meandrina_HIv1___Sc0000044	28146	28649	+	504	0	28	112	82	0
lncRNA_15390	Pocillopora_meandrina_HIv1___Sc0000044	40789	41328	+	540	0	2	43	0	0
lncRNA_15391	Pocillopora_meandrina_HIv1___Sc0000044	52986	53346	+	361	6	19	72	18	1
lncRNA_15392	Pocillopora_meandrina_HIv1___Sc0000044	204720	205226	+	507	0	14	4	76	0
lncRNA_15393	Pocillopora_meandrina_HIv1___Sc0000044	213438	213702	+	265	0	9	13	27	0
lncRNA_15394	Pocillopora_meandrina_HIv1___Sc0000044	228490	228974	+	485	0	16	48	21	0
lncRNA_15395	Pocillopora_meandrina_HIv1___Sc0000044	250982	251754	+	773	0	7	74	12	0
lncRNA_15396	Pocillopora_meandrina_HIv1___Sc0000044	287050	287543	+	494	0	33	0	0	0
lncRNA_15397	Pocillopora_meandrina_HIv1___Sc0000044	325125	325582	+	458	58.86	8.85	0.40	11.73	4.85
lncRNA_15398	Pocillopora_meandrina_HIv1___Sc0000044	363396	363917	+	522	1.50	1.29	41.25	21.97	0.67
lncRNA_15399	Pocillopora_meandrina_HIv1___Sc0000044	486578	487890	+	1313	11	102	33	6	125
lncRNA_15400	Pocillopora_meandrina_HIv1___Sc0000044	672400	672680	+	281	19	0	8	0	239
lncRNA_15401	Pocillopora_meandrina_HIv1___Sc0000044	672922	673154	+	233	18	2	0	0	218
lncRNA_15402	Pocillopora_meandrina_HIv1___Sc0000044	675043	675751	+	709	0	0	2	2.00	40.50
lncRNA_15403	Pocillopora_meandrina_HIv1___Sc0000044	675963	676473	+	511	0	0	10	0	46.00
lncRNA_15404	Pocillopora_meandrina_HIv1___Sc0000044	676768	677044	+	277	0	0	26	0	20
lncRNA_15405	Pocillopora_meandrina_HIv1___Sc0000044	684117	684424	+	308	1.50	7	0	24.50	0
lncRNA_15406	Pocillopora_meandrina_HIv1___Sc0000044	739800	740020	+	221	16	20.67	0.33	7	41
lncRNA_15407	Pocillopora_meandrina_HIv1___Sc0000044	752830	753779	+	950	4	73	100	24	1
lncRNA_15408	Pocillopora_meandrina_HIv1___Sc0000044	812229	813871	+	1643	230	154	88	104	163
lncRNA_15409	Pocillopora_meandrina_HIv1___Sc0000044	884810	885161	+	352	8	15	6	7	68
lncRNA_15410	Pocillopora_meandrina_HIv1___Sc0000044	885443	887064	+	1622	18.88	52.67	236.31	5	93.79
lncRNA_15411	Pocillopora_meandrina_HIv1___Sc0000044	927335	928071	+	737	4	56	83	37	0
lncRNA_15412	Pocillopora_meandrina_HIv1___Sc0000044	1014462	1014672	+	211	1	3	8	0	16
lncRNA_15413	Pocillopora_meandrina_HIv1___Sc0000044	1098456	1098690	+	235	0	0	0	0	12
lncRNA_15414	Pocillopora_meandrina_HIv1___Sc0000044	1104038	1104389	+	352	0	36	5	25	4
lncRNA_15415	Pocillopora_meandrina_HIv1___Sc0000044	1301161	1301695	+	535	0	24	30	45	0
lncRNA_15416	Pocillopora_meandrina_HIv1___Sc0000044	1302487	1302975	+	489	0	7	31	52	0
lncRNA_15417	Pocillopora_meandrina_HIv1___Sc0000044	1349096	1349468	+	373	3.73	10	2.50	6.57	21.83
lncRNA_15418	Pocillopora_meandrina_HIv1___Sc0000044	1361995	1362249	+	255	22	0	0	0	4
lncRNA_15419	Pocillopora_meandrina_HIv1___Sc0000044	1365208	1365418	+	211	0	0	0	0	17
lncRNA_15420	Pocillopora_meandrina_HIv1___Sc0000044	1367190	1367695	+	506	0	12.50	58	6	28
lncRNA_15421	Pocillopora_meandrina_HIv1___Sc0000044	1370978	1371331	+	354	4	26	33	27	0
lncRNA_15422	Pocillopora_meandrina_HIv1___Sc0000044	1475656	1475902	+	247	0	6	0	48	0
lncRNA_15423	Pocillopora_meandrina_HIv1___Sc0000044	1631007	1632156	+	1150	20	309	0	0	10
lncRNA_15424	Pocillopora_meandrina_HIv1___Sc0000044	1684669	1684976	+	308	1	5	5	22	0
lncRNA_15425	Pocillopora_meandrina_HIv1___Sc0000044	1701507	1701832	+	326	0.67	1.69	0	25.13	6.10
lncRNA_15426	Pocillopora_meandrina_HIv1___Sc0000045	1469	2071	+	603	2	50.62	13.10	20.17	0
lncRNA_15427	Pocillopora_meandrina_HIv1___Sc0000045	376966	411003	+	34038	321.99	351.56	199.33	161.58	304.12
lncRNA_15428	Pocillopora_meandrina_HIv1___Sc0000045	532984	540044	+	7061	252.62	127.25	578.96	59.25	78.25
lncRNA_15429	Pocillopora_meandrina_HIv1___Sc0000045	532984	556711	+	23728	501.42	239.60	1102.12	103.25	167.69
lncRNA_15430	Pocillopora_meandrina_HIv1___Sc0000045	885337	885929	+	593	458.50	14	650.50	80	181
lncRNA_15431	Pocillopora_meandrina_HIv1___Sc0000045	886380	887435	+	1056	2013.50	181	1455.50	299	404
lncRNA_15432	Pocillopora_meandrina_HIv1___Sc0000045	990976	991522	+	547	0	40	2	0	0
lncRNA_15433	Pocillopora_meandrina_HIv1___Sc0000045	2175	18582	+	16408	0	573.22	308.80	595.90	185
lncRNA_15434	Pocillopora_meandrina_HIv1___Sc0000045	32591	90391	+	57801	178.57	345.04	293.83	170.98	222.66
lncRNA_15435	Pocillopora_meandrina_HIv1___Sc0000045	63990	90391	+	26402	38.09	64.90	39.12	60.20	77.85
lncRNA_15436	Pocillopora_meandrina_HIv1___Sc0000045	64121	130522	+	66402	39.96	91.32	74.61	83.66	119.68
lncRNA_15437	Pocillopora_meandrina_HIv1___Sc0000045	64121	131976	+	67856	39.96	110.47	77.98	87.10	127.81
lncRNA_15438	Pocillopora_meandrina_HIv1___Sc0000045	68675	168117	+	99443	339.84	520.25	342.10	343.95	327.76
lncRNA_15439	Pocillopora_meandrina_HIv1___Sc0000045	68675	168117	+	99443	339.84	520.25	342.10	343.95	327.76
lncRNA_15440	Pocillopora_meandrina_HIv1___Sc0000045	68675	168117	+	99443	339.84	520.25	342.10	343.95	327.76
lncRNA_15441	Pocillopora_meandrina_HIv1___Sc0000045	164383	168117	+	3735	7.75	203.63	118.84	200.03	88.82
lncRNA_15442	Pocillopora_meandrina_HIv1___Sc0000045	152448	153689	+	1242	171.83	177.52	140.03	20.75	138.06
lncRNA_15443	Pocillopora_meandrina_HIv1___Sc0000045	187940	188937	+	998	0.50	1.10	0	5.25	17.50
lncRNA_15444	Pocillopora_meandrina_HIv1___Sc0000045	194864	195498	+	635	1.10	56.99	25.32	62.10	16.32
lncRNA_15445	Pocillopora_meandrina_HIv1___Sc0000045	197343	197560	+	218	0	0	28.45	18.14	0
lncRNA_15446	Pocillopora_meandrina_HIv1___Sc0000045	214400	215755	+	1356	35.22	74.12	45.48	73.57	56.30
lncRNA_15447	Pocillopora_meandrina_HIv1___Sc0000045	270165	272011	+	1847	0.80	111.12	7.66	26.59	297.32
lncRNA_15448	Pocillopora_meandrina_HIv1___Sc0000045	342176	342733	+	558	0	0	1	1	109
lncRNA_15449	Pocillopora_meandrina_HIv1___Sc0000045	376791	411104	+	34314	321.99	355.89	199.33	161.58	305.62
lncRNA_15450	Pocillopora_meandrina_HIv1___Sc0000045	398084	400227	+	2144	174.37	222.61	143.88	47.34	149.56
lncRNA_15451	Pocillopora_meandrina_HIv1___Sc0000045	403641	404356	+	716	40.17	16.67	4.67	4.67	0
lncRNA_15452	Pocillopora_meandrina_HIv1___Sc0000045	411437	412534	+	1098	0.87	80.07	74.90	85.82	94.76
lncRNA_15453	Pocillopora_meandrina_HIv1___Sc0000045	412746	413226	+	481	1	93.46	37.20	4.67	5.20
lncRNA_15454	Pocillopora_meandrina_HIv1___Sc0000045	530082	532214	+	2133	46.33	257	728.81	34.50	8
lncRNA_15455	Pocillopora_meandrina_HIv1___Sc0000045	536011	551079	+	15069	232.46	86.92	342.06	34.52	57.65
lncRNA_15456	Pocillopora_meandrina_HIv1___Sc0000045	537565	556786	+	19222	302.92	154.60	830.45	57.25	122.02
lncRNA_15457	Pocillopora_meandrina_HIv1___Sc0000045	899709	902343	+	2635	500.50	24.17	537.50	84.88	47.50
lncRNA_15458	Pocillopora_meandrina_HIv1___Sc0000045	900019	901442	+	1424	144.50	4.17	180.50	6.88	8.50
lncRNA_15459	Pocillopora_meandrina_HIv1___Sc0000045	914774	917707	+	2934	1867.83	2022.50	2151.67	1806.83	2762.42
lncRNA_15460	Pocillopora_meandrina_HIv1___Sc0000045	942003	942491	+	489	4.50	6.50	9.50	10.12	6
lncRNA_15461	Pocillopora_meandrina_HIv1___Sc0000045	942123	942862	+	740	16.50	39.17	9.50	25.12	6
lncRNA_15462	Pocillopora_meandrina_HIv1___Sc0000045	973318	974667	+	1350	175.50	0	27.50	0	117.50
lncRNA_15463	Pocillopora_meandrina_HIv1___Sc0000045	1031375	1033026	+	1652	40	0	74	27	1
lncRNA_15464	Pocillopora_meandrina_HIv1___Sc0000045	1106776	1111813	+	5038	205	131	165	90	123
lncRNA_15465	Pocillopora_meandrina_HIv1___Sc0000045	31364	31571	+	208	0	10	20	9.50	0
lncRNA_15466	Pocillopora_meandrina_HIv1___Sc0000045	272241	272562	+	322	0	23	0	0	38
lncRNA_15467	Pocillopora_meandrina_HIv1___Sc0000045	289130	289537	+	408	17	33	0	0	0
lncRNA_15468	Pocillopora_meandrina_HIv1___Sc0000045	303144	303489	+	346	0	63.90	39.73	68.53	166.41
lncRNA_15469	Pocillopora_meandrina_HIv1___Sc0000045	462249	463065	+	817	750.83	563.67	528	600.50	618
lncRNA_15470	Pocillopora_meandrina_HIv1___Sc0000045	612326	612535	+	210	0	0	0	0	14
lncRNA_15471	Pocillopora_meandrina_HIv1___Sc0000045	612865	613159	+	295	6	4	8	0	20
lncRNA_15472	Pocillopora_meandrina_HIv1___Sc0000045	713284	713569	+	286	0	0	0	0	14
lncRNA_15473	Pocillopora_meandrina_HIv1___Sc0000045	713883	714100	+	218	0	0	0	17	0
lncRNA_15474	Pocillopora_meandrina_HIv1___Sc0000045	716025	716433	+	409	0	22	13	55	0
lncRNA_15475	Pocillopora_meandrina_HIv1___Sc0000045	727826	728107	+	282	0	0	0	0	14
lncRNA_15476	Pocillopora_meandrina_HIv1___Sc0000045	734845	735082	+	238	0	14	30	17	0
lncRNA_15477	Pocillopora_meandrina_HIv1___Sc0000045	800952	802008	+	1057	0	234	4	407	4
lncRNA_15478	Pocillopora_meandrina_HIv1___Sc0000046	52741	62328	+	9588	4.29	20.73	110.95	53.53	0.07
lncRNA_15479	Pocillopora_meandrina_HIv1___Sc0000046	57311	66938	+	9628	5.71	23.79	116.58	53.05	0.22
lncRNA_15480	Pocillopora_meandrina_HIv1___Sc0000046	211706	217075	+	5370	6.38	69.46	222.92	95.61	0.10
lncRNA_15481	Pocillopora_meandrina_HIv1___Sc0000046	247195	251549	+	4355	25	245.50	136.50	192.33	65
lncRNA_15482	Pocillopora_meandrina_HIv1___Sc0000046	252805	254158	+	1354	3.50	377.50	30	163.50	128
lncRNA_15483	Pocillopora_meandrina_HIv1___Sc0000046	52741	57712	+	4972	2.42	12.38	63.02	31.58	0.05
lncRNA_15484	Pocillopora_meandrina_HIv1___Sc0000046	57353	62328	+	4976	3.20	18.96	103.86	44.26	0.07
lncRNA_15485	Pocillopora_meandrina_HIv1___Sc0000046	61909	66971	+	5063	4.06	17.11	84.07	42.52	0.17
lncRNA_15486	Pocillopora_meandrina_HIv1___Sc0000046	208108	217075	+	8968	8.06	76.00	247.84	105.09	0.10
lncRNA_15487	Pocillopora_meandrina_HIv1___Sc0000046	260140	261196	+	1057	7.44	87.51	72.27	16.59	26.73
lncRNA_15488	Pocillopora_meandrina_HIv1___Sc0000046	260451	261196	+	746	7.44	86.84	68.27	16.09	26.73
lncRNA_15489	Pocillopora_meandrina_HIv1___Sc0000046	220773	221384	+	612	3	20	18	87	33
lncRNA_15490	Pocillopora_meandrina_HIv1___Sc0000046	241660	241875	+	216	15	10	1	16	1
lncRNA_15491	Pocillopora_meandrina_HIv1___Sc0000046	254740	254986	+	247	0	13	32	8	5
lncRNA_15492	Pocillopora_meandrina_HIv1___Sc0000046	255702	259369	+	3668	148.00	256.17	385.83	183.33	406.17
lncRNA_15493	Pocillopora_meandrina_HIv1___Sc0000046	310650	310861	+	212	3.23	23.40	10.63	36.59	3.67
lncRNA_15494	Pocillopora_meandrina_HIv1___Sc0000046	343687	343948	+	262	5.25	1.33	10	5.50	27.25
lncRNA_15495	Pocillopora_meandrina_HIv1___Sc0000046	426488	426757	+	270	37.67	52.54	41.18	28.84	70.12
lncRNA_15496	Pocillopora_meandrina_HIv1___Sc0000046	464460	465388	+	929	8.83	18.13	41.58	80.32	29.04
lncRNA_15497	Pocillopora_meandrina_HIv1___Sc0000046	475150	477729	+	2580	320	543	677	601	364
lncRNA_15498	Pocillopora_meandrina_HIv1___Sc0000046	482873	483146	+	274	0	2	2	0	39
lncRNA_15499	Pocillopora_meandrina_HIv1___Sc0000046	543762	543977	+	216	2	26	0	2	0
lncRNA_15500	Pocillopora_meandrina_HIv1___Sc0000046	544907	545111	+	205	0	2	22	12	0
lncRNA_15501	Pocillopora_meandrina_HIv1___Sc0000046	630757	631355	+	599	305.41	153.96	230.37	463.51	724.14
lncRNA_15502	Pocillopora_meandrina_HIv1___Sc0000046	631842	632066	+	225	2	10.50	19.00	4.17	18.67
lncRNA_15503	Pocillopora_meandrina_HIv1___Sc0000046	647891	648124	+	234	0	2	10	36	0
lncRNA_15504	Pocillopora_meandrina_HIv1___Sc0000046	688378	688661	+	284	0	28	14	12	14
lncRNA_15505	Pocillopora_meandrina_HIv1___Sc0000046	690694	690985	+	292	0	0	22	16	0
lncRNA_15506	Pocillopora_meandrina_HIv1___Sc0000047	84371	84662	+	292	10	33	13	29.83	27.50
lncRNA_15507	Pocillopora_meandrina_HIv1___Sc0000047	96332	98551	+	2220	4	105.79	4.64	55.31	1
lncRNA_15508	Pocillopora_meandrina_HIv1___Sc0000047	65180	68734	+	3555	86.08	361.83	50.75	69	121.17
lncRNA_15509	Pocillopora_meandrina_HIv1___Sc0000047	79842	80128	+	287	33.17	20.50	14.50	13.67	1
lncRNA_15510	Pocillopora_meandrina_HIv1___Sc0000047	123423	125487	+	2065	64.98	29.67	53.25	75.50	137.23
lncRNA_15511	Pocillopora_meandrina_HIv1___Sc0000047	130053	138834	+	8782	212.33	58.42	254.71	448.38	127.40
lncRNA_15512	Pocillopora_meandrina_HIv1___Sc0000047	137442	138834	+	1393	12.42	2.33	7.73	4.00	5.43
lncRNA_15513	Pocillopora_meandrina_HIv1___Sc0000047	137971	141193	+	3223	24.67	34.33	18.73	34.00	7.93
lncRNA_15514	Pocillopora_meandrina_HIv1___Sc0000047	149383	150854	+	1472	50.67	139.77	30.83	33.33	5.70
lncRNA_15515	Pocillopora_meandrina_HIv1___Sc0000047	36046	36311	+	266	0	6.50	30.50	16	0
lncRNA_15516	Pocillopora_meandrina_HIv1___Sc0000047	72723	73253	+	531	1.50	2.88	2.09	55.06	2.93
lncRNA_15517	Pocillopora_meandrina_HIv1___Sc0000047	73971	74173	+	203	0	0	31.50	4.50	0
lncRNA_15518	Pocillopora_meandrina_HIv1___Sc0000047	75082	75313	+	232	0	0	62.50	0	0
lncRNA_15519	Pocillopora_meandrina_HIv1___Sc0000047	87690	87941	+	252	1.50	19.83	9	9	15.50
lncRNA_15520	Pocillopora_meandrina_HIv1___Sc0000047	92021	92442	+	422	81.45	37.37	41.42	34.65	22.36
lncRNA_15521	Pocillopora_meandrina_HIv1___Sc0000047	103494	103904	+	411	0	20	10	33	0
lncRNA_15522	Pocillopora_meandrina_HIv1___Sc0000047	120108	121069	+	962	28.08	40.00	16	40.50	61.08
lncRNA_15523	Pocillopora_meandrina_HIv1___Sc0000047	122225	122831	+	607	11.50	22	0	50	0
lncRNA_15524	Pocillopora_meandrina_HIv1___Sc0000047	126200	128796	+	2597	236.61	73.41	29.98	124.93	70.09
lncRNA_15525	Pocillopora_meandrina_HIv1___Sc0000047	185380	185704	+	325	16.67	7	4.50	23.50	6
lncRNA_15526	Pocillopora_meandrina_HIv1___Sc0000047	186661	186893	+	233	17	0	0	31	0
lncRNA_15527	Pocillopora_meandrina_HIv1___Sc0000047	205324	205552	+	229	2.67	0	2.92	17.12	1.80
lncRNA_15528	Pocillopora_meandrina_HIv1___Sc0000049	5709	6294	+	586	1	7.12	10.50	29.13	12.17
lncRNA_15529	Pocillopora_meandrina_HIv1___Sc0000049	46579	46846	+	268	0	0	61.50	19	0
